ID,WEIGHT,AZDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMPMAR17,BIDENLIB,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVDEM20,FAVSANDERS,GEOCODE,IMMPOLICYDEM20,ISSDEM20B,LATINO,LGBT,MAJCRISISMAR17,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRIB,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SANDERSLIB,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIMTH,TIMEWA20,TRUMPANG,VOTENOV20,WINORISS20,ZIPCODE
277278956.0,0.360694944858551,Tulsi Gabbard,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Joe Biden,Too liberal,,3.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,2.0,Joe Biden,Climate change,No,No,Joe Biden,Change to more conservative policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,West,Too liberal,Male,White men,Oppose,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,Earlier than that,In February,"Dissatisfied, but not angry",No,Agrees with you on major issues,85629.0
277278926.0,0.482236862182617,Tulsi Gabbard,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Bernie Sanders,Omit,,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Only Sanders,Favorable,3.0,Bernie Sanders,Health care,Yes,Yes,Omit,Omit,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Somewhat liberal,Liberal,Liberal,,Yes,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,Female,Latino women,Support,"Cities 10,000-50,000",Small Cities/Rural,English,Arizona,Other,Telephone survey,Earlier than that,Last year,Angry,No,Can beat Donald Trump,85650.0
277278910.0,0.241047218441963,Tulsi Gabbard,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Sanders,Favorable,2.0,Joe Biden,Health care,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,Not liberal enough,Female,White women,Support,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,Last year,"Dissatisfied, but not angry",Yes,Agrees with you on major issues,85712.0
277278877.0,1.23333740234375,Tulsi Gabbard,45-65,60+,60-64,45+,50+,60+,50-64,,,,Complete,Omit,About right,,6.0,Never attended college,No college degree,High school graduate or less,,,Favorable,Only Biden,Unfavorable,1.0,Joe Biden,Omit,No,No,Joe Biden,Omit,45+,18-64,Democrat,,,Democratic men,Democrat,,Moderate,Moderate or Conservative,Moderate,,Yes,Omit,,,State questionnaire,,,,West,Too liberal,Male,,Oppose,Suburbs,Suburbs,English,Arizona,,Telephone survey,In the last month,In March,"Dissatisfied, but not angry",Yes,Omit,85301.0
277278869.0,0.600173771381378,Tulsi Gabbard,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Omit,Too liberal,,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Neither,Unfavorable,3.0,Omit,Health care,Yes,,Omit,Change to more conservative policies,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Yes,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Too liberal,Male,Latino men,Oppose,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Earlier than that,In January,Enthusiastic,No,Agrees with you on major issues,85122.0
277278864.0,0.382452040910721,Tulsi Gabbard,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Joe Biden,About right,,3.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both,Favorable,2.0,Bernie Sanders,Health care,Yes,No,Joe Biden,Change to more conservative policies,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,Male,Latino men,Support,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,Last year,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,85713.0
277278834.0,1.21761322021484,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Bernie Sanders,Not liberal enough,,1.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Only Sanders,Favorable,3.0,Bernie Sanders,Climate change,Yes,No,Bernie Sanders,Change to more liberal policies,45+,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Something else,All others,Very liberal,Liberal,Liberal,,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,Female,Latino women,Support,Rural,Small Cities/Rural,English,Arizona,Other,Telephone survey,Earlier than that,In February,Angry,Yes,Can beat Donald Trump,86047.0
277278832.0,0.586471736431122,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,Complete,Bernie Sanders,Omit,,9.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Only Sanders,Favorable,1.0,Bernie Sanders,Climate change,No,No,Bernie Sanders,Omit,45+,65+,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,All others,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,Other,Other,State questionnaire,Other,Non-white,Other,West,About right,Female,All other races,Omit,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,In the last month,In March,"Dissatisfied, but not angry",No,Omit,85013.0
277278823.0,0.787552356719971,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Omit,Not liberal enough,,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Both,Favorable,2.0,Bernie Sanders,Health care,No,No,Joe Biden,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,West,About right,Female,White women,Support,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85705.0
277278821.0,1.40286552906036,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,Joe Biden,About right,,9.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both,Favorable,1.0,Bernie Sanders,Health care,Yes,No,Joe Biden,Change to more conservative policies,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Too liberal,Female,Latino women,Support,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Omit,Omit,"Dissatisfied, but not angry",No,Agrees with you on major issues,85034.0
277278819.0,0.85984343290329,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Bernie Sanders,About right,,4.0,,,,,,Unfavorable,Only Sanders,Favorable,3.0,Bernie Sanders,Health care,No,No,Bernie Sanders,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,About right,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural,English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,86301.0
277278818.0,0.757600963115692,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,6.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Both,Favorable,1.0,Bernie Sanders,Health care,No,No,Joe Biden,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,West,About right,Female,White women,Support,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,In February,Angry,Yes,Can beat Donald Trump,85028.0
277278806.0,1.4834258556366,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Bernie Sanders,Not liberal enough,,3.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Sanders,Favorable,3.0,Bernie Sanders,Health care,No,Yes,Bernie Sanders,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,West,About right,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,In January,Angry,Yes,Agrees with you on major issues,85365.0
277278803.0,0.950553417205811,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Complete,Omit,About right,,1.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both,Favorable,3.0,Bernie Sanders,Health care,No,No,Joe Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Cares about people like me,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,About right,Female,All other races,Oppose,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Earlier than that,In February,"Satisfied, but not enthusiastic",Yes,Can beat Donald Trump,86434.0
277278801.0,0.847980201244354,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,,,,Complete,Bernie Sanders,About right,,3.0,Associate's degree (AA or AS),No college degree,More than high school graduate,,,Omit,Only Sanders,Favorable,3.0,Bernie Sanders,Climate change,,No,Bernie Sanders,Return to Barack Obama's policies,45+,65+,Democrat,,,Democratic women,Democrat,,Moderate,Moderate or Conservative,Moderate,,No,Can unite the country,,,State questionnaire,,,,West,Omit,Female,,Support,"Cities 50,000-500,000","Cities over 50,000",,Arizona,Other,Telephone survey,Earlier than that,In February,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,85366.0
277278799.0,1.16679525375366,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Joe Biden,About right,,8.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both,Favorable,1.0,Bernie Sanders,Omit,Yes,No,Bernie Sanders,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,Female,Latino women,Support,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Agrees with you on major issues,85345.0
277278794.0,0.790597021579742,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Both,Favorable,3.0,Bernie Sanders,Climate change,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,About right,Female,White women,Support,Rural,Small Cities/Rural,English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85935.0
277278765.0,0.950553417205811,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Bernie Sanders,About right,,1.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Both,Favorable,3.0,Bernie Sanders,Health care,No,No,Bernie Sanders,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,About right,Female,All other races,Oppose,Rural,Small Cities/Rural,English,Arizona,Other,Telephone survey,Earlier than that,In January,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,86025.0
277278757.0,0.757600963115692,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bernie Sanders,Too liberal,,8.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Omit,Omit,Unfavorable,1.0,Omit,Income inequality,No,No,Omit,Change to more conservative policies,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,Moderate or Conservative,Conservative,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,West,Too liberal,Female,White women,Oppose,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,In the last month,In March,"Satisfied, but not enthusiastic",No,Can beat Donald Trump,85395.0
277278749.0,0.814471423625946,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bernie Sanders,Not liberal enough,,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Sanders,Favorable,3.0,Bernie Sanders,Climate change,No,No,Bernie Sanders,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,West,About right,Male,White men,Support,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,Earlier than that,Last year,Angry,Yes,Can beat Donald Trump,86326.0
277278741.0,1.89438796043396,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Bernie Sanders,Not liberal enough,,6.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Only Sanders,Favorable,1.0,Bernie Sanders,Income inequality,Yes,Yes,Bernie Sanders,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Something else,All others,Very liberal,Liberal,Liberal,,Yes,Has the right temperament,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,Female,Latino women,Support,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,Last year,Angry,Yes,Agrees with you on major issues,85023.0
277278739.0,0.938388228416443,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Bernie Sanders,Not liberal enough,,8.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Only Sanders,Favorable,1.0,Bernie Sanders,Health care,No,Yes,Bernie Sanders,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,Other,Other,State questionnaire,Other,Non-white,Other,West,About right,Male,All other races,Support,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Earlier than that,Last year,Angry,No,Agrees with you on major issues,85374.0
277278738.0,0.910881459712982,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Bernie Sanders,Not liberal enough,,9.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Sanders,Favorable,1.0,Bernie Sanders,Health care,No,No,Bernie Sanders,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,West,About right,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,Last year,"Dissatisfied, but not angry",Yes,Agrees with you on major issues,85202.0
277278737.0,1.76887035369873,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Bernie Sanders,Not liberal enough,,1.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Only Sanders,Favorable,3.0,Bernie Sanders,Race relations,Yes,Yes,Bernie Sanders,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Has the right temperament,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,Female,Latino women,Support,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Earlier than that,Last year,Angry,Yes,Agrees with you on major issues,85138.0
277278736.0,0.758878111839294,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Bernie Sanders,Not liberal enough,,3.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Sanders,Favorable,2.0,Bernie Sanders,Health care,No,No,Bernie Sanders,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,West,Not liberal enough,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,Last year,Angry,Omit,Agrees with you on major issues,85701.0
277278735.0,1.23002731800079,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Bernie Sanders,Not liberal enough,,3.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Sanders,Favorable,1.0,Bernie Sanders,Climate change,No,No,Bernie Sanders,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Omit,White,White,State questionnaire,White,White,White,West,About right,Female,White women,Support,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,Earlier than that,In February,Angry,Yes,Can beat Donald Trump,85338.0
277278734.0,0.877716898918152,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Bernie Sanders,Not liberal enough,,6.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Sanders,Favorable,1.0,Bernie Sanders,Income inequality,No,No,Bernie Sanders,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,West,About right,Male,White men,Support,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,Earlier than that,In February,Angry,Yes,Can beat Donald Trump,85310.0
277278732.0,0.95142674446106,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Joe Biden,About right,,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Sanders,Favorable,2.0,Bernie Sanders,Health care,No,No,Bernie Sanders,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,West,About right,Female,White women,Omit,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85748.0
277278729.0,0.726422250270844,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Bernie Sanders,Not liberal enough,,9.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Sanders,Favorable,1.0,Bernie Sanders,Health care,No,No,Bernie Sanders,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,West,About right,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,Last year,Angry,No,Agrees with you on major issues,85014.0
277278728.0,1.04773139953613,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Joe Biden,About right,,6.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Both,Favorable,1.0,Bernie Sanders,Income inequality,No,No,Joe Biden,Change to more liberal policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,West,About right,Female,Black women,Support,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,In February,Angry,Yes,Can beat Donald Trump,85032.0
277278723.0,1.4834258556366,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Bernie Sanders,Not liberal enough,,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Sanders,Favorable,3.0,Bernie Sanders,Health care,No,Yes,Bernie Sanders,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,West,Not liberal enough,Female,White women,Support,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,Earlier than that,Last year,Angry,No,Agrees with you on major issues,85603.0
277278721.0,0.758878111839294,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Bernie Sanders,Omit,,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Sanders,Favorable,2.0,Bernie Sanders,Health care,No,Yes,Bernie Sanders,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,West,About right,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,In February,"Dissatisfied, but not angry",Yes,Agrees with you on major issues,85704.0
277278715.0,1.13364863395691,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Bernie Sanders,Not liberal enough,,5.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Sanders,Favorable,1.0,Bernie Sanders,Health care,No,No,Bernie Sanders,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,West,About right,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,Last year,Angry,Yes,Can beat Donald Trump,85210.0
277278713.0,1.1483451128006,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Joe Biden,About right,,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Omit,Only Sanders,Favorable,3.0,Omit,Climate change,No,No,Bernie Sanders,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,West,Too liberal,Female,White women,Support,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,Earlier than that,Last year,Angry,Yes,Can beat Donald Trump,86322.0
277278710.0,2.52105903625488,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Bernie Sanders,About right,,5.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both,Favorable,1.0,Bernie Sanders,Health care,Yes,No,Bernie Sanders,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,Male,Latino men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,In February,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,85204.0
