ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SEN,GOV,HOU,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAH,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,RELIGN10,STIMULUS,TEAPARTY,TEAREASH,TRACK,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,REL5,WHITEREL,TEAPARTY3,WHNCLINC,WHTEVANG,XTEAPARTYID,AFGHANWAR2,ATTENDWKLY,BREAK10,CELLPHONE,CONGRESS4,ECONBLAME,FTVOTER,GAY,LANDPHONE,LIFE,NEC,OBAMAPOL,QRACEAK,QRACEHI,SAMESEXM,TAXCUTS10,BREAK10A,BREAK10B,CELLULAR,CONGRESS,NEC2,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
889925.0,Missouri,60.0,Call 2,Complete,Election day exit poll,0.501338243484497,The Democratic candidate,,The Democratic candidate,Male,White,45-49,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,,,,,,,,Government should do more to solve problems,,Health care,,Very worried,Somewhat approve,,,,Somewhat support,,,,Didn't vote,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,Something else,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,Support,Yes,,Tea Party supporters,,,One of several important factors,,,,,,,,,,,,,,An important factor,A factor,,,,National questionnaire,,Suburbs,Suburbs,7.0,5.0,Midwest,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
890016.0,Missouri,104.0,Call 2,Complete,Election day exit poll,0.284323573112488,Other,,Did not vote for U.S. House,Female,White,60-64,Something else,,"Under $30,000",High school graduate,No,,,,,Worse,Barack Obama was not a factor,Angry,,,The economy,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,The economy,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,Yes,,,,,,,,,No,,,,Poor,,,,,Let them expire for all,,,,,Not so good/Poor,National questionnaire,,"Cities 50,000-500,000","Cities over 50,000",1.0,1.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very downscale
890034.0,Florida,14.0,Call 2,Complete,Election day exit poll,1.18370425701141,The Republican candidate,The Republican candidate,The Republican candidate,Male,White,60-64,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,,,,,,Better,To express opposition to Barack Obama,Angry,,,The economy,,,,,,,,The Tea Party movement was not a factor,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,The economy,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,Yes,,,,,,,,,No,,,,Poor,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Not so good/Poor,National questionnaire,English,Rural,Small Cities/Rural,5.0,3.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale
890035.0,Florida,14.0,Call 2,Complete,Election day exit poll,1.18370425701141,The Republican candidate,The Republican candidate,The Republican candidate,Male,White,60-64,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,,,,,,Better,To express opposition to Barack Obama,Angry,,,The economy,,,,,,,,The Tea Party movement was not a factor,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,The economy,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,Yes,,,,,,,,,No,,,,Poor,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Not so good/Poor,National questionnaire,English,Rural,Small Cities/Rural,5.0,3.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale
890040.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.815294206142426,The Democratic candidate,,The Republican candidate,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,Illegal immigration,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,Something else,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,Yes,,,,,,,,,No,,,,Not so good,,,,,Let them expire for all,,,,,Not so good/Poor,National questionnaire,,Rural,Small Cities/Rural,1.0,2.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale
890050.0,Missouri,23.0,Call 2,Complete,Election day exit poll,0.66145932674408,The Democratic candidate,,The Republican candidate,Male,White,65 or over,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Somewhat worried,Somewhat approve,,,,Somewhat support,,,,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Support,Yes,,Tea Party supporters,,,One of several important factors,,,,,,,,,,,,,,An important factor,A factor,,,,National questionnaire,,Suburbs,Suburbs,6.0,3.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
890051.0,Missouri,23.0,Call 2,Complete,Election day exit poll,0.66145932674408,The Democratic candidate,,The Republican candidate,Male,White,65 or over,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Somewhat worried,Somewhat approve,,,,Somewhat support,,,,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Support,Yes,,Tea Party supporters,,,One of several important factors,,,,,,,,,,,,,,An important factor,A factor,,,,National questionnaire,,Suburbs,Suburbs,6.0,3.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
890067.0,Florida,33.0,Call 2,Complete,Election day exit poll,0.83200079202652,The Republican candidate,The Republican candidate,The Republican candidate,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,,,,,,Worse,To express opposition to Barack Obama,Angry,,,The economy,,,,,,,,In favor of the Tea Party movement,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,The economy,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,Yes,,,,,,,,,No,,,,Not so good,,,,,Continue them for all,,,,,Not so good/Poor,National questionnaire,English,Suburbs,Suburbs,1.0,1.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Downscale
890122.0,Pennsylvania,114.0,Call 2,Complete,Election day exit poll,0.70210999250412,The Republican candidate,The Republican candidate,The Republican candidate,Male,White,65 or over,Republican,Conservative,"Under $30,000",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Very worried,Strongly disapprove,,,,Strongly support,,,,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,Support,Yes,,Tea Party supporters,,,One of several important factors,,,,,,,,,,,,,,An important factor,A factor,,,,National questionnaire,,Suburbs,Suburbs,19.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale
890152.0, Vermont,19.0,Call 2,Complete,Election day exit poll,0.713652729988098,The Democratic candidate,The Democratic candidate,,Female,White,25-29,Independent,Liberal,"Under $30,000",Some college/assoc. degree,No,,,,,Worse,Omit,"Satisfied, but not enthusiastic",,,Health care,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Positive,Something else,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,Yes,,,,,,,,,No,,,,Good,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Excellent/Good,National questionnaire,,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale
890173.0,Pennsylvania,100.0,Call 2,Complete,Election day exit poll,0.699145436286926,The Republican candidate,The Republican candidate,The Republican candidate,Female,White,65 or over,Republican,Moderate,"$30,000-$49,999",High school graduate,No,Yes,No,Unfavorable,Favorable,,,,,,,No,,,,Protestant,,,,,No,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Yes,White Born-again/Evangelical Christians,,,Yes,,Yes,,,,No,Yes,Better than life today,,,,,,,,,Both regular land-line and cell phone service,,,National questionnaire,,"Cities 10,000-50,000",Small Cities/Rural,17.0,3.0,East,Version 4,Suburb,Rural,Rural,Downscale
890174.0,Pennsylvania,100.0,Call 2,Complete,Election day exit poll,0.699145436286926,The Republican candidate,The Republican candidate,The Republican candidate,Female,White,65 or over,Republican,Moderate,"$30,000-$49,999",High school graduate,No,Yes,No,Unfavorable,Favorable,,,,,,,No,,,,Protestant,,,,,No,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Yes,White Born-again/Evangelical Christians,,,Yes,,Yes,,,,No,Yes,Better than life today,,,,,,,,,Both regular land-line and cell phone service,,,National questionnaire,,"Cities 10,000-50,000",Small Cities/Rural,17.0,3.0,East,Version 4,Suburb,Rural,Rural,Downscale
890177.0, Vermont,19.0,Call 2,Complete,Election day exit poll,0.682609856128693,The Democratic candidate,The Democratic candidate,The Democratic candidate,Male,White,45-49,Something else,Liberal,"$30,000-$49,999",High school graduate,No,,,,,Better,Barack Obama was not a factor,"Dissatisfied, but not angry",,,The economy,,,,,,,,The Tea Party movement was not a factor,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,Yes,,,,,,,,,No,,,,Good,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Excellent/Good,National questionnaire,,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale
890186.0, North Carolina,66.0,Call 2,Complete,Election day exit poll,0.680540263652802,The Republican candidate,,The Republican candidate,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,No,Yes,Unfavorable,Favorable,,,,,,,No,,,,Protestant,,,,,No,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Yes,All others,,,Yes,,Yes,,,,No,No,Better than life today,,,,,,,,,Only cell phone service,,,National questionnaire,,Suburbs,Suburbs,9.0,3.0,South,Version 4,Suburb,80s Suburbs,Urban Perimeter,Very upscale
890224.0, Vermont,19.0,Call 2,Complete,Election day exit poll,0.679727613925934,The Democratic candidate,The Republican candidate,The Democratic candidate,Female,White,50-59,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,The economy,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,The economy,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,Yes,,,,,,,,,No,,,,Poor,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Not so good/Poor,National questionnaire,,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale
890226.0, Illinois,45.0,Call 2,Complete,Election day exit poll,1.0283499956131,The Democratic candidate,The Democratic candidate,The Democratic candidate,Male,White,30-39,Democrat,,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Worse,Omit,"Dissatisfied, but not angry",,,Health care,,,,,,,,The Tea Party movement was not a factor,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,Something else,,,Democrat,Democratic Men,White Democrats,,White,,,,Yes,,,,,,,,,No,,,,Not so good,,,,,Omit,,,,,Not so good/Poor,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,4.0,Midwest,Version 2,Suburb,Rural,Rural,Downscale
890245.0,Missouri,32.0,Call 2,Complete,Election day exit poll,0.579202592372894,,,The Democratic candidate,Female,White,65 or over,Independent,Moderate,"Under $30,000",Some college/assoc. degree,No,Yes,No,Unfavorable,Unfavorable,,,,,,,No,,,,Protestant,,,,,No,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Yes,White Born-again/Evangelical Christians,,,Yes,,Yes,,,,No,Yes,Worse than life today,,,,,,,,,Both regular land-line and cell phone service,,,National questionnaire,,Suburbs,Suburbs,7.0,5.0,Midwest,Version 4,Low Density Rural,80s Suburbs,Urban Perimeter,Downscale
890257.0, Vermont,19.0,Call 2,Complete,Election day exit poll,0.819617211818695,The Democratic candidate,The Republican candidate,The Democratic candidate,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,Omit,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Positive,Omit,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,Yes,,,,,,,,,No,,,,Good,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Excellent/Good,National questionnaire,,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale
890274.0,Missouri,104.0,Call 2,Complete,Election day exit poll,0.199528247117996,The Republican candidate,,The Democratic candidate,Female,White,50-59,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,The economy,,,,,,,,Against the Tea Party movement,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Positive,The economy,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,Yes,,,,,,,,,Yes,,,,Not so good,,,,,Let them expire for all,,,,,Not so good/Poor,National questionnaire,,"Cities 50,000-500,000","Cities over 50,000",1.0,1.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very downscale
890281.0,Missouri,60.0,Call 2,Complete,Election day exit poll,0.504111647605896,The Republican candidate,,The Republican candidate,Male,White,45-49,Republican,Liberal,"Under $30,000",High school graduate,No,,,,,,,,Government should do more to solve problems,,The economy,,Very worried,Strongly disapprove,,,,Strongly support,,,,McCain,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,,Support,Yes,,Tea Party supporters,,,The single most important factor,,,,,,,,,,,,,,An important factor,A factor,,,,National questionnaire,,Suburbs,Suburbs,7.0,5.0,Midwest,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
890288.0,Missouri,32.0,Call 2,Complete,Election day exit poll,0.612764120101929,The Democratic candidate,,The Democratic candidate,Male,White,65 or over,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Yes,No,Unfavorable,Unfavorable,,,,,,,Yes,,,,Protestant,,,,,No,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Yes,White Born-again/Evangelical Christians,,,Yes,,Yes,,,,No,Yes,Worse than life today,,,,,,,,,Both regular land-line and cell phone service,,,National questionnaire,,Suburbs,Suburbs,7.0,5.0,Midwest,Version 4,Low Density Rural,80s Suburbs,Urban Perimeter,Downscale
890299.0, Michigan,56.0,Call 2,Complete,Election day exit poll,1.06565511226654,,The Republican candidate,The Republican candidate,Male,White,65 or over,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,No,Unfavorable,Omit,,,,,,,Yes,,,,Protestant,,,,,No,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Yes,White Born-again/Evangelical Christians,,,No,,Yes,,,,No,Yes,Worse than life today,,,,,,,,,Both regular land-line and cell phone service,,,National questionnaire,,Rural,Small Cities/Rural,1.0,5.0,Midwest,Version 4,Extremely Low Density Rural,Rural,Rural,Very downscale
890313.0, Michigan,118.0,Call 2,Complete,Election day exit poll,0.529726147651672,,The Democratic candidate,The Democratic candidate,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,,The economy,,Somewhat worried,Strongly approve,,,,Neutral,,,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,Neutral,Yes,,Non-Tea Party supporters and Democrats,,,Not a factor at all,,,,,,,,,,,,,,Not an important factor,Not a factor,,,,National questionnaire,,Rural,Small Cities/Rural,5.0,5.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale
890325.0,Pennsylvania,114.0,Call 2,Complete,Election day exit poll,0.700800240039825,The Republican candidate,The Republican candidate,The Republican candidate,Female,White,18-24,Republican,Conservative,"Under $30,000",High school graduate,No,,,,,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,The economy,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,The economy,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,Yes,,,,,,,,,No,,,,Not so good,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Not so good/Poor,National questionnaire,,Suburbs,Suburbs,19.0,4.0,East,Version 2,Suburb,60s Suburbs,Urban Perimeter,Upscale
890335.0, Illinois,45.0,Call 2,Complete,Election day exit poll,1.26074123382568,The Republican candidate,The Republican candidate,The Republican candidate,Female,White,65 or over,Democrat,Conservative,"Under $30,000",High school graduate,No,,,,,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,The war in Afghanistan,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,Something else,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,Yes,,,,,,,,,No,,,,Poor,,,,,Continue them for all,,,,,Not so good/Poor,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,4.0,Midwest,Version 2,Suburb,Rural,Rural,Downscale
890346.0, Michigan,56.0,Call 2,Complete,Election day exit poll,1.20898842811584,,The Democratic candidate,Did not vote for U.S. House,Female,White,65 or over,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,No,No,Favorable,Unfavorable,,,,,,,No,,,,Catholic,,,,,No,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Catholic,Catholic,,Yes,All others,,,No,,Yes,,,,No,Yes,About the same,,,,,,,,,Both regular land-line and cell phone service,,,National questionnaire,,Rural,Small Cities/Rural,1.0,5.0,Midwest,Version 4,Extremely Low Density Rural,Rural,Rural,Very downscale
890396.0,Pennsylvania,58.0,Call 2,Complete,Election day exit poll,0.555746734142303,The Democratic candidate,The Democratic candidate,The Democratic candidate,Male,White,30-39,Something else,Liberal,"Under $30,000",Some college/assoc. degree,No,No,Yes,Favorable,Unfavorable,,,,,,,No,,,,None,,,,,No,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,None,None,,Yes,All others,,,No,,Yes,,,,No,No,Better than life today,,,,,,,,,Only cell phone service,,,National questionnaire,,Suburbs,Suburbs,3.0,5.0,East,Version 4,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
890423.0, North Carolina,66.0,Call 2,Complete,Election day exit poll,0.752050220966339,The Democratic candidate,,The Democratic candidate,Male,White,45-49,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,No,Yes,Favorable,Unfavorable,,,,,,,Yes,,,,Catholic,,,,,Yes,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Catholic,Catholic,,Yes,All others,,,Yes,,Yes,,,,No,Yes,Better than life today,,,,,,,,,Both regular land-line and cell phone service,,,National questionnaire,,Suburbs,Suburbs,9.0,3.0,South,Version 4,Suburb,80s Suburbs,Urban Perimeter,Very upscale
890435.0, Michigan,118.0,Call 2,Complete,Election day exit poll,0.649435997009277,,The Republican candidate,The Republican candidate,Female,White,65 or over,Something else,Conservative,"Under $30,000",High school graduate,No,,,,,,,,Government should do more to solve problems,,The economy,,Very worried,Somewhat approve,,,,Neutral,,,,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,Neutral,Yes,,Non-Tea Party supporters and Independents/Something else,,,The single most important factor,,,,,,,,,,,,,,An important factor,A factor,,,,National questionnaire,,Rural,Small Cities/Rural,5.0,5.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale
890462.0, Michigan,56.0,Call 2,Complete,Election day exit poll,1.00728857517242,,The Republican candidate,The Republican candidate,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",High school graduate,No,No,No,Unfavorable,Favorable,,,,,,,Yes,,,,Catholic,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,Catholic,Catholic,,Yes,All others,,,Yes,,Yes,,,,No,Yes,Worse than life today,,,,,,,,,Both regular land-line and cell phone service,,,National questionnaire,,Rural,Small Cities/Rural,1.0,5.0,Midwest,Version 4,Extremely Low Density Rural,Rural,Rural,Very downscale
890473.0,Pennsylvania,49.0,Call 2,Complete,Election day exit poll,0.660069763660431,The Democratic candidate,The Democratic candidate,The Democratic candidate,Female,White,25-29,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,No,No,Favorable,Unfavorable,,,,,,,No,,,,Catholic,,,,,Yes,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Catholic,Catholic,,Yes,All others,,,No,,Yes,,,,No,Yes,About the same,,,,,,,,,Both regular land-line and cell phone service,,,National questionnaire,,Suburbs,Suburbs,7.0,2.0,East,Version 4,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale
