ID,@2WAYGOVNJ,AGE,AGE3,AGE45,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BREAK09ANJ,BREAK09BNJ,BREAK09NJ,CALL,CDNUM,EDUC,EDUCCOLL,EDUCHS,EDUCWHITE,FAVCHRIS,FAVCHRIS2,FAVCORZ,FAVCORZ2,FAVDAGG,FAVDAGG2,FORCANDSNJ,FOROBAMAG,GEOCODE,GOVTDO,INC100K,INC50K,INCOME09,INCOME3,INCWHITE,ISSUE09NJ,LATINO,NECWORR2,NECWORRY,NJGOV09,OBAMA2,OBAMA4,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PROPTAXNJ,QLTNJ09,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME09,TIME3D09,TIME4,TIMEWK09,UNFRCHRIS,UNFRCORZ,UNFRNJ09,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,VOTE05NJ,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
4553102.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,An important factor,A factor,One of several important factors,Call 1,1.0,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,Unfavorable,Somewhat favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,5.0,Government should do more to solve problems,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and non white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,26.0,Jon Corzine,Shares my values,Black,State questionnaire,Black,East,Something else,Something else,Female,Black female,Black women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Sometime last week,Earlier than that,In October,In the last week,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8012.0,0.992358267307281
4553092.0,Jon Corzine,45-65,30-59,45+,45-59,40-49,45-49,,All others,All others,Complete,An important factor,A factor,One of several important factors,Call 1,9.0,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Favorable,Somewhat favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,2.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and non white",Corruption in government,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,18-64,Independent/Something else,Non-black non-Democrat,All Other,Something else,Non-White Democrats,Moderate,3.0,None of them,Shares my values,Asian,State questionnaire,Asian,East,Something else,Muslim,Female,Non-black female,All other races,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,In the last three days,Today or in the last three days,Today or in the last three days,In the last week,Omit,Omit,Omit,No one does,No,No,No,Version 1,Did not vote,Non-white,No,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7407.0,0.872086644172668
4553071.0,Jon Corzine,45-65,30-59,45+,45-59,40-49,45-49,,Latino 45-59,Latino 45-64,Complete,An important factor,A factor,The single most important factor,Call 1,8.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,To express support for Barack Obama,2.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,Yes,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,96.0,Jon Corzine,Has the right experience,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,Male,Non-black male,Latino men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Just today,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did not,Jon Corzine did,Only Corzine did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,Non-white,No,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7055.0,0.57356584072113
4553069.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,All others,All others,Complete,An important factor,A factor,One of several important factors,Call 1,9.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,3.0,Unfavorable,Somewhat favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,2.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and non white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Disapprove,Somewhat disapprove,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Non-White Democrats,Moderate,3.0,Jon Corzine,Shares my values,Asian,State questionnaire,Asian,East,Something else,Muslim,Male,Non-black male,All other races,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,In the last three days,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Did not vote,Non-white,No,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7407.0,0.856793165206909
4553044.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,All others,All others,Complete,An important factor,A factor,One of several important factors,Call 1,9.0,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,Unfavorable,Strongly favorable,Favorable,Omit,Omit,For your candidate,Barack Obama was not a factor,2.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,,Not worried,Not too worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,3.0,Jon Corzine,Can bring needed change,Asian,State questionnaire,Asian,East,None,None,Male,Non-black male,All other races,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did not,Jon Corzine did not,Neither did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7407.0,0.856793165206909
4553017.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,An important factor,A factor,One of several important factors,Call 1,9.0,High school graduate,No college degree,High school graduate or less,White no college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,2.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,,Worried,Somewhat worried,Jon Corzine,Disapprove,Somewhat disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,3.0,None of them,Has the right experience,White,State questionnaire,White,East,Catholic,Catholic,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Chris Christie did,Jon Corzine did,Both did,"Yes, I do",Yes,I am,Yes,Version 1,Omit,White Catholics,No,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7407.0,0.856793165206909
4553016.0,Jon Corzine,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Complete,An important factor,A factor,One of several important factors,Call 1,12.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,To express support for Barack Obama,4.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Corruption in government,No,Not worried,Not too worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,58.0,Jon Corzine,Shares my values,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other Christian,Female,Black female,Black women,Non-white female,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did not,Only Christie did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,Non-white,No,High Density Urban,Urban,Urban Core,Very downscale,8618.0,1.2685729265213
4552991.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,An important factor,A factor,The single most important factor,Call 1,8.0,High school graduate,No college degree,High school graduate or less,White no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,To express support for Barack Obama,2.0,Government should do more to solve problems,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and white",Omit,No,Not worried,Not at all worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,96.0,Jon Corzine,Omit,White,State questionnaire,White,East,Catholic,Catholic,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did not,Jon Corzine did not,Neither did,No one does,No,No,No,Version 1,Jon Corzine,White Catholics,Yes,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7055.0,0.583803832530975
4552949.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,Complete,An important factor,A factor,One of several important factors,Call 1,11.0,High school graduate,No college degree,High school graduate or less,White no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,3.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Property taxes,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,82.0,None of them,Has the right experience,White,State questionnaire,White,East,Catholic,Catholic,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,In the last three days,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White Catholics,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7849.0,1.20019054412842
4552939.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,Complete,An important factor,A factor,The single most important factor,Call 1,8.0,Did not complete high school,No college degree,High school graduate or less,White no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,To express support for Barack Obama,2.0,Government is doing too many things better left to businesses and individuals,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,Not worried,Not too worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,96.0,Jon Corzine,Can bring needed change,White,State questionnaire,White,East,Catholic,Catholic,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Chris Christie did not,Jon Corzine did,Only Corzine did,No one does,No,No,No,Version 1,Jon Corzine,White Catholics,Yes,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7055.0,0.660653531551361
4552886.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,,Latino 60+,Latino 45-64,Complete,An important factor,A factor,One of several important factors,Call 1,8.0,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,Unfavorable,Strongly favorable,Favorable,Omit,Omit,For your candidate,To express support for Barack Obama,2.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,Yes,Not worried,Not too worried,Jon Corzine,Approve,Strongly approve,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Non-White Democrats,Moderate,96.0,Chris Daggett,Has the right experience,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,Male,Non-black male,Latino men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Omit,Omit,Omit,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7055.0,0.649067878723145
4552873.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Complete,An important factor,A factor,The single most important factor,Call 1,12.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,To express support for Barack Obama,4.0,Government is doing too many things better left to businesses and individuals,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and non white",Economy/Jobs,No,Not worried,Not too worried,Jon Corzine,Approve,Strongly approve,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Non-White Democrats,Moderate,58.0,Omit,Has the right experience,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other Christian,Male,Black male,Black men,Non-white male,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did not,Jon Corzine did,Only Corzine did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,Non-white,No,High Density Urban,Urban,Urban Core,Very downscale,8618.0,1.41038811206818
4552845.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,An important factor,A factor,One of several important factors,Call 1,12.0,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Somewhat favorable,Favorable,For your candidate,Barack Obama was not a factor,4.0,Omit,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and white",Corruption in government,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,58.0,Omit,Is honest,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,Female,Non-black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,In the last three days,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did,Jon Corzine did not,Only Christie did,"Yes, someone else does",Yes,Someone else in household is,No,Version 1,Jon Corzine,White Protestants,No,High Density Urban,Urban,Urban Core,Very downscale,8618.0,1.07490384578705
4552781.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,All others,All others,Complete,An important factor,A factor,One of several important factors,Call 1,3.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,2.0,Favorable,Strongly favorable,Favorable,Somewhat favorable,Favorable,For your candidate,To express support for Barack Obama,5.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,22.0,Jon Corzine,Shares my values,Other,State questionnaire,Other,East,Protestant/Other Non-Catholic Christian,Other Christian,Male,Non-black male,All other races,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Chris Christie did,Jon Corzine did,Both did,"Yes, someone else does",Yes,Someone else in household is,No,Version 1,Jon Corzine,Non-white,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,8060.0,0.839880645275116
4552756.0,Jon Corzine,45-65,30-59,45+,45-59,40-49,45-49,,Latino 45-59,Latino 45-64,Complete,An important factor,A factor,One of several important factors,Call 1,12.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Strongly unfavorable,Unfavorable,Omit,To express opposition to Barack Obama,4.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,Yes,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,58.0,Jon Corzine,Can bring needed change,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Protestant/Other Non-Catholic Christian,Other Christian,Female,Non-black female,Latino women,Non-white female,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,High Density Urban,Urban,Urban Core,Very downscale,8618.0,1.07490384578705
4552637.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,Latino 45-59,Latino 45-64,Complete,An important factor,A factor,The single most important factor,Call 1,13.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,4.0,Unfavorable,Somewhat unfavorable,Unfavorable,Somewhat unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,1.0,Government should do more to solve problems,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,Yes,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,49.0,None of them,Omit,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,Male,Non-black male,Latino men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,"Yes, I do and someone else does",Yes,I am,Yes,Version 1,Jon Corzine,Non-white,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,7306.0,1.50401973724365
4552478.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Complete,An important factor,A factor,One of several important factors,Call 1,3.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,3.0,Unfavorable,Somewhat favorable,Favorable,Somewhat favorable,Favorable,Against his opponents,Barack Obama was not a factor,5.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Corruption in government,No,Worried,Somewhat worried,Jon Corzine,Approve,Somewhat approve,18-64,,,,,,Moderate,22.0,Jon Corzine,Can bring needed change,Black,State questionnaire,Black,East,Something else,Something else,Female,Black female,Black women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,In the last three days,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did not,Jon Corzine did not,Neither did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,8060.0,1.14170503616333
4557327.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Complete,An important factor,A factor,The single most important factor,Call 3,13.0,Did not complete high school,No college degree,High school graduate or less,Non white no college degree,3.0,Unfavorable,Strongly favorable,Favorable,Omit,Omit,For your candidate,Barack Obama was not a factor,1.0,Government should do more to solve problems,,,,,,Omit,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,49.0,None of them,Can bring needed change,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other Christian,Female,Black female,Black women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,Chris Christie did,Jon Corzine did,Both did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,Non-white,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,7306.0,2.04451322555542
4557307.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,An important factor,A factor,One of several important factors,Call 3,13.0,High school graduate,No college degree,High school graduate or less,White no college degree,3.0,Unfavorable,Strongly favorable,Favorable,Somewhat favorable,Favorable,For your candidate,To express support for Barack Obama,1.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and white",Corruption in government,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,49.0,Jon Corzine,Can bring needed change,White,State questionnaire,White,East,Catholic,Catholic,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White Catholics,Yes,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,7306.0,1.50401973724365
4552428.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,An important factor,A factor,One of several important factors,Call 1,10.0,College graduate,College graduate,More than High school graduate,Non white college degree,4.0,Unfavorable,Strongly favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,1.0,Government should do more to solve problems,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Health care,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,118.0,None of them,Has the right experience,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other Christian,Female,Black female,Black women,Non-white female,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,High Density Urban,Urban,Urban Core,Upscale,7083.0,0.873599469661713
4557268.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,Latino 45-59,Latino 45-64,Complete,An important factor,A factor,One of several important factors,Call 3,13.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,To express support for Barack Obama,1.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Property taxes,Yes,Not worried,Not too worried,Jon Corzine,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,49.0,Jon Corzine,Has the right experience,,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,Female,Non-black female,Latino women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did not,Only Christie did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,Non-white,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,7306.0,1.3704206943512
4552397.0,Jon Corzine,45-65,30-59,45+,45-59,40-49,45-49,,Latino 45-59,Latino 45-64,Complete,An important factor,A factor,The single most important factor,Call 1,2.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,5.0,Government should do more to solve problems,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and non white",Property taxes,Yes,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,44.0,Jon Corzine,Has the right experience,White,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,Female,Non-black female,Latino women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,8051.0,0.840857982635498
4557251.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,Latino 45-59,Latino 45-64,Complete,An important factor,A factor,One of several important factors,Call 3,13.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Somewhat favorable,Favorable,Against his opponents,To express support for Barack Obama,1.0,Government is doing too many things better left to businesses and individuals,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and non white",Corruption in government,Yes,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,49.0,Jon Corzine,Can bring needed change,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,None,None,Female,Non-black female,Latino women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did not,Only Christie did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,7306.0,1.53086614608765
4552387.0,Jon Corzine,45-65,30-59,45+,45-59,40-49,45-49,,Latino 45-59,Latino 45-64,Complete,An important factor,A factor,The single most important factor,Call 1,2.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,5.0,Government should do more to solve problems,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and non white",Property taxes,Yes,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,44.0,Jon Corzine,Has the right experience,White,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,Female,Non-black female,Latino women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,8051.0,0.840857982635498
4552360.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,An important factor,A factor,The single most important factor,Call 1,10.0,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,1.0,Government should do more to solve problems,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and non white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,118.0,None of them,Can bring needed change,Black,State questionnaire,Black,East,Something else,Something else,Male,Black male,Black men,Non-white male,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,Non-white,No,High Density Urban,Urban,Urban Core,Upscale,7083.0,0.858279407024384
