ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BREAK09AVA,BREAK09BVA,BREAK09VA,BRNAGAIN,CALL,CDNUM,DEEDSAMEND,DEEDSLIB,EDUC,EDUCCOLL,EDUCHS,EDUCWHITE,FOROBAMAG,GEOCODE,GOVTDO,INC100K,INC50K,INCOME09,INCOME3,INCWHITE,ISSUE09VA,LATINO,MCDONLLIB,MCDONLTHESIS,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,QRACEAI,QTYPE,RACE,RACEBRN,REGION,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHAREDEEDS,SHAREMCDONL,SHRVALVA,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME09,TIME3D09,TIME4,TIMEWK09,UNFRDEEDS,UNFRMCDONL,UNFRVA09,VAATG09,VAGOV09,VALGV09,VERSION,VOTE2008,WHNCLINC,WHTEVANG,WORK,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
4552019.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Complete,,,,No,Call 1,9.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,3.0,,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,44.0,White,State questionnaire,White,White non-evangelicals,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did,Only McDonnell did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,No,Extremely Low Density Rural,Rural,Rural,Very downscale,24072.0,0.95939576625824
4552012.0,30-44,30-59,18-44,30-44,30-39,30-39,,White 30-44,White 30-44,,,Complete,,,,No,Call 1,10.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,To express support for Barack Obama,1.0,,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,,,Not worried,Not too worried,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,30.0,White,State questionnaire,White,White non-evangelicals,South,Male,Non-black male,White men,White male,White male,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did,Only McDonnell did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22066.0,0.894027531147003
4552004.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Complete,,,,No,Call 1,8.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,1.0,,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Omit,No,,,Worried,Somewhat worried,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,4.0,White,State questionnaire,White,White non-evangelicals,South,Male,Non-black male,White men,White male,White male,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Omit,Omit,Omit,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Extremely High Density Urban,Urban,Urban Core,Upscale,22204.0,0.83540278673172
4552003.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Complete,,,,No,Call 1,8.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,1.0,,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Omit,No,,,Worried,Somewhat worried,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,4.0,White,State questionnaire,White,White non-evangelicals,South,Male,Non-black male,White men,White male,White male,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Omit,Omit,Omit,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Extremely High Density Urban,Urban,Urban Core,Upscale,22204.0,0.83540278673172
4551979.0,18-29,18-29,18-44,18-29,18-24,18-24,,White 18-29,White 18-29,,,Complete,,,,No,Call 1,9.0,,,College graduate,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,3.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,,,Worried,Somewhat worried,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,82.0,White,State questionnaire,White,White non-evangelicals,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Low Density Rural,Rural,Rural,Very downscale,24641.0,0.824429035186768
4551976.0,18-29,18-29,18-44,18-29,25-29,25-29,,White 18-29,White 18-29,,,Complete,,,,No,Call 1,3.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,5.0,,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Healthcare,No,,,Worried,Somewhat worried,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,107.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,High Density Urban,Urban,Urban Core,Downscale,23508.0,0.639235198497772
4551963.0,30-44,30-59,18-44,30-44,40-49,40-44,,White 30-44,White 30-44,,,Complete,,,,No,Call 1,1.0,,,College graduate,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,5.0,,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,,,Worried,Somewhat worried,Approve,Strongly approve,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,97.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did,Only McDonnell did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Suburb,Urban,Urban Core,Upscale,23666.0,0.731689095497131
4551958.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Omit,Omit,Complete,Not a factor,Not a factor,Not a factor at all,No,Call 1,7.0,Had no effect on your vote,About right,Postgraduate study,College graduate,More than High school graduate,White college degree,To express support for Barack Obama,4.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,Too conservative,Less likely to vote for him,Worried,Somewhat worried,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,17.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does,McDonnell does not,Only Deeds,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Omit,Omit,Omit,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,80s Suburbs,Urban Perimeter,Very upscale,23113.0,1.14289593696594
4551934.0,18-29,18-29,18-44,18-29,18-24,18-24,,White 18-29,White 18-29,,,Complete,,,,No,Call 1,1.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,Barack Obama was not a factor,5.0,,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and white",Healthcare,No,,,Worried,Very worried,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,97.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Did not vote,No,All others,No,Suburb,Urban,Urban Core,Upscale,23666.0,0.697347462177277
4551912.0,45-65,30-59,45+,45-59,40-49,45-49,,White 45-59,White 45-64,,,Complete,,,,No,Call 1,9.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,3.0,,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Omit,No,,,Not worried,Not at all worried,Omit,Omit,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,44.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Omit,Omit,Omit,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,24072.0,0.914305686950684
4556762.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Once a week,Weekly,Complete,Not a factor,Not a factor,Not a factor at all,No,Call 3,1.0,Had no effect on your vote,About right,College graduate,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,5.0,Government should do more to solve problems,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Healthcare,No,Too conservative,Had no effect on your vote,Worried,Somewhat worried,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,100.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does,McDonnell does,Both of them,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did,McDonnell did not,Only Deeds did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,Urban,Urban Core,Upscale,23606.0,0.789076447486877
4556756.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Complete,,,,No,Call 3,11.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,1.0,,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Healthcare,No,,,Worried,Somewhat worried,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,26.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22151.0,0.540143728256226
4551890.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Complete,,,,No,Call 1,9.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,Barack Obama was not a factor,3.0,,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Healthcare,No,,,Worried,Somewhat worried,Approve,Strongly approve,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,86.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Low Density Rural,Rural,Rural,Very downscale,24368.0,0.824373960494995
4551876.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Once a week,Weekly,Complete,Not a factor,A factor,A minor factor,No,Call 1,9.0,Had no effect on your vote,About right,College graduate,College graduate,More than High school graduate,White college degree,To express support for Barack Obama,3.0,Government should do more to solve problems,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,Too conservative,Had no effect on your vote,Worried,Somewhat worried,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,20.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does,McDonnell does not,Only Deeds,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,24127.0,1.32333719730377
4556736.0,30-44,30-59,18-44,30-44,30-39,30-39,,White 30-44,White 30-44,,,Complete,,,,No,Call 3,11.0,,,College graduate,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,1.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Transportation,No,,,Worried,Somewhat worried,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,26.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22151.0,0.540143728256226
4551874.0,18-29,18-29,18-44,18-29,25-29,25-29,,White 18-29,White 18-29,,,Complete,,,,No,Call 1,1.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,5.0,,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Healthcare,No,,,Worried,Somewhat worried,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,97.0,White,State questionnaire,White,White non-evangelicals,South,Male,Non-black male,White men,White male,White male,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Suburb,Urban,Urban Core,Upscale,23666.0,0.731737971305847
4551870.0,30-44,30-59,18-44,30-44,30-39,30-39,,White 30-44,White 30-44,,,Complete,,,,No,Call 1,8.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,1.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and white",Healthcare,No,,,Worried,Somewhat worried,Approve,Somewhat approve,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,4.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Extremely High Density Urban,Urban,Urban Core,Upscale,22204.0,0.796140193939209
4556729.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Once a week,Weekly,Complete,Not a factor,Not a factor,Not a factor at all,No,Call 3,4.0,Had no effect on your vote,About right,Postgraduate study,College graduate,More than High school graduate,White college degree,To express support for Barack Obama,5.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,Too conservative,Had no effect on your vote,Worried,Very worried,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,93.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does,McDonnell does not,Only Deeds,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,23321.0,0.670714974403381
4556724.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Complete,,,,No,Call 3,11.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,1.0,,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,,,Not worried,Not too worried,Disapprove,Somewhat disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,26.0,White,State questionnaire,White,White non-evangelicals,South,Male,Non-black male,White men,White male,White male,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did,Only McDonnell did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22151.0,0.566781580448151
4551859.0,45-65,30-59,45+,45-59,40-49,45-49,,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Not a factor,A factor,A minor factor,No,Call 1,10.0,Had no effect on your vote,About right,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,2.0,Omit,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Transportation,No,Too conservative,Less likely to vote for him,Worried,Somewhat worried,Approve,Strongly approve,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,67.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does,McDonnell does not,Only Deeds,Suburbs,Suburbs, Virginia,Election day exit poll,In the last three days,Today or in the last three days,Today or in the last three days,In the last week,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20176.0,0.750407636165619
4551855.0,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,,,Complete,,,,No,Call 1,8.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,Barack Obama was not a factor,1.0,,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,,,Worried,Somewhat worried,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,4.0,White,State questionnaire,White,White non-evangelicals,South,Male,Non-black male,White men,White male,White male,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,Yes,All others,Yes,Extremely High Density Urban,Urban,Urban Core,Upscale,22204.0,0.802602529525757
4551846.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Once a week,Weekly,Complete,Not a factor,Not a factor,Not a factor at all,No,Call 1,9.0,Had no effect on your vote,Too conservative,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,3.0,Government should do more to solve problems,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,Too conservative,Had no effect on your vote,Worried,Somewhat worried,Approve,Strongly approve,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,20.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does,McDonnell does not,Only Deeds,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,No,Extremely Low Density Rural,Rural,Rural,Very downscale,24127.0,1.32333719730377
4551838.0,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,More than once a week,Weekly,Complete,Not a factor,Not a factor,Not a factor at all,No,Call 1,9.0,Had no effect on your vote,About right,Postgraduate study,College graduate,More than High school graduate,White college degree,To express support for Barack Obama,3.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Transportation,No,Too conservative,Had no effect on your vote,Worried,Very worried,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,20.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does,McDonnell does not,Only Deeds,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,No,Extremely Low Density Rural,Rural,Rural,Very downscale,24127.0,1.27137935161591
4551834.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Not a factor,Not a factor,Not a factor at all,No,Call 1,11.0,Had no effect on your vote,About right,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,1.0,Government should do more to solve problems,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,Too conservative,Less likely to vote for him,Worried,Somewhat worried,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,27.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does,McDonnell does not,Only Deeds,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22151.0,0.809409201145172
4551829.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,,,Complete,,,,No,Call 1,1.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,2.0,,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Transportation,No,,,Worried,Somewhat worried,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,42.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,No,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,20187.0,0.708928763866425
4551827.0,30-44,30-59,18-44,30-44,30-39,30-39,,White 30-44,White 30-44,Never,Never,Complete,Not a factor,Not a factor,Not a factor at all,No,Call 1,10.0,Had no effect on your vote,About right,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,2.0,Government should do more to solve problems,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Transportation,No,Too conservative,Less likely to vote for him,Worried,Somewhat worried,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,67.0,White,State questionnaire,White,White non-evangelicals,South,Male,Non-black male,White men,White male,White male,Deeds does,McDonnell does not,Only Deeds,Suburbs,Suburbs, Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20176.0,0.787414848804474
4551823.0,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,,,Complete,,,,No,Call 1,1.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,2.0,,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Healthcare,No,,,Worried,Very worried,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,42.0,White,State questionnaire,White,White non-evangelicals,South,Male,Non-black male,White men,White male,White male,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did,Only McDonnell did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,20187.0,0.743890464305878
4556678.0,30-44,30-59,18-44,30-44,30-39,30-39,,White 30-44,White 30-44,,,Complete,,,,No,Call 3,3.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,To express support for Barack Obama,5.0,,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and white",Transportation,No,,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,107.0,White,State questionnaire,White,White non-evangelicals,South,Male,Non-black male,White men,White male,White male,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,No,High Density Urban,Urban,Urban Core,Downscale,23508.0,0.703792095184326
4551816.0,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,,,Complete,,,,No,Call 1,8.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,To express support for Barack Obama,1.0,,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Approve,Strongly approve,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,36.0,White,State questionnaire,White,White non-evangelicals,South,Male,Non-black male,White men,White male,White male,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did,Only McDonnell did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,No,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,22043.0,1.32320964336395
4551810.0,30-44,30-59,18-44,30-44,30-39,30-39,,White 30-44,White 30-44,A few times a year,Occasionally,Complete,Not a factor,Not a factor,Not a factor at all,No,Call 1,10.0,Had no effect on your vote,About right,Postgraduate study,College graduate,More than High school graduate,White college degree,To express support for Barack Obama,2.0,Government should do more to solve problems,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and white",Healthcare,No,Too conservative,Had no effect on your vote,Worried,Very worried,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,67.0,White,State questionnaire,White,White non-evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does,McDonnell does not,Only Deeds,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20176.0,0.750407636165619
