STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,ASHCROFT,PREVPRID,CARNAHAN,GORE,BRADLEY,BCPERSON,REL5,WEIGHT
26.0,69.0,7.0,SECOND CALL,75+,HISPANIC/LATINO,MALE,GORE,WITHIN LAST WEEK,EDUCATION,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,GORE,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.8130000000000001
26.0,69.0,8.0,SECOND CALL,75+,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BRADLEY,TOO LIBERAL,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,UNFAVORABLE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.085
26.0,69.0,9.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,OMITS,"$75,000-$99,999",OMITS,MODERATE,MODERATE,18-64,18-74,BOTH,OMITS,OMITS,2,COMPLETE,ST. LOUIS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,OMITS,OMITS,GORE,GORE,FAVORABLE,YES,FAVORABLE,FAVORABLE,OMITS,UNFAVORABLE,CATHOLIC,0.875
26.0,69.0,10.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,WITHIN LAST 3 DAYS,RACE RELATIONS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS SUBURBS,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.211
26.0,69.0,11.0,THIRD CALL,25-29,BLACK,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,OMITS,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,OMITS,"$30,000-$49,000",OMITS,,,18-64,18-74,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,ST. LOUIS SUBURBS,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,UNFAVORABLE,GORE,GORE,OMITS,YES,OMITS,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,1.198
26.0,69.0,12.0,THIRD CALL,50-59,WHITE,MALE,GORE,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,HAS RIGHT EXPERIENCE,APPROVE,OMITS,OMITS,OMITS,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"$50,000-$74,999",NO,,,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,ST. LOUIS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.866
26.0,69.0,13.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,OMITS,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,ST. LOUIS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,0.875
26.0,69.0,14.0,THIRD CALL,60-64,WHITE,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,ST. LOUIS SUBURBS,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,CATHOLIC,0.912
26.0,69.0,15.0,THIRD CALL,45-49,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,ST. LOUIS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,CATHOLIC,0.866
26.0,70.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.679
26.0,70.0,2.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,OMITS,OMITS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,NO,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,MCCAIN,FAVORABLE,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.79
26.0,70.0,3.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,UNFAVORABLE,UNFAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.79
26.0,70.0,4.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,OMITS,STRONG LEADER,OMITS,OMITS,CANDS PERSONAL QUALITIES,OMITS,SAME,YES,,SOME COLLEGE OR ASSOCIATES,CATHOLIC,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,OMITS,ABOUT RIGHT,OMITS,2,COMPLETE,ST. LOUIS SUBURBS,30-44,40-49,,40-49,40-49,OMITS,OMITS,GORE,GORE,FAVORABLE,,FAVORABLE,FAVORABLE,OMITS,OMITS,CATHOLIC,0.679
26.0,70.0,5.0,SECOND CALL,30-39,WHITE,FEMALE,BRADLEY,TODAY,ECONOMY/JOBS,NOT TYPICAL POLITICIAN,DISAPPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,OMITS,"$75,000-$99,999",OMITS,MODERATE,MODERATE,18-64,18-74,BRADLEY,OMITS,OMITS,2,COMPLETE,ST. LOUIS SUBURBS,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,FAVORABLE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.798
26.0,70.0,6.0,SECOND CALL,30-39,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,OMITS,"$100,000 OR MORE",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,FAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.798
26.0,70.0,7.0,SECOND CALL,75+,,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,OMITS,APPROVE,OMITS,CANDS PERSONAL QUALITIES,OMITS,OMITS,NO,,,CATHOLIC,OMITS,,OMITS,,,65+,75+,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,ST. LOUIS SUBURBS,60+,60+,,65+,75+,OMITS,OMITS,OMITS,OMITS,OMITS,YES,FAVORABLE,FAVORABLE,OMITS,FAVORABLE,CATHOLIC,0.714
26.0,70.0,8.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,OMITS,GORE,GORE,UNFAVORABLE,NO,FAVORABLE,FAVORABLE,FAVORABLE,OMITS,CATHOLIC,0.679
26.0,70.0,9.0,SECOND CALL,45-49,WHITE,MALE,BRADLEY,TODAY,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,NO,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.79
26.0,70.0,10.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,HEALTH CARE,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,UNFAVORABLE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.798
26.0,70.0,11.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST WEEK,OMITS,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,CATHOLIC,0.679
26.0,70.0,12.0,SECOND CALL,60-64,WHITE,MALE,BRADLEY,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,60+,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,OMITS,MCCAIN,UNFAVORABLE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.8320000000000001
26.0,70.0,13.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,EDUCATION,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,ST. LOUIS SUBURBS,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.679
26.0,70.0,14.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.679
26.0,70.0,15.0,THIRD CALL,45-49,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,OMITS,CATHOLIC,0.672
26.0,70.0,16.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,ABORTION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,ST. LOUIS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.679
26.0,70.0,17.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.679
26.0,70.0,18.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.798
26.0,70.0,19.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,TODAY,SOCIAL SECURITY/MEDICARE,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,YES,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,65+,18-74,GORE,TOO LIBERAL,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.8320000000000001
26.0,70.0,20.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.679
26.0,70.0,21.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,NO,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.798
26.0,70.0,22.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.679
26.0,70.0,23.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,TODAY,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,YES,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,ST. LOUIS SUBURBS,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,0.606
26.0,70.0,24.0,THIRD CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.672
26.0,70.0,25.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.8320000000000001
26.0,70.0,26.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,HEALTH CARE,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.79
26.0,70.0,27.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,OMITS,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,OMITS,,OMITS,,,18-64,18-74,OMITS,OMITS,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,OMITS,NO,OMITS,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.237
26.0,70.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,THIS YEAR,HEALTH CARE,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.798
