AGEABC,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,CLINTON,UNION,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,GORE,BCPERSON,GORBSH3,HISPANIC,QRACE,REL5,WEIGHT
60+,19.0,14.0,5.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,CAJUN COUNTRY,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.168
30-39,19.0,14.0,6.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.20600000000000002
,19.0,14.0,7.0,SECOND CALL,,WHITE,,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,,SOMEWHAT LIBERAL,LIBERAL,,,STATE,CAJUN COUNTRY,,DEMOCRAT,,,OMITS,FAVORABLE,FAVORABLE,GORE,,WHITE,CATHOLIC,0.234
60+,19.0,14.0,8.0,SECOND CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,,VERY LIBERAL,LIBERAL,65+,75+,STATE,CAJUN COUNTRY,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,0.168
50-59,19.0,14.0,9.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,BLACK,CATHOLIC,0.191
25-29,19.0,14.0,10.0,SECOND CALL,25-29,WHITE,FEMALE,BRADLEY,APPROVE,NO,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.202
60+,19.0,14.0,11.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,CAJUN COUNTRY,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.191
60+,19.0,14.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,CAJUN COUNTRY,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.168
40-49,19.0,14.0,13.0,SECOND CALL,45-49,WHITE,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,FAVORABLE,NEITHER,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.296
18-24,19.0,14.0,14.0,SECOND CALL,18-24,OTHER,MALE,GORE,APPROVE,YES,INDEPENDENT,SOMETHING ELSE,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,18-29,INDEPENDENT/OTHER,18-24,18-24,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,OTHER,SOMETHING ELSE,0.183
60+,19.0,14.0,15.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,DISAPPROVE,YES,DEMOCRAT,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,CAJUN COUNTRY,60+,DEMOCRAT,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.212
25-29,19.0,14.0,16.0,SECOND CALL,25-29,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,18-29,DEMOCRAT,25-29,25-29,FAVORABLE,FAVORABLE,FAVORABLE,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.132
40-49,19.0,14.0,17.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.20600000000000002
60+,19.0,14.0,18.0,SECOND CALL,75+,WHITE,,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,,,,65+,75+,STATE,CAJUN COUNTRY,60+,DEMOCRAT,65+,75+,OMITS,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.168
60+,19.0,14.0,19.0,SECOND CALL,75+,WHITE,,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,,,,65+,75+,STATE,CAJUN COUNTRY,60+,DEMOCRAT,65+,75+,OMITS,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.191
60+,19.0,14.0,20.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,0.168
60+,19.0,14.0,21.0,SECOND CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",VERY LIBERAL,LIBERAL,65+,75+,STATE,CAJUN COUNTRY,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.168
60+,19.0,14.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,CAJUN COUNTRY,60+,DEMOCRAT,65+,65-74,OMITS,FAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,0.168
25-29,19.0,14.0,23.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,DISAPPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.161
40-49,19.0,14.0,24.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,DISAPPROVE,NO,REPUBLICAN,CATHOLIC,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,CATHOLIC,0.296
25-29,19.0,14.0,25.0,THIRD CALL,25-29,BLACK,FEMALE,BRADLEY,APPROVE,YES,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,BLACK,SOMETHING ELSE,0.165
18-24,19.0,14.0,26.0,THIRD CALL,18-24,WHITE,MALE,GORE,DISAPPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,18-29,DEMOCRAT,18-24,18-24,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.183
40-49,19.0,14.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,NONE,0.20600000000000002
50-59,19.0,14.0,28.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.234
50-59,19.0,14.0,29.0,THIRD CALL,50-59,HISPANIC/LATINO,MALE,OTHER,DISAPPROVE,YES,DEMOCRAT,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,YES,OTHER,CATHOLIC,0.38
50-59,19.0,14.0,30.0,THIRD CALL,50-59,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,YES,BLACK,PROTESTANT/OTHER CHRISTIAN,0.191
30-39,19.0,14.0,31.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.168
25-29,19.0,14.0,32.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,DISAPPROVE,NO,DEMOCRAT,CATHOLIC,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,0.161
30-39,19.0,14.0,33.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,BLACK,CATHOLIC,0.168
60+,19.0,14.0,34.0,THIRD CALL,60-64,WHITE,MALE,BRADLEY,DISAPPROVE,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,NEITHER,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.242
40-49,19.0,14.0,35.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,40-49,40-49,OMITS,FAVORABLE,FAVORABLE,GORE,NO,BLACK,CATHOLIC,0.191
50-59,19.0,14.0,36.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,DISAPPROVE,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.296
30-39,19.0,14.0,37.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.20600000000000002
50-59,19.0,14.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.20600000000000002
40-49,19.0,14.0,39.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.20600000000000002
40-49,19.0,14.0,40.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,BLACK,SOMETHING ELSE,0.191
40-49,19.0,14.0,41.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,DISAPPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.20600000000000002
25-29,19.0,14.0,42.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,18-29,DEMOCRAT,25-29,25-29,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,0.161
30-39,19.0,14.0,43.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,APPROVE,NO,INDEPENDENT,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.259
30-39,19.0,16.0,1.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,OMITS,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,OMITS,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.594
40-49,19.0,16.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,1.949
30-39,19.0,16.0,3.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.594
25-29,19.0,16.0,4.0,FIRST CALL,25-29,BLACK,FEMALE,BRADLEY,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.576
60+,19.0,16.0,5.0,FIRST CALL,75+,WHITE,MALE,GORE,DISAPPROVE,NO,DEMOCRAT,CATHOLIC,"$100,000 OR MORE",VERY LIBERAL,LIBERAL,65+,75+,STATE,CAJUN COUNTRY,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,CATHOLIC,1.818
60+,19.0,16.0,6.0,FIRST CALL,75+,,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,65+,75+,STATE,CAJUN COUNTRY,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,,CATHOLIC,1.595
60+,19.0,16.0,7.0,FIRST CALL,60-64,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,60+,DEMOCRAT,50-64,50-64,OMITS,FAVORABLE,FAVORABLE,GORE,NO,BLACK,CATHOLIC,1.487
30-39,19.0,16.0,8.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,30-39,30-39,OMITS,FAVORABLE,FAVORABLE,GORE,NO,BLACK,CATHOLIC,1.594
25-29,19.0,16.0,9.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,18-29,DEMOCRAT,25-29,25-29,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,BLACK,SOMETHING ELSE,1.249
25-29,19.0,16.0,10.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,18-29,DEMOCRAT,25-29,25-29,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,BLACK,CATHOLIC,1.249
40-49,19.0,16.0,11.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,40-49,40-49,OMITS,FAVORABLE,FAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.594
50-59,19.0,16.0,12.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.949
60+,19.0,16.0,13.0,SECOND CALL,65-74,BLACK,MALE,GORE,OMITS,NO,,OTHER CHRISTIAN,"$30,000-$49,000",,,65+,18-74,STATE,CAJUN COUNTRY,60+,,65+,65-74,UNFAVORABLE,FAVORABLE,OMITS,OMITS,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.487
60+,19.0,16.0,14.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",,,65+,18-74,STATE,CAJUN COUNTRY,60+,DEMOCRAT,65+,65-74,OMITS,FAVORABLE,FAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.304
30-39,19.0,16.0,15.0,SECOND CALL,30-39,HISPANIC/LATINO,MALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,YES,BLACK,CATHOLIC,1.818
60+,19.0,16.0,16.0,SECOND CALL,75+,WHITE,MALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,CAJUN COUNTRY,60+,DEMOCRAT,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.2960000000000003
60+,19.0,16.0,17.0,SECOND CALL,60-64,BLACK,MALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,60+,DEMOCRAT,50-64,50-64,OMITS,FAVORABLE,FAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.487
50-59,19.0,16.0,18.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,OMITS,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.949
40-49,19.0,16.0,19.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,BLACK,CATHOLIC,1.594
30-39,19.0,16.0,20.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,FAVORABLE,GORE,,BLACK,SOMETHING ELSE,1.594
40-49,19.0,16.0,21.0,THIRD CALL,45-49,BLACK,FEMALE,BRADLEY,APPROVE,NO,INDEPENDENT,OTHER CHRISTIAN,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,2.0140000000000002
30-39,19.0,16.0,22.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.818
40-49,19.0,16.0,23.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,40-49,40-49,OMITS,FAVORABLE,FAVORABLE,GORE,NO,BLACK,CATHOLIC,1.594
40-49,19.0,16.0,24.0,THIRD CALL,45-49,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.818
30-39,19.0,16.0,25.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.594
30-39,19.0,16.0,26.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,YES,DEMOCRAT,SOMETHING ELSE,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,30-39,30-39,OMITS,FAVORABLE,FAVORABLE,GORE,NO,BLACK,SOMETHING ELSE,1.818
25-29,19.0,16.0,27.0,THIRD CALL,25-29,WHITE,MALE,BRADLEY,APPROVE,NO,INDEPENDENT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,CAJUN COUNTRY,18-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,CATHOLIC,2.198
40-49,19.0,16.0,28.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,CATHOLIC,1.594
18-24,19.0,16.0,29.0,THIRD CALL,18-24,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,18-29,DEMOCRAT,18-24,18-24,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,BLACK,CATHOLIC,1.424
30-39,19.0,16.0,30.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,CAJUN COUNTRY,30-44,DEMOCRAT,30-39,30-39,OMITS,FAVORABLE,FAVORABLE,BUSH,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.818
