AGEABC,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,BUSHKNOW,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,MCCAIN,GORE,GORBSH3,HISPANIC,REL5,WEIGHT
40-49,37.0,42.0,5.0,FIRST CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.964
60+,37.0,42.0,6.0,FIRST CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.966
50-59,37.0,42.0,7.0,FIRST CALL,50-59,,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.964
60+,37.0,42.0,8.0,FIRST CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.966
18-24,37.0,42.0,9.0,SECOND CALL,18-24,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,1.091
60+,37.0,42.0,10.0,SECOND CALL,65-74,FEMALE,MCCAIN,OMITS,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.11
18-24,37.0,42.0,11.0,SECOND CALL,18-24,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.091
60+,37.0,42.0,12.0,SECOND CALL,75+,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.966
60+,37.0,42.0,13.0,SECOND CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,,PROTESTANT/OTHER CHRISTIAN,0.935
40-49,37.0,42.0,14.0,SECOND CALL,45-49,MALE,MCCAIN,NO,OMITS,INDEPENDENT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,INDEPENDENT/OTHER,40-49,40-49,OMITS,FAVORABLE,OMITS,OMITS,NO,PROTESTANT/OTHER CHRISTIAN,1.1440000000000001
50-59,37.0,42.0,15.0,SECOND CALL,50-59,FEMALE,BUSH,YES,YES,INDEPENDENT,CATHOLIC,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.933
50-59,37.0,42.0,16.0,SECOND CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.964
30-39,37.0,42.0,17.0,SECOND CALL,30-39,FEMALE,MCCAIN,NO,YES,REPUBLICAN,,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,30-44,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,,1.108
40-49,37.0,42.0,18.0,SECOND CALL,40-44,MALE,OTHER,OMITS,OMITS,REPUBLICAN,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,30-44,REPUBLICAN,40-49,40-49,OMITS,UNFAVORABLE,OMITS,OMITS,NO,SOMETHING ELSE,2.0420000000000003
60+,37.0,42.0,19.0,SECOND CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.935
40-49,37.0,42.0,20.0,SECOND CALL,45-49,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.933
60+,37.0,42.0,21.0,THIRD CALL,65-74,FEMALE,BUSH,OMITS,YES,REPUBLICAN,OTHER CHRISTIAN,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.935
40-49,37.0,42.0,22.0,THIRD CALL,40-44,MALE,KEYES,NO,NO,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,1.174
18-24,37.0,42.0,23.0,THIRD CALL,18-24,MALE,BUSH,YES,YES,INDEPENDENT,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,18-29,INDEPENDENT/OTHER,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,SOMETHING ELSE,1.127
30-39,37.0,42.0,24.0,THIRD CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,SOMETHING ELSE,0.964
40-49,37.0,42.0,25.0,THIRD CALL,40-44,FEMALE,KEYES,NO,NO,SOMETHING ELSE,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,30-44,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,1.137
60+,37.0,42.0,26.0,THIRD CALL,75+,MALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,OKLAHOMA CITY AREA,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.966
40-49,37.0,42.0,27.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.933
60+,37.0,45.0,1.0,FIRST CALL,60-64,FEMALE,MCCAIN,NO,NO,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,1.24
60+,37.0,45.0,2.0,FIRST CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.044
60+,37.0,45.0,3.0,FIRST CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.078
18-24,37.0,45.0,4.0,FIRST CALL,18-24,MALE,KEYES,NO,YES,DEMOCRAT,CATHOLIC,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,OKLAHOMA CITY AREA,18-29,DEMOCRAT,18-24,18-24,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,YES,CATHOLIC,1.361
25-29,37.0,45.0,5.0,FIRST CALL,25-29,MALE,KEYES,NO,NO,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,18-29,REPUBLICAN,25-29,25-29,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,1.534
40-49,37.0,45.0,6.0,FIRST CALL,45-49,FEMALE,BUSH,YES,NO,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.924
25-29,37.0,45.0,7.0,FIRST CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.258
60+,37.0,45.0,8.0,FIRST CALL,60-64,,BUSH,OMITS,YES,REPUBLICAN,OTHER CHRISTIAN,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.044
30-39,37.0,45.0,9.0,FIRST CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.076
60+,37.0,45.0,10.0,FIRST CALL,60-64,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.044
25-29,37.0,45.0,11.0,FIRST CALL,25-29,MALE,KEYES,YES,NO,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,18-29,REPUBLICAN,25-29,25-29,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.534
60+,37.0,45.0,12.0,FIRST CALL,75+,FEMALE,BUSH,NO,OMITS,,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,OKLAHOMA CITY AREA,60+,,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.044
50-59,37.0,45.0,13.0,FIRST CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,1.042
30-39,37.0,45.0,14.0,FIRST CALL,30-39,FEMALE,MCCAIN,NO,NO,INDEPENDENT,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,SOMETHING ELSE,1.238
60+,37.0,45.0,15.0,SECOND CALL,65-74,FEMALE,BUSH,OMITS,YES,INDEPENDENT,PROTESTANT,,,,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,FAVORABLE,OMITS,BUSH,,PROTESTANT/OTHER CHRISTIAN,1.044
50-59,37.0,45.0,16.0,SECOND CALL,50-59,MALE,MCCAIN,NO,NO,INDEPENDENT,CATHOLIC,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,CATHOLIC,1.278
50-59,37.0,45.0,17.0,SECOND CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.042
40-49,37.0,45.0,18.0,SECOND CALL,45-49,MALE,KEYES,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.312
60+,37.0,45.0,19.0,SECOND CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,,PROTESTANT/OTHER CHRISTIAN,1.044
60+,37.0,45.0,20.0,SECOND CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.044
25-29,37.0,45.0,21.0,SECOND CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.258
60+,37.0,45.0,22.0,SECOND CALL,75+,FEMALE,OTHER,NO,NO,INDEPENDENT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,OKLAHOMA CITY AREA,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,2.213
60+,37.0,45.0,23.0,SECOND CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,1.044
60+,37.0,45.0,24.0,SECOND CALL,75+,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.044
60+,37.0,45.0,25.0,SECOND CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.078
30-39,37.0,45.0,26.0,SECOND CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.076
30-39,37.0,45.0,27.0,SECOND CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.076
50-59,37.0,45.0,28.0,SECOND CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.042
40-49,37.0,45.0,29.0,SECOND CALL,45-49,FEMALE,KEYES,NO,NO,REPUBLICAN,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,REPUBLICAN,40-49,40-49,UNFAVORABLE,UNFAVORABLE,FAVORABLE,NEITHER,NO,SOMETHING ELSE,1.27
18-24,37.0,45.0,30.0,SECOND CALL,18-24,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.258
60+,37.0,45.0,31.0,THIRD CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.044
60+,37.0,45.0,32.0,THIRD CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.078
60+,37.0,45.0,33.0,THIRD CALL,75+,,BUSH,OMITS,OMITS,,,,,,65+,75+,STATE,OKLAHOMA CITY AREA,60+,,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,,,1.078
60+,37.0,45.0,34.0,THIRD CALL,75+,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.044
60+,37.0,45.0,35.0,THIRD CALL,75+,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.078
60+,37.0,45.0,36.0,THIRD CALL,75+,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.078
60+,37.0,45.0,37.0,THIRD CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,MODERATE,MODERATE,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.044
60+,37.0,45.0,38.0,THIRD CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.044
60+,37.0,45.0,39.0,THIRD CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.078
25-29,37.0,45.0,40.0,THIRD CALL,25-29,MALE,MCCAIN,NO,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,OKLAHOMA CITY AREA,18-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,1.495
60+,37.0,45.0,41.0,THIRD CALL,75+,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.044
60+,37.0,45.0,42.0,THIRD CALL,75+,FEMALE,MCCAIN,NO,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,65+,75+,STATE,OKLAHOMA CITY AREA,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,1.24
60+,37.0,45.0,43.0,THIRD CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.044
50-59,37.0,45.0,44.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.076
60+,37.0,45.0,45.0,THIRD CALL,60-64,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OKLAHOMA CITY AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.078
60+,37.0,47.0,1.0,FIRST CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,EAST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,1.071
60+,37.0,47.0,2.0,FIRST CALL,75+,FEMALE,BUSH,YES,NO,INDEPENDENT,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,EAST,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.262
