STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,INTERNET,MCTEMPER,MIGRATE,BEATDEM,CAMPFIN,WEIGHT
3.0,327.0,28.0,SECOND CALL,50-59,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,YES,LOYAL REPUBLICAN,YES,YES,YES,MCCAIN,HELP,1.0230000000000001
3.0,327.0,29.0,SECOND CALL,45-49,MALE,3,BEFORE THAT,,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BOTH,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,OMITS,HELP,1.0230000000000001
3.0,327.0,30.0,SECOND CALL,40-44,FEMALE,3,WITHIN LAST 3 DAYS,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,OMITS,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,YES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HELP,1.065
3.0,327.0,31.0,SECOND CALL,30-39,FEMALE,3,WITHIN LAST 3 DAYS,OMITS,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,TAX CUT,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,BOTH,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,1.065
3.0,327.0,32.0,SECOND CALL,50-59,MALE,2,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,NEITHER,YES,NO,LOYAL REPUBLICAN,YES,NO,NO,BUSH,HURT,0.635
3.0,327.0,33.0,SECOND CALL,50-59,MALE,1,BEFORE THAT,,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,YES,BOTH,YES,YES,LOYAL REPUBLICAN,YES,YES,NO,BUSH,HURT,0.858
3.0,327.0,34.0,SECOND CALL,18-24,FEMALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,18-29,18-24,REPUBLICAN,18-24,18-24,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,OMITS,OMITS,1.18
3.0,327.0,35.0,SECOND CALL,45-49,FEMALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,MCCAIN,OMITS,1.065
3.0,327.0,36.0,SECOND CALL,50-59,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,YES,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,HURT,1.0230000000000001
3.0,327.0,37.0,SECOND CALL,30-39,FEMALE,1,WITHIN LAST 3 DAYS,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,,POST GRADUATE STUDY,NO,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,,30-39,30-39,FAVORABLE,FAVORABLE,BUSH,OMITS,OMITS,NO,NO,LOYAL REPUBLICAN,NO,NO,YES,BUSH,HURT,0.891
3.0,327.0,38.0,THIRD CALL,50-59,MALE,2,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,WORSE,TAX CUT,INDEPENDENT,COLLEGE GRADUATE,NO,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,BUSH,HURT,0.635
3.0,327.0,39.0,THIRD CALL,40-44,MALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,YES,MCCAIN,HELP,1.0230000000000001
3.0,327.0,40.0,THIRD CALL,40-44,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,1.0230000000000001
3.0,327.0,41.0,THIRD CALL,50-59,,1,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,NEITHER,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,HELP,0.891
3.0,327.0,42.0,THIRD CALL,25-29,MALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,BUSH,YES,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,YES,NO,YES,BUSH,HURT,0.9490000000000001
3.0,327.0,43.0,THIRD CALL,45-49,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,NEITHER,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,YES,BUSH,HELP,1.0230000000000001
3.0,327.0,44.0,THIRD CALL,50-59,MALE,2,BEFORE THAT,OMITS,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,WORSE,OMITS,INDEPENDENT,POST GRADUATE STUDY,OMITS,"$15,000-$29,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,OMITS,OMITS,NEITHER,OMITS,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,BUSH,HELP,0.635
3.0,327.0,45.0,THIRD CALL,30-39,MALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,YES,NO,NO,BUSH,HURT,0.858
3.0,327.0,46.0,THIRD CALL,40-44,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,YES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,1.0230000000000001
3.0,327.0,47.0,THIRD CALL,45-49,MALE,1,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,HELP,0.858
3.0,327.0,48.0,THIRD CALL,30-39,FEMALE,3,THIS YEAR,OMITS,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,MCCAIN,HURT,1.065
3.0,327.0,49.0,THIRD CALL,40-44,FEMALE,3,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,BUSH,HELP,1.065
3.0,327.0,50.0,THIRD CALL,18-24,FEMALE,3,TODAY,OMITS,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,MARICOPA,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HURT,1.18
3.0,327.0,51.0,THIRD CALL,30-39,FEMALE,1,THIS YEAR,,,OMITS,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,NO,OMITS,YES,NO,LOYAL REPUBLICAN,NO,NO,NO,BUSH,HELP,0.891
3.0,327.0,52.0,THIRD CALL,40-44,FEMALE,3,BEFORE THAT,,,OMITS,OMITS,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,YES,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,YES,MCCAIN,HELP,1.065
3.0,327.0,53.0,THIRD CALL,30-39,FEMALE,1,WITHIN LAST 3 DAYS,,,OMITS,YES,ILLEGAL IN MOST CASES,YES,BETTER,OMITS,REPUBLICAN,COLLEGE GRADUATE,OMITS,"$50,000-$74,999",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,BOTH,OMITS,OMITS,NO,NO,LOYAL REPUBLICAN,YES,OMITS,YES,BUSH,OMITS,0.891
3.0,327.0,54.0,THIRD CALL,50-59,MALE,1,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BOTH,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,BUSH,HELP,0.858
3.0,329.0,1.0,FIRST CALL,50-59,MALE,3,BEFORE THAT,,,OMITS,YES,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,SOMETHING ELSE,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,BUSH,YES,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HELP,1.238
3.0,329.0,2.0,FIRST CALL,25-29,FEMALE,1,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,BUSH,YES,BOTH,NO,NO,LOYAL REPUBLICAN,YES,NO,YES,BUSH,HELP,1.188
3.0,329.0,3.0,FIRST CALL,50-59,FEMALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,NEITHER,YES,NEITHER,YES,NO,LOYAL REPUBLICAN,YES,YES,OMITS,MCCAIN,HURT,1.287
3.0,329.0,4.0,FIRST CALL,30-39,FEMALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,1.287
3.0,329.0,5.0,FIRST CALL,18-24,FEMALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,BUSH,NO,BOTH,NO,NO,LOYAL REPUBLICAN,YES,NO,YES,BUSH,HELP,1.188
3.0,329.0,6.0,FIRST CALL,50-59,MALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,YES,NEITHER,YES,YES,LOYAL REPUBLICAN,NO,YES,NO,BUSH,HURT,1.04
3.0,329.0,7.0,FIRST CALL,60-64,MALE,1,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,NO,YES,LOYAL REPUBLICAN,YES,NO,YES,BUSH,HELP,1.246
3.0,329.0,8.0,FIRST CALL,18-24,MALE,2,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,NO,BETTER,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,18-29,18-24,REPUBLICAN,18-24,18-24,UNFAVORABLE,UNFAVORABLE,BUSH,YES,NEITHER,NO,NO,LOYAL REPUBLICAN,YES,YES,YES,BUSH,HELP,0.85
3.0,329.0,9.0,FIRST CALL,30-39,MALE,3,BEFORE THAT,,,OMITS,NO,LEGAL IN ALL CASES,NO,OMITS,OMITS,,,OMITS,,OMITS,,,18-64,18-74,NOT COMPLETE,MARICOPA,30-44,30-39,,30-39,30-39,UNFAVORABLE,UNFAVORABLE,OMITS,NO,OMITS,,,OMITS,,YES,OMITS,OMITS,OMITS,1.238
3.0,329.0,10.0,FIRST CALL,30-39,MALE,3,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,NO,OMITS,YES,SAME,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,MCCAIN,YES,NEITHER,YES,YES,LOYAL REPUBLICAN,NO,YES,NO,MCCAIN,HURT,1.238
3.0,329.0,11.0,FIRST CALL,50-59,MALE,1,BEFORE THAT,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,NO,NO,YES,BUSH,HELP,1.04
3.0,329.0,12.0,FIRST CALL,40-44,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,OMITS,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,1.238
3.0,329.0,13.0,FIRST CALL,65-74,MALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,YES,MCCAIN,HELP,1.486
3.0,329.0,14.0,FIRST CALL,65-74,MALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,BOTH,NO,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,HURT,1.246
3.0,329.0,15.0,FIRST CALL,60-64,FEMALE,1,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BOTH,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,BUSH,HELP,1.296
3.0,329.0,16.0,FIRST CALL,50-59,FEMALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,HELP,1.287
3.0,329.0,17.0,FIRST CALL,50-59,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,MCCAIN,HELP,1.238
3.0,329.0,18.0,FIRST CALL,50-59,FEMALE,1,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,SAME,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,OMITS,YES,NO,LOYAL REPUBLICAN,YES,NO,NO,BUSH,HURT,1.073
3.0,329.0,19.0,FIRST CALL,50-59,FEMALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,NEITHER,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HURT,1.287
3.0,329.0,20.0,FIRST CALL,30-39,MALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,WORSE,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,YES,MCCAIN,HURT,1.238
3.0,329.0,21.0,FIRST CALL,50-59,FEMALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,MCCAIN,YES,BUSH,YES,NO,LOYAL REPUBLICAN,YES,NO,NO,BUSH,HURT,1.073
