STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,STANDLIV,ISSUE,QUALITY,CLINTON,SURPLUS,HLTHPLAN,CLINGORE,ISSVQUAL,FINSIT,UNION,PARTYID,EDUC,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,RACEREL,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BCPERSON,INTERNET,STEC,RELPUB,BRADHLTH,WEIGHT
8.0,36.0,6.0,THIRD CALL,25-29,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,ONLY BRADLEY,BOTH THE SAME,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,4.984
8.0,36.0,7.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,SS/MEDICARE,OMITS,APPROVE,ONLY BRADLEY,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,,YES,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,4.984
8.0,37.0,1.0,FIRST CALL,25-29,WHITE,MALE,GORE,THIS YEAR,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,DEMOCRAT,25-29,25-29,FAVORABLE,YES,EXCELLENT,PUBLIC,NO,0.882
8.0,37.0,2.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,THIS YEAR,WILL FALL,OMITS,,OMITS,BOTH,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,YES,GOOD,PUBLIC,YES,0.8160000000000001
8.0,37.0,3.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST WEEK,WILL RISE,OMITS,OMITS,OMITS,OMITS,GORE PLAN BETTER,OMITS,OMITS,OMITS,,,,OMITS,"$50,000-$74,999",OMITS,,,18-64,18-74,OMITS,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,,50-64,50-64,OMITS,,GOOD,OMITS,NO,0.8230000000000001
8.0,37.0,4.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,NEITHER,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.8230000000000001
8.0,37.0,5.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,WILL FALL,OMITS,STRONG LEADER,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,WORSE,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,OMITS,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,NO,GOOD,PUBLIC,NO,0.8230000000000001
8.0,37.0,6.0,THIRD CALL,45-49,WHITE,MALE,GORE,WITHIN LAST WEEK,WILL RISE,HEALTH CARE,,APPROVE,ONLY GORE,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,NO,GOOD,PUBLIC,YES,0.844
8.0,37.0,7.0,THIRD CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,NO,GOOD,NOT PUBLIC,YES,0.843
8.0,37.0,8.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST WEEK,WILL RISE,SS/MEDICARE,,APPROVE,BOTH,OMITS,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,WORSE,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,NO,GOOD,PUBLIC,NO,0.8230000000000001
8.0,39.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,BRADLEY,TODAY,OMITS,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,APPROVE,OMITS,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,,NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.21
8.0,39.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,WILL FALL,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.028
8.0,39.0,3.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,WITHIN LAST WEEK,OMITS,SS/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.027
8.0,39.0,4.0,SECOND CALL,60-64,WHITE,MALE,GORE,THIS YEAR,OMITS,SS/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,NOT PUBLIC,YES,1.054
8.0,39.0,5.0,SECOND CALL,75+,WHITE,FEMALE,BRADLEY,BEFORE THAT,WILL RISE,OMITS,,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"UNDER $15,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,75+,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.21
8.0,39.0,6.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL FALL,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.211
8.0,39.0,7.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,BEFORE THAT,WILL FALL,SS/MEDICARE,NOT TYPICAL POLITICIAN,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.211
8.0,39.0,8.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,WILL FALL,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,NO,GOOD,PUBLIC,NO,1.028
8.0,39.0,9.0,SECOND CALL,50-59,BLACK,FEMALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,SS/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,ONLY GORE,BRADLEY PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.201
8.0,39.0,10.0,SECOND CALL,50-59,HISPANIC/LATINO,FEMALE,GORE,BEFORE THAT,WILL FALL,EDUCATION,,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,OMITS,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,,YES,MODERATE,MODERATE,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,NO,NOT SO GOOD,OMITS,YES,1.0190000000000001
8.0,39.0,11.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST WEEK,WILL RISE,HEALTH CARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,YES,GOOD,NOT PUBLIC,YES,1.028
8.0,39.0,12.0,THIRD CALL,75+,WHITE,MALE,BRADLEY,BEFORE THAT,WILL FALL,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,YES,INDEPENDENT,COLLEGE GRADUATE,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,75+,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,NO,GOOD,PUBLIC,NO,1.241
8.0,39.0,13.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,TODAY,WILL FALL,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,1.028
8.0,39.0,14.0,THIRD CALL,65-74,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL FALL,EDUCATION,,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,1.21
8.0,39.0,15.0,THIRD CALL,75+,WHITE,MALE,BRADLEY,BEFORE THAT,OMITS,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,1.241
8.0,44.0,1.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,YES,GOOD,NOT PUBLIC,YES,0.763
8.0,44.0,2.0,SECOND CALL,40-44,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,WILL FALL,HEALTH CARE,CAN WIN IN NOVEMBER,DISAPPROVE,NEITHER,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,OMITS,WORSE,YES,DEMOCRAT,COLLEGE GRADUATE,OMITS,"$30,000-$49,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,YES,GOOD,OMITS,NO,0.922
8.0,44.0,3.0,SECOND CALL,50-59,BLACK,FEMALE,BRADLEY,TODAY,WILL FALL,SS/MEDICARE,,APPROVE,BOTH,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OMITS,,OMITS,MODERATE,MODERATE,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,PUBLIC,NO,0.891
8.0,44.0,4.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,,NO,MODERATE,MODERATE,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.763
8.0,44.0,5.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,STRONG LEADER,APPROVE,ONLY GORE,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,YES,GOOD,PUBLIC,YES,0.756
8.0,44.0,6.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,EDUCATION,STRONG LEADER,APPROVE,ONLY BRADLEY,BOTH THE SAME,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.763
8.0,44.0,7.0,SECOND CALL,30-39,WHITE,MALE,GORE,TODAY,WILL FALL,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,YES,,NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,YES,GOOD,NOT PUBLIC,YES,0.782
8.0,44.0,8.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,TODAY,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,BOTH THE SAME,VERY IMPORTANT,CANDS PERSONAL QUALITIES,WORSE,YES,DEMOCRAT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.756
8.0,44.0,9.0,THIRD CALL,40-44,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL FALL,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,OMITS,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,SAME,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,NO,GOOD,OMITS,NO,0.899
8.0,44.0,10.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,OMITS,,APPROVE,ONLY GORE,OMITS,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,OMITS,,NO,,,18-64,18-74,OMITS,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,NO,GOOD,NOT PUBLIC,YES,0.763
8.0,44.0,11.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.899
8.0,44.0,12.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,TODAY,WILL RISE,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,APPROVE,ONLY GORE,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.798
8.0,44.0,13.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,THIS YEAR,WILL FALL,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,DISAPPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,YES,GOOD,PUBLIC,NO,0.798
8.0,44.0,14.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,WILL RISE,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.899
8.0,50.0,1.0,FIRST CALL,75+,WHITE,MALE,GORE,THIS YEAR,WILL FALL,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.992
8.0,50.0,2.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,WILL RISE,ECONOMY/JOBS,OMITS,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$75,000-$99,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,1.17
8.0,50.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,BEFORE THAT,WILL RISE,OMITS,CAN WIN IN NOVEMBER,APPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,YES,GOOD,PUBLIC,NO,1.1400000000000001
8.0,50.0,4.0,FIRST CALL,50-59,OTHER,MALE,BRADLEY,THIS YEAR,WILL FALL,OMITS,,DISAPPROVE,NEITHER,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,YES,GOOD,PUBLIC,NO,1.17
8.0,50.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL RISE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,1.1400000000000001
8.0,50.0,6.0,FIRST CALL,30-39,WHITE,MALE,BRADLEY,BEFORE THAT,WILL RISE,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,ONLY BRADLEY,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,1.17
8.0,50.0,7.0,FIRST CALL,40-44,WHITE,MALE,BRADLEY,THIS YEAR,WILL FALL,EDUCATION,REPRESENTS CONSERVATIVE VALUES,DISAPPROVE,ONLY BRADLEY,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,NO,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,1.17
