AGEABC,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,BUSHKNOW,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,MCCAIN,GORE,TXPSREFD,GWMRCSRV,GORBSH3,HISPANIC,REL5,WEIGHT
60+,44.0,281.0,54.0,THIRD CALL,65-74,FEMALE,KEYES,NO,NO,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,HOUSTON,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.017
40-49,44.0,281.0,55.0,THIRD CALL,40-44,FEMALE,KEYES,YES,NO,REPUBLICAN,JEWISH,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,NEITHER,YES,JEWISH,0.015
50-59,44.0,281.0,56.0,THIRD CALL,50-59,MALE,KEYES,YES,YES,INDEPENDENT,CATHOLIC,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,NEITHER,NO,CATHOLIC,0.015
50-59,44.0,281.0,57.0,THIRD CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.057
25-29,44.0,281.0,58.0,THIRD CALL,25-29,MALE,BUSH,NO,NO,REPUBLICAN,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,FAVORABLE,YES,YES,BUSH,YES,CATHOLIC,0.045
25-29,44.0,281.0,59.0,THIRD CALL,25-29,FEMALE,BUSH,YES,NO,REPUBLICAN,CATHOLIC,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,CATHOLIC,0.053
60+,44.0,281.0,60.0,THIRD CALL,65-74,MALE,KEYES,NO,NO,REPUBLICAN,NONE,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,HOUSTON,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,NO,NO,GORE,YES,NONE,0.014
25-29,44.0,281.0,61.0,THIRD CALL,25-29,MALE,KEYES,YES,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,YES,CATHOLIC,0.012
30-39,44.0,281.0,62.0,THIRD CALL,30-39,FEMALE,BUSH,YES,NO,REPUBLICAN,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,CATHOLIC,0.062
40-49,44.0,281.0,63.0,THIRD CALL,45-49,FEMALE,BUSH,YES,NO,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,NEITHER,YES,CATHOLIC,0.057
18-24,44.0,281.0,64.0,THIRD CALL,18-24,FEMALE,KEYES,NO,NO,REPUBLICAN,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,18-29,REPUBLICAN,18-24,18-24,UNFAVORABLE,FAVORABLE,FAVORABLE,YES,YES,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.013000000000000001
18-24,44.0,281.0,65.0,THIRD CALL,18-24,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,CATHOLIC,0.045
30-39,44.0,281.0,66.0,THIRD CALL,30-39,FEMALE,KEYES,NO,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,30-39,30-39,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,CATHOLIC,0.015
25-29,44.0,281.0,67.0,THIRD CALL,25-29,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.049
40-49,44.0,282.0,1.0,FIRST CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,OMITS,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.982
30-39,44.0,282.0,2.0,FIRST CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,NO,BUSH,NO,SOMETHING ELSE,0.982
50-59,44.0,282.0,3.0,FIRST CALL,50-59,,BUSH,NO,YES,REPUBLICAN,CATHOLIC,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,YES,CATHOLIC,0.898
40-49,44.0,282.0,4.0,FIRST CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.982
50-59,44.0,282.0,5.0,FIRST CALL,50-59,FEMALE,BUSH,OMITS,OMITS,REPUBLICAN,CATHOLIC,,,,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,OMITS,OMITS,BUSH,,CATHOLIC,0.982
40-49,44.0,282.0,6.0,FIRST CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.907
50-59,44.0,282.0,7.0,FIRST CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.907
25-29,44.0,282.0,8.0,FIRST CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,YES,CATHOLIC,0.716
30-39,44.0,282.0,9.0,FIRST CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,OMITS,BUSH,NO,CATHOLIC,0.982
40-49,44.0,282.0,10.0,FIRST CALL,45-49,MALE,KEYES,NO,YES,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.245
60+,44.0,282.0,11.0,FIRST CALL,65-74,,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,HOUSTON,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.927
60+,44.0,282.0,12.0,FIRST CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,HOUSTON,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.927
40-49,44.0,282.0,13.0,FIRST CALL,45-49,FEMALE,BUSH,OMITS,YES,REPUBLICAN,CATHOLIC,,MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,OMITS,BUSH,NO,CATHOLIC,0.982
60+,44.0,282.0,14.0,FIRST CALL,75+,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,HOUSTON,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.927
50-59,44.0,282.0,15.0,FIRST CALL,50-59,FEMALE,BUSH,NO,YES,DEMOCRAT,CATHOLIC,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,FAVORABLE,YES,YES,GORE,YES,CATHOLIC,0.898
60+,44.0,282.0,16.0,FIRST CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.004
40-49,44.0,282.0,17.0,FIRST CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.982
40-49,44.0,282.0,18.0,SECOND CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.982
18-24,44.0,282.0,19.0,SECOND CALL,18-24,FEMALE,BUSH,NO,YES,,PROTESTANT,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,18-29,,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.849
60+,44.0,282.0,20.0,SECOND CALL,65-74,FEMALE,BUSH,NO,YES,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,HOUSTON,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.004
60+,44.0,282.0,21.0,SECOND CALL,60-64,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.004
50-59,44.0,282.0,22.0,SECOND CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.907
40-49,44.0,282.0,23.0,SECOND CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,CATHOLIC,0.907
50-59,44.0,282.0,24.0,SECOND CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.907
40-49,44.0,282.0,25.0,SECOND CALL,40-44,MALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.907
30-39,44.0,282.0,26.0,SECOND CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,CATHOLIC,0.907
50-59,44.0,282.0,27.0,SECOND CALL,50-59,FEMALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,FAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.982
60+,44.0,282.0,28.0,SECOND CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.004
50-59,44.0,282.0,29.0,SECOND CALL,50-59,,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.982
60+,44.0,282.0,30.0,SECOND CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,HOUSTON,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.927
50-59,44.0,282.0,31.0,THIRD CALL,50-59,FEMALE,KEYES,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,OMITS,OMITS,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.266
40-49,44.0,282.0,32.0,THIRD CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.982
40-49,44.0,282.0,33.0,THIRD CALL,40-44,MALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,,MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,30-44,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,OMITS,NO,PROTESTANT/OTHER CHRISTIAN,0.907
30-39,44.0,282.0,34.0,THIRD CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,,PROTESTANT/OTHER CHRISTIAN,0.982
50-59,44.0,282.0,35.0,THIRD CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,CATHOLIC,0.907
50-59,44.0,282.0,36.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.982
40-49,44.0,282.0,37.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,YES,BUSH,NO,SOMETHING ELSE,0.982
50-59,44.0,282.0,38.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.982
40-49,44.0,282.0,39.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.907
50-59,44.0,282.0,40.0,THIRD CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.907
50-59,44.0,282.0,41.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.907
25-29,44.0,282.0,42.0,THIRD CALL,25-29,MALE,KEYES,NO,YES,INDEPENDENT,SOMETHING ELSE,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,18-29,INDEPENDENT/OTHER,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,SOMETHING ELSE,0.212
50-59,44.0,282.0,43.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,CATHOLIC,0.907
18-24,44.0,282.0,44.0,THIRD CALL,18-24,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.849
40-49,44.0,282.0,45.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.907
40-49,44.0,282.0,46.0,THIRD CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,OMITS,UNFAVORABLE,YES,YES,BUSH,NO,CATHOLIC,0.982
40-49,44.0,282.0,47.0,THIRD CALL,45-49,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.907
50-59,44.0,282.0,48.0,THIRD CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.907
50-59,44.0,282.0,49.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,OMITS,OMITS,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.982
40-49,44.0,282.0,50.0,THIRD CALL,45-49,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.907
60+,44.0,284.0,1.0,FIRST CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,HOUSTON,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.47500000000000003
60+,44.0,284.0,2.0,FIRST CALL,60-64,FEMALE,BUSH,YES,NO,INDEPENDENT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.47500000000000003
40-49,44.0,284.0,3.0,FIRST CALL,45-49,FEMALE,BUSH,NO,NO,,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,,40-49,40-49,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,YES,GORE,YES,CATHOLIC,0.425
60+,44.0,284.0,4.0,FIRST CALL,60-64,MALE,MCCAIN,NO,NO,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,NO,YES,GORE,NO,SOMETHING ELSE,0.446
60+,44.0,284.0,5.0,FIRST CALL,65-74,MALE,MCCAIN,OMITS,OMITS,INDEPENDENT,SOMETHING ELSE,"UNDER $15,000",VERY LIBERAL,LIBERAL,65+,18-74,STATE,HOUSTON,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,FAVORABLE,FAVORABLE,OMITS,OMITS,GORE,NO,SOMETHING ELSE,0.446
60+,44.0,284.0,6.0,FIRST CALL,75+,MALE,KEYES,YES,NO,INDEPENDENT,OTHER CHRISTIAN,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,HOUSTON,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,NEITHER,YES,PROTESTANT/OTHER CHRISTIAN,0.109
