QTYPE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,WEIGHT,GEOCODE,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,INTERNET,BUSHENGL,BEATDEM,CAMPFIN
STATE,23.0,55.0,24.0,SECOND CALL,45-49,WHITE,MALE,MCCAIN,BEFORE THAT,OMITS,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,0.456,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,YES,MCCAIN,YES,NO,LOYAL REPUBLICAN,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,55.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,MCCAIN,TODAY,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,0.493,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,YES,NEITHER,NO,NO,LOYAL REPUBLICAN,NO,NOT AT ALL,BUSH,HELP
STATE,23.0,55.0,26.0,THIRD CALL,25-29,WHITE,MALE,BUSH,TODAY,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,0.511,SUBURBS - OAKLAND AND MACOMB COUNTIES,NEITHER,YES,BUSH,YES,NO,LOYAL REPUBLICAN,YES,GREAT DEAL,BUSH,HURT
STATE,23.0,55.0,27.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,0.523,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,YES,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,NO,NOT MUCH,BUSH,HELP
STATE,23.0,55.0,28.0,THIRD CALL,30-39,WHITE,MALE,BUSH,WITHIN LAST WEEK,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,NO,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,0.523,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,NO,BOTH,YES,YES,LOYAL REPUBLICAN,YES,GREAT DEAL,BUSH,HELP
STATE,23.0,55.0,29.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,0.5650000000000001,SUBURBS - OAKLAND AND MACOMB COUNTIES,OMITS,OMITS,OMITS,YES,NO,OMITS,NO,NOT AT ALL,BUSH,OMITS
STATE,23.0,55.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,WORSE,TAX CUT,YES,INDEPENDENT,POST GRADUATE STUDY,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,0.493,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,55.0,31.0,THIRD CALL,60-64,WHITE,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,,NO,ILLEGAL IN ALL CASES,YES,,,,,,,,,,,18-64,18-74,NOT COMPLETE,60+,60+,,50-64,50-64,OMITS,FAVORABLE,0.669,SUBURBS - OAKLAND AND MACOMB COUNTIES,,YES,,,,,,,,
STATE,23.0,55.0,32.0,THIRD CALL,60-64,WHITE,MALE,MCCAIN,OMITS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,,OMITS,OMITS,OMITS,,,,,,,,,,,18-64,18-74,NOT COMPLETE,60+,60+,,50-64,50-64,OMITS,FAVORABLE,0.62,SUBURBS - OAKLAND AND MACOMB COUNTIES,,YES,,,,,,,,
STATE,23.0,55.0,33.0,THIRD CALL,40-44,WHITE,MALE,BUSH,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,0.523,SUBURBS - OAKLAND AND MACOMB COUNTIES,BOTH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,YES,SOMEWHAT,BUSH,HELP
STATE,23.0,55.0,34.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,0.456,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,55.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,UNCOMMITTED,OMITS,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,0.224,SUBURBS - OAKLAND AND MACOMB COUNTIES,NEITHER,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT MUCH,BUSH,HELP
STATE,23.0,55.0,36.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,0.768,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,NO,NOT AT ALL,BUSH,HURT
STATE,23.0,55.0,37.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,0.523,SUBURBS - OAKLAND AND MACOMB COUNTIES,BOTH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,55.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,OMITS,OMITS,OMITS,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OMITS,,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,0.5650000000000001,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,OMITS,OMITS,YES,NO,OMITS,NO,NOT MUCH,BUSH,OMITS
STATE,23.0,55.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,MCCAIN,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,OMITS,SAME,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,0.493,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,OMITS,YES,NO,LOYAL REPUBLICAN,NO,NOT AT ALL,MCCAIN,OMITS
STATE,23.0,55.0,40.0,THIRD CALL,30-39,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,0.456,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,55.0,41.0,THIRD CALL,40-44,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,OMITS,BETTER,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,0.493,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,NO,GREAT DEAL,MCCAIN,OMITS
STATE,23.0,55.0,42.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,0.5650000000000001,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,SOMEWHAT,BUSH,HELP
STATE,23.0,55.0,43.0,THIRD CALL,60-64,WHITE,MALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,0.711,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,YES,NOT AT ALL,BUSH,HURT
STATE,23.0,55.0,44.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,0.456,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,OMITS,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,55.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,MCCAIN,BEFORE THAT,TAXES,NOT A TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,WORSE,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,0.493,SUBURBS - OAKLAND AND MACOMB COUNTIES,BOTH,NO,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,YES,NOT MUCH,BUSH,HELP
STATE,23.0,55.0,46.0,THIRD CALL,30-39,HISPANIC/LATINO,MALE,MCCAIN,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,YES,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,0.39,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT MUCH,BUSH,HELP
STATE,23.0,55.0,47.0,THIRD CALL,30-39,WHITE,FEMALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,0.497,SUBURBS - OAKLAND AND MACOMB COUNTIES,NEITHER,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,56.0,1.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,1.887,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,YES,NOT AT ALL,BUSH,HURT
STATE,23.0,56.0,2.0,THIRD CALL,50-59,WHITE,MALE,KEYES,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,1.539,SUBURBS - OAKLAND AND MACOMB COUNTIES,NEITHER,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,56.0,3.0,THIRD CALL,30-39,WHITE,MALE,BUSH,THIS YEAR,TAXES,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,1.748,SUBURBS - OAKLAND AND MACOMB COUNTIES,BOTH,YES,BOTH,NO,NO,LOYAL REPUBLICAN,NO,SOMEWHAT,BUSH,HELP
STATE,23.0,56.0,4.0,THIRD CALL,30-39,WHITE,MALE,BUSH,TODAY,EDUCATION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,WORSE,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,1.748,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,YES,NEITHER,YES,NO,LOYAL REPUBLICAN,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,56.0,5.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,1.748,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,YES,BUSH,YES,NO,LOYAL REPUBLICAN,NO,NOT AT ALL,BUSH,HURT
STATE,23.0,56.0,6.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,1.887,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,YES,NOT MUCH,BUSH,HURT
STATE,23.0,56.0,7.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,1.887,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,NO,NOT AT ALL,BUSH,HURT
STATE,23.0,56.0,8.0,THIRD CALL,25-29,WHITE,MALE,BUSH,WITHIN LAST WEEK,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,1.708,SUBURBS - OAKLAND AND MACOMB COUNTIES,NEITHER,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,SOMEWHAT,BUSH,HELP
STATE,23.0,56.0,9.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,TODAY,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,FAVORABLE,1.887,SUBURBS - OAKLAND AND MACOMB COUNTIES,NEITHER,NO,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,56.0,10.0,THIRD CALL,40-44,WHITE,MALE,BUSH,THIS YEAR,TAXES,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,OMITS,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,1.748,SUBURBS - OAKLAND AND MACOMB COUNTIES,OMITS,YES,BOTH,NO,NO,LOYAL REPUBLICAN,YES,NOT MUCH,BUSH,HELP
STATE,23.0,56.0,11.0,THIRD CALL,40-44,WHITE,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,1.5250000000000001,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HURT
STATE,23.0,56.0,12.0,THIRD CALL,45-49,BLACK,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN MOST CASES,NO,BETTER,TAX CUT,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,1.409,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,YES,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,56.0,13.0,THIRD CALL,30-39,WHITE,MALE,KEYES,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,WORSE,TAX CUT,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,UNFAVORABLE,1.539,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,BUSH,HELP
STATE,23.0,56.0,14.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,TODAY,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OMITS,"$75,000-$99,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,OMITS,1.887,SUBURBS - OAKLAND AND MACOMB COUNTIES,BOTH,YES,OMITS,YES,YES,NOT TIED TO PARTY LEADERS,NO,NOT MUCH,BUSH,OMITS
STATE,23.0,56.0,15.0,THIRD CALL,40-44,WHITE,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,1.647,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,YES,GREAT DEAL,MCCAIN,HELP
STATE,23.0,56.0,16.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,2.563,SUBURBS - OAKLAND AND MACOMB COUNTIES,OMITS,YES,BUSH,YES,NO,LOYAL REPUBLICAN,,GREAT DEAL,BUSH,OMITS
