AGEABC,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,BUSHKNOW,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,MCCAIN,GORE,GORBSH3,HISPANIC,REL5,WEIGHT
60+,25.0,74.0,1.0,FIRST CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.6980000000000001
60+,25.0,74.0,2.0,THIRD CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,,MODERATE,MODERATE,18-64,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.6980000000000001
60+,25.0,75.0,1.0,FIRST CALL,75+,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,OTHER URBAN,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
60+,25.0,75.0,2.0,FIRST CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,OTHER URBAN,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
50-59,25.0,75.0,3.0,FIRST CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,OTHER URBAN,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.859
60+,25.0,75.0,4.0,FIRST CALL,65-74,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
60+,25.0,75.0,5.0,FIRST CALL,75+,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,75+,STATE,OTHER URBAN,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
60+,25.0,75.0,6.0,FIRST CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.8200000000000001
60+,25.0,75.0,7.0,FIRST CALL,65-74,MALE,BUSH,YES,YES,SOMETHING ELSE,PROTESTANT,"$15,000-$29,000",,,65+,18-74,STATE,OTHER URBAN,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.8200000000000001
60+,25.0,75.0,8.0,FIRST CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.8200000000000001
60+,25.0,75.0,9.0,FIRST CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
60+,25.0,75.0,10.0,FIRST CALL,65-74,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
60+,25.0,75.0,11.0,FIRST CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.8200000000000001
60+,25.0,75.0,12.0,FIRST CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
60+,25.0,75.0,13.0,FIRST CALL,75+,FEMALE,BUSH,OMITS,YES,REPUBLICAN,OTHER CHRISTIAN,"UNDER $15,000",,,65+,75+,STATE,OTHER URBAN,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
60+,25.0,75.0,14.0,FIRST CALL,65-74,,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
60+,25.0,75.0,15.0,FIRST CALL,65-74,FEMALE,BUSH,OMITS,YES,REPUBLICAN,CATHOLIC,,MODERATE,MODERATE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.846
40-49,25.0,75.0,16.0,FIRST CALL,45-49,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.859
40-49,25.0,75.0,17.0,FIRST CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,OTHER URBAN,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.859
25-29,25.0,75.0,18.0,FIRST CALL,25-29,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.034
60+,25.0,75.0,19.0,FIRST CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.8200000000000001
60+,25.0,75.0,20.0,FIRST CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.8200000000000001
60+,25.0,75.0,21.0,SECOND CALL,60-64,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
40-49,25.0,75.0,22.0,SECOND CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.859
60+,25.0,75.0,23.0,SECOND CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
40-49,25.0,75.0,24.0,SECOND CALL,45-49,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,OTHER URBAN,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.859
60+,25.0,75.0,25.0,SECOND CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,OTHER URBAN,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
60+,25.0,75.0,26.0,SECOND CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
40-49,25.0,75.0,27.0,SECOND CALL,45-49,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.833
60+,25.0,75.0,28.0,SECOND CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.8200000000000001
30-39,25.0,75.0,29.0,SECOND CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.833
60+,25.0,75.0,30.0,SECOND CALL,75+,,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,75+,STATE,OTHER URBAN,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.8200000000000001
30-39,25.0,75.0,31.0,SECOND CALL,30-39,FEMALE,KEYES,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.218
30-39,25.0,75.0,32.0,SECOND CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.833
60+,25.0,75.0,33.0,SECOND CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,OTHER URBAN,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.846
60+,25.0,75.0,34.0,THIRD CALL,60-64,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.8200000000000001
60+,25.0,75.0,35.0,THIRD CALL,65-74,,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
60+,25.0,75.0,36.0,THIRD CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
60+,25.0,75.0,37.0,THIRD CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
60+,25.0,75.0,38.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.8200000000000001
40-49,25.0,75.0,39.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.859
50-59,25.0,75.0,40.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.833
50-59,25.0,75.0,41.0,THIRD CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.859
50-59,25.0,75.0,42.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,OTHER URBAN,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.859
60+,25.0,75.0,43.0,THIRD CALL,65-74,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
50-59,25.0,75.0,44.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,OTHER URBAN,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.859
30-39,25.0,75.0,45.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.833
60+,25.0,75.0,46.0,THIRD CALL,75+,,BUSH,YES,YES,SOMETHING ELSE,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,OTHER URBAN,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.8200000000000001
60+,25.0,75.0,47.0,THIRD CALL,65-74,FEMALE,BUSH,YES,YES,,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,OTHER URBAN,60+,,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.846
60+,25.0,75.0,48.0,THIRD CALL,65-74,MALE,MCCAIN,NO,NO,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,OTHER URBAN,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,1.012
50-59,25.0,75.0,49.0,THIRD CALL,50-59,MALE,KEYES,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,OTHER URBAN,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.181
50-59,25.0,76.0,1.0,FIRST CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.494
25-29,25.0,76.0,2.0,FIRST CALL,25-29,MALE,KEYES,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.51
30-39,25.0,76.0,3.0,FIRST CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.494
30-39,25.0,76.0,4.0,FIRST CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.494
60+,25.0,76.0,5.0,FIRST CALL,65-74,,BUSH,YES,YES,DEMOCRAT,OTHER CHRISTIAN,"UNDER $15,000",,,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.427
30-39,25.0,76.0,6.0,FIRST CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.466
50-59,25.0,76.0,7.0,FIRST CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.494
50-59,25.0,76.0,8.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,SOMETHING ELSE,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.466
18-24,25.0,76.0,9.0,FIRST CALL,18-24,MALE,BUSH,OMITS,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",,,18-64,18-74,STATE,EAST,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.519
30-39,25.0,76.0,10.0,FIRST CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.494
50-59,25.0,76.0,11.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.466
60+,25.0,76.0,12.0,FIRST CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,EAST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.552
60+,25.0,76.0,13.0,FIRST CALL,75+,,BUSH,OMITS,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,EAST,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.552
40-49,25.0,76.0,14.0,FIRST CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.494
60+,25.0,76.0,15.0,FIRST CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,EAST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.552
60+,25.0,76.0,16.0,FIRST CALL,75+,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,EAST,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.552
18-24,25.0,76.0,17.0,FIRST CALL,18-24,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.55
60+,25.0,76.0,18.0,FIRST CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,EAST,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.584
60+,25.0,76.0,19.0,FIRST CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,EAST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.427
60+,25.0,76.0,20.0,FIRST CALL,60-64,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.552
40-49,25.0,76.0,21.0,SECOND CALL,40-44,FEMALE,BUSH,YES,YES,,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,,40-49,40-49,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.494
30-39,25.0,76.0,22.0,SECOND CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.466
