STATE,PCT,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,GORE2LIB,BRAD2LIB,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,GOREBUSH,GOREMCAN,PREVPRID,GUNHH,GUNCHOIC,THRDCAND,GORE,BRADLEY,BCPERSON,REGDEMCO,MEXICAN,QRACE,REL5,WEIGHT
6.0,15.0,15.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,ARAPAHOE/JEFFERSON,60+,60+,DEMOCRAT,65+,65-74,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.9390000000000001
6.0,15.0,16.0,THIRD CALL,18-24,BLACK,MALE,GORE,THIS YEAR,ECONOMY/JOBS,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NONE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,ARAPAHOE/JEFFERSON,18-29,18-24,DEMOCRAT,18-24,18-24,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,BLACK,NONE,0.683
6.0,15.0,17.0,THIRD CALL,50-59,BLACK,MALE,GORE,TODAY,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,NO,BLACK,SOMETHING ELSE,0.748
6.0,15.0,18.0,THIRD CALL,40-44,WHITE,MALE,UNCOMMITTED,TODAY,EDUCATION,NOT TYPICAL POLITICAN,DISAPPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,BUSH,MCCAIN,YES,YES,PROTECT GUN RIGHTS,WOULD CONSIDER THIRD CANDIDATE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.77
6.0,15.0,19.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STRONG LEADER,DISAPPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.811
6.0,15.0,20.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,0.811
6.0,15.0,21.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,TODAY,OMITS,CAN WIN IN NOVEMBER,APPROVE,OMITS,LEGAL IN ALL CASES,SAME,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,,NO,,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,GORE,OMITS,YES,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,NO,WHITE,,0.811
6.0,15.0,22.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,ARAPAHOE/JEFFERSON,30-44,30-39,DEMOCRAT,30-39,30-39,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.811
6.0,15.0,23.0,THIRD CALL,60-64,HISPANIC/LATINO,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,ARAPAHOE/JEFFERSON,60+,60+,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,YES,HISPANIC/LATINO,CATHOLIC,0.876
6.0,17.0,1.0,FIRST CALL,65-74,BLACK,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,TOO LIBERAL,OMITS,COMPLETE,ARAPAHOE/JEFFERSON,60+,60+,DEMOCRAT,65+,65-74,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.191
6.0,17.0,2.0,FIRST CALL,30-39,WHITE,MALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,TOO LIBERAL,TOO LIBERAL,NOT COMPLETE,ARAPAHOE/JEFFERSON,30-44,30-39,,30-39,30-39,BUSH,MCCAIN,,OMITS,OMITS,,OMITS,OMITS,OMITS,DEMOCRAT,,WHITE,,1.103
6.0,17.0,3.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,CAN WIN IN NOVEMBER,DISAPPROVE,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,TOO LIBERAL,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,45-59,40-49,DEMOCRAT,40-49,40-49,BUSH,MCCAIN,YES,YES,PROTECT GUN RIGHTS,WOULD CONSIDER THIRD CANDIDATE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.818
6.0,17.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,ECONOMY/JOBS,NOT TYPICAL POLITICAN,DISAPPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,JEWISH,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,BUSH,OMITS,YES,YES,PROTECT GUN RIGHTS,SATISFIED,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,1.841
6.0,17.0,5.0,FIRST CALL,60-64,BLACK,FEMALE,GORE,TODAY,ABORTION,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,ARAPAHOE/JEFFERSON,60+,60+,DEMOCRAT,50-64,50-64,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,OMITS,UNFAVORABLE,DEMOCRAT,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.206
6.0,17.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,DEMOCRAT,50-64,50-64,BUSH,MCCAIN,YES,YES,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,1.841
6.0,17.0,7.0,SECOND CALL,60-64,BLACK,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,COMPLETE,ARAPAHOE/JEFFERSON,60+,60+,DEMOCRAT,50-64,50-64,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,BLACK,CATHOLIC,1.191
6.0,17.0,8.0,SECOND CALL,50-59,,FEMALE,GORE,BEFORE THAT,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,,NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,OMITS,FAVORABLE,DEMOCRAT,NO,,PROTESTANT/OTHER CHRISTIAN,1.117
6.0,17.0,9.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,TODAY,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,18-64,18-74,OMITS,NOT LIBERAL ENOUGH,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,DEMOCRAT,50-64,50-64,BUSH,MCCAIN,YES,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,1.117
6.0,17.0,10.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,ARAPAHOE/JEFFERSON,30-44,30-39,DEMOCRAT,30-39,30-39,GORE,MCCAIN,YES,NO,OMITS,SATISFIED,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,,WHITE,PROTESTANT/OTHER CHRISTIAN,1.117
6.0,17.0,11.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,HEALTH CARE,NOT TYPICAL POLITICAN,DISAPPROVE,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,45-59,40-49,DEMOCRAT,40-49,40-49,BUSH,MCCAIN,YES,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,1.818
6.0,17.0,12.0,THIRD CALL,45-49,BLACK,MALE,GORE,WITHIN LAST WEEK,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,,NO,,,18-64,18-74,OMITS,OMITS,COMPLETE,ARAPAHOE/JEFFERSON,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,YES,PROTECT GUN RIGHTS,WOULD CONSIDER THIRD CANDIDATE,FAVORABLE,OMITS,FAVORABLE,DEMOCRAT,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.029
6.0,17.0,13.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,ARAPAHOE/JEFFERSON,18-29,18-24,DEMOCRAT,18-24,18-24,GORE,GORE,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,FAVORABLE,OMITS,DEMOCRAT,NO,WHITE,SOMETHING ELSE,1.0190000000000001
6.0,17.0,14.0,THIRD CALL,30-39,WHITE,MALE,UNCOMMITTED,THIS YEAR,ECONOMY/JOBS,OMITS,APPROVE,OMITS,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,BUSH,MCCAIN,NO,YES,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,SOMETHING ELSE,1.06
6.0,17.0,15.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,EDUCATION,HAS NEW IDEAS,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,YES,REDUCE VIOLENCE,,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,1.841
6.0,17.0,16.0,THIRD CALL,45-49,BLACK,FEMALE,BRADLEY,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,ARAPAHOE/JEFFERSON,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.718
6.0,17.0,17.0,THIRD CALL,50-59,BLACK,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICAN,APPROVE,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.029
6.0,17.0,18.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,ARAPAHOE/JEFFERSON,30-44,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.042
6.0,17.0,19.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.042
6.0,17.0,20.0,THIRD CALL,60-64,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,ARAPAHOE/JEFFERSON,60+,60+,DEMOCRAT,50-64,50-64,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,,WHITE,PROTESTANT/OTHER CHRISTIAN,1.276
6.0,17.0,21.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,BEFORE THAT,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,YES,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,ARAPAHOE/JEFFERSON,18-29,18-24,DEMOCRAT,18-24,18-24,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,BLACK,SOMETHING ELSE,0.9510000000000001
6.0,17.0,22.0,THIRD CALL,60-64,BLACK,MALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,YES,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,ARAPAHOE/JEFFERSON,60+,60+,DEMOCRAT,50-64,50-64,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,OMITS,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.191
6.0,17.0,23.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,ARAPAHOE/JEFFERSON,30-44,30-39,DEMOCRAT,30-39,30-39,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,SOMETHING ELSE,1.117
6.0,18.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NONE,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,30-44,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,YES,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,NONE,1.696
6.0,18.0,2.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,TODAY,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,DISAPPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,1.675
6.0,18.0,3.0,FIRST CALL,75+,OTHER,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,,OMITS,,OMITS,MODERATE,MODERATE,65+,75+,ABOUT RIGHT,OMITS,COMPLETE,ARAPAHOE/JEFFERSON,60+,60+,DEMOCRAT,65+,75+,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,OMITS,FAVORABLE,DEMOCRAT,NO,OTHER,,1.189
6.0,18.0,4.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,ARAPAHOE/JEFFERSON,60+,60+,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,1.189
6.0,18.0,5.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,,PROTESTANT,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,ARAPAHOE/JEFFERSON,60+,60+,DEMOCRAT,65+,65-74,GORE,GORE,YES,NO,REDUCE VIOLENCE,,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.111
