STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,BEATDEM,REL5,WEIGHT,BACKSIDE,GEOCODE
11.0,59.0,45.0,THIRD CALL,40-44,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,OMITS,NO,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.916,COMPLETED,SUBURBAN REPUBLICAN
11.0,59.0,46.0,THIRD CALL,30-39,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.9450000000000001,COMPLETED,SUBURBAN REPUBLICAN
11.0,59.0,47.0,THIRD CALL,30-39,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.9450000000000001,COMPLETED,SUBURBAN REPUBLICAN
11.0,59.0,48.0,THIRD CALL,45-49,MALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.9450000000000001,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,1.0,FIRST CALL,30-39,FEMALE,KEYES,TODAY,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,OMITS,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,OMITS,YES,OMITS,YES,NO,OMITS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.425,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,2.0,FIRST CALL,60-64,FEMALE,BUSH,BEFORE THAT,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,SOMETHING ELSE,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,OMITS,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,0.749,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,3.0,FIRST CALL,30-39,MALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,0.624,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,4.0,FIRST CALL,30-39,MALE,MCCAIN,THIS YEAR,OMITS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,OMITS,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.71,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,5.0,FIRST CALL,40-44,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,OMITS,BUSH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.604,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,6.0,FIRST CALL,65-74,FEMALE,BUSH,THIS YEAR,ABORTION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.749,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,7.0,FIRST CALL,50-59,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,0.604,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,8.0,FIRST CALL,30-39,MALE,BUSH,THIS YEAR,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,COLLEGE GRADUATE,NONE,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,NO,YES,LOYAL REPUBLICAN,BUSH,NONE,0.624,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,9.0,FIRST CALL,65-74,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BOTH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.749,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,10.0,FIRST CALL,18-24,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.548,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,11.0,FIRST CALL,40-44,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,0.687,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,12.0,FIRST CALL,40-44,MALE,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,BOTH,NO,NO,LOYAL REPUBLICAN,BUSH,CATHOLIC,0.624,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,13.0,FIRST CALL,25-29,,KEYES,WITHIN LAST WEEK,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,NO,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.386,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,14.0,FIRST CALL,65-74,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.749,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,15.0,FIRST CALL,30-39,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,CATHOLIC,0.624,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,16.0,SECOND CALL,50-59,FEMALE,BUSH,OMITS,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,GORE,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.604,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,17.0,SECOND CALL,75+,FEMALE,MCCAIN,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,OMITS,OMITS,OMITS,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.852,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,18.0,SECOND CALL,25-29,MALE,BUSH,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,OMITS,GORE,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,0.5660000000000001,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,19.0,SECOND CALL,25-29,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.548,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,20.0,SECOND CALL,45-49,MALE,MCCAIN,TODAY,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,MCCAIN,CATHOLIC,0.71,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,21.0,SECOND CALL,30-39,MALE,BUSH,WITHIN LAST WEEK,TAXES,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,SOMETHING ELSE,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,OMITS,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,SOMETHING ELSE,0.624,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,22.0,SECOND CALL,18-24,FEMALE,BUSH,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,DEMOCRAT,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,GORE,ABOUT RIGHT,NEITHER,YES,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,0.548,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,23.0,SECOND CALL,50-59,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.624,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,24.0,SECOND CALL,30-39,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.604,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,25.0,SECOND CALL,30-39,FEMALE,BUSH,WITHIN LAST WEEK,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,0.604,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,26.0,SECOND CALL,45-49,MALE,MCCAIN,THIS YEAR,OMITS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,OMITS,YES,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.71,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,27.0,SECOND CALL,30-39,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,OTHER CHRISTIAN,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.71,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,28.0,SECOND CALL,50-59,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,SOMETHING ELSE,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,TOO CONSERVATIVE,MCCAIN,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.687,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,29.0,THIRD CALL,40-44,MALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,SOMETHING ELSE,POST GRADUATE STUDY,NONE,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,OMITS,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,NONE,0.624,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,30.0,THIRD CALL,18-24,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,CATHOLIC,0.625,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,31.0,THIRD CALL,25-29,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,SOMETHING ELSE,POST GRADUATE STUDY,JEWISH,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,JEWISH,0.645,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,32.0,THIRD CALL,30-39,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.71,COMPLETED,SUBURBAN REPUBLICAN
