QTYPE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,DEMVOTE,ISSUE,QUALITY,CLINTON,UNION,PARTYID,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,CAUCUS,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,BCPERSON,INTERNET,WEIGHT
STATE,EAST,16.0,54.0,21.0,SECOND CALL,18-24,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,NEW IDEAS,OMITS,NO,INDEPENDENT,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,,UNFAVORABLE,YES,1.079
STATE,EAST,16.0,54.0,22.0,SECOND CALL,18-24,MALE,BRADLEY,HEALTH CARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,,VERY LIBERAL,LIBERAL,18-64,18-74,YES,18-29,18-24,DEMOCRAT,18-24,18-24,NO,OMITS,YES,1.079
STATE,EAST,16.0,54.0,23.0,SECOND CALL,18-24,FEMALE,BRADLEY,HEALTH CARE,OMITS,APPROVE,YES,DEMOCRAT,,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,NO,UNFAVORABLE,YES,1.079
STATE,EAST,16.0,54.0,24.0,SECOND CALL,18-24,,BRADLEY,HAS RIGHT EXPERIENCE,NEW IDEAS,DISAPPROVE,NO,REPUBLICAN,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,,UNFAVORABLE,YES,1.079
STATE,EAST,16.0,54.0,25.0,SECOND CALL,18-24,FEMALE,GORE,WORLD AFFAIRS,STRONG LEADER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,NO,FAVORABLE,YES,0.9470000000000001
STATE,EAST,16.0,54.0,26.0,SECOND CALL,50-59,MALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,NO,FAVORABLE,YES,0.9470000000000001
STATE,EAST,16.0,54.0,27.0,SECOND CALL,18-24,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,NOT TYPICAL POLITICIAN,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,,FAVORABLE,YES,1.079
STATE,EAST,16.0,54.0,28.0,SECOND CALL,25-29,FEMALE,BRADLEY,OMITS,STANDS UP FOR BELIEFS,OMITS,NO,DEMOCRAT,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,18-29,25-29,DEMOCRAT,25-29,25-29,,OMITS,YES,1.079
STATE,EAST,16.0,54.0,29.0,SECOND CALL,18-24,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,STANDS UP FOR BELIEFS,APPROVE,YES,REPUBLICAN,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,NO,UNFAVORABLE,YES,1.079
STATE,EAST,16.0,54.0,30.0,SECOND CALL,25-29,FEMALE,BRADLEY,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,NO,INDEPENDENT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,NO,FAVORABLE,YES,1.079
STATE,EAST,16.0,54.0,31.0,SECOND CALL,18-24,FEMALE,BRADLEY,OMITS,NEW IDEAS,DISAPPROVE,NO,INDEPENDENT,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,NO,UNFAVORABLE,YES,1.079
STATE,EAST,16.0,54.0,32.0,SECOND CALL,18-24,FEMALE,BRADLEY,HEALTH CARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,YES,FAVORABLE,YES,1.079
STATE,EAST,16.0,54.0,33.0,SECOND CALL,18-24,FEMALE,GORE,HAS RIGHT EXPERIENCE,STRONG LEADER,APPROVE,NO,REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,,FAVORABLE,YES,0.9470000000000001
STATE,EAST,16.0,54.0,34.0,SECOND CALL,18-24,FEMALE,GORE,HAS RIGHT EXPERIENCE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,NO,UNFAVORABLE,YES,0.9470000000000001
STATE,EAST,16.0,54.0,35.0,SECOND CALL,30-39,MALE,BRADLEY,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,NO,INDEPENDENT,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,,FAVORABLE,YES,1.079
STATE,EAST,16.0,54.0,36.0,SECOND CALL,18-24,FEMALE,GORE,HAS RIGHT EXPERIENCE,STRONG LEADER,APPROVE,,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,NO,FAVORABLE,YES,0.9470000000000001
STATE,EAST,16.0,54.0,37.0,SECOND CALL,18-24,MALE,BRADLEY,CAMPAIGN FINANCE REFORM,NEW IDEAS,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,,UNFAVORABLE,YES,1.079
STATE,WEST,16.0,56.0,1.0,FIRST CALL,30-39,FEMALE,UNCOMMITTED,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,NO,REPUBLICAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,NO,UNFAVORABLE,YES,0.109
STATE,WEST,16.0,56.0,2.0,SECOND CALL,50-59,FEMALE,UNCOMMITTED,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,NO,,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,,50-64,50-64,,UNFAVORABLE,YES,0.109
STATE,WEST,16.0,56.0,3.0,SECOND CALL,30-39,FEMALE,UNCOMMITTED,TAXES,OMITS,DISAPPROVE,NO,REPUBLICAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,,UNFAVORABLE,YES,0.109
STATE,WEST,16.0,56.0,4.0,SECOND CALL,40-44,MALE,GORE,HAS RIGHT EXPERIENCE,STRONG LEADER,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,30-44,40-49,DEMOCRAT,40-49,40-49,YES,UNFAVORABLE,YES,0.076
STATE,WEST,16.0,56.0,5.0,SECOND CALL,50-59,,GORE,WORLD AFFAIRS,STANDS UP FOR BELIEFS,DISAPPROVE,NO,REPUBLICAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,NO,0.076
STATE,EAST,16.0,57.0,1.0,SECOND CALL,50-59,FEMALE,BRADLEY,OMITS,STRONG LEADER,DISAPPROVE,NO,DEMOCRAT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,,UNFAVORABLE,,0.381
STATE,EAST,16.0,57.0,2.0,SECOND CALL,75+,FEMALE,BRADLEY,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,,UNFAVORABLE,NO,0.381
STATE,EAST,16.0,57.0,3.0,SECOND CALL,65-74,FEMALE,BRADLEY,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,NO,REPUBLICAN,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,OMITS,NO,0.381
STATE,EAST,16.0,57.0,4.0,SECOND CALL,40-44,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,40-49,DEMOCRAT,40-49,40-49,YES,FAVORABLE,YES,0.334
STATE,EAST,16.0,57.0,5.0,SECOND CALL,30-39,FEMALE,UNCOMMITTED,ECONOMY/JOBS,OMITS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,NO,UNFAVORABLE,NO,0.461
STATE,EAST,16.0,57.0,6.0,SECOND CALL,65-74,MALE,GORE,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,YES,0.334
STATE,EAST,16.0,57.0,7.0,SECOND CALL,50-59,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,NEW IDEAS,APPROVE,NO,INDEPENDENT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,UNFAVORABLE,NO,0.381
STATE,EAST,16.0,57.0,8.0,SECOND CALL,45-49,MALE,BRADLEY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,NO,REPUBLICAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,YES,UNFAVORABLE,NO,0.381
STATE,EAST,16.0,57.0,9.0,SECOND CALL,65-74,FEMALE,GORE,OMITS,OMITS,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,UNFAVORABLE,NO,0.334
STATE,EAST,16.0,57.0,10.0,SECOND CALL,30-39,FEMALE,GORE,HEALTH CARE,NOT TYPICAL POLITICIAN,APPROVE,YES,DEMOCRAT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,NO,FAVORABLE,YES,0.334
STATE,EAST,16.0,57.0,11.0,SECOND CALL,75+,MALE,BRADLEY,OMITS,STANDS UP FOR BELIEFS,APPROVE,,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,YES,UNFAVORABLE,NO,0.381
STATE,EAST,16.0,57.0,12.0,SECOND CALL,30-39,FEMALE,GORE,HEALTH CARE,NOT TYPICAL POLITICIAN,APPROVE,NO,INDEPENDENT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,,FAVORABLE,YES,0.334
STATE,EAST,16.0,57.0,13.0,SECOND CALL,50-59,MALE,GORE,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,YES,REPUBLICAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,,FAVORABLE,NO,0.334
STATE,EAST,16.0,57.0,14.0,SECOND CALL,40-44,MALE,BRADLEY,HAS RIGHT EXPERIENCE,NOT TYPICAL POLITICIAN,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,30-44,40-49,DEMOCRAT,40-49,40-49,NO,FAVORABLE,YES,0.381
STATE,EAST,16.0,57.0,15.0,SECOND CALL,60-64,FEMALE,GORE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,YES,,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,NO,60+,60+,,50-64,50-64,,FAVORABLE,NO,0.334
STATE,EAST,16.0,57.0,16.0,SECOND CALL,75+,MALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,NO,FAVORABLE,NO,0.334
STATE,EAST,16.0,57.0,17.0,SECOND CALL,40-44,FEMALE,BRADLEY,OMITS,STRONG LEADER,DISAPPROVE,NO,REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,30-44,40-49,DEMOCRAT,40-49,40-49,OMITS,UNFAVORABLE,YES,0.381
STATE,EAST,16.0,57.0,18.0,SECOND CALL,65-74,FEMALE,GORE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,NO,0.334
STATE,EAST,16.0,57.0,19.0,SECOND CALL,75+,,GORE,OMITS,OMITS,APPROVE,YES,DEMOCRAT,"UNDER $15,000",,,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,NO,FAVORABLE,NO,0.334
STATE,EAST,16.0,57.0,20.0,SECOND CALL,45-49,,GORE,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,YES,FAVORABLE,YES,0.334
STATE,EAST,16.0,57.0,21.0,SECOND CALL,50-59,FEMALE,GORE,CAMPAIGN FINANCE REFORM,NEW IDEAS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,YES,FAVORABLE,YES,0.334
STATE,EAST,16.0,57.0,22.0,SECOND CALL,40-44,FEMALE,BRADLEY,HEALTH CARE,STRONG LEADER,DISAPPROVE,NO,SOMETHING ELSE,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,30-44,40-49,REPUBLICAN,40-49,40-49,NO,UNFAVORABLE,YES,0.381
STATE,EAST,16.0,57.0,23.0,SECOND CALL,50-59,MALE,BRADLEY,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,OMITS,YES,0.381
STATE,EAST,16.0,57.0,24.0,SECOND CALL,60-64,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,YES,60+,60+,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,NO,0.334
STATE,EAST,16.0,57.0,25.0,SECOND CALL,30-39,FEMALE,GORE,HAS RIGHT EXPERIENCE,STRONG LEADER,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,YES,OMITS,YES,0.334
STATE,EAST,16.0,57.0,26.0,SECOND CALL,65-74,FEMALE,GORE,HAS RIGHT EXPERIENCE,STANDS UP FOR BELIEFS,DISAPPROVE,NO,SOMETHING ELSE,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,60+,60+,REPUBLICAN,65+,65-74,YES,UNFAVORABLE,YES,0.334
STATE,EAST,16.0,57.0,27.0,SECOND CALL,40-44,MALE,GORE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,40-49,DEMOCRAT,40-49,40-49,NO,FAVORABLE,NO,0.334
STATE,EAST,16.0,57.0,28.0,SECOND CALL,25-29,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,STANDS UP FOR BELIEFS,DISAPPROVE,YES,REPUBLICAN,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,25-29,DEMOCRAT,25-29,25-29,,UNFAVORABLE,YES,0.381
STATE,EAST,16.0,57.0,29.0,SECOND CALL,50-59,FEMALE,GORE,ECONOMY/JOBS,STRONG LEADER,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,YES,0.334
STATE,EAST,16.0,58.0,1.0,SECOND CALL,50-59,MALE,BRADLEY,CAMPAIGN FINANCE REFORM,NEW IDEAS,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,YES,FAVORABLE,YES,0.224
STATE,EAST,16.0,58.0,2.0,SECOND CALL,40-44,FEMALE,GORE,HEALTH CARE,HAS RIGHT EXPERIENCE,DISAPPROVE,NO,REPUBLICAN,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,40-49,DEMOCRAT,40-49,40-49,NO,UNFAVORABLE,NO,0.196
STATE,EAST,16.0,58.0,3.0,SECOND CALL,50-59,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,YES,INDEPENDENT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,UNFAVORABLE,YES,0.196
STATE,EAST,16.0,58.0,4.0,SECOND CALL,30-39,MALE,GORE,HAS RIGHT EXPERIENCE,STRONG LEADER,APPROVE,YES,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,30-44,30-39,DEMOCRAT,30-39,30-39,,UNFAVORABLE,YES,0.196
STATE,EAST,16.0,58.0,5.0,SECOND CALL,65-74,FEMALE,UNCOMMITTED,HAS RIGHT EXPERIENCE,NEW IDEAS,OMITS,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,OMITS,NO,0.27
STATE,EAST,16.0,58.0,6.0,SECOND CALL,75+,MALE,UNCOMMITTED,OMITS,CAN WIN IN NOVEMBER,APPROVE,NO,INDEPENDENT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,YES,60+,60+,INDEPENDENT/OTHER,65+,75+,NO,UNFAVORABLE,NO,0.27
STATE,EAST,16.0,58.0,7.0,SECOND CALL,40-44,,UNCOMMITTED,HAS RIGHT EXPERIENCE,STRONG LEADER,APPROVE,NO,REPUBLICAN,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,40-49,DEMOCRAT,40-49,40-49,NO,FAVORABLE,YES,0.27
STATE,EAST,16.0,58.0,8.0,SECOND CALL,50-59,MALE,GORE,OMITS,OMITS,APPROVE,YES,REPUBLICAN,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,,FAVORABLE,YES,0.196
STATE,EAST,16.0,58.0,9.0,SECOND CALL,60-64,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,60+,60+,DEMOCRAT,50-64,50-64,,FAVORABLE,YES,0.196
STATE,EAST,16.0,58.0,10.0,SECOND CALL,18-24,MALE,GORE,HAS RIGHT EXPERIENCE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,NO,FAVORABLE,YES,0.196
STATE,EAST,16.0,58.0,11.0,SECOND CALL,75+,FEMALE,GORE,OMITS,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,YES,FAVORABLE,NO,0.196
STATE,EAST,16.0,58.0,12.0,SECOND CALL,65-74,,GORE,HAS RIGHT EXPERIENCE,CAN WIN IN NOVEMBER,APPROVE,NO,DEMOCRAT,,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,UNFAVORABLE,NO,0.196
STATE,EAST,16.0,58.0,13.0,SECOND CALL,18-24,FEMALE,GORE,OMITS,STANDS UP FOR BELIEFS,APPROVE,NO,REPUBLICAN,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,NO,UNFAVORABLE,NO,0.196
STATE,EAST,16.0,58.0,14.0,SECOND CALL,60-64,FEMALE,GORE,HEALTH CARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,60+,60+,DEMOCRAT,50-64,50-64,NO,OMITS,YES,0.196
STATE,EAST,16.0,58.0,15.0,SECOND CALL,40-44,MALE,GORE,CAMPAIGN FINANCE REFORM,STRONG LEADER,APPROVE,YES,REPUBLICAN,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,YES,30-44,40-49,DEMOCRAT,40-49,40-49,YES,FAVORABLE,YES,0.196
STATE,EAST,16.0,58.0,16.0,SECOND CALL,50-59,MALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,NO,FAVORABLE,YES,0.196
STATE,EAST,16.0,58.0,17.0,SECOND CALL,65-74,MALE,GORE,OMITS,STRONG LEADER,DISAPPROVE,,INDEPENDENT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,INDEPENDENT/OTHER,65+,65-74,NO,UNFAVORABLE,YES,0.196
STATE,EAST,16.0,58.0,18.0,SECOND CALL,65-74,FEMALE,GORE,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,YES,REPUBLICAN,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,UNFAVORABLE,NO,0.196
STATE,EAST,16.0,58.0,19.0,SECOND CALL,25-29,FEMALE,GORE,OMITS,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,25-29,DEMOCRAT,25-29,25-29,NO,UNFAVORABLE,YES,0.196
STATE,EAST,16.0,58.0,20.0,SECOND CALL,18-24,FEMALE,GORE,HAS RIGHT EXPERIENCE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,NO,FAVORABLE,YES,0.196
STATE,EAST,16.0,58.0,21.0,SECOND CALL,30-39,MALE,GORE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,NO,FAVORABLE,YES,0.196
STATE,EAST,16.0,58.0,22.0,SECOND CALL,45-49,FEMALE,GORE,OMITS,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,,FAVORABLE,NO,0.196
STATE,EAST,16.0,58.0,23.0,SECOND CALL,50-59,MALE,GORE,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,,FAVORABLE,NO,0.196
STATE,EAST,16.0,58.0,24.0,SECOND CALL,30-39,FEMALE,GORE,HAS RIGHT EXPERIENCE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,NO,FAVORABLE,YES,0.196
STATE,EAST,16.0,58.0,25.0,SECOND CALL,65-74,FEMALE,GORE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,0.196
STATE,EAST,16.0,58.0,26.0,SECOND CALL,50-59,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,YES,FAVORABLE,YES,0.196
STATE,EAST,16.0,58.0,27.0,SECOND CALL,65-74,FEMALE,GORE,OMITS,OMITS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",VERY LIBERAL,LIBERAL,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,NO,0.196
STATE,EAST,16.0,58.0,28.0,SECOND CALL,65-74,MALE,GORE,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,0.196
STATE,EAST,16.0,58.0,29.0,SECOND CALL,65-74,FEMALE,BRADLEY,OMITS,HAS RIGHT EXPERIENCE,APPROVE,NO,INDEPENDENT,,MODERATE,MODERATE,65+,18-74,YES,60+,60+,INDEPENDENT/OTHER,65+,65-74,NO,FAVORABLE,NO,0.224
STATE,EAST,16.0,58.0,30.0,SECOND CALL,18-24,MALE,BRADLEY,OMITS,OMITS,DISAPPROVE,NO,INDEPENDENT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,NO,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,NO,FAVORABLE,YES,0.224
STATE,EAST,16.0,58.0,31.0,SECOND CALL,45-49,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,NO,OMITS,YES,0.224
