STATE,PREC,SEQ,OTHPRIDI,OVER65,OVER75,REGDEM,BACKSIDE,GEOCODE,AGE4,AGEABC,AGE65,AGE75,OTHERPRI,REFORMVT,BEATREP,CALL,AGE9,SEX,DEMVOTE,TIME,CANDSOK,STANDLIV,ISSUE,QUALITY,ADSGORE,CLINTON,SURPLUS,HLTHPLAN,CLINGORE,ISSVQUAL,ADSBRAD,DEMSEEN,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,PARTY,DEBATES,GORE,BRADLEY,BCPERSON,INTERNET,STEC,ETAX,NEWWAYS,MARRIED,CHILD,RELPUB,DESCRIBE,IMPRESS,ELIFE,BRADHLTH,SOTUNION,REL5,WEIGHT
30.0,74.0,9.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,NO,NO,GORE,CALL 1,50-59,MALE,GORE,BEFORE THAT,,,,,YES,APPROVE,,,,,NO,TWO,,,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,VERY CLOSELY,,,FAVORABLE,YES,,YES,FAMILIAR APPROACH,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,1.299
30.0,74.0,10.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,25-29,25-29,25-29,NO,NO,GORE,CALL 1,25-29,FEMALE,GORE,WITHIN LAST WEEK,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,YES,"$15,000-$29,999",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,FAVORABLE,YES,,NO,FAMILIAR APPROACH,NO,NO,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,NEWSPAPERS,GREAT DEAL,,,CATHOLIC,1.452
30.0,74.0,11.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,40-49,40-49,40-49,"YES, FOR MCCAIN",NO,GORE,CALL 1,40-44,MALE,GORE,TODAY,,,,,NO,DISAPPROVE,,,,,NO,TWO,,,DEMOCRAT,COLLEGE GRADUATE,JEWISH,YES,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,VERY CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,NO,NO,,LIKE MY CAND WITH RESERVATIONS,TELEVISION,GREAT DEAL,,,JEWISH,1.299
30.0,74.0,12.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,40-49,40-49,40-49,NO,NO,GORE,CALL 1,40-44,MALE,BRADLEY,WITHIN 3 DAYS,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,DEMOCRAT,VERY CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,NEWSPAPERS,GOOD AMOUNT,,,PROTESTANT/OTHER CHRISTIAN,1.092
30.0,74.0,13.0,,18-64,18-74,NOT REGISTERED,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 2,30-39,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,HEALTH CARE,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,GORE'S PLAN,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,YES,,,,,NO,NO,,1.281
30.0,74.0,15.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,40-49,40-49,40-49,,,,CALL 2,40-44,FEMALE,OTHER,,WOULD LIKE SOMEONE ELSE,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,,APPROVE,BOTH,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,BETTER,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,,,"$100,000 OR MORE",,SOMEWHAT CONSERVATIVE,CONSERVATIVE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,UNFAVORABLE,,EXCELLENT,,,YES,YES,,,,,NO,NO,,0.609
30.0,74.0,16.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,40-49,40-49,40-49,,,,CALL 2,40-44,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,STRONG LEADER,,APPROVE,GORE,GORE'S PLAN,SOMEWHAT IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$50,000-$74,999",,MODERATE,MODERATE,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,YES,NO,,1.281
30.0,74.0,17.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,40-49,40-49,40-49,"YES, FOR MCCAIN",NO,GORE,CALL 2,40-44,FEMALE,GORE,WITHIN LAST WEEK,,,,,YES,DISAPPROVE,,,,,NO,NONE,,,DEMOCRAT,SOME COLLEGE/ASSOCIATE,PROTESTANT,YES,"$15,000-$29,999",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,FAMILIAR APPROACH,NO,NO,PUBLICLY DISCUSSED,STRONGLY FAVOR MY CAND,,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,1.281
30.0,74.0,18.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,NO,NO,GORE,CALL 2,50-59,FEMALE,GORE,BEFORE THAT,,,,,NO,APPROVE,,,,,NO,TWO,,,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,DEMOCRAT,VERY CLOSELY,,,FAVORABLE,YES,,NO,NEW WAYS,NO,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,CANDIDATE CONTACT,GREAT DEAL,,,CATHOLIC,1.281
30.0,74.0,19.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,,,,CALL 3,50-59,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,,STRONG LEADER,,DISAPPROVE,BRADLEY,BRADLEY'S PLAN,VERY IMPORTANT,,,,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,,,"$75,000-$99,999",,MODERATE,MODERATE,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,NO,,,,,NO,NO,,1.092
30.0,74.0,20.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,FEMALE,GORE,,SATISFIED WITH CANDS,WILL FALL,EDUCATION,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,BOTH ABOUT THE SAME,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,YES,NO,,1.281
30.0,74.0,21.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,MALE,GORE,,SATISFIED WITH CANDS,WILL RISE,HEALTH CARE,STRONG LEADER,,APPROVE,BOTH,BOTH ABOUT THE SAME,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,SAME,NO,INDEPENDENT,SOME COLLEGE/ASSOCIATE,,,"$75,000-$99,999",,SOMEWHAT CONSERVATIVE,CONSERVATIVE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,YES,,,,,NO,YES,,1.299
30.0,74.0,22.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,HEALTH CARE,NEW IDEAS,,APPROVE,BRADLEY,BRADLEY'S PLAN,VERY IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,,,"$50,000-$74,999",,MODERATE,MODERATE,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,EXCELLENT,,,YES,YES,,,,,NO,YES,,1.077
30.0,74.0,23.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,40-49,40-49,40-49,,,,CALL 3,40-44,FEMALE,BRADLEY,,WOULD LIKE SOMEONE ELSE,WILL RISE,EDUCATION,STRONG LEADER,,DISAPPROVE,BOTH,BRADLEY'S PLAN,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,,,"$50,000-$74,999",,MODERATE,MODERATE,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,EXCELLENT,,,YES,NO,,,,,,YES,,1.077
30.0,74.0,24.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,FEMALE,BRADLEY,,WOULD LIKE SOMEONE ELSE,WILL FALL,CAMPAIGN FINANCE REFORM,STRONG LEADER,,APPROVE,BRADLEY,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,,,"$30,000-$49,000",,VERY LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,NOT SO GOOD,,,NO,YES,,,,,NO,YES,,1.077
30.0,74.0,25.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,MALE,GORE,,SATISFIED WITH CANDS,WILL FALL,,STRONG LEADER,,APPROVE,GORE,GORE'S PLAN,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,,,"$30,000-$49,000",,VERY LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,NO,,,,,NO,NO,,1.299
30.0,74.0,26.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,BOTH ABOUT THE SAME,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,NO,NO,,1.281
30.0,74.0,27.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,18-24,18-24,18-24,,,,CALL 3,18-24,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL FALL,EDUCATION,STRONG LEADER,,DISAPPROVE,BRADLEY,BRADLEY'S PLAN,VERY IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,YES,INDEPENDENT,COLLEGE GRADUATE,,,"$15,000-$29,999",,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,1.221
30.0,74.0,28.0,"YES, FOR MCCAIN",18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,"YES, FOR MCCAIN",YES,GORE,CALL 3,50-59,MALE,BRADLEY,BEFORE THAT,,,,,YES,APPROVE,,,,,YES,THREE OR MORE,,,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,NO,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,CANDIDATE CONTACT,GREAT DEAL,,,SOMETHING ELSE,1.092
30.0,74.0,29.0,"YES, FOR MCCAIN",18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,"YES, FOR MCCAIN",NO,BRADLEY,CALL 3,30-39,MALE,BRADLEY,BEFORE THAT,,,,,YES,APPROVE,,,,,YES,ONE,,,INDEPENDENT,SOME COLLEGE/ASSOCIATE,CATHOLIC,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,,NEW WAYS,YES,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,CANDIDATE CONTACT,GREAT DEAL,,,CATHOLIC,1.092
30.0,74.0,30.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,NO,NO,GORE,CALL 3,50-59,MALE,GORE,TODAY,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,SOME COLLEGE/ASSOCIATE,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,DEMOCRAT,SOMEWHAT CLOSELY,,,FAVORABLE,NO,,NO,NEW WAYS,YES,NO,PUBLICLY DISCUSSED,LIKE MY CAND WITH RESERVATIONS,,LITTLE,,,CATHOLIC,1.299
30.0,74.0,31.0,NO,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,NO,NO,BRADLEY,CALL 3,50-59,FEMALE,BRADLEY,BEFORE THAT,,,,,NO,DISAPPROVE,,,,,NO,ONE,,,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,INDEPENDENT/OTHER,VERY CLOSELY,,,UNFAVORABLE,YES,,YES,NEW WAYS,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,CANDIDATE CONTACT,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,1.077
30.0,74.0,32.0,NO,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,NO,NO,GORE,CALL 3,30-39,FEMALE,GORE,BEFORE THAT,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,YES,,STRONGLY FAVOR MY CAND,TELEVISION,GOOD AMOUNT,,,PROTESTANT/OTHER CHRISTIAN,1.281
30.0,74.0,33.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,NO,NO,BRADLEY,CALL 3,50-59,FEMALE,BRADLEY,TODAY,,,,,YES,DISAPPROVE,,,,,YES,THREE OR MORE,,,DEMOCRAT,COLLEGE GRADUATE,JEWISH,NO,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,DEMOCRAT,VERY CLOSELY,,,UNFAVORABLE,NO,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,NEWSPAPERS,GOOD AMOUNT,,,JEWISH,1.077
30.0,74.0,34.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,"YES, FOR MCCAIN",NO,BRADLEY,CALL 3,30-39,MALE,BRADLEY,WITHIN 3 DAYS,,,,,NO,DISAPPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,NO,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,FRIENDS/FAMILY,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,1.092
30.0,74.0,35.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,40-49,40-49,40-49,NO,NO,GORE,CALL 3,40-44,FEMALE,GORE,THIS YEAR,,,,,YES,APPROVE,,,,,YES,NONE,,,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,YES,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,DEMOCRAT,VERY CLOSELY,,,FAVORABLE,YES,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,CANDIDATE CONTACT,LITTLE,,,PROTESTANT/OTHER CHRISTIAN,1.281
30.0,74.0,36.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,NO,NO,GORE,CALL 3,50-59,FEMALE,GORE,THIS YEAR,,,,,YES,APPROVE,,,,,YES,THREE OR MORE,,,DEMOCRAT,SOME COLLEGE/ASSOCIATE,CATHOLIC,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,FAVORABLE,YES,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,GOOD AMOUNT,,,CATHOLIC,1.281
30.0,76.0,1.0,,65+,75+,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,60+,60+,65+,75+,,,,CALL 1,75+,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,,STANDS UP FOR BELIEFS,,DISAPPROVE,BRADLEY,BOTH ABOUT THE SAME,VERY IMPORTANT,CAND'S PERSONAL QUALITIES,,,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,,,"UNDER $15,000",,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,EXCELLENT,,,NO,NO,,,,,,NO,,1.285
30.0,76.0,2.0,,,,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,,,,,,,,CALL 1,,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,,STRONG LEADER,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,,,"$75,000-$99,999",,VERY LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,FAVORABLE,,EXCELLENT,,,YES,YES,,,,,NO,NO,,1.179
30.0,76.0,3.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,18-24,18-24,18-24,,,,CALL 1,18-24,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,,APPROVE,BOTH,BOTH ABOUT THE SAME,SOMEWHAT IMPORTANT,CAND'S PERSONAL QUALITIES,,,SAME,NO,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$100,000 OR MORE",,VERY LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,1.336
30.0,76.0,4.0,,18-64,18-74,,NOT COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 1,30-39,MALE,GORE,,WOULD LIKE SOMEONE ELSE,WILL RISE,,BEST CHANCE TO WIN,,,,,NOT IMPORTANT AT ALL,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,NO,,,1.421
30.0,76.0,5.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,,,,CALL 1,45-49,,GORE,,SATISFIED WITH CANDS,WILL RISE,WORLD AFFAIRS,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,BOTH ABOUT THE SAME,SOMEWHAT IMPORTANT,CAND'S PERSONAL QUALITIES,,,SAME,NO,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$75,000-$99,999",,SOMEWHAT CONSERVATIVE,CONSERVATIVE,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,YES,,,,,YES,YES,,1.4020000000000001
30.0,76.0,6.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,,,,CALL 1,45-49,FEMALE,GORE,,,WILL FALL,EDUCATION,,,,GORE,,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,,,"$30,000-$49,000",,,,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,UNFAVORABLE,,NOT SO GOOD,,,YES,YES,,,,,YES,YES,,1.4020000000000001
30.0,76.0,7.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,NO,NO,BRADLEY,CALL 1,50-59,FEMALE,BRADLEY,BEFORE THAT,,,,,NO,,,,,,NO,THREE OR MORE,,,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,,YES,,YES,NEW WAYS,YES,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,NEWSPAPERS,GOOD AMOUNT,,,PROTESTANT/OTHER CHRISTIAN,1.179
30.0,76.0,8.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,"YES, FOR MCCAIN",NO,GORE,CALL 1,50-59,FEMALE,BRADLEY,BEFORE THAT,,,,,NO,APPROVE,,,,,NO,TWO,,,INDEPENDENT,POST GRADUATE STUDY,JEWISH,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,FAVORABLE,YES,,YES,FAMILIAR APPROACH,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,CANDIDATE CONTACT,GOOD AMOUNT,,,JEWISH,1.179
30.0,76.0,9.0,,65+,75+,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,60+,60+,65+,75+,NO,NO,BRADLEY,CALL 1,75+,FEMALE,BRADLEY,THIS YEAR,,,,,,APPROVE,,,,,NO,ONE,,,SOMETHING ELSE,COLLEGE GRADUATE,,,"UNDER $15,000",,VERY LIBERAL,LIBERAL,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,,NO,,,NEW WAYS,NO,NO,PUBLICLY DISCUSSED,STRONGLY FAVOR MY CAND,CANDIDATE CONTACT,NOT AT ALL,,,,1.285
30.0,76.0,10.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,NO,NO,GORE,CALL 1,30-39,,GORE,THIS YEAR,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,YES,"$75,000-$99,999",YES,MODERATE,MODERATE,DEMOCRAT,NOT TOO CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,1.421
30.0,76.0,11.0,"YES, FOR MCCAIN",18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,40-49,40-49,40-49,"YES, FOR MCCAIN",YES,BRADLEY,CALL 1,40-44,MALE,BRADLEY,WITHIN LAST WEEK,,,,,,APPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,COLLEGE GRADUATE,SOMETHING ELSE,NO,"$30,000-$49,000",YES,,,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,FAVORABLE,YES,,NO,NEW WAYS,NO,YES,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,NEWSPAPERS,GOOD AMOUNT,,,SOMETHING ELSE,1.195
30.0,76.0,12.0,"YES, FOR MCCAIN",18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,18-24,18-24,18-24,"YES, FOR MCCAIN",YES,GORE,CALL 1,18-24,MALE,GORE,WITHIN 3 DAYS,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,NO,"$15,000-$29,999",NO,MODERATE,MODERATE,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,FAVORABLE,YES,,NO,FAMILIAR APPROACH,NO,NO,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,RADIO,GOOD AMOUNT,,,CATHOLIC,1.612
30.0,76.0,13.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,18-24,18-24,18-24,,,,CALL 2,18-24,FEMALE,BRADLEY,,,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,BETTER,YES,INDEPENDENT,COLLEGE GRADUATE,,,"UNDER $15,000",,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,NO,NO,,,,,NO,YES,,1.336
