QTYPE,VETVOTER,GEOCODE,BUSHUNFR,STR8TALK,BEATDEM,REFORMER,MCSAYDO,INTERNET,LOYALREP,MCCONSRV,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,EDUC,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,WEIGHT
STATE,NO,EAST/RICHMOND,YES,MCCAIN,MCCAIN,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,71.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,MCCAIN,TODAY,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.417
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,71.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BEFORE THAT,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.389
STATE,NO,EAST/RICHMOND,YES,MCCAIN,MCCAIN,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,71.0,26.0,SECOND CALL,75+,WHITE,MALE,MCCAIN,TODAY,OMITS,OMITS,OMITS,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.41400000000000003
STATE,NO,EAST/RICHMOND,YES,MCCAIN,MCCAIN,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,71.0,27.0,SECOND CALL,45-49,WHITE,,MCCAIN,THIS YEAR,OMITS,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.339
STATE,,EAST/RICHMOND,OMITS,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,47.0,71.0,28.0,SECOND CALL,,,,BUSH,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,OMITS,,,,,NOT COMPLETE,,,,,,OMITS,OMITS,OMITS,OMITS,OMITS,0.389
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,MCCAIN,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,71.0,29.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,EDUCATION,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.389
STATE,NO,EAST/RICHMOND,NO,NEITHER,BUSH,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,NOT CONSERVATIVE ENOUGH,47.0,71.0,30.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.47500000000000003
STATE,NO,EAST/RICHMOND,YES,MCCAIN,MCCAIN,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,71.0,31.0,SECOND CALL,50-59,WHITE,MALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.339
STATE,YES,EAST/RICHMOND,OMITS,NEITHER,BUSH,OMITS,OMITS,NO,OMITS,NOT CONSERVATIVE ENOUGH,47.0,71.0,32.0,SECOND CALL,65-74,WHITE,MALE,BUSH,THIS YEAR,EDUCATION,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.47200000000000003
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,71.0,33.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,WORLD AFFAIRS,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.47500000000000003
STATE,NO,EAST/RICHMOND,NO,NEITHER,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,71.0,34.0,SECOND CALL,25-29,WHITE,MALE,BUSH,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.394
STATE,NO,EAST/RICHMOND,YES,NEITHER,BUSH,OMITS,YES,NO,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,71.0,35.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.47500000000000003
STATE,YES,EAST/RICHMOND,NO,MCCAIN,BUSH,BUSH,YES,NO,OMITS,NOT CONSERVATIVE ENOUGH,47.0,71.0,36.0,SECOND CALL,65-74,WHITE,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,0.47200000000000003
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,NOT CONSERVATIVE ENOUGH,47.0,71.0,37.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,,YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,0.47500000000000003
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,NO,YES,OMITS,OMITS,47.0,71.0,38.0,SECOND CALL,65-74,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,0.47200000000000003
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,NOT CONSERVATIVE ENOUGH,47.0,71.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,THIS YEAR,EDUCATION,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.389
STATE,NO,EAST/RICHMOND,YES,NEITHER,MCCAIN,NEITHER,OMITS,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,71.0,40.0,THIRD CALL,25-29,WHITE,MALE,MCCAIN,TODAY,OMITS,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,COLLEGE GRADUATE,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,0.34500000000000003
STATE,YES,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,TOO CONSERVATIVE,47.0,71.0,41.0,THIRD CALL,60-64,WHITE,MALE,BUSH,TODAY,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.47200000000000003
STATE,NO,EAST/RICHMOND,NO,BOTH,BUSH,BOTH,YES,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,71.0,42.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,COLLEGE GRADUATE,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.47500000000000003
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,NOT CONSERVATIVE ENOUGH,47.0,71.0,43.0,THIRD CALL,45-49,WHITE,MALE,KEYES,TODAY,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.34500000000000003
STATE,NO,EAST/RICHMOND,YES,BOTH,BUSH,BOTH,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,71.0,44.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,TODAY,TAXES,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,POST GRADUATE STUDY,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.389
STATE,NO,EAST/RICHMOND,NO,BOTH,BUSH,BUSH,NO,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,71.0,45.0,THIRD CALL,40-44,WHITE,MALE,BUSH,THIS YEAR,TAXES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.386
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BOTH,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,71.0,46.0,THIRD CALL,30-39,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.386
STATE,YES,EAST/RICHMOND,NO,BUSH,BUSH,BOTH,OMITS,NO,LOYAL REPUBLICAN,OMITS,47.0,71.0,47.0,THIRD CALL,65-74,WHITE,MALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,0.47200000000000003
STATE,YES,EAST/RICHMOND,NO,BUSH,BUSH,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,71.0,48.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.386
STATE,YES,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,OMITS,47.0,71.0,49.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE THAT,OMITS,MORAL VALUES,OMITS,NO,LEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,0.386
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,NO,YES,LOYAL REPUBLICAN,TOO CONSERVATIVE,47.0,71.0,50.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,0.389
STATE,,WEST/SHENANDOAH,OMITS,OMITS,OMITS,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,47.0,74.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,YES,ILLEGAL IN ALL CASES,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,ONLY REPUBLICANS,OMITS,OMITS,0.534
STATE,NO,WEST/SHENANDOAH,YES,MCCAIN,MCCAIN,BOTH,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,74.0,2.0,FIRST CALL,25-29,WHITE,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,OMITS,MCCAIN,0.9580000000000001
STATE,NO,WEST/SHENANDOAH,NO,MCCAIN,MCCAIN,MCCAIN,YES,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,74.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,MORAL VALUES,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,0.603
STATE,NO,WEST/SHENANDOAH,YES,MCCAIN,OMITS,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,74.0,4.0,FIRST CALL,65-74,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.716
STATE,,WEST/SHENANDOAH,OMITS,OMITS,OMITS,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,47.0,74.0,5.0,FIRST CALL,40-44,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,OMITS,OMITS,NO,LEGAL IN MOST CASES,NO,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,30-44,40-49,,40-49,40-49,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.659
STATE,NO,WEST/SHENANDOAH,NO,BOTH,BUSH,BOTH,NO,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,74.0,6.0,SECOND CALL,65-74,WHITE,MALE,BUSH,TODAY,ABORTION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.634
STATE,NO,WEST/SHENANDOAH,YES,MCCAIN,MCCAIN,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,74.0,7.0,SECOND CALL,60-64,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,COLLEGE GRADUATE,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,OMITS,0.716
STATE,NO,WEST/SHENANDOAH,OMITS,BUSH,BUSH,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,OMITS,47.0,74.0,8.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,0.58
STATE,NO,WEST/SHENANDOAH,NO,BUSH,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,74.0,9.0,SECOND CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,OMITS,OMITS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.534
STATE,YES,WEST/SHENANDOAH,NO,BUSH,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,74.0,10.0,SECOND CALL,65-74,WHITE,MALE,BUSH,BEFORE THAT,OMITS,OMITS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,0.634
STATE,NO,WEST/SHENANDOAH,NO,MCCAIN,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,74.0,11.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BEFORE THAT,OMITS,OMITS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,0.58
STATE,NO,WEST/SHENANDOAH,NO,BUSH,BUSH,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,TOO CONSERVATIVE,47.0,74.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,0.58
STATE,YES,WEST/SHENANDOAH,NO,BUSH,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,TOO CONSERVATIVE,47.0,74.0,13.0,SECOND CALL,75+,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.634
