QTYPE,VETERAN,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,ISSUE,QUALITY,PARTYID,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,CAUCUS,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,INTERNET,WEIGHT
STATE,YES,16.0,303.0,3.0,SECOND CALL,65-74,FEMALE,BAUER,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,WEST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.737
STATE,NO,16.0,303.0,4.0,SECOND CALL,40-44,MALE,FORBES,YES,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,YES,YES,0.739
STATE,NO,16.0,303.0,5.0,SECOND CALL,18-24,FEMALE,BAUER,YES,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,0.737
STATE,YES,16.0,303.0,6.0,SECOND CALL,65-74,FEMALE,BAUER,YES,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,WEST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.737
STATE,NO,16.0,303.0,7.0,SECOND CALL,65-74,FEMALE,BAUER,OMITS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,WEST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.737
STATE,NO,16.0,303.0,8.0,SECOND CALL,50-59,FEMALE,BUSH,NO,EDUCATION,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,0.619
STATE,YES,16.0,303.0,9.0,SECOND CALL,75+,,KEYES,YES,TAXES,OMITS,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,OMITS,WEST,60+,60+,REPUBLICAN,65+,75+,NO,NO,0.604
STATE,NO,16.0,303.0,10.0,SECOND CALL,18-24,MALE,BUSH,YES,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,YES,YES,0.619
STATE,NO,16.0,303.0,11.0,SECOND CALL,40-44,MALE,BAUER,NO,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.737
STATE,NO,16.0,303.0,12.0,SECOND CALL,18-24,MALE,KEYES,YES,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,YES,YES,0.604
STATE,YES,16.0,303.0,13.0,SECOND CALL,18-24,FEMALE,BAUER,NO,WORLD AFFAIRS,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,0.737
STATE,NO,16.0,303.0,14.0,SECOND CALL,18-24,FEMALE,BAUER,NO,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,0.737
STATE,YES,16.0,303.0,15.0,SECOND CALL,65-74,MALE,FORBES,YES,OMITS,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,WEST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.739
STATE,YES,16.0,303.0,16.0,SECOND CALL,18-24,MALE,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,,YES,0.604
STATE,YES,16.0,303.0,17.0,SECOND CALL,18-24,FEMALE,BAUER,OMITS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,INDEPENDENT,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,NO,WEST,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,,NO,0.737
STATE,YES,16.0,303.0,18.0,SECOND CALL,18-24,,KEYES,OMITS,TAXES,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,0.604
STATE,YES,16.0,303.0,19.0,SECOND CALL,18-24,FEMALE,BUSH,YES,MORAL VALUES,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,,YES,0.619
STATE,NO,16.0,303.0,20.0,SECOND CALL,18-24,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,0.619
STATE,NO,16.0,303.0,21.0,SECOND CALL,40-44,FEMALE,BAUER,NO,ABORTION,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.737
STATE,YES,16.0,303.0,22.0,SECOND CALL,50-59,FEMALE,BAUER,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",VERY LIBERAL,LIBERAL,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,0.737
STATE,NO,16.0,303.0,23.0,SECOND CALL,18-24,MALE,KEYES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,0.604
STATE,YES,16.0,303.0,24.0,SECOND CALL,18-24,MALE,BUSH,YES,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,0.619
STATE,NO,16.0,303.0,25.0,SECOND CALL,30-39,MALE,BAUER,NO,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,0.737
STATE,NO,16.0,303.0,26.0,SECOND CALL,45-49,FEMALE,KEYES,YES,ABORTION,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.604
STATE,NO,16.0,303.0,27.0,SECOND CALL,40-44,MALE,BAUER,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.737
STATE,NO,16.0,303.0,28.0,SECOND CALL,40-44,FEMALE,BAUER,YES,ABORTION,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,NO,0.737
STATE,NO,16.0,303.0,29.0,SECOND CALL,40-44,FEMALE,FORBES,YES,OMITS,CARES ABOUT AVERAGE AMERICAN,INDEPENDENT,"UNDER $30,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,WEST,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,NO,NO,0.739
STATE,NO,16.0,303.0,30.0,SECOND CALL,30-39,MALE,MCCAIN,YES,WORLD AFFAIRS,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,30-39,REPUBLICAN,30-39,30-39,YES,YES,0.639
STATE,YES,16.0,303.0,31.0,SECOND CALL,65-74,FEMALE,BUSH,YES,MORAL VALUES,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,65+,18-74,NO,WEST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.619
STATE,NO,16.0,303.0,32.0,SECOND CALL,50-59,,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,,VERY LIBERAL,LIBERAL,18-64,18-74,NO,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,YES,NO,0.739
STATE,NO,16.0,303.0,33.0,SECOND CALL,30-39,MALE,KEYES,OMITS,ABORTION,STANDS UP FOR BELIEFS,INDEPENDENT,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NO,YES,0.604
STATE,NO,16.0,303.0,34.0,SECOND CALL,40-44,MALE,BUSH,YES,ABORTION,HAS THE RIGHT EXPERIENCE,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.619
STATE,NO,16.0,303.0,35.0,SECOND CALL,18-24,FEMALE,BAUER,YES,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,,YES,0.737
STATE,,16.0,303.0,36.0,SECOND CALL,18-24,FEMALE,BAUER,OMITS,ABORTION,OMITS,,,,,18-64,18-74,NO,WEST,18-29,18-24,,18-24,18-24,,YES,0.737
STATE,NO,16.0,303.0,37.0,SECOND CALL,18-24,MALE,BAUER,NO,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,0.737
STATE,NO,16.0,303.0,38.0,SECOND CALL,45-49,MALE,KEYES,NO,OMITS,STRONG LEADER,INDEPENDENT,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,WEST,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,NO,YES,0.604
STATE,NO,16.0,303.0,39.0,SECOND CALL,18-24,FEMALE,BAUER,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,,YES,0.737
STATE,NO,16.0,303.0,40.0,SECOND CALL,18-24,FEMALE,BUSH,OMITS,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,0.619
STATE,YES,16.0,303.0,41.0,SECOND CALL,60-64,FEMALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,0.619
STATE,YES,16.0,303.0,42.0,SECOND CALL,18-24,FEMALE,BAUER,OMITS,MORAL VALUES,STANDS UP FOR BELIEFS,,,,,18-64,18-74,NO,WEST,18-29,18-24,,18-24,18-24,,YES,0.737
STATE,YES,16.0,303.0,43.0,SECOND CALL,65-74,,BUSH,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,WEST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.619
STATE,NO,16.0,303.0,44.0,SECOND CALL,40-44,FEMALE,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.604
STATE,NO,16.0,303.0,45.0,SECOND CALL,18-24,MALE,KEYES,YES,OMITS,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,,YES,0.604
STATE,YES,16.0,303.0,46.0,SECOND CALL,50-59,MALE,FORBES,NO,ABORTION,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,,YES,0.739
STATE,NO,16.0,303.0,47.0,SECOND CALL,18-24,MALE,BAUER,OMITS,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,0.737
STATE,NO,16.0,303.0,48.0,SECOND CALL,18-24,MALE,BAUER,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,0.737
STATE,NO,16.0,303.0,49.0,SECOND CALL,18-24,MALE,BAUER,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,0.737
STATE,NO,16.0,303.0,50.0,SECOND CALL,18-24,MALE,KEYES,NO,ABORTION,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,,YES,0.604
STATE,NO,16.0,303.0,51.0,SECOND CALL,40-44,FEMALE,FORBES,YES,OMITS,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,NO,0.739
STATE,YES,16.0,303.0,52.0,SECOND CALL,45-49,FEMALE,BAUER,YES,ABORTION,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.737
STATE,NO,16.0,303.0,53.0,SECOND CALL,45-49,MALE,BUSH,OMITS,ABORTION,OMITS,STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,YES,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,0.619
STATE,NO,16.0,303.0,54.0,SECOND CALL,60-64,FEMALE,KEYES,YES,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,60+,60+,REPUBLICAN,50-64,50-64,NO,YES,0.604
STATE,NO,16.0,303.0,55.0,SECOND CALL,40-44,MALE,FORBES,YES,OMITS,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,NO,0.739
STATE,YES,16.0,303.0,56.0,SECOND CALL,45-49,FEMALE,BAUER,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.737
STATE,NO,16.0,303.0,57.0,SECOND CALL,18-24,FEMALE,BAUER,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,NO,0.737
STATE,YES,16.0,303.0,58.0,SECOND CALL,18-24,MALE,BAUER,YES,ABORTION,STANDS UP FOR BELIEFS,INDEPENDENT,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,NO,WEST,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,,NO,0.737
STATE,NO,16.0,303.0,59.0,SECOND CALL,75+,,BAUER,NO,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,YES,WEST,60+,60+,REPUBLICAN,65+,75+,YES,NO,0.737
STATE,YES,16.0,304.0,1.0,SECOND CALL,65-74,MALE,FORBES,YES,TAXES,HAS THE RIGHT EXPERIENCE,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,YES,NO,3.065
STATE,NO,16.0,304.0,2.0,SECOND CALL,60-64,MALE,BUSH,NO,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,3.689
STATE,NO,16.0,304.0,3.0,SECOND CALL,50-59,FEMALE,BUSH,NO,OMITS,OMITS,NOT STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,3.689
STATE,YES,16.0,304.0,4.0,SECOND CALL,65-74,FEMALE,FORBES,OMITS,TAXES,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,NO,NO,3.065
STATE,NO,16.0,304.0,5.0,SECOND CALL,40-44,FEMALE,FORBES,NO,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,,NO,3.065
STATE,YES,16.0,304.0,6.0,SECOND CALL,30-39,MALE,BUSH,NO,MORAL VALUES,STANDS UP FOR BELIEFS,DEMOCRAT,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,30-44,30-39,DEMOCRAT,30-39,30-39,NO,YES,3.689
STATE,NO,16.0,304.0,7.0,SECOND CALL,30-39,FEMALE,BAUER,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,5.175
STATE,NO,16.0,304.0,8.0,SECOND CALL,25-29,MALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,18-29,25-29,REPUBLICAN,25-29,25-29,YES,NO,3.065
STATE,NO,16.0,304.0,9.0,SECOND CALL,25-29,FEMALE,FORBES,NO,TAXES,HAS THE RIGHT EXPERIENCE,NOT STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,18-29,25-29,REPUBLICAN,25-29,25-29,,YES,3.065
STATE,YES,16.0,304.0,10.0,SECOND CALL,40-44,MALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,YES,YES,3.065
STATE,YES,16.0,304.0,11.0,SECOND CALL,30-39,MALE,BUSH,NO,EDUCATION,STANDS UP FOR BELIEFS,INDEPENDENT,"UNDER $30,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,CENTRAL,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NO,YES,3.689
STATE,YES,16.0,304.0,12.0,SECOND CALL,30-39,MALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,3.065
STATE,NO,16.0,304.0,13.0,SECOND CALL,50-59,MALE,BUSH,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,,NO,3.689
STATE,NO,16.0,304.0,14.0,SECOND CALL,60-64,MALE,BUSH,YES,EDUCATION,CARES ABOUT AVERAGE AMERICAN,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,NO,YES,3.689
STATE,YES,16.0,304.0,15.0,SECOND CALL,65-74,MALE,FORBES,YES,SOCIAL SECURITY/MEDICARE,STRONG LEADER,INDEPENDENT,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,CENTRAL,60+,60+,INDEPENDENT/OTHER,65+,65-74,YES,NO,3.065
STATE,YES,16.0,304.0,16.0,SECOND CALL,50-59,,FORBES,NO,WORLD AFFAIRS,UNDERSTANDS COMPLEX ISSUE,INDEPENDENT,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,YES,3.065
STATE,YES,16.0,307.0,1.0,FIRST CALL,50-59,MALE,BUSH,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,YES,NO,0.724
STATE,NO,16.0,307.0,2.0,FIRST CALL,60-64,FEMALE,FORBES,YES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,60+,60+,REPUBLICAN,50-64,50-64,YES,NO,0.867
STATE,YES,16.0,307.0,3.0,SECOND CALL,25-29,MALE,KEYES,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,25-29,REPUBLICAN,25-29,25-29,,YES,0.708
STATE,NO,16.0,307.0,4.0,SECOND CALL,18-24,MALE,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,NO,0.708
STATE,NO,16.0,307.0,5.0,SECOND CALL,18-24,FEMALE,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,NO,0.708
STATE,NO,16.0,307.0,6.0,SECOND CALL,50-59,FEMALE,BUSH,YES,ABORTION,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,0.724
STATE,YES,16.0,307.0,7.0,SECOND CALL,50-59,FEMALE,KEYES,NO,MORAL VALUES,UNDERSTANDS COMPLEX ISSUE,INDEPENDENT,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,NO,0.708
STATE,NO,16.0,307.0,8.0,SECOND CALL,65-74,FEMALE,BUSH,YES,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,65+,18-74,YES,WEST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.724
STATE,YES,16.0,307.0,9.0,SECOND CALL,50-59,MALE,KEYES,NO,ABORTION,OMITS,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,0.708
STATE,NO,16.0,307.0,10.0,SECOND CALL,50-59,MALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,0.867
STATE,YES,16.0,307.0,11.0,SECOND CALL,30-39,FEMALE,BUSH,NO,EDUCATION,STANDS UP FOR BELIEFS,INDEPENDENT,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,NO,WEST,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NO,YES,0.724
