STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,STANDLIV,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,VOTE96,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,MCAINVET,EDUC,BUSHUNFR,INCOME,FORBUNFR,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,VETERAN,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,INTERNET,DESTEC,STR8TALK,BEATDEM,CAMPFIN,WEIGHT
8.0,213.0,35.0,SECOND CALL,40-44,MALE,BUSH,TODAY,WILL FALL,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,5,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,NO,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,YES,GOOD,NEITHER,MCCAIN,HELP THE POLITICAL PROCESS,1.428
8.0,213.0,36.0,SECOND CALL,75+,FEMALE,BUSH,WITHIN LAST WEEK,WILL RISE,SOCIAL SECURTY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,3,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,OMITS,COLLEGE GRADUATE,NO,,NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,75+,NO,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.713
8.0,213.0,37.0,SECOND CALL,75+,FEMALE,FORBES,THIS YEAR,WILL FALL,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,NO,SAME,TAX CUT,INDEPENDENT,NOT IMPORTANT AT ALL,HIGH SCHOOL GRADUATE,YES,"$15,000-$29,000",NO,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,75+,YES,GOOD,NEITHER,BUSH,HELP THE POLITICAL PROCESS,1.5
8.0,213.0,38.0,THIRD CALL,18-24,MALE,MCCAIN,WITHIN LAST WEEK,WILL FALL,CAMPAIGN FINANCE REFORM,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,NO,6,ILLEGAL IN MOST CASES,NO,SAME,TAX CUT,SOMETHING ELSE,VERY IMPORTANT,COLLEGE GRADUATE,YES,"$50,000-$74,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,YES,GOOD,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,1.239
8.0,213.0,39.0,THIRD CALL,25-29,FEMALE,MCCAIN,THIS YEAR,WILL RISE,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,4,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,VERY IMPORTANT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,NO,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,REPUBLICAN,25-29,25-29,NO,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.254
8.0,213.0,40.0,THIRD CALL,50-59,MALE,MCCAIN,THIS YEAR,WILL FALL,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,NO,WORSE,TAX CUT,REPUBLICAN,VERY IMPORTANT,POST GRADUATE STUDY,YES,"$50,000-$74,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,YES,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.272
8.0,213.0,41.0,THIRD CALL,30-39,MALE,MCCAIN,THIS YEAR,WILL RISE,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,6,ILLEGAL IN ALL CASES,NO,BETTER,TAX CUT,INDEPENDENT,VERY IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.272
8.0,213.0,42.0,THIRD CALL,65-74,FEMALE,MCCAIN,THIS YEAR,WILL FALL,CAMPAIGN FINANCE REFORM,UNDERSTANDS COMPLEX ISSUES,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,OMITS,"$100,000 OR MORE",YES,NO,MODERATE,MODERATE,65+,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.5270000000000001
8.0,213.0,43.0,THIRD CALL,25-29,FEMALE,MCCAIN,WITHIN LAST WEEK,WILL FALL,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,6,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,REPUBLICAN,25-29,25-29,YES,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.254
8.0,213.0,44.0,THIRD CALL,18-24,MALE,FORBES,WITHIN LAST WEEK,WILL FALL,ABORTION,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,6,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,OMITS,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",YES,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,18-29,18-24,REPUBLICAN,18-24,18-24,YES,GOOD,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,1.218
8.0,213.0,45.0,THIRD CALL,30-39,FEMALE,FORBES,THIS YEAR,WILL RISE,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,4,ILLEGAL IN MOST CASES,NO,BETTER,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,YES,"$75,000-$99,999",NO,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,YES,EXCELLENT,NEITHER,MCCAIN,HELP THE POLITICAL PROCESS,1.2650000000000001
8.0,213.0,46.0,THIRD CALL,50-59,MALE,MCCAIN,WITHIN LAST WEEK,WILL RISE,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,6,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,VERY IMPORTANT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,YES,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.272
8.0,213.0,47.0,THIRD CALL,60-64,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,ABORTION,UNDERSTANDS COMPLEX ISSUES,OMITS,NO,,LEGAL IN ALL CASES,NO,OMITS,OMITS,,NOT IMPORTANT AT ALL,,OMITS,,OMITS,OMITS,,,18-64,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,50-64,50-64,,,OMITS,OMITS,HELP THE POLITICAL PROCESS,1.5270000000000001
8.0,213.0,48.0,THIRD CALL,65-74,FEMALE,BUSH,WITHIN LAST WEEK,WILL RISE,SOCIAL SECURTY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT IMPORTANT AT ALL,HIGH SCHOOL GRADUATE,NO,"$15,000-$29,000",NO,NO,MODERATE,MODERATE,65+,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,NO,EXCELLENT,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.713
8.0,213.0,49.0,THIRD CALL,40-44,MALE,BUSH,TODAY,WILL RISE,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,6,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,INDEPENDENT,NOT IMPORTANT AT ALL,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,NO,MODERATE,MODERATE,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,YES,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.428
8.0,213.0,50.0,THIRD CALL,75+,MALE,HATCH,THIS YEAR,OMITS,ABORTION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,3,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,OMITS,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,75+,NO,GOOD,MCCAIN,BUSH,HURT THE POLITICAL PROCESS,1.548
8.0,213.0,51.0,THIRD CALL,40-44,FEMALE,HATCH,WITHIN LAST WEEK,WILL FALL,ABORTION,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,5,ILLEGAL IN ALL CASES,YES,WORSE,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,YES,GOOD,NEITHER,BUSH,HURT THE POLITICAL PROCESS,1.321
8.0,213.0,52.0,THIRD CALL,18-24,MALE,HATCH,TODAY,WILL RISE,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,,ILLEGAL IN ALL CASES,NO,BETTER,TAX CUT,SOMETHING ELSE,NOT IMPORTANT AT ALL,DID NOT COMPLETE HIGH SCHOOL,YES,"$50,000-$74,999",NO,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,YES,EXCELLENT,MCCAIN,,HELP THE POLITICAL PROCESS,1.272
8.0,213.0,53.0,THIRD CALL,30-39,MALE,BUSH,WITHIN LAST WEEK,OMITS,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,6,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,YES,"$15,000-$29,000",OMITS,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,OMITS,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,YES,EXCELLENT,OMITS,BUSH,HURT THE POLITICAL PROCESS,1.428
8.0,213.0,54.0,THIRD CALL,50-59,MALE,HATCH,TODAY,OMITS,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,YES,,ILLEGAL IN ALL CASES,YES,OMITS,OMITS,,NOT IMPORTANT AT ALL,,OMITS,,OMITS,OMITS,,,18-64,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,45-59,50-59,,50-64,50-64,,,OMITS,OMITS,HELP THE POLITICAL PROCESS,1.306
8.0,213.0,55.0,THIRD CALL,60-64,FEMALE,HATCH,THIS YEAR,WILL RISE,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,3,ILLEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.566
8.0,213.0,56.0,THIRD CALL,30-39,MALE,FORBES,THIS YEAR,WILL RISE,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,,LEGAL IN ALL CASES,OMITS,BETTER,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,OMITS,"$75,000-$99,999",OMITS,OMITS,,,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,YES,EXCELLENT,NEITHER,OMITS,HELP THE POLITICAL PROCESS,1.25
8.0,213.0,57.0,THIRD CALL,30-39,FEMALE,FORBES,WITHIN LAST WEEK,WILL RISE,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,NO,WORSE,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,HIGH SCHOOL GRADUATE,OMITS,"$15,000-$29,000",NO,OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,NO,NOT GOOD,NEITHER,,OMITS,1.2650000000000001
8.0,213.0,58.0,THIRD CALL,45-49,MALE,FORBES,THIS YEAR,WILL RISE,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,4,LEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,REPUBLICAN,40-49,40-49,YES,GOOD,NEITHER,,HURT THE POLITICAL PROCESS,1.25
8.0,213.0,59.0,THIRD CALL,18-24,MALE,MCCAIN,WITHIN LAST WEEK,WILL RISE,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,6,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,18-29,18-24,REPUBLICAN,18-24,18-24,YES,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.239
8.0,213.0,60.0,THIRD CALL,45-49,MALE,FORBES,WITHIN LAST WEEK,WILL RISE,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,REPUBLICAN,40-49,40-49,NO,GOOD,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,1.25
8.0,213.0,61.0,THIRD CALL,30-39,MALE,MCCAIN,THIS YEAR,WILL FALL,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,4,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,POST GRADUATE STUDY,NO,"$75,000-$99,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.272
8.0,213.0,62.0,THIRD CALL,60-64,,MCCAIN,THIS YEAR,WILL RISE,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,OMITS,"$50,000-$74,999",OMITS,OMITS,MODERATE,MODERATE,18-64,18-74,OMITS,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.5090000000000001
8.0,213.0,63.0,THIRD CALL,25-29,FEMALE,MCCAIN,THIS YEAR,WILL RISE,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,3,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,REPUBLICAN,25-29,25-29,YES,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.254
8.0,213.0,64.0,THIRD CALL,18-24,MALE,MCCAIN,THIS YEAR,WILL RISE,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,6,OMITS,NO,SAME,TAX CUT,DEMOCRAT,VERY IMPORTANT,HIGH SCHOOL GRADUATE,NO,"$75,000-$99,999",NO,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,18-29,18-24,DEMOCRAT,18-24,18-24,YES,EXCELLENT,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,1.239
8.0,213.0,65.0,THIRD CALL,50-59,FEMALE,BUSH,THIS YEAR,OMITS,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,3,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,YES,EXCELLENT,BOTH,BUSH,HURT THE POLITICAL PROCESS,1.445
8.0,213.0,66.0,THIRD CALL,60-64,FEMALE,BUSH,THIS YEAR,WILL RISE,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,3,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,OMITS,"$75,000-$99,999",OMITS,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,GOOD,BUSH,BUSH,HURT THE POLITICAL PROCESS,1.713
8.0,213.0,67.0,THIRD CALL,45-49,FEMALE,BUSH,THIS YEAR,WILL RISE,TAXES,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,YES,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,REPUBLICAN,40-49,40-49,NO,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.445
8.0,213.0,68.0,THIRD CALL,25-29,FEMALE,BUSH,WITHIN LAST WEEK,WILL RISE,ABORTION,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,YES,6,ILLEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,POST GRADUATE STUDY,NO,"$15,000-$29,000",YES,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,REPUBLICAN,25-29,25-29,YES,GOOD,BOTH,BUSH,OMITS,1.407
8.0,213.0,69.0,THIRD CALL,50-59,FEMALE,BUSH,TODAY,WILL RISE,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT IMPORTANT AT ALL,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,YES,GOOD,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,1.445
8.0,213.0,70.0,THIRD CALL,45-49,MALE,FORBES,THIS YEAR,WILL RISE,TAXES,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,YES,4,ILLEGAL IN MOST CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,REPUBLICAN,40-49,40-49,YES,EXCELLENT,NEITHER,BUSH,HURT THE POLITICAL PROCESS,1.25
8.0,213.0,71.0,THIRD CALL,30-39,FEMALE,FORBES,BEFORE THAT,WILL RISE,TAXES,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,NO,4,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,OMITS,"$15,000-$29,000",NO,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,NO,EXCELLENT,NEITHER,,HELP THE POLITICAL PROCESS,1.2650000000000001
8.0,213.0,72.0,THIRD CALL,40-44,MALE,HATCH,THIS YEAR,WILL FALL,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,6,ILLEGAL IN ALL CASES,YES,WORSE,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,SOME COLLEGE OR ASSOCIATES,YES,"$15,000-$29,000",YES,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,YES,NOT GOOD,NEITHER,BUSH,HELP THE POLITICAL PROCESS,1.306
8.0,213.0,73.0,THIRD CALL,60-64,FEMALE,MCCAIN,BEFORE THAT,WILL RISE,OMITS,OMITS,CANDS PERSONAL QUALITIES,YES,3,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,VERY IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,NO,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,YES,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.5270000000000001
8.0,213.0,74.0,THIRD CALL,50-59,MALE,MCCAIN,THIS YEAR,WILL FALL,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,5,LEGAL IN ALL CASES,NO,BETTER,TAX CUT,REPUBLICAN,VERY IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",YES,NO,MODERATE,MODERATE,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.272
8.0,213.0,75.0,THIRD CALL,60-64,MALE,MCCAIN,THIS YEAR,WILL RISE,SOCIAL SECURTY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,3,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,NO,MODERATE,MODERATE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.5090000000000001
8.0,213.0,76.0,THIRD CALL,65-74,MALE,MCCAIN,THIS YEAR,WILL RISE,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,6,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,YES,EXCELLENT,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,1.5090000000000001
8.0,213.0,77.0,THIRD CALL,65-74,FEMALE,BUSH,THIS YEAR,WILL RISE,SOCIAL SECURTY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,VERY IMPORTANT,POST GRADUATE STUDY,NO,"$75,000-$99,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,YES,GOOD,BOTH,BUSH,HELP THE POLITICAL PROCESS,1.713
8.0,213.0,78.0,THIRD CALL,25-29,FEMALE,BUSH,THIS YEAR,WILL RISE,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,3,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$75,000-$99,999",YES,YES,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,REPUBLICAN,25-29,25-29,NO,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.407
