STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,REGDEMRI,REL5,WEIGHT
40.0,39.0,9.0,FIRST CALL,30-39,WHITE,MALE,BRADLEY,TODAY,HEALTH CARE,NOT TYPICAL POLITICIAN,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,767.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.767
40.0,39.0,10.0,FIRST CALL,75+,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,OTHER CHRISTIAN,NO,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,75+,957.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,PROTESTANT/OTHER CHRISTIAN,0.9570000000000001
40.0,39.0,11.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,TODAY,ECONOMY/JOBS,NEW IDEAS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,65-74,957.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,0.9570000000000001
40.0,39.0,12.0,FIRST CALL,40-44,WHITE,MALE,GORE,BEFORE THAT,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,40-49,DEMOCRAT,40-49,40-49,902.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,0.902
40.0,39.0,13.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,TODAY,CAMPAIGN FINANCE REFORM,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,65-74,1166.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.166
40.0,39.0,14.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,OMITS,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,935.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,DEMOCRAT,CATHOLIC,0.935
40.0,39.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,OMITS,OMITS,OMITS,GORE PLAN BETTER,OMITS,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,OMITS,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,935.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,DEMOCRAT,NONE,0.935
40.0,39.0,16.0,SECOND CALL,30-39,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,NOT TYPICAL POLITICIAN,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NONE,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,767.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NONE,0.767
40.0,39.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,TODAY,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,935.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,0.935
40.0,39.0,18.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"UNDER $15,000",NO,MODERATE,MODERATE,65+,18-74,NEITHER,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,65-74,1166.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.166
40.0,39.0,19.0,SECOND CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,INDEPENDENT,POST GRADUATE STUDY,NONE,OMITS,"$50,000-$74,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,767.0,UNFAVORABLE,FAVORABLE,GORE,OMITS,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NONE,0.767
40.0,39.0,20.0,THIRD CALL,60-64,WHITE,FEMALE,BRADLEY,TODAY,HEALTH CARE,HAS RIGHT EXPERIENCE,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,50-64,50-64,992.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.992
40.0,39.0,21.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,796.0,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.796
40.0,39.0,22.0,THIRD CALL,50-59,BLACK,MALE,BRADLEY,TODAY,HEALTH CARE,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,SOMETHING ELSE,YES,"$100,000 OR MORE",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,596.0,UNFAVORABLE,UNFAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,SOMETHING ELSE,0.596
40.0,39.0,23.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,935.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,0.935
40.0,39.0,24.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,YES,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,796.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,0.796
40.0,39.0,25.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,EDUCATION,STRONG LEADER,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,TOO LIBERAL,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,767.0,UNFAVORABLE,UNFAVORABLE,OMITS,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NONE,0.767
40.0,39.0,26.0,THIRD CALL,45-49,OTHER,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,NEW IDEAS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,902.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,0.902
40.0,39.0,27.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,,NO,MODERATE,MODERATE,65+,18-74,BOTH,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,65-74,957.0,FAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.9570000000000001
40.0,39.0,28.0,THIRD CALL,40-44,BLACK,MALE,BRADLEY,TODAY,RACE RELATIONS,NOT TYPICAL POLITICIAN,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,JEWISH,YES,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,40-49,DEMOCRAT,40-49,40-49,596.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,UNFAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,JEWISH,0.596
40.0,39.0,29.0,THIRD CALL,40-44,WHITE,FEMALE,BRADLEY,THIS YEAR,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,796.0,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,SOMETHING ELSE,0.796
40.0,39.0,30.0,THIRD CALL,65-74,WHITE,,BRADLEY,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,65+,18-74,GORE,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,65-74,992.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,0.992
40.0,39.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,BEFORE THAT,EDUCATION,NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,OMITS,"$100,000 OR MORE",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,796.0,FAVORABLE,FAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,0.796
40.0,39.0,32.0,THIRD CALL,60-64,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,50-64,50-64,992.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,0.992
40.0,39.0,33.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,935.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.935
40.0,39.0,34.0,THIRD CALL,50-59,WHITE,MALE,GORE,THIS YEAR,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,902.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.902
40.0,39.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,BEFORE THAT,ABORTION,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,JEWISH,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,18-29,25-29,DEMOCRAT,25-29,25-29,668.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,JEWISH,0.668
40.0,39.0,36.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,TODAY,HEALTH CARE,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,668.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,0.668
40.0,39.0,37.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,JEWISH,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,TOO LIBERAL,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,18-29,18-24,DEMOCRAT,18-24,18-24,569.0,FAVORABLE,FAVORABLE,OMITS,OMITS,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,JEWISH,0.5690000000000001
40.0,39.0,38.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,TODAY,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,NO,"UNDER $15,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,767.0,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,0.767
40.0,39.0,39.0,THIRD CALL,60-64,BLACK,MALE,GORE,WITHIN LAST WEEK,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,50-64,50-64,873.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.873
40.0,39.0,40.0,THIRD CALL,65-74,WHITE,MALE,GORE,TODAY,RACE RELATIONS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,YES,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,65-74,1125.0,UNFAVORABLE,UNFAVORABLE,GORE,OMITS,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,1.125
40.0,39.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,RACE RELATIONS,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,796.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,SOMETHING ELSE,0.796
40.0,45.0,1.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,OMITS,STATE,NOT COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,,50-64,50-64,2527.0,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,DEMOCRAT,,2.527
40.0,45.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,BRADLEY,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,1726.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.726
40.0,45.0,3.0,FIRST CALL,60-64,WHITE,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,OMITS,,NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,50-64,50-64,2438.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,2.438
