BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,CELLUCI,BEATDEM,REGREPMA,REL5,WEIGHT
COMPLETED,EAST,22.0,57.0,27.0,THIRD CALL,30-39,MALE,MCCAIN,OMITS,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,JEWISH,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT MUCH,MCCAIN,,JEWISH,0.973
COMPLETED,EAST,22.0,57.0,28.0,THIRD CALL,45-49,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,OMITS,YES,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,0.973
COMPLETED,EAST,22.0,57.0,29.0,THIRD CALL,50-59,MALE,MCCAIN,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,,,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,GORE,TOO CONSERVATIVE,NEITHER,YES,MCCAIN,NO,NO,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,,0.973
COMPLETED,EAST,22.0,57.0,30.0,THIRD CALL,50-59,FEMALE,MCCAIN,BEFORE THAT,OMITS,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,JEWISH,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,GORE,GORE,OMITS,MCCAIN,NO,NEITHER,,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,JEWISH,0.896
COMPLETED,EAST,22.0,57.0,31.0,THIRD CALL,30-39,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,0.896
COMPLETED,EAST,22.0,57.0,32.0,THIRD CALL,45-49,MALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,OMITS,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,BOTH,NO,MCCAIN,YES,NO,NOT MUCH,OMITS,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.973
COMPLETED,EAST,22.0,57.0,33.0,THIRD CALL,75+,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BOTH,YES,BOTH,YES,YES,NOT AT ALL,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.172
COMPLETED,EAST,22.0,58.0,1.0,FIRST CALL,40-44,MALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT AT ALL,MCCAIN,REPUBLICAN,CATHOLIC,1.311
COMPLETED,EAST,22.0,58.0,2.0,FIRST CALL,50-59,FEMALE,BUSH,WITHIN LAST 3 DAYS,ABORTION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,BUSH,NO,NO,GREAT DEAL,BUSH,REPUBLICAN,CATHOLIC,1.228
COMPLETED,EAST,22.0,58.0,3.0,FIRST CALL,65-74,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,1.553
COMPLETED,EAST,22.0,58.0,4.0,FIRST CALL,65-74,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,OMITS,YES,NO,NOT AT ALL,OMITS,UNENROLLED/INDEPENDENT,CATHOLIC,1.43
COMPLETED,EAST,22.0,58.0,5.0,FIRST CALL,60-64,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,1.43
COMPLETED,EAST,22.0,58.0,6.0,FIRST CALL,40-44,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,YES,NO,NOT AT ALL,BUSH,REPUBLICAN,CATHOLIC,1.207
COMPLETED,EAST,22.0,58.0,7.0,FIRST CALL,50-59,MALE,MCCAIN,THIS YEAR,OMITS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,JEWISH,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,JEWISH,1.311
COMPLETED,EAST,22.0,58.0,8.0,FIRST CALL,65-74,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,YES,DEMOCRAT,COLLEGE GRADUATE,JEWISH,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,DEMOCRAT,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,NEITHER,NO,NEITHER,YES,YES,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,JEWISH,1.553
COMPLETED,EAST,22.0,58.0,9.0,FIRST CALL,40-44,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,SOMETHING ELSE,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,SOMETHING ELSE,1.311
COMPLETED,EAST,22.0,58.0,10.0,SECOND CALL,40-44,FEMALE,MCCAIN,TODAY,EDUCATION,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,JEWISH,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,OMITS,MCCAIN,NO,OMITS,YES,NO,NOT AT ALL,MCCAIN,REPUBLICAN,JEWISH,1.207
COMPLETED,EAST,22.0,58.0,11.0,SECOND CALL,50-59,MALE,BUSH,TODAY,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,OTHER CHRISTIAN,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,GORE,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NEITHER,YES,NO,NOT MUCH,BUSH,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.333
COMPLETED,EAST,22.0,58.0,12.0,SECOND CALL,50-59,MALE,MCCAIN,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,NEITHER,NO,NEITHER,YES,YES,NOT AT ALL,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.311
COMPLETED,EAST,22.0,58.0,13.0,SECOND CALL,50-59,FEMALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,OMITS,YES,NO,NOT MUCH,BUSH,UNENROLLED/INDEPENDENT,CATHOLIC,1.228
COMPLETED,EAST,22.0,58.0,14.0,THIRD CALL,18-24,FEMALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,OMITS,NO,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,OMITS,UNFAVORABLE,FAVORABLE,BUSH,GORE,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,0.978
COMPLETED,EAST,22.0,58.0,15.0,THIRD CALL,45-49,FEMALE,BUSH,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,NO,BOTH,YES,NO,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.228
COMPLETED,EAST,22.0,58.0,16.0,THIRD CALL,50-59,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,JEWISH,"$75,000-$99,999",YES,,,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,NO,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,JEWISH,1.207
COMPLETED,EAST,22.0,58.0,17.0,THIRD CALL,18-24,FEMALE,MCCAIN,TODAY,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,OMITS,OMITS,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,DEMOCRAT,18-24,18-24,OMITS,UNFAVORABLE,UNFAVORABLE,GORE,GORE,OMITS,MCCAIN,NO,OMITS,YES,NO,SOMEWHAT,MCCAIN,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.978
COMPLETED,EAST,22.0,58.0,18.0,THIRD CALL,60-64,MALE,BUSH,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,GORE,OMITS,MCCAIN,NO,BUSH,NO,NO,SOMEWHAT,BUSH,UNENROLLED/INDEPENDENT,CATHOLIC,1.579
COMPLETED,EAST,22.0,58.0,19.0,THIRD CALL,50-59,MALE,MCCAIN,WITHIN LAST WEEK,OMITS,OMITS,OMITS,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,NEITHER,NO,NEITHER,YES,NO,SOMEWHAT,OMITS,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.311
COMPLETED,EAST,22.0,58.0,20.0,THIRD CALL,18-24,FEMALE,BUSH,TODAY,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,NONE,"UNDER $15,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,GORE,MCCAIN,TOO CONSERVATIVE,BUSH,YES,BUSH,YES,NO,SOMEWHAT,BUSH,REPUBLICAN,NONE,0.995
COMPLETED,EAST,22.0,58.0,21.0,THIRD CALL,40-44,MALE,BUSH,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,NO,SOMEWHAT,BUSH,UNENROLLED/INDEPENDENT,CATHOLIC,1.333
COMPLETED,EAST,22.0,58.0,22.0,THIRD CALL,25-29,MALE,BUSH,THIS YEAR,EDUCATION,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,NEITHER,NO,BOTH,NO,YES,NOT MUCH,BUSH,REPUBLICAN,CATHOLIC,1.08
COMPLETED,EAST,22.0,58.0,23.0,THIRD CALL,18-24,MALE,MCCAIN,TODAY,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,OMITS,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,NONE,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,NOT CONSERVATIVE ENOUGH,OMITS,FAVORABLE,OMITS,OMITS,ABOUT RIGHT,BUSH,OMITS,OMITS,YES,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,NONE,1.062
COMPLETED,EAST,22.0,58.0,24.0,THIRD CALL,50-59,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,TAX CUT,YES,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,JEWISH,,YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,JEWISH,1.311
COMPLETED,EAST,22.0,58.0,25.0,THIRD CALL,30-39,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NOT AT ALL,MCCAIN,REPUBLICAN,CATHOLIC,1.311
COMPLETED,EAST,22.0,58.0,26.0,THIRD CALL,45-49,FEMALE,MCCAIN,THIS YEAR,EDUCATION,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,POST GRADUATE STUDY,JEWISH,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,DEMOCRAT,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,GORE,TOO CONSERVATIVE,MCCAIN,YES,NEITHER,NO,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,JEWISH,1.207
COMPLETED,EAST,22.0,58.0,27.0,THIRD CALL,50-59,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,OMITS,YES,TAX CUT,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,OMITS,NO,OMITS,YES,,NOT MUCH,BUSH,UNENROLLED/INDEPENDENT,,1.207
COMPLETED,EAST,22.0,58.0,28.0,THIRD CALL,30-39,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,OMITS,YES,,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,,30-39,30-39,OMITS,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,1.207
COMPLETED,EAST,22.0,58.0,29.0,THIRD CALL,50-59,FEMALE,KEYES,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,TAX CUT,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,DEMOCRAT,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,BUSH,YES,NO,NOT MUCH,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.876
COMPLETED,BOSTON AREA,22.0,66.0,1.0,FIRST CALL,40-44,FEMALE,BUSH,TODAY,EDUCATION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,GORE,TOO CONSERVATIVE,BOTH,NO,NEITHER,YES,NO,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,CATHOLIC,0.9490000000000001
COMPLETED,BOSTON AREA,22.0,66.0,2.0,FIRST CALL,50-59,MALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,COLLEGE GRADUATE,NONE,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,DEMOCRAT,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,,YES,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,NONE,1.076
