QTYPE,STATE,PCT,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,GWCONSRV,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,PREVPRI,VETVOTER,RELUTAH7,THRDCAND,WARWEST,RELUTAH6,MCRRIGHT,BEATDEM,REGREPUT,WEIGHT
STATE,45.0,31.0,48.0,THIRD CALL,45-49,MALE,BUSH,WITHIN LAST 3 DAYS,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,40-49,INDEPENDENT/OTHER,ABOUT RIGHT,2304.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,UNDECLARED/INDEPENDENT,2.3040000000000003
STATE,45.0,34.0,1.0,FIRST CALL,50-59,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,REPUBLICAN,NOT CONSERVATIVE ENOUGH,1748.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,DOES NOT AFFECT STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,REPUBLICAN,1.748
STATE,45.0,34.0,2.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,REPUBLICAN,ABOUT RIGHT,1714.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,REPUBLICAN,1.714
STATE,45.0,34.0,3.0,FIRST CALL,45-49,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,40-49,REPUBLICAN,NOT CONSERVATIVE ENOUGH,1714.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,1.714
STATE,45.0,34.0,4.0,FIRST CALL,45-49,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,40-49,REPUBLICAN,ABOUT RIGHT,1714.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,YES,NO,PROTESTANT,SATISFIED,HELPS STATE,PROTESTANT/OTHER CHRISTIAN,NOT MUCH,BUSH,REPUBLICAN,1.714
STATE,45.0,34.0,5.0,FIRST CALL,65-74,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,OMITS,NO,ILLEGAL IN MOST CASES,YES,OMITS,NO,REPUBLICAN,POST GRADUATE STUDY,,YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,ABOUT RIGHT,1840.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,OMITS,BUSH,UNDECLARED/INDEPENDENT,1.84
STATE,45.0,34.0,6.0,FIRST CALL,40-44,FEMALE,BUSH,BEFORE THAT,ABORTION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,OMITS,YES,TAX CUT,OMITS,REPUBLICAN,COLLEGE GRADUATE,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,40-49,REPUBLICAN,ABOUT RIGHT,1748.0,FAVORABLE,OMITS,BUSH,OMITS,OMITS,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,1.748
STATE,45.0,34.0,7.0,FIRST CALL,65-74,FEMALE,BUSH,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,ABOUT RIGHT,1840.0,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HELPS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,1.84
STATE,45.0,34.0,8.0,FIRST CALL,45-49,MALE,KEYES,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,SALT LAKE CITY,45-59,40-49,,OMITS,1721.0,OMITS,OMITS,BUSH,MCCAIN,OMITS,BUSH,NO,,,OMITS,OMITS,,NOT AT ALL,OMITS,UNDECLARED/INDEPENDENT,1.721
STATE,45.0,34.0,9.0,FIRST CALL,45-49,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,40-49,REPUBLICAN,ABOUT RIGHT,1748.0,FAVORABLE,OMITS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,1.748
STATE,45.0,34.0,10.0,FIRST CALL,65-74,MALE,BUSH,THIS YEAR,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,ABOUT RIGHT,1803.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,1.803
STATE,45.0,34.0,11.0,FIRST CALL,45-49,FEMALE,BUSH,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,40-49,REPUBLICAN,ABOUT RIGHT,1748.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,PROTESTANT,SATISFIED,HURTS STATE,PROTESTANT/OTHER CHRISTIAN,SOMEWHAT,BUSH,REPUBLICAN,1.748
STATE,45.0,34.0,12.0,FIRST CALL,30-39,MALE,BUSH,THIS YEAR,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,30-39,REPUBLICAN,ABOUT RIGHT,1714.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,CATHOLIC,SATISFIED,HURTS STATE,CATHOLIC,NOT AT ALL,MCCAIN,REPUBLICAN,1.714
STATE,45.0,34.0,13.0,FIRST CALL,50-59,MALE,KEYES,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,OMITS,REPUBLICAN,POST GRADUATE STUDY,"$100,000 OR MORE",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,REPUBLICAN,NOT CONSERVATIVE ENOUGH,1721.0,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,YES,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,OMITS,REPUBLICAN,1.721
STATE,45.0,34.0,14.0,FIRST CALL,75+,MALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"UNDER $15,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,ABOUT RIGHT,1803.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,REPUBLICAN,1.803
STATE,45.0,34.0,15.0,FIRST CALL,30-39,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,30-39,REPUBLICAN,NOT CONSERVATIVE ENOUGH,1714.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,1.714
STATE,45.0,34.0,16.0,FIRST CALL,65-74,MALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,ABOUT RIGHT,1803.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,1.803
STATE,45.0,34.0,17.0,FIRST CALL,65-74,,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,ABOUT RIGHT,1840.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,1.84
STATE,45.0,34.0,18.0,SECOND CALL,30-39,MALE,BUSH,WITHIN LAST WEEK,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,30-39,REPUBLICAN,NOT CONSERVATIVE ENOUGH,1714.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,1.714
STATE,45.0,34.0,19.0,SECOND CALL,40-44,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,COLLEGE GRADUATE,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,40-49,INDEPENDENT/OTHER,ABOUT RIGHT,1714.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,UNDECLARED/INDEPENDENT,1.714
STATE,45.0,34.0,20.0,SECOND CALL,,FEMALE,BUSH,THIS YEAR,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,,,COMPLETE,SALT LAKE CITY,,,REPUBLICAN,ABOUT RIGHT,1748.0,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,NONE,SATISFIED,HURTS STATE,NONE,SOMEWHAT,BUSH,REPUBLICAN,1.748
STATE,45.0,34.0,21.0,SECOND CALL,40-44,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,40-49,REPUBLICAN,ABOUT RIGHT,1748.0,FAVORABLE,UNFAVORABLE,BUSH,GORE,TOO CONSERVATIVE,BUSH,YES,NO,OTHER CHRISTIAN,SATISFIED,HELPS STATE,PROTESTANT/OTHER CHRISTIAN,SOMEWHAT,BUSH,REPUBLICAN,1.748
STATE,45.0,34.0,22.0,SECOND CALL,40-44,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,40-49,REPUBLICAN,ABOUT RIGHT,1748.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,1.748
STATE,45.0,34.0,23.0,SECOND CALL,30-39,MALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,30-39,REPUBLICAN,ABOUT RIGHT,1714.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,1.714
STATE,45.0,34.0,24.0,SECOND CALL,40-44,FEMALE,KEYES,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,40-49,REPUBLICAN,NOT CONSERVATIVE ENOUGH,1755.0,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,1.7550000000000001
STATE,45.0,34.0,25.0,SECOND CALL,45-49,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,OMITS,REPUBLICAN,COLLEGE GRADUATE,"$75,000-$99,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,40-49,REPUBLICAN,ABOUT RIGHT,1748.0,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,OMITS,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,1.748
STATE,45.0,34.0,26.0,SECOND CALL,50-59,,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,OMITS,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,REPUBLICAN,NOT CONSERVATIVE ENOUGH,1714.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,1.714
STATE,45.0,34.0,27.0,SECOND CALL,45-49,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,40-49,INDEPENDENT/OTHER,ABOUT RIGHT,1748.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,1.748
STATE,45.0,34.0,28.0,SECOND CALL,65-74,MALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,INDEPENDENT/OTHER,NOT CONSERVATIVE ENOUGH,1803.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,PROTESTANT,SATISFIED,HURTS STATE,PROTESTANT/OTHER CHRISTIAN,SOMEWHAT,BUSH,REPUBLICAN,1.803
STATE,45.0,34.0,29.0,SECOND CALL,18-24,FEMALE,BUSH,WITHIN LAST WEEK,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,18-29,18-24,REPUBLICAN,ABOUT RIGHT,1974.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,UNDECLARED/INDEPENDENT,1.974
STATE,45.0,34.0,30.0,SECOND CALL,75+,FEMALE,BUSH,THIS YEAR,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,ABOUT RIGHT,1840.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,NO,PROTESTANT,SATISFIED,HURTS STATE,PROTESTANT/OTHER CHRISTIAN,SOMEWHAT,BUSH,REPUBLICAN,1.84
STATE,45.0,34.0,31.0,SECOND CALL,40-44,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,40-49,REPUBLICAN,ABOUT RIGHT,1748.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,1.748
STATE,45.0,34.0,32.0,THIRD CALL,50-59,FEMALE,MCCAIN,THIS YEAR,CAPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,INDEPENDENT/OTHER,TOO CONSERVATIVE,2152.0,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,PROTESTANT,SATISFIED,HURTS STATE,PROTESTANT/OTHER CHRISTIAN,NOT AT ALL,MCCAIN,UNDECLARED/INDEPENDENT,2.152
STATE,45.0,34.0,33.0,THIRD CALL,60-64,,BUSH,THIS YEAR,OMITS,STRONG LEADER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,SALT LAKE CITY,60+,60+,,OMITS,1840.0,OMITS,OMITS,BUSH,MCCAIN,OMITS,BUSH,YES,,,OMITS,OMITS,,NOT AT ALL,OMITS,UNDECLARED/INDEPENDENT,1.84
STATE,45.0,34.0,34.0,THIRD CALL,18-24,FEMALE,BUSH,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,SALT LAKE CITY,18-29,18-24,INDEPENDENT/OTHER,ABOUT RIGHT,1974.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,NONE,SATISFIED,HURTS STATE,NONE,NOT MUCH,BUSH,UNDECLARED/INDEPENDENT,1.974
STATE,45.0,34.0,35.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,POST GRADUATE STUDY,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,INDEPENDENT/OTHER,ABOUT RIGHT,1714.0,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NO,NO,PROTESTANT,SATISFIED,HURTS STATE,PROTESTANT/OTHER CHRISTIAN,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,1.714
