QTYPE,BUSHUNFR,GEOCODE,STATE,PCT,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,PREVPRI,VETVOTER,GUNHH,GUNCHOIC,THRDCAND,RRFAV,MCRRIGHT,BEATDEM,REGREPCO,MEXICAN,REL5,WEIGHT
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,14.0,FIRST CALL,40-44,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,YES,PROTESTANT/OTHER CHRISTIAN,0.851
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,15.0,FIRST CALL,18-24,MALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,NO,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,,PROTESTANT/OTHER CHRISTIAN,0.915
STATE,YES,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,16.0,SECOND CALL,45-49,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,SOMETHING ELSE,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,OMITS,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,YES,PROTECT GUN RIGHTS,NOT SATISFIED,UNFAVORABLE,NOT AT ALL,MCCAIN,REPUBLICAN,NO,SOMETHING ELSE,1.8920000000000001
STATE,YES,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,17.0,SECOND CALL,45-49,FEMALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,YES,PROTECT GUN RIGHTS,NOT SATISFIED,UNFAVORABLE,SOMEWHAT,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.83
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,18.0,SECOND CALL,45-49,FEMALE,BUSH,THIS YEAR,MORAL VALUES,OMITS,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NONE,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,NONE,0.851
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,19.0,SECOND CALL,40-44,FEMALE,KEYES,WITHIN LAST WEEK,OMITS,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN ALL CASES,YES,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,OMITS,BUSH,YES,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.984
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,20.0,SECOND CALL,18-24,MALE,BUSH,THIS YEAR,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,NO,NO,YES,PROTECT GUN RIGHTS,SATISFIED,OMITS,GREAT DEAL,BUSH,UNDECLARED/INDEPENDENT,NO,PROTESTANT/OTHER CHRISTIAN,0.915
STATE,OMITS,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,21.0,SECOND CALL,50-59,FEMALE,BUSH,THIS YEAR,OMITS,OMITS,OMITS,ILLEGAL IN MOST CASES,YES,OMITS,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,,OMITS,,,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,NEITHER,YES,NO,YES,PROTECT GUN RIGHTS,OMITS,OMITS,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.851
STATE,YES,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,22.0,SECOND CALL,65-74,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,NO,REDUCE VIOLENCE,NOT SATISFIED,FAVORABLE,NOT AT ALL,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.74
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,23.0,SECOND CALL,65-74,FEMALE,BUSH,BEFORE THAT,WORLD AFFAIRS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,MCCAIN,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT AT ALL,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.809
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,24.0,SECOND CALL,65-74,MALE,BUSH,BEFORE THAT,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.837
STATE,OMITS,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,25.0,THIRD CALL,60-64,FEMALE,BUSH,THIS YEAR,MORAL VALUES,OMITS,OMITS,OMITS,YES,OMITS,,,,,OMITS,,,18-64,18-74,NOT COMPLETE,60+,60+,,50-64,50-64,OMITS,OMITS,OMITS,BUSH,OMITS,OMITS,BUSH,NO,,YES,PROTECT GUN RIGHTS,OMITS,FAVORABLE,GREAT DEAL,OMITS,UNDECLARED/INDEPENDENT,NO,,0.809
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,26.0,THIRD CALL,45-49,FEMALE,BUSH,THIS YEAR,OMITS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,OMITS,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.851
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,27.0,THIRD CALL,40-44,MALE,BUSH,BEFORE THAT,MORAL VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,SOMETHING ELSE,0.881
STATE,OMITS,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,28.0,THIRD CALL,40-44,MALE,BUSH,BEFORE THAT,TAXES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,SOMETHING ELSE,0.881
STATE,YES,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,29.0,THIRD CALL,40-44,FEMALE,BUSH,BEFORE THAT,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,YES,REDUCE VIOLENCE,SATISFIED,OMITS,SOMEWHAT,BUSH,REPUBLICAN,YES,SOMETHING ELSE,0.851
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,30.0,THIRD CALL,65-74,FEMALE,BUSH,THIS YEAR,TAXES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,,OMITS,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,OMITS,OMITS,BUSH,YES,NO,YES,REDUCE VIOLENCE,SATISFIED,OMITS,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.809
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,31.0,THIRD CALL,40-44,FEMALE,BUSH,BEFORE THAT,EDUCATION,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,NO,REDUCE VIOLENCE,NOT SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,CATHOLIC,0.851
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,32.0,THIRD CALL,60-64,MALE,BUSH,THIS YEAR,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,YES,PROTESTANT/OTHER CHRISTIAN,0.837
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,33.0,THIRD CALL,45-49,FEMALE,KEYES,THIS YEAR,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,YES,REDUCE VIOLENCE,NOT SATISFIED,FAVORABLE,SOMEWHAT,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.984
STATE,YES,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,34.0,THIRD CALL,50-59,MALE,KEYES,THIS YEAR,MORAL VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.018
STATE,YES,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,35.0,THIRD CALL,50-59,FEMALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,TAX CUT,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,NO,REDUCE VIOLENCE,NOT SATISFIED,FAVORABLE,NOT AT ALL,MCCAIN,UNDECLARED/INDEPENDENT,NO,PROTESTANT/OTHER CHRISTIAN,1.83
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,36.0,THIRD CALL,50-59,MALE,BUSH,TODAY,ABORTION,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,OMITS,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,NO,YES,PROTECT GUN RIGHTS,NOT SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.881
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,37.0,THIRD CALL,18-24,FEMALE,BUSH,WITHIN LAST 3 DAYS,OMITS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,SOMETHING ELSE,HIGH SCHOOL GRADUATE,SOMETHING ELSE,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,NO,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,SOMETHING ELSE,0.885
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,38.0,THIRD CALL,30-39,MALE,BUSH,THIS YEAR,EDUCATION,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,TOO CONSERVATIVE,BUSH,NO,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.881
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,39.0,THIRD CALL,50-59,MALE,KEYES,WITHIN LAST 3 DAYS,MORAL VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,YES,OMITS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.018
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,40.0,THIRD CALL,18-24,FEMALE,BUSH,TODAY,MORAL VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.885
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,41.0,THIRD CALL,65-74,MALE,BUSH,BEFORE THAT,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,OMITS,OMITS,BUSH,YES,YES,,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.837
STATE,YES,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,42.0,THIRD CALL,65-74,FEMALE,BUSH,THIS YEAR,OMITS,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN ALL CASES,YES,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,SOMETHING ELSE,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,NOT CONSERVATIVE ENOUGH,FAVORABLE,OMITS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,,OMITS,NOT SATISFIED,FAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,SOMETHING ELSE,0.809
STATE,OMITS,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,43.0,THIRD CALL,75+,FEMALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,OMITS,OMITS,OMITS,YES,OMITS,,,,,OMITS,,,65+,75+,COMPLETE,60+,60+,,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,OMITS,ABOUT RIGHT,BUSH,,,NO,REDUCE VIOLENCE,SATISFIED,OMITS,NOT AT ALL,BUSH,REPUBLICAN,NO,,0.809
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,44.0,THIRD CALL,25-29,MALE,BUSH,THIS YEAR,MORAL VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.915
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,45.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,OMITS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,SOMETHING ELSE,COLLEGE GRADUATE,NONE,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,UNFAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,NONE,0.881
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,46.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,TAXES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.881
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,47.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT MUCH,BUSH,UNDECLARED/INDEPENDENT,NO,PROTESTANT/OTHER CHRISTIAN,0.881
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,46.0,48.0,THIRD CALL,60-64,MALE,BUSH,THIS YEAR,OMITS,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,OMITS,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.837
