STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,RACEREL,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,REL5,WEIGHT
7.0,36.0,11.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,OMITS,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,,YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,OMITS,ABOUT RIGHT,STATE,COMPLETE,2,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.74
7.0,36.0,12.0,SECOND CALL,65-74,WHITE,MALE,BRADLEY,BEFORE THAT,OMITS,,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,,DEMOCRAT,COLLEGE GRADUATE,NONE,NO,,YES,VERY LIBERAL,LIBERAL,65+,18-74,BRADLEY,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,2,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NONE,0.984
7.0,36.0,13.0,SECOND CALL,30-39,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,2,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.651
7.0,36.0,14.0,SECOND CALL,45-49,BLACK,MALE,BRADLEY,TODAY,CAMPAIGN FINANCE REFORM,STRONG LEADER,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,NOT COMPLETE,2,45-59,40-49,,40-49,40-49,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,,0.758
7.0,36.0,15.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,NONE,YES,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,2,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,NONE,0.66
7.0,36.0,16.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,BEFORE THAT,OMITS,CAN WIN IN NOVEMBER,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,,NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,2,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,PROTESTANT/OTHER CHRISTIAN,0.74
7.0,36.0,17.0,THIRD CALL,40-44,WHITE,MALE,BRADLEY,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,,NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,2,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.73
7.0,36.0,18.0,THIRD CALL,40-44,WHITE,MALE,BRADLEY,BEFORE THAT,EDUCATION,,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,NO,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,NEITHER,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,2,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.73
7.0,36.0,19.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,MORAL VALUES,OMITS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,2,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.66
7.0,36.0,20.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,TAXES,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,JEWISH,OMITS,"$100,000 OR MORE",OMITS,MODERATE,MODERATE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,2,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,JEWISH,0.74
7.0,36.0,21.0,THIRD CALL,,WHITE,MALE,GORE,THIS YEAR,OMITS,OMITS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,OMITS,,,,,NO,,NO,,,,,GORE,ONLY GORE,OMITS,OMITS,STATE,COMPLETE,2,,,,,,UNFAVORABLE,FAVORABLE,OMITS,OMITS,,FAVORABLE,FAVORABLE,UNFAVORABLE,,0.651
7.0,36.0,22.0,THIRD CALL,30-39,WHITE,MALE,GORE,BEFORE THAT,CAMPAIGN FINANCE REFORM,OMITS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,2,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CATHOLIC,0.651
7.0,36.0,23.0,THIRD CALL,50-59,WHITE,FEMALE,UNCOMITTED,WITHIN LAST 3 DAYS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NEITHER,NOT LIBERAL ENOUGH,TOO LIBERAL,STATE,NOT COMPLETE,2,45-59,50-59,,50-64,50-64,OMITS,OMITS,GORE,MCCAIN,,OMITS,OMITS,OMITS,,0.448
7.0,36.0,24.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,OMITS,OMITS,CANDS PERSONAL QUALITIES,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,2,18-29,18-24,,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,,FAVORABLE,UNFAVORABLE,OMITS,,0.76
7.0,36.0,25.0,THIRD CALL,50-59,BLACK,MALE,GORE,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,2,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,0.676
7.0,36.0,26.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,2,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.685
7.0,36.0,27.0,THIRD CALL,18-24,OTHER,FEMALE,GORE,WITHIN LAST 3 DAYS,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NONE,YES,,NO,MODERATE,MODERATE,18-64,18-74,GORE,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,2,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,NONE,0.732
7.0,36.0,28.0,THIRD CALL,25-29,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,2,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.811
7.0,36.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST WEEK,OMITS,,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,OMITS,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,2,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.66
7.0,36.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,MORAL VALUES,,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,2,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.66
7.0,36.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,NOT COMPLETE,2,45-59,50-59,,50-64,50-64,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,,0.74
7.0,36.0,32.0,THIRD CALL,40-44,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NEITHER,ONLY BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,2,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.73
7.0,36.0,33.0,THIRD CALL,40-44,WHITE,FEMALE,UNCOMITTED,WITHIN LAST WEEK,OMITS,CAN WIN IN NOVEMBER,DISAPPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,OMITS,TOO LIBERAL,OMITS,STATE,COMPLETE,2,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.448
7.0,36.0,34.0,THIRD CALL,50-59,BLACK,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,2,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,SOMETHING ELSE,0.758
7.0,36.0,35.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BEFORE THAT,EDUCATION,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,NOT COMPLETE,2,30-44,30-39,,30-39,30-39,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,,0.685
7.0,36.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,OMITS,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,JEWISH,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,2,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,JEWISH,0.66
7.0,36.0,37.0,THIRD CALL,25-29,,,GORE,BEFORE THAT,OMITS,REPRESENTS CONSERVATIVE VALUES,OMITS,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,OMITS,TOO LIBERAL,OMITS,STATE,COMPLETE,2,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.723
7.0,37.0,1.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,2,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.876
7.0,37.0,2.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,WORLD AFFAIRS,,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,2,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.721
7.0,37.0,3.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,NO,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,BOTH,BOTH,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,2,60+,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,OMITS,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.971
7.0,37.0,4.0,FIRST CALL,40-44,HISPANIC/LATINO,MALE,GORE,WITHIN LAST WEEK,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,YES,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,2,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.667
7.0,37.0,5.0,SECOND CALL,40-44,WHITE,FEMALE,BRADLEY,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,2,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NONE,0.73
7.0,37.0,6.0,SECOND CALL,50-59,WHITE,MALE,GORE,THIS YEAR,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,2,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.643
7.0,37.0,7.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,ABORTION,STRONG LEADER,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,2,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NONE,0.876
7.0,37.0,8.0,SECOND CALL,18-24,WHITE,MALE,GORE,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NONE,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,2,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NONE,0.713
7.0,37.0,9.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,2,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,FAVORABLE,GORE,OMITS,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,NONE,0.722
7.0,37.0,10.0,SECOND CALL,65-74,WHITE,,UNCOMITTED,BEFORE THAT,EDUCATION,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,NEITHER,TOO LIBERAL,TOO LIBERAL,STATE,NOT COMPLETE,2,60+,60+,,65+,65-74,OMITS,OMITS,BUSH,OMITS,,OMITS,OMITS,OMITS,,0.596
7.0,37.0,11.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,OMITS,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,OMITS,BETTER,NO,DEMOCRAT,,CATHOLIC,YES,,YES,MODERATE,MODERATE,65+,75+,BRADLEY,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,2,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,OMITS,CATHOLIC,0.876
7.0,37.0,12.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,OMITS,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,2,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.676
7.0,37.0,13.0,SECOND CALL,60-64,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,NOT TYPICAL POLITICIAN,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ONLY BRADLEY,OMITS,ABOUT RIGHT,STATE,NOT COMPLETE,2,60+,60+,,50-64,50-64,OMITS,OMITS,BUSH,OMITS,,OMITS,OMITS,OMITS,,0.971
7.0,37.0,14.0,SECOND CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,OMITS,OMITS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,2,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CATHOLIC,0.643
7.0,37.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,WORSE,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,2,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CATHOLIC,0.651
