BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRI,VETVOTER,MCRRIGHT,BEATDEM,SENOHR,REL5,WEIGHT
COMPLETED,NORTHEAST,36.0,86.0,4.0,THIRD CALL,45-49,,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,OMITS,BUSH,BUSH,YES,NO,GREAT DEAL,BUSH,DICKSON,PROTESTANT/OTHER CHRISTIAN,2.071
COMPLETED,NORTHEAST,36.0,86.0,5.0,THIRD CALL,40-44,FEMALE,MCCAIN,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,NO,NOT MUCH,BUSH,,CATHOLIC,2.032
COMPLETED,NORTHEAST,36.0,86.0,6.0,THIRD CALL,45-49,MALE,BUSH,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$15,000-$29,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,OMITS,ALL VOTERS,BUSH,GORE,OMITS,BUSH,BOTH,YES,YES,GREAT DEAL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,1.962
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,1.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,YES,NO,NOT MUCH,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.718
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,2.0,FIRST CALL,50-59,FEMALE,BUSH,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,NO,NOT MUCH,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.645
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,3.0,FIRST CALL,45-49,MALE,BUSH,WITHIN LAST WEEK,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,NO,NOT AT ALL,BUSH,CREMEANS,PROTESTANT/OTHER CHRISTIAN,0.466
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,4.0,FIRST CALL,30-39,MALE,BUSH,TODAY,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,OMITS,YES,OMITS,YES,REPUBLICAN,,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NEITHER,YES,NO,NOT AT ALL,BUSH,OTHER,CATHOLIC,0.6910000000000001
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,5.0,FIRST CALL,30-39,FEMALE,BUSH,WITHIN LAST 3 DAYS,OMITS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,OMITS,BUSH,OMITS,NO,NO,NOT AT ALL,OMITS,CREMEANS,PROTESTANT/OTHER CHRISTIAN,0.419
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,6.0,FIRST CALL,65-74,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,YES,YES,NOT AT ALL,BUSH,DEWINE,CATHOLIC,0.786
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,7.0,FIRST CALL,45-49,MALE,BUSH,WITHIN LAST WEEK,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN ALL CASES,YES,TAX CUT,OMITS,,COLLEGE GRADUATE,,,OMITS,,,18-64,18-74,STATE,45-59,40-49,,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,OMITS,YES,,NOT AT ALL,BUSH,DEWINE,,0.718
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,8.0,FIRST CALL,40-44,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,OMITS,MCCAIN,OMITS,NO,NO,NOT MUCH,MCCAIN,,CATHOLIC,0.656
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,9.0,FIRST CALL,40-44,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,BOTH,YES,NO,NOT AT ALL,OMITS,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.761
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,10.0,FIRST CALL,40-44,MALE,BUSH,THIS YEAR,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,TOO CONSERVATIVE,NEITHER,BOTH,YES,NO,NOT MUCH,BUSH,,CATHOLIC,0.6910000000000001
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,11.0,FIRST CALL,50-59,FEMALE,BUSH,BEFORE THAT,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,,,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,BOTH,YES,NO,SOMEWHAT,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.645
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,12.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,BOTH,YES,YES,NOT MUCH,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.718
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,13.0,FIRST CALL,40-44,MALE,MCCAIN,WITHIN LAST WEEK,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,NO,SOMEWHAT,BUSH,DEWINE,CATHOLIC,0.761
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,14.0,FIRST CALL,65-74,FEMALE,MCCAIN,TODAY,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,NO,NOT AT ALL,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.747
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,15.0,FIRST CALL,50-59,MALE,MCCAIN,TODAY,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,NO,YES,NOT MUCH,MCCAIN,DEWINE,CATHOLIC,0.761
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,16.0,FIRST CALL,40-44,MALE,BUSH,BEFORE THAT,OMITS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,YES,NO,NOT AT ALL,BUSH,DICKSON,CATHOLIC,0.736
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,17.0,FIRST CALL,25-29,FEMALE,BUSH,TODAY,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,NO,NO,GREAT DEAL,BUSH,DICKSON,PROTESTANT/OTHER CHRISTIAN,0.5710000000000001
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,18.0,FIRST CALL,65-74,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,BOTH,YES,YES,NOT AT ALL,BUSH,CREMEANS,PROTESTANT/OTHER CHRISTIAN,0.511
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,19.0,SECOND CALL,18-24,FEMALE,MCCAIN,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,NO,NO,NOT AT ALL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.591
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,20.0,SECOND CALL,45-49,FEMALE,BUSH,THIS YEAR,EDUCATION,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,,,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,OMITS,BOTH,NEITHER,YES,NO,NOT MUCH,BUSH,DICKSON,PROTESTANT/OTHER CHRISTIAN,0.661
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,21.0,SECOND CALL,50-59,MALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,SOMETHING ELSE,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,NEITHER,YES,NO,NOT MUCH,BUSH,DICKSON,CATHOLIC,0.736
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,22.0,SECOND CALL,65-74,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,OMITS,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,YES,NO,OMITS,BUSH,,CATHOLIC,0.678
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,23.0,SECOND CALL,50-59,FEMALE,MCCAIN,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,BOTH,YES,NO,NOT AT ALL,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.683
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,24.0,SECOND CALL,50-59,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NONE,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,BOTH,YES,NO,NOT AT ALL,BUSH,DEWINE,NONE,0.683
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,25.0,SECOND CALL,40-44,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,OMITS,OMITS,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,OMITS,YES,NO,SOMEWHAT,OMITS,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.645
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,26.0,THIRD CALL,50-59,,MCCAIN,THIS YEAR,ABORTION,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,YES,NO,SOMEWHAT,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.761
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,27.0,THIRD CALL,18-24,MALE,MCCAIN,WITHIN LAST WEEK,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,,YES,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,NO,NO,NOT AT ALL,MCCAIN,,CATHOLIC,0.633
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,28.0,THIRD CALL,65-74,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,YES,NO,SOMEWHAT,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.786
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,29.0,THIRD CALL,65-74,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NONE,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,BOTH,YES,YES,NOT MUCH,BUSH,DEWINE,NONE,0.786
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,30.0,THIRD CALL,50-59,MALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,BUSH,YES,NO,NOT AT ALL,BUSH,DEWINE,CATHOLIC,0.718
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,31.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,NO,NO,SOMEWHAT,BUSH,DICKSON,CATHOLIC,0.736
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,32.0,THIRD CALL,50-59,FEMALE,BUSH,THIS YEAR,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,OMITS,YES,NO,GREAT DEAL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.645
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,33.0,THIRD CALL,65-74,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,MCCAIN,YES,NO,NOT AT ALL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.786
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,34.0,THIRD CALL,45-49,FEMALE,KEYES,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,BOTH,YES,NO,NOT AT ALL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.519
