STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,ISSVQUAL,ABORTION,BUSHKNOW,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,GORE2LIB,BRAD2LIB,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRIN,VETVOTER,MCRRIGHT,VERSION,ONLYDEMS,GORE,BRADLEY,BCPERSON,BEATDEM,GAY,HISPANIC,QRACE,REL5,REGCA,NOVCHOIC,REGION,WEIGHT
5.0,77.0,86.0,THIRD CALL,45-49,WHITE,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,,"$75,000-$99,999",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,894.0,UNFAVORABLE,FAVORABLE,,,,YES,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,CATHOLIC,DEMOCRAT,,OTHERS,0.894
5.0,77.0,91.0,THIRD CALL,18-24,WHITE,MALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,,"$15,000-$29,000",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,661.0,FAVORABLE,UNFAVORABLE,,,,YES,SOMEWHAT,WHITE,,UNFAVORABLE,FAVORABLE,,BUSH,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.661
5.0,77.0,94.0,THIRD CALL,40-44,WHITE,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,YES,,,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,,"$15,000-$29,000",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,528.0,UNFAVORABLE,UNFAVORABLE,,,,NO,SOMEWHAT,WHITE,,UNFAVORABLE,FAVORABLE,,BUSH,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.528
5.0,79.0,2.0,FIRST CALL,65-74,HISPANIC/LATINO,FEMALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,OMITS,OMITS,,,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,OMITS,NOT COMPLETE,60+,60+,,65+,65-74,255.0,,,GORE,GORE,OMITS,,,YELLOW,OMITS,,,OMITS,,,,HISPANIC/LATINO,,DEMOCRAT,OMITS,OTHERS,0.255
5.0,79.0,11.0,FIRST CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,SOMETHING ELSE,HIGH SCHOOL GRADUATE,CATHOLIC,,"$15,000-$29,000",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,255.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,OMITS,,BUSH,,YES,HISPANIC/LATINO,CATHOLIC,DEMOCRAT,,OTHERS,0.255
5.0,79.0,15.0,SECOND CALL,40-44,WHITE,,GORE,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,,,WORSE,NO,SOMETHING ELSE,,,YES,"UNDER $15,000",NO,,,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,644.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,OTHERS,0.644
5.0,79.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,STANDS UP FOR BELIEFS,DISAPPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,514.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,UNFAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.514
5.0,79.0,17.0,SECOND CALL,75+,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,HEALTH CARE,HAS NEW IDEAS,APPROVE,CANDS POSITIONS ON ISSUES,,,WORSE,NO,DEMOCRAT,,,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,60+,60+,DEMOCRAT,65+,75+,380.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.38
5.0,79.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,HEALTH CARE,HAS NEW IDEAS,APPROVE,CANDS POSITIONS ON ISSUES,,,WORSE,YES,DEMOCRAT,,,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,514.0,,,GORE,GORE,OMITS,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.514
5.0,79.0,25.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,514.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,OTHERS,0.514
5.0,79.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,CANDS PERSONAL QUALITIES,,,SAME,NO,DEMOCRAT,,,OMITS,"$50,000-$74,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,514.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.514
5.0,79.0,27.0,SECOND CALL,75+,WHITE,MALE,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,OMITS,OMITS,,,OMITS,,,,,OMITS,,OMITS,,,65+,75+,OMITS,OMITS,NOT COMPLETE,60+,60+,,65+,75+,644.0,,,GORE,GORE,YES,,,YELLOW,OMITS,,,OMITS,,,,WHITE,,DEMOCRAT,OMITS,OTHERS,0.644
5.0,79.0,29.0,SECOND CALL,65-74,BLACK,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,YES,,,DEMOCRAT,POST GRADUATE STUDY,NONE,,"$50,000-$74,999",,VERY LIBERAL,LIBERAL,65+,18-74,,,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,320.0,FAVORABLE,FAVORABLE,,,,YES,GREAT DEAL,WHITE,,FAVORABLE,FAVORABLE,,OMITS,NO,NO,BLACK,NONE,DEMOCRAT,,OTHERS,0.32
5.0,79.0,30.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,YES,,,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,,"$30,000-$49,000",,MODERATE,MODERATE,65+,18-74,,,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,514.0,UNFAVORABLE,FAVORABLE,,,,NO,SOMEWHAT,WHITE,,FAVORABLE,UNFAVORABLE,,MCCAIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.514
5.0,79.0,33.0,SECOND CALL,75+,WHITE,MALE,BRADLEY,,,,,OMITS,OMITS,NO,,,,,,,,,,,65+,75+,,,NOT COMPLETE,60+,60+,,65+,75+,475.0,OMITS,OMITS,,,,,NOT AT ALL,WHITE,,OMITS,OMITS,,OMITS,,,WHITE,,DEMOCRAT,,OTHERS,0.47500000000000003
5.0,79.0,44.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,TODAY,OMITS,HAS THE RIGHT EXPERIENCE,DISAPPROVE,CANDS PERSONAL QUALITIES,,,WORSE,NO,DEMOCRAT,,,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,514.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,UNFAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.514
5.0,80.0,5.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,ABORTION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,OMITS,"$100,000 OR MORE",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,3922.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,OMITS,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,3.922
5.0,80.0,7.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,3922.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,3.922
5.0,80.0,10.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,INDEPENDENT,,,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,3922.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,UNFAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,3.922
5.0,80.0,11.0,THIRD CALL,60-64,WHITE,MALE,BRADLEY,,,,,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,YES,,,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,,"$100,000 OR MORE",,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,COMPLETE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,3602.0,FAVORABLE,UNFAVORABLE,,,,YES,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,CATHOLIC,DEMOCRAT,,OTHERS,3.602
5.0,81.0,4.0,FIRST CALL,65-74,HISPANIC/LATINO,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,,,WORSE,NO,DEMOCRAT,,,YES,"UNDER $15,000",NO,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,619.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,OTHERS,0.619
5.0,81.0,5.0,FIRST CALL,50-59,HISPANIC/LATINO,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,619.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,OTHERS,0.619
5.0,81.0,6.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,494.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,UNFAVORABLE,,NO,NO,BLACK,,DEMOCRAT,SATISFIED,OTHERS,0.494
5.0,81.0,7.0,FIRST CALL,30-39,HISPANIC/LATINO,MALE,GORE,BEFORE THAT,HEALTH CARE,STRONG LEADER,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,YES,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,619.0,,,GORE,GORE,NO,,,YELLOW,GORE,,,FAVORABLE,,NO,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,OTHERS,0.619
5.0,81.0,8.0,FIRST CALL,60-64,HISPANIC/LATINO,,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,,"UNDER $15,000",,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,494.0,UNFAVORABLE,UNFAVORABLE,,,,NO,SOMEWHAT,WHITE,,FAVORABLE,UNFAVORABLE,,MCCAIN,NO,YES,HISPANIC/LATINO,CATHOLIC,DEMOCRAT,,OTHERS,0.494
5.0,81.0,16.0,FIRST CALL,18-24,HISPANIC/LATINO,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,,"$15,000-$29,000",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,494.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,UNFAVORABLE,,BUSH,NO,YES,HISPANIC/LATINO,CATHOLIC,DEMOCRAT,,OTHERS,0.494
5.0,81.0,22.0,SECOND CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,NO,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,TOO LIBERAL,TOO LIBERAL,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,494.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,OTHERS,0.494
5.0,81.0,23.0,SECOND CALL,65-74,HISPANIC/LATINO,MALE,GORE,,,,,OMITS,ILLEGAL IN MOST CASES,NO,,,,HIGH SCHOOL GRADUATE,PROTESTANT,,,,MODERATE,MODERATE,65+,18-74,,,COMPLETE,60+,60+,,65+,65-74,619.0,UNFAVORABLE,UNFAVORABLE,,,,,OMITS,WHITE,,UNFAVORABLE,FAVORABLE,,OMITS,,NO,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.619
5.0,81.0,27.0,SECOND CALL,18-24,HISPANIC/LATINO,MALE,BRADLEY,,,,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,,"$30,000-$49,000",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,457.0,UNFAVORABLE,FAVORABLE,,,,NO,SOMEWHAT,WHITE,,UNFAVORABLE,FAVORABLE,,MCCAIN,NO,YES,HISPANIC/LATINO,CATHOLIC,DEMOCRAT,,OTHERS,0.457
5.0,81.0,29.0,SECOND CALL,50-59,WHITE,MALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,YES,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,,"$50,000-$74,999",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,1245.0,FAVORABLE,FAVORABLE,,,,YES,NOT MUCH,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,NONE,DEMOCRAT,,OTHERS,1.245
5.0,81.0,35.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,494.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,UNFAVORABLE,,NO,NO,BLACK,,DEMOCRAT,SATISFIED,OTHERS,0.494
5.0,81.0,36.0,THIRD CALL,30-39,WHITE,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,YES,DEMOCRAT,,,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,919.0,,,GORE,GORE,YES,,,YELLOW,BRADLEY,,,UNFAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.919
5.0,81.0,40.0,THIRD CALL,18-24,BLACK,MALE,GORE,WITHIN LAST WEEK,EDUCATION,HAS NEW IDEAS,APPROVE,CANDS POSITIONS ON ISSUES,,,SAME,YES,DEMOCRAT,,,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,619.0,,,GORE,GORE,NO,,,YELLOW,GORE,,,OMITS,,YES,NO,BLACK,,DEMOCRAT,SATISFIED,OTHERS,0.619
5.0,81.0,44.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,TODAY,ECONOMY/JOBS,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,996.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.996
5.0,81.0,45.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,THIS YEAR,EDUCATION,HAS THE RIGHT EXPERIENCE,OMITS,OMITS,,,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,OMITS,NOT COMPLETE,30-44,30-39,,30-39,30-39,494.0,,,GORE,GORE,YES,,,YELLOW,OMITS,,,OMITS,,,,HISPANIC/LATINO,,DEMOCRAT,OMITS,OTHERS,0.494
5.0,81.0,49.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,,"$75,000-$99,999",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,919.0,UNFAVORABLE,FAVORABLE,,,,YES,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.919
5.0,81.0,53.0,THIRD CALL,45-49,HISPANIC/LATINO,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,,"$30,000-$49,000",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,619.0,UNFAVORABLE,UNFAVORABLE,,,,NO,SOMEWHAT,WHITE,,FAVORABLE,UNFAVORABLE,,BUSH,NO,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.619
5.0,81.0,54.0,THIRD CALL,30-39,HISPANIC/LATINO,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,,"$100,000 OR MORE",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,619.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,YES,HISPANIC/LATINO,CATHOLIC,DEMOCRAT,,OTHERS,0.619
5.0,81.0,56.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,YES,,,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,,"$15,000-$29,000",,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,,,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,996.0,FAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,OMITS,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.996
5.0,81.0,57.0,THIRD CALL,45-49,HISPANIC/LATINO,MALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,,"$15,000-$29,000",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,619.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT MUCH,WHITE,,FAVORABLE,UNFAVORABLE,,BUSH,NO,YES,HISPANIC/LATINO,CATHOLIC,DEMOCRAT,,OTHERS,0.619
5.0,81.0,58.0,THIRD CALL,60-64,OTHER,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,OMITS,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,,,,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,1245.0,UNFAVORABLE,UNFAVORABLE,,,,YES,GREAT DEAL,WHITE,,FAVORABLE,UNFAVORABLE,,OMITS,,NO,OTHER,SOMETHING ELSE,DEMOCRAT,,OTHERS,1.245
5.0,81.0,60.0,THIRD CALL,40-44,WHITE,FEMALE,BRADLEY,,,,,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,YES,,,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,735.0,FAVORABLE,UNFAVORABLE,,,,NO,GREAT DEAL,WHITE,,UNFAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,CATHOLIC,DEMOCRAT,,OTHERS,0.735
5.0,82.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,,,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,1203.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,1.203
5.0,82.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,,,SAME,YES,DEMOCRAT,,,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,1203.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,YES,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,1.203
5.0,82.0,17.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,,,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,1203.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,1.203
5.0,82.0,21.0,FIRST CALL,50-59,WHITE,MALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,1505.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,1.5050000000000001
5.0,82.0,22.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,1203.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,1.203
