STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,RACEREL,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,GORE,BRADLEY,BCPERSON,REL5,WEIGHT,PREVPRID
11.0,54.0,1.0,FIRST CALL,65-74,BLACK,MALE,GORE,BEFORE THAT,RACE RELATIONS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.857,YES
11.0,54.0,2.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,THIS YEAR,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,OMITS,OMITS,OMITS,STATE,NOT COMPLETE,ATLANTA AREA,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,0.889,
11.0,54.0,3.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,YES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,GORE,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.879,YES
11.0,54.0,4.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,BEFORE THAT,EDUCATION,OMITS,OMITS,OMITS,OMITS,ILLEGAL IN ALL CASES,SAME,NO,,COLLEGE GRADUATE,OTHER CHRISTIAN,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,18-64,18-74,BOTH,OMITS,ABOUT RIGHT,OMITS,STATE,COMPLETE,ATLANTA AREA,18-29,18-24,,18-24,18-24,OMITS,OMITS,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.841,YES
11.0,54.0,5.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,OMITS,ABOUT RIGHT,OMITS,STATE,NOT COMPLETE,ATLANTA AREA,60+,60+,,65+,65-74,OMITS,OMITS,GORE,GORE,OMITS,OMITS,OMITS,,0.879,
11.0,54.0,6.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.841,YES
11.0,54.0,7.0,FIRST CALL,45-49,OTHER,FEMALE,GORE,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,ATLANTA AREA,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,0.926,NO
11.0,54.0,8.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,OMITS,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,0.889,YES
11.0,54.0,9.0,FIRST CALL,50-59,BLACK,MALE,GORE,BEFORE THAT,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,OMITS,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,DEMOCRAT,50-64,50-64,OMITS,OMITS,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.868,YES
11.0,54.0,10.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,THIS YEAR,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.889,YES
11.0,54.0,11.0,FIRST CALL,65-74,BLACK,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.857,YES
11.0,54.0,12.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,TODAY,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,,50-64,50-64,FAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.889,YES
11.0,54.0,13.0,SECOND CALL,25-29,BLACK,MALE,GORE,WITHIN LAST 3 DAYS,RACE RELATIONS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,OMITS,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,NOT LIBERAL ENOUGH,TOO LIBERAL,STATE,COMPLETE,ATLANTA AREA,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.8200000000000001,YES
11.0,54.0,14.0,SECOND CALL,75+,BLACK,FEMALE,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,OMITS,,OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,75+,GORE,ONLY GORE,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,60+,60+,DEMOCRAT,65+,75+,OMITS,OMITS,GORE,GORE,FAVORABLE,OMITS,OMITS,PROTESTANT/OTHER CHRISTIAN,0.879,YES
11.0,54.0,15.0,SECOND CALL,65-74,OTHER,MALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,BRADLEY,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,ATLANTA AREA,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,0.894,NO
11.0,54.0,16.0,SECOND CALL,65-74,,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,NONE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,ATLANTA AREA,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,NONE,0.894,YES
11.0,54.0,17.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,ONLY GORE,ABOUT RIGHT,OMITS,STATE,NOT COMPLETE,ATLANTA AREA,60+,60+,,65+,65-74,OMITS,OMITS,GORE,GORE,OMITS,OMITS,OMITS,,0.879,
11.0,54.0,18.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NONE,NO,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,NONE,0.889,YES
11.0,54.0,19.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,TODAY,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,OMITS,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,ATLANTA AREA,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.889,YES
11.0,54.0,20.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,BEFORE THAT,RACE RELATIONS,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,OMITS,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,YES,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,SOMETHING ELSE,0.841,YES
11.0,54.0,21.0,SECOND CALL,65-74,BLACK,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,NEITHER,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.857,YES
11.0,54.0,22.0,SECOND CALL,50-59,BLACK,MALE,GORE,THIS YEAR,HEALTH CARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,NOT LIBERAL ENOUGH,OMITS,STATE,COMPLETE,ATLANTA AREA,45-59,50-59,DEMOCRAT,50-64,50-64,OMITS,OMITS,GORE,GORE,FAVORABLE,OMITS,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.868,YES
11.0,54.0,23.0,THIRD CALL,45-49,BLACK,MALE,BRADLEY,TODAY,ECONOMY/JOBS,STRONG LEADER,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,OMITS,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,NONE,0.537,YES
11.0,54.0,24.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,BEFORE THAT,RACE RELATIONS,OMITS,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,OMITS,OMITS,ABOUT RIGHT,OMITS,STATE,COMPLETE,ATLANTA AREA,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,OMITS,OMITS,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.889,YES
11.0,54.0,25.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,OMITS,GORE,GORE,FAVORABLE,OMITS,FAVORABLE,SOMETHING ELSE,0.889,YES
11.0,54.0,26.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,ATLANTA AREA,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.841,YES
11.0,54.0,27.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,BEFORE THAT,CAMPAIGN FINANCE REFORM,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NONE,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,NONE,0.889,YES
11.0,54.0,28.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,YES,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,OMITS,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,ATLANTA AREA,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.889,YES
11.0,54.0,29.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,NOT COMPLETE,ATLANTA AREA,60+,60+,,65+,65-74,OMITS,OMITS,GORE,GORE,OMITS,OMITS,OMITS,,0.879,
11.0,54.0,30.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,THIS YEAR,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,YES,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ONLY GORE,NOT LIBERAL ENOUGH,TOO LIBERAL,STATE,COMPLETE,ATLANTA AREA,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.841,NO
11.0,54.0,31.0,THIRD CALL,65-74,BLACK,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,NOT COMPLETE,ATLANTA AREA,60+,60+,,65+,65-74,OMITS,OMITS,GORE,GORE,OMITS,OMITS,OMITS,,0.857,
11.0,54.0,32.0,THIRD CALL,65-74,BLACK,MALE,GORE,THIS YEAR,RACE RELATIONS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,ATLANTA AREA,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.857,YES
11.0,59.0,1.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BEFORE THAT,RACE RELATIONS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,SUBURBAN REPUBLICANS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.516,YES
11.0,59.0,2.0,FIRST CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,75+,GORE,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN REPUBLICANS,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.749,YES
11.0,59.0,3.0,FIRST CALL,75+,WHITE,MALE,GORE,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,75+,GORE,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,SUBURBAN REPUBLICANS,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,BUSH,MCCAIN,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.8250000000000001,YES
11.0,59.0,4.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN REPUBLICANS,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.516,YES
11.0,59.0,5.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,THIS YEAR,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,SUBURBAN REPUBLICANS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.516,NO
11.0,59.0,6.0,FIRST CALL,40-44,BLACK,MALE,GORE,BEFORE THAT,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN REPUBLICANS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.5680000000000001,YES
11.0,59.0,7.0,SECOND CALL,65-74,HISPANIC/LATINO,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,SUBURBAN REPUBLICANS,60+,60+,DEMOCRAT,65+,65-74,OMITS,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.773,YES
11.0,59.0,8.0,SECOND CALL,30-39,OTHER,FEMALE,GORE,BEFORE THAT,HEALTH CARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,OMITS,SAME,NO,SOMETHING ELSE,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"$100,000 OR MORE",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,SUBURBAN REPUBLICANS,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,OMITS,OMITS,PROTESTANT/OTHER CHRISTIAN,0.55,YES
