BUSHKNOW,OTHPRIRI,GEOCODE,OTHERPRI,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,CANDSOK,STANDLIV,ISSUE,QUALITY,ISSVQUAL,REPSEEN,RELRIGHT,VOTE96,ABORTION,FINSIT,SSTAX,BUSHDAD,PARTYID,MCAINVET,ATTEND,EDUC,RELIGION,BUSHUNFR,INCOME,FORBUNFR,MCAIUNFR,IDEOLOGY,PHIL3,VETERAN,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,BUSH,MCCAIN,FORBES,INTERNET,NHSTEC,STR8TALK,ETAX,MARRIED,CHILD,REFORMVT,RELPUB,DESCRIBE,BEATDEM,ELIFE,CAMPFIN,BRNAGAIN,REGREP,REL5,WEIGHT
,,South,No,30.0,70.0,34.0,Call 3,40-44,Male,Bush,,,Will fall,,,,One,,,,Better,Strengthen Social Security,Somewhat important,Republican,Not too important,,College graduate,,,"$100,000 or more",,,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,Somewhat closely,Favorable,Favorable,Favorable,Yes,Good,McCain,Yes,,,No,,Like my candidate with reservations,Bush,Great deal,Help,,Republican,,0.495
,No,South,No,30.0,70.0,35.0,Call 3,30-39,Male,Keyes,,,Will fall,,,,Two,,,,Better,Tax cut,Not too important,Independent,Somewhat important,,Some college/Associate,,,"$50,000 - $74,999",,,Very conservative,Conservative,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,Very closely,Favorable,Unfavorable,Favorable,Yes,Good,Both,No,,,No,,Strongly favor my candidate,Bush,Little,Hurt,,Undeclared/Independent,,0.40700000000000003
No,,Concord and Connecticut Valley,,30.0,74.0,1.0,Call 1,40-44,Male,McCain,Within last week,Satisfied with candidates,,Taxes,Has the right experience,My candidates positions on the issues,,No,Other,Legal in all cases,,,,Independent,,Never,Some college/Associate,Catholic,No,"$30,000 - $49,999",Yes,No,Moderate,Moderate,No,18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,,,,,,,,,No,No,,Publicly discussed,,,,,No,Undeclared/Independent,Catholic,1.1420000000000001
Yes,,Concord and Connecticut Valley,,30.0,74.0,2.0,Call 1,60-64,Female,McCain,Today,Satisfied with candidates,,World affairs,Stands up for beliefs,My candidates personal qualities,,OMITS,,Illegal in all cases,,,,Republican,,Once a week,High school graduate,Catholic,OMITS,"$30,000 - $49,999",OMITS,OMITS,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,60 and over,60 and over,Republican,50-64,50-64,,,,,,,,,Yes,No,,Keep to themselves,,,,,OMITS,Republican,Catholic,1.159
Yes,,Concord and Connecticut Valley,,30.0,74.0,3.0,Call 1,30-39,Male,Bush,This year,Satisfied with candidates,,OMITS,OMITS,My candidates positions on the issues,,No,Dole,Legal in most cases,,,,Republican,,Few times a year,College graduate,Catholic,Yes,"$100,000 or more",OMITS,OMITS,Very liberal,Liberal,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Undeclared/Independent,Catholic,1.48
Yes,,Concord and Connecticut Valley,,30.0,74.0,4.0,Call 1,18-24,Male,Bush,Within last week,Satisfied with candidates,,Education,Stands up for beliefs,My candidates personal qualities,,No,Did not vote,Legal in most cases,,,,Republican,,Few times a year,High school graduate,None,No,"Under $15,000",Yes,Yes,Moderate,Moderate,No,18-64,18-74,Complete,18-29,18-24,Republican,18-24,18-24,,,,,,,,,No,No,,Publicly discussed,,,,,OMITS,Not registered,None,1.469
No,,Concord and Connecticut Valley,,30.0,74.0,5.0,Call 1,65-74,Female,McCain,Within last week,Satisfied with candidates,,Abortion,Stands up for beliefs,My candidates positions on the issues,,Yes,Other,Illegal in most cases,,,,Democrat,,Once a week,Some college/Associate,Catholic,OMITS,"$15,000-$29,999",OMITS,No,Somewhat conservative,Conservative,"Yes, someone else in household",65 and over,18-74,Complete,60 and over,60 and over,Democrat,65 and over,65-74,,,,,,,,,Yes,No,,Publicly discussed,,,,,Yes,Undeclared/Independent,Catholic,1.159
Yes,,Concord and Connecticut Valley,,30.0,74.0,6.0,Call 1,40-44,Male,Keyes,This year,Satisfied with candidates,,Moral values,Understands complex issues,My candidates positions on the issues,,No,Dole,Illegal in most cases,,,,Republican,,Never,Some college/Associate,Something else,No,"$30,000 - $49,999",No,No,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Republican,Something else,0.909
Yes,,Concord and Connecticut Valley,,30.0,74.0,7.0,Call 1,75 and over,Male,McCain,This year,Satisfied with candidates,,Abortion,Stands up for beliefs,My candidates positions on the issues,,Yes,Dole,Illegal in all cases,,,,Republican,,Once a week,High school graduate,Catholic,No,,No,No,Somewhat liberal,Liberal,"Yes, voter is a veteran",65 and over,75 and over,Complete,60 and over,60 and over,Republican,65 and over,75 and over,,,,,,,,,Yes,No,,Publicly discussed,,,,,Yes,Republican,Catholic,1.185
,"Yes, for Bradley",Concord and Connecticut Valley,"Yes, for Bradley",30.0,74.0,8.0,Call 1,30-39,,McCain,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not important at all,Independent,Very important,,Did not complete high school,,,"$30,000 - $49,999",,,Moderate,Moderate,,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,Somewhat closely,Unfavorable,Favorable,Favorable,No,Good,McCain,No,,,No,,Strongly favor my candidate,McCain,Good amount,Help,,Undeclared/Independent,,1.1420000000000001
,,Concord and Connecticut Valley,No,30.0,74.0,9.0,Call 1,30-39,Female,Bush,,,Will rise,,,,Three or more,,,,Worse,Tax cut,Not important at all,Republican,Somewhat important,,College graduate,,,"$100,000 or more",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Very closely,Favorable,Favorable,Favorable,Yes,Excellent,Bush,Yes,,,No,,Strongly favor my candidate,Bush,Great deal,Help,,Republican,,1.447
,,Concord and Connecticut Valley,No,30.0,74.0,10.0,Call 1,50-59,Male,McCain,,,Will fall,,,,Two,,,,Better,Strengthen Social Security,Not too important,Independent,Somewhat important,,Some college/Associate,,,"$75,000 - $99,999",,,Somewhat liberal,Liberal,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,Somewhat closely,Unfavorable,Favorable,Favorable,Yes,Excellent,McCain,No,,,No,,Strongly favor my candidate,McCain,Great deal,Help,,Republican,,1.1420000000000001
,,Concord and Connecticut Valley,No,30.0,74.0,11.0,Call 1,25-29,Female,Bush,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not important at all,Republican,Not important at all,,Some college/Associate,,,"$15,000-$29,999",,,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,18-29,25-29,Republican,25-29,25-29,Somewhat closely,Favorable,Favorable,Unfavorable,Yes,Good,Both,No,,,No,,Strongly favor my candidate,Bush,Good amount,Help,,Not registered,,1.436
,,Concord and Connecticut Valley,No,30.0,74.0,12.0,Call 1,40-44,Female,Bush,,,Will fall,,,,One,,,,Better,OMITS,Somewhat important,Republican,OMITS,,Some college/Associate,,,,,,Very conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,Very closely,Favorable,Favorable,OMITS,Yes,Good,Neither,OMITS,,,No,,Like my candidate with reservations,Bush,Little,OMITS,,Republican,,1.447
,"Yes, for Gore",Concord and Connecticut Valley,"Yes, for Gore",30.0,74.0,13.0,Call 1,40-44,Female,Forbes,,,Will rise,,,,None,,,,Better,OMITS,Not important at all,Independent,Not important at all,,Some college/Associate,,,"$30,000 - $49,999",,,Somewhat liberal,Liberal,No,18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,Somewhat closely,OMITS,Favorable,OMITS,Yes,Good,Both,No,,,Yes,,Like my candidate with reservations,,Great deal,Help,,Undeclared/Independent,,1.448
,,Concord and Connecticut Valley,"Yes, for Bradley",30.0,74.0,14.0,Call 1,40-44,Male,McCain,,,Will rise,,,,Three or more,,,,Better,Strengthen Social Security,Not important at all,Republican,Somewhat important,,Post graduate study,,,"$100,000 or more",,,Somewhat liberal,Liberal,No,18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,Very closely,Unfavorable,Favorable,Unfavorable,Yes,Excellent,McCain,Yes,,,No,,Strongly favor my candidate,McCain,Great deal,Help,,Republican,,1.1420000000000001
,"Yes, for Bradley",Concord and Connecticut Valley,"Yes, for Bradley",30.0,74.0,15.0,Call 1,65-74,Male,McCain,,,Will rise,,,,None,,,,Same,Strengthen Social Security,Somewhat important,Independent,Very important,,College graduate,,,"$15,000-$29,999",,,Somewhat liberal,Liberal,"Yes, voter is a veteran",65 and over,18-74,Complete,60 and over,60 and over,Independent/Other,65 and over,65-74,Somewhat closely,Unfavorable,Favorable,Favorable,No,Good,McCain,Yes,,,No,,Strongly favor my candidate,McCain,Great deal,Help,,Undeclared/Independent,,1.185
Yes,,Concord and Connecticut Valley,,30.0,74.0,16.0,Call 2,30-39,,McCain,Within last week,Would like someone else,,World affairs,Cares about average American,My candidates positions on the issues,,OMITS,Other,Illegal in most cases,,,,Something else,,Once a week,High school graduate,Other Christian,Yes,"$30,000 - $49,999",Yes,OMITS,Moderate,Moderate,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,1.116
No,,Concord and Connecticut Valley,,30.0,74.0,17.0,Call 2,65-74,Female,McCain,Within last week,Satisfied with candidates,,Social Security/Medicare,Has the right experience,My candidates personal qualities,,Yes,Other,Illegal in most cases,,,,Republican,,Few times a year,High school graduate,Protestant,Yes,"$15,000-$29,999",OMITS,OMITS,Moderate,Moderate,"Yes, someone else in household",65 and over,18-74,Complete,60 and over,60 and over,Republican,65 and over,65-74,,,,,,,,,No,No,,Publicly discussed,,,,,Yes,Republican,Protestant/Other Christian,1.159
No,,Concord and Connecticut Valley,,30.0,74.0,18.0,Call 2,60-64,Male,McCain,This year,Satisfied with candidates,,Social Security/Medicare,Strong leader,My candidates personal qualities,,Yes,Did not vote,Illegal in all cases,,,,Independent,,Once a week,Some college/Associate,Protestant,No,"$50,000 - $74,999",Yes,No,Moderate,Moderate,"Yes, both voter and someone else",18-64,18-74,Complete,60 and over,60 and over,Independent/Other,50-64,50-64,,,,,,,,,No,No,,Publicly discussed,,,,,Yes,Undeclared/Independent,Protestant/Other Christian,1.185
Yes,,Concord and Connecticut Valley,,30.0,74.0,19.0,Call 2,60-64,Male,Forbes,Within last week,Satisfied with candidates,,Taxes,Has the right experience,My candidates positions on the issues,,No,Dole,Legal in most cases,,,,Republican,,Few times a year,High school graduate,Protestant,OMITS,"$50,000 - $74,999",OMITS,Yes,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,60 and over,60 and over,Republican,50-64,50-64,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Republican,Protestant/Other Christian,1.536
No,,Concord and Connecticut Valley,,30.0,74.0,20.0,Call 2,50-59,Female,McCain,Within last week,Satisfied with candidates,,Taxes,Cares about average American,My candidates personal qualities,,Yes,Other,Illegal in most cases,,,,Republican,,Few times a month,High school graduate,Protestant,OMITS,"$30,000 - $49,999",OMITS,No,Moderate,Moderate,No,18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,,,,,,,,,No,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,1.116
No,,Concord and Connecticut Valley,,30.0,74.0,21.0,Call 2,50-59,Male,McCain,Today,Satisfied with candidates,,Campaign finance reform,Stands up for beliefs,My candidates personal qualities,,No,Forbes,Illegal in most cases,,,,Something else,,Never,College graduate,None,No,"$15,000-$29,999",No,No,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,,,,,,,,,No,No,,Keep to themselves,,,,,No,Undeclared/Independent,None,1.1420000000000001
No,,Concord and Connecticut Valley,,30.0,74.0,22.0,Call 2,65-74,Female,McCain,Within last week,Satisfied with candidates,,Education,Cares about average American,My candidates personal qualities,,No,,Legal in all cases,,,,Independent,,Once a week,Some college/Associate,Protestant,OMITS,,OMITS,OMITS,Somewhat conservative,Conservative,"Yes, someone else in household",65 and over,18-74,Complete,60 and over,60 and over,Independent/Other,65 and over,65-74,,,,,,,,,Yes,No,,OMITS,,,,,No,Republican,Protestant/Other Christian,1.159
Yes,,Concord and Connecticut Valley,,30.0,74.0,23.0,Call 2,30-39,Male,McCain,This year,Satisfied with candidates,,Social Security/Medicare,Stands up for beliefs,My candidates positions on the issues,,No,Buchanan,Illegal in most cases,,,,Independent,,Few times a year,Some college/Associate,Protestant,No,"$50,000 - $74,999",Yes,No,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Undeclared/Independent,Protestant/Other Christian,1.1420000000000001
No,,Concord and Connecticut Valley,,30.0,74.0,24.0,Call 2,30-39,Female,McCain,This year,Would like someone else,,OMITS,OMITS,OMITS,,No,Other,Illegal in most cases,,,,Independent,,Few times a month,Post graduate study,Other Christian,Yes,"$50,000 - $74,999",Yes,No,Somewhat conservative,Conservative,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,Yes,,OMITS,,,,,OMITS,Undeclared/Independent,Protestant/Other Christian,1.116
,,Concord and Connecticut Valley,No,30.0,74.0,25.0,Call 2,50-59,Female,Forbes,,,Will fall,,,,None,,,,Same,Tax cut,Not too important,Republican,Very important,,Some college/Associate,,,"$30,000 - $49,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,Not too closely,Favorable,Favorable,Favorable,Yes,Excellent,Both,No,,,No,,Strongly favor my candidate,McCain,Good amount,Help,,Republican,,1.448
,,Concord and Connecticut Valley,No,30.0,74.0,26.0,Call 2,40-44,Male,McCain,,,OMITS,,,,Two,,,,Better,Tax cut,Not too important,Independent,Very important,,College graduate,,,,,,Somewhat conservative,Conservative,No,18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,Somewhat closely,Favorable,Favorable,Favorable,Yes,Good,McCain,No,,,No,,Strongly favor my candidate,McCain,Good amount,Hurt,,Republican,,1.1420000000000001
,,Concord and Connecticut Valley,"Yes, for Gore",30.0,74.0,27.0,Call 2,45-49,Male,McCain,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not important at all,Democrat,Somewhat important,,High school graduate,,,"$50,000 - $74,999",,,Somewhat liberal,Liberal,No,18-64,18-74,Complete,45-59,40-49,Democrat,40-49,40-49,Somewhat closely,Unfavorable,Favorable,Favorable,Yes,Excellent,McCain,No,,,Yes,,Strongly favor my candidate,McCain,Great deal,Help,,Not registered,,1.1420000000000001
,,Concord and Connecticut Valley,OMITS,30.0,74.0,28.0,Call 2,50-59,Male,McCain,,,Will rise,,,,One,,,,Better,Strengthen Social Security,Somewhat important,Independent,Somewhat important,,High school graduate,,,"$15,000-$29,999",,,Somewhat liberal,Liberal,"Yes, someone else in household",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,Somewhat closely,OMITS,OMITS,OMITS,,Excellent,McCain,Yes,,,No,,Dislike other candidate,McCain,Good amount,Hurt,,Republican,,1.1420000000000001
,No,Concord and Connecticut Valley,No,30.0,74.0,29.0,Call 2,18-24,Female,McCain,,,Will fall,,,,None,,,,Same,Strengthen Social Security,Not too important,Republican,Somewhat important,,High school graduate,,,"$15,000-$29,999",,,Moderate,Moderate,No,18-64,18-74,Complete,18-29,18-24,Republican,18-24,18-24,Somewhat closely,Favorable,Favorable,Unfavorable,No,Good,McCain,No,,,No,,Like my candidate with reservations,McCain,Good amount,Help,,Undeclared/Independent,,1.108
,,Concord and Connecticut Valley,"Yes, for Bradley",30.0,74.0,30.0,Call 2,30-39,Female,McCain,,,Will rise,,,,None,,,,Same,Strengthen Social Security,Very important,Independent,Very important,,College graduate,,,"$30,000 - $49,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,Very closely,Unfavorable,Favorable,Favorable,Yes,Good,McCain,OMITS,,,No,,Strongly favor my candidate,McCain,Great deal,Help,,Republican,,1.116
,,Concord and Connecticut Valley,OMITS,30.0,74.0,31.0,Call 2,65-74,Male,McCain,,,OMITS,,,,,,,,,Strengthen Social Security,Not important at all,,Very important,,,,,,,,,,,65 and over,18-74,Complete,60 and over,60 and over,,65 and over,65-74,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,,,OMITS,,Dislike other candidate,McCain,OMITS,OMITS,,Republican,,1.185
No,,Concord and Connecticut Valley,,30.0,74.0,32.0,Call 3,25-29,Male,Keyes,Today,Satisfied with candidates,,Taxes,Stands up for beliefs,My candidates positions on the issues,,No,Buchanan,Illegal in all cases,,,,Republican,,Never,High school graduate,Catholic,Yes,"$30,000 - $49,999",Yes,Yes,Very conservative,Conservative,No,18-64,18-74,Complete,18-29,25-29,Republican,25-29,25-29,,,,,,,,,Yes,No,,Publicly discussed,,,,,Yes,Republican,Catholic,0.902
Yes,,Concord and Connecticut Valley,,30.0,74.0,33.0,Call 3,40-44,Female,Bush,Within last week,Satisfied with candidates,,World affairs,Strong leader,My candidates personal qualities,,No,Other,Legal in most cases,,,,Republican,,Few times a year,Post graduate study,Protestant,OMITS,"$30,000 - $49,999",Yes,Yes,Moderate,Moderate,No,18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,,,,,,,,,No,No,,Keep to themselves,,,,,Yes,Republican,Protestant/Other Christian,1.447
Yes,,Concord and Connecticut Valley,,30.0,74.0,34.0,Call 3,50-59,Male,McCain,Within 3 days,Satisfied with candidates,,Moral values,Strong leader,My candidates personal qualities,,Yes,Buchanan,Illegal in most cases,,,,Republican,,More than once a week,College graduate,,OMITS,"$50,000 - $74,999",Yes,OMITS,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,Yes,Republican,,1.1420000000000001
No,,Concord and Connecticut Valley,,30.0,74.0,35.0,Call 3,50-59,Male,McCain,Within last week,Satisfied with candidates,,Social Security/Medicare,Cares about average American,My candidates positions on the issues,,No,Dole,OMITS,,,,Independent,,Few times a month,High school graduate,Protestant,Yes,"$50,000 - $74,999",Yes,Yes,Moderate,Moderate,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,1.1420000000000001
No,,Concord and Connecticut Valley,,30.0,74.0,36.0,Call 3,30-39,Male,McCain,Before that,OMITS,,Campaign finance reform,Stands up for beliefs,My candidates positions on the issues,,No,Did not vote,Legal in all cases,,,,,,Never,High school graduate,None,OMITS,,OMITS,No,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,,30-39,30-39,,,,,,,,,No,No,,Keep to themselves,,,,,No,Undeclared/Independent,None,1.1420000000000001
Yes,,Concord and Connecticut Valley,,30.0,74.0,37.0,Call 3,18-24,Male,Bush,Today,OMITS,,Taxes,OMITS,My candidates personal qualities,,OMITS,,Legal in most cases,,,,Independent,,OMITS,College graduate,,OMITS,"$15,000-$29,999",OMITS,OMITS,Moderate,Moderate,No,18-64,18-74,Complete,18-29,18-24,Independent/Other,18-24,18-24,,,,,,,,,No,No,,Keep to themselves,,,,,No,Undeclared/Independent,,1.469
Yes,,Concord and Connecticut Valley,,30.0,74.0,38.0,Call 3,45-49,Female,McCain,Within 3 days,Satisfied with candidates,,Moral values,Strong leader,My candidates personal qualities,,No,Buchanan,Legal in all cases,,,,Republican,,Few times a year,High school graduate,Something else,No,"$50,000 - $74,999",No,No,Somewhat conservative,Conservative,No,18-64,18-74,Complete,45-59,40-49,Republican,40-49,40-49,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Something else,1.116
Yes,,Concord and Connecticut Valley,,30.0,74.0,39.0,Call 3,40-44,Male,Bush,Within last week,Satisfied with candidates,,Taxes,Can win in November,OMITS,,No,,Illegal in most cases,,,,,,OMITS,,,OMITS,,OMITS,OMITS,,,,18-64,18-74,Not complete,30-44,40-49,,40-49,40-49,,,,,,,,,,,,OMITS,,,,,OMITS,,,1.48
Yes,,Concord and Connecticut Valley,,30.0,74.0,40.0,Call 3,30-39,Female,McCain,Today,Satisfied with candidates,,Moral values,Represents conservative values,My candidates personal qualities,,Yes,Did not vote,Illegal in most cases,,,,Independent,,More than once a week,Post graduate study,Protestant,OMITS,"$30,000 - $49,999",OMITS,OMITS,Very conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,No,No,,Publicly discussed,,,,,Yes,Undeclared/Independent,Protestant/Other Christian,1.116
OMITS,,Concord and Connecticut Valley,,30.0,74.0,41.0,Call 3,30-39,Female,McCain,This year,OMITS,,OMITS,Stands up for beliefs,My candidates positions on the issues,,No,Other,Illegal in most cases,,,,Independent,,Once a week,College graduate,Catholic,OMITS,"$50,000 - $74,999",OMITS,OMITS,Somewhat liberal,Liberal,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Undeclared/Independent,Catholic,1.116
,No,Concord and Connecticut Valley,No,30.0,74.0,42.0,Call 3,30-39,Female,Bush,,,Will fall,,,,None,,,,Better,Strengthen Social Security,Not too important,Independent,OMITS,,Some college/Associate,,,"$50,000 - $74,999",,,Somewhat liberal,Liberal,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,Somewhat closely,Favorable,Favorable,Unfavorable,Yes,Good,Both,No,,,No,,Strongly favor my candidate,Bush,Good amount,Hurt,,Undeclared/Independent,,1.447
,,Concord and Connecticut Valley,No,30.0,74.0,43.0,Call 3,40-44,Male,Bush,,,Will rise,,,,None,,,,Better,Tax cut,Not important at all,Republican,Somewhat important,,Some college/Associate,,,"$50,000 - $74,999",,,Very conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,Somewhat closely,Favorable,Favorable,Unfavorable,No,Good,Both,No,,,No,,Strongly favor my candidate,Bush,Little,Hurt,,Republican,,1.48
,,Concord and Connecticut Valley,"Yes, for Bradley",30.0,74.0,44.0,Call 3,65-74,Female,McCain,,,Will fall,,,,None,,,,Worse,Strengthen Social Security,Not too important,Republican,Somewhat important,,High school graduate,,,"$15,000-$29,999",,,Moderate,Moderate,"Yes, someone else in household",65 and over,18-74,Complete,60 and over,60 and over,Republican,65 and over,65-74,Somewhat closely,OMITS,Favorable,OMITS,No,Not so good,McCain,No,,,Yes,,Strongly favor my candidate,,Not at all,Help,,Republican,,1.159
,,Concord and Connecticut Valley,No,30.0,74.0,45.0,Call 3,30-39,Male,McCain,,,Will fall,,,,None,,,,Same,OMITS,Very important,Republican,Somewhat important,,College graduate,,,"$15,000-$29,999",,,Very conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Somewhat closely,Favorable,Favorable,Unfavorable,Yes,Good,McCain,No,,,Yes,,Like my candidate with reservations,Bush,Great deal,Help,,Republican,,1.1420000000000001
,,Concord and Connecticut Valley,No,30.0,74.0,46.0,Call 3,50-59,Female,McCain,,,Will rise,,,,Three or more,,,,Better,Strengthen Social Security,Not important at all,Republican,Not important at all,,High school graduate,,,"$50,000 - $74,999",,,Somewhat liberal,Liberal,"Yes, someone else in household",18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,Very closely,Unfavorable,Favorable,Unfavorable,No,Not so good,McCain,No,,,No,,Strongly favor my candidate,McCain,Good amount,Help,,Republican,,1.116
,"Yes, for Bradley",Concord and Connecticut Valley,"Yes, for Bradley",30.0,74.0,47.0,Call 3,18-24,Male,McCain,,,Will rise,,,,None,,,,Better,Tax cut,Very important,Independent,Very important,,Did not complete high school,,,"$30,000 - $49,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,18-29,18-24,Independent/Other,18-24,18-24,Very closely,Unfavorable,Favorable,Favorable,No,Good,McCain,Yes,,,No,,Strongly favor my candidate,McCain,Little,Help,,Undeclared/Independent,,1.133
,,Concord and Connecticut Valley,No,30.0,74.0,48.0,Call 3,40-44,Male,McCain,,,Will rise,,,,Two,,,,Better,Strengthen Social Security,Not important at all,Republican,Somewhat important,,College graduate,,,"$100,000 or more",,,Somewhat liberal,Liberal,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,Very closely,Favorable,Favorable,Unfavorable,Yes,Good,McCain,No,,,Yes,,Strongly favor my candidate,McCain,Great deal,Hurt,,Republican,,1.1420000000000001
,,Concord and Connecticut Valley,"Yes, for Gore",30.0,74.0,49.0,Call 3,40-44,Female,McCain,,,Will rise,,,,None,,,,Better,Tax cut,Not too important,Republican,Somewhat important,,Did not complete high school,,,"$50,000 - $74,999",,,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,Very closely,Unfavorable,Favorable,Unfavorable,No,Good,McCain,No,,,No,,Like my candidate with reservations,Bush,Little,Help,,Republican,,1.116
,,Concord and Connecticut Valley,"Yes, for Gore",30.0,74.0,50.0,Call 3,18-24,Female,Bush,,,Will fall,,,,None,,,,Same,OMITS,Somewhat important,Independent,Not important at all,,High school graduate,,,"$15,000-$29,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,18-29,18-24,Independent/Other,18-24,18-24,Somewhat closely,Favorable,Favorable,Unfavorable,Yes,Good,Bush,Yes,,,No,,Strongly favor my candidate,McCain,Good amount,Help,,,,1.436
,,Concord and Connecticut Valley,No,30.0,74.0,51.0,Call 3,25-29,Female,McCain,,,Will rise,,,,None,,,,Better,Tax cut,Not too important,Republican,Very important,,Some college/Associate,,,"$50,000 - $74,999",,,Moderate,Moderate,No,18-64,18-74,Complete,18-29,25-29,Republican,25-29,25-29,Very closely,Unfavorable,Favorable,Favorable,Yes,Good,McCain,No,,,No,,Strongly favor my candidate,McCain,Great deal,Help,,Not registered,,1.108
No,,Concord and Connecticut Valley,,30.0,76.0,1.0,Call 1,50-59,Male,McCain,Within last week,Satisfied with candidates,,Campaign finance reform,Strong leader,My candidates personal qualities,,No,Other,Illegal in all cases,,,,Independent,,Few times a month,College graduate,Something else,No,"$50,000 - $74,999",No,No,Somewhat conservative,Conservative,No,18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,,,,,,,,,No,No,,Publicly discussed,,,,,No,Undeclared/Independent,Something else,1.5190000000000001
Yes,,Concord and Connecticut Valley,,30.0,76.0,2.0,Call 1,30-39,Female,McCain,Within last week,Satisfied with candidates,,Campaign finance reform,Strong leader,My candidates personal qualities,,No,Dole,Illegal in most cases,,,,Independent,,Few times a year,Post graduate study,Catholic,Yes,"$50,000 - $74,999",OMITS,Yes,Very conservative,Conservative,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Republican,Catholic,1.486
