BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,BEATDEM,REL5,WEIGHT
COMPLETED,LARGE CITIES,7.0,31.0,5.0,FIRST CALL,65-74,FEMALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,NO,OMITS,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"UNDER $15,000",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,OMITS,MCCAIN,NO,NEITHER,YES,NO,OMITS,MCCAIN,CATHOLIC,0.556
COMPLETED,LARGE CITIES,7.0,31.0,6.0,FIRST CALL,65-74,MALE,BUSH,BEFORE THAT,ABORTION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,OMITS,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,0.686
COMPLETED,LARGE CITIES,7.0,31.0,7.0,FIRST CALL,40-44,MALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.548
COMPLETED,LARGE CITIES,7.0,31.0,8.0,FIRST CALL,60-64,MALE,MCCAIN,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,OMITS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,CATHOLIC,0.5710000000000001
COMPLETED,LARGE CITIES,7.0,31.0,9.0,FIRST CALL,50-59,FEMALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.533
COMPLETED,LARGE CITIES,7.0,31.0,10.0,SECOND CALL,18-24,MALE,BUSH,WITHIN LAST WEEK,TAXES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NEITHER,NO,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.767
COMPLETED,LARGE CITIES,7.0,31.0,11.0,SECOND CALL,65-74,FEMALE,UNCOMMITTED,TODAY,SOCIAL SECURITY/MEDICARE,OMITS,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,ALL VOTERS,GORE,GORE,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.4
COMPLETED,LARGE CITIES,7.0,31.0,12.0,SECOND CALL,75+,FEMALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,NO,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,CATHOLIC,0.668
COMPLETED,LARGE CITIES,7.0,31.0,13.0,SECOND CALL,75+,MALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.686
COMPLETED,LARGE CITIES,7.0,31.0,14.0,SECOND CALL,30-39,FEMALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,TOO CONSERVATIVE,MCCAIN,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,0.444
COMPLETED,LARGE CITIES,7.0,31.0,15.0,SECOND CALL,65-74,,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,OMITS,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,NONE,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,YES,NO,LOYAL REPUBLICAN,MCCAIN,NONE,0.5710000000000001
COMPLETED,LARGE CITIES,7.0,31.0,16.0,SECOND CALL,40-44,MALE,BUSH,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,,YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,BUSH,CATHOLIC,0.548
COMPLETED,LARGE CITIES,7.0,31.0,17.0,SECOND CALL,30-39,FEMALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,TOO CONSERVATIVE,MCCAIN,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,0.444
COMPLETED,LARGE CITIES,7.0,31.0,18.0,SECOND CALL,75+,MALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.686
COMPLETED,LARGE CITIES,7.0,31.0,19.0,SECOND CALL,75+,FEMALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,NO,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,CATHOLIC,0.668
COMPLETED,LARGE CITIES,7.0,31.0,20.0,SECOND CALL,65-74,FEMALE,UNCOMMITTED,TODAY,SOCIAL SECURITY/MEDICARE,OMITS,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,ALL VOTERS,GORE,GORE,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.4
COMPLETED,LARGE CITIES,7.0,31.0,21.0,SECOND CALL,18-24,MALE,BUSH,WITHIN LAST WEEK,TAXES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NEITHER,NO,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.767
COMPLETED,LARGE CITIES,7.0,31.0,22.0,SECOND CALL,65-74,MALE,BUSH,TODAY,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,YES,BOTH,NO,YES,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.686
COMPLETED,LARGE CITIES,7.0,31.0,23.0,SECOND CALL,65-74,,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,OMITS,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,NONE,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,YES,NO,LOYAL REPUBLICAN,MCCAIN,NONE,0.556
COMPLETED,LARGE CITIES,7.0,31.0,24.0,SECOND CALL,40-44,MALE,BUSH,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,,YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,BUSH,CATHOLIC,0.548
COMPLETED,LARGE CITIES,7.0,31.0,25.0,THIRD CALL,30-39,MALE,BUSH,WITHIN LAST WEEK,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,0.548
COMPLETED,LARGE CITIES,7.0,31.0,26.0,THIRD CALL,30-39,FEMALE,BUSH,BEFORE THAT,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,CATHOLIC,0.533
COMPLETED,LARGE CITIES,7.0,31.0,27.0,THIRD CALL,40-44,MALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.548
COMPLETED,LARGE CITIES,7.0,31.0,28.0,THIRD CALL,45-49,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.444
COMPLETED,LARGE CITIES,7.0,31.0,29.0,THIRD CALL,30-39,MALE,MCCAIN,WITHIN LAST 3 DAYS,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,OMITS,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,BOTH,YES,NO,LOYAL REPUBLICAN,MCCAIN,CATHOLIC,0.457
COMPLETED,LARGE CITIES,7.0,31.0,30.0,THIRD CALL,60-64,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,MCCAIN,CATHOLIC,0.5710000000000001
COMPLETED,LARGE CITIES,7.0,31.0,31.0,THIRD CALL,60-64,FEMALE,OTHERS,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,ALL VOTERS,GORE,GORE,TOO CONSERVATIVE,NEITHER,YES,NEITHER,NO,NO,LOYAL REPUBLICAN,MCCAIN,CATHOLIC,3.321
COMPLETED,LARGE CITIES,7.0,31.0,32.0,THIRD CALL,40-44,FEMALE,BUSH,BEFORE THAT,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,BOTH,NO,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.533
COMPLETED,LARGE CITIES,7.0,31.0,33.0,THIRD CALL,75+,MALE,MCCAIN,TODAY,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,"$15,000-$29,000",YES,VERY LIBERAL,LIBERAL,65+,75+,STATE,60+,60+,DEMOCRAT,65+,75+,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,ABOUT RIGHT,NEITHER,YES,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,MCCAIN,CATHOLIC,0.5710000000000001
COMPLETED,LARGE CITIES,7.0,32.0,1.0,SECOND CALL,50-59,MALE,MCCAIN,BEFORE THAT,OMITS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,OMITS,NO,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,YES,YES,LOYAL REPUBLICAN,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.037
COMPLETED,LARGE CITIES,7.0,32.0,2.0,SECOND CALL,75+,FEMALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,OMITS,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,1.518
COMPLETED,LARGE CITIES,7.0,32.0,3.0,SECOND CALL,65-74,FEMALE,UNCOMMITTED,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,JEWISH,,OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,OMITS,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,OMITS,OMITS,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,JEWISH,0.906
COMPLETED,LARGE CITIES,7.0,32.0,4.0,THIRD CALL,65-74,FEMALE,MCCAIN,THIS YEAR,OMITS,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,OMITS,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,NO,LOYAL REPUBLICAN,MCCAIN,CATHOLIC,1.264
COMPLETED,LARGE CITIES,7.0,32.0,5.0,THIRD CALL,50-59,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NONE,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,LOYAL REPUBLICAN,MCCAIN,NONE,1.037
COMPLETED,CONNECTICUT VALLEY,7.0,36.0,1.0,SECOND CALL,30-39,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,DEMOCRAT,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,BUSH,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.757
COMPLETED,CONNECTICUT VALLEY,7.0,36.0,2.0,SECOND CALL,30-39,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,CATHOLIC,0.53
COMPLETED,CONNECTICUT VALLEY,7.0,36.0,3.0,SECOND CALL,60-64,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.74
