ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,ISSUE,NEC,iraqtrps,gwbangr,gaymrrge,barbangr,kerryms,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1067618.0,Mississippi,28.0,Call 2,Backside complete,1.45793688297272,John Kerry,Female,White,No,50-59,Democrat,,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,Other Christian,A few times a year,No,Economy/Jobs,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,Omit,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39571.0
1067622.0,Mississippi,119.0,Call 2,Backside complete,0.534293115139008,John Kerry,Male,Black,,50-59,Democrat,Moderate,Did not complete high school,"Under $15,000",Worse today,No one does,Other Christian,Once a week,No,Economy/Jobs,Poor,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1067623.0,Mississippi,119.0,Call 2,Backside complete,0.549334049224854,John Kerry,Female,Black,No,60-64,Democrat,Somewhat liberal,Postgraduate study,,About the same,No one does,Other Christian,More than once a week,No,Omit,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Omit,Very confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,College degree,,Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1067624.0,Mississippi,40.0,Call 2,Backside complete,0.828113079071045,John Kerry,Male,Black,No,75 or over,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Something else,Once a week,No,Health care/Medicare,Good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,65 or over,Democrat,Moderate,Something else,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,39146.0
1067625.0,Mississippi,89.0,Call 2,Backside complete,1.08158338069916,John Kerry,Male,White,No,75 or over,Independent,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",About the same,,Protestant,A few times a month,No,Economy/Jobs,Good,Omit,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Dissatisfied, but not angry",Somewhat likely,Omit,Somewhat,Had no effect on jobs in your state,Very confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Omit,Very/somewhat likely,A lot/somewhat,Excellent/Good,65 or over,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,,,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1067632.0,Mississippi,68.0,Call 2,Backside complete,0.524299383163452,John Kerry,Female,,No,60-64,Democrat,Very liberal,Did not complete high school,"Under $15,000",Worse today,,Other Christian,Once a week,,Omit,Not so good,Omit,Angry,Omit,Angry,Very likely,Hillary Clinton,A lot,Omit,Somewhat confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Omit,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,,,,Very/somewhat confident,,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1067637.0,Mississippi,119.0,Call 2,Backside complete,0.534293115139008,John Kerry,Male,Black,No,45-49,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,No one does,Other Christian,Once a week,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,Angry,Very likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1067638.0,Mississippi,40.0,Call 2,Backside complete,0.738435208797455,Al Sharpton,Female,Black,No,30-39,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,Something else,Once a week,No,Health care/Medicare,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Not too confident,30-44,30-44,30-39,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Something else,All others/Omits,Non-white female,No,No,Not too/not at all confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,39146.0
1067639.0,Mississippi,36.0,Call 2,Backside complete,0.789824604988098,John Kerry,Male,Black,No,40-44,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do",Protestant,Once a week,No,Economy/Jobs,Poor,Withdraw all troops,Angry,Omit,Omit,Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1067640.0,Mississippi,89.0,Call 2,Backside complete,0.938236713409424,John Kerry,Female,White,No,75 or over,Independent,Somewhat liberal,High school graduate,"$30,000-$49,999",About the same,No one does,Protestant,Once a week,No,Health care/Medicare,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,Omit,Somewhat,Omit,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1067642.0,Mississippi,68.0,Call 2,Backside complete,0.61335164308548,John Kerry,Male,White,No,45-49,Democrat,,Did not complete high school,"Under $15,000",Worse today,No one does,Something else,Omit,No,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,Omit,A lot,Taken more jobs from your state,Omit,45-64,45-59,40-49,Omit,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,,Something else,White Something else,White male,No,No,Omit,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1067647.0,Mississippi,119.0,Call 2,Backside complete,0.507825136184692,John Kerry,Female,Black,No,50-59,Democrat,Moderate,College graduate,"$30,000-$49,999",Better today,No one does,Something else,More than once a week,No,Health care/Medicare,Excellent,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Very likely,Omit,A lot,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Weekly,All others/Omits,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Moderate,Something else,All others/Omits,Non-white female,No,No,Not too/not at all confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1067648.0,Mississippi,40.0,Call 2,Backside complete,0.606090664863586,John Kerry,Female,Black,No,50-59,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Other Christian,Once a week,No,Education,Not so good,Withdraw all troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,39146.0
1067650.0,Mississippi,89.0,Call 2,Backside complete,1.08158338069916,John Kerry,Male,White,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,Other Christian,Omit,No,Economy/Jobs,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Omit,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1067651.0,Mississippi,89.0,Call 2,Backside complete,1.41660058498383,John Edwards,Female,White,No,45-49,Democrat,Somewhat liberal,College graduate,,About the same,No one does,Protestant,Once a week,No,Economy/Jobs,Good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,John Edwards,A lot,Omit,Very confident,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,College degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1067655.0,Mississippi,83.0,Call 2,Backside complete,1.38216078281403,Uncommitted,Female,White,No,50-59,Something Else,Moderate,Some college or associate degree,,Worse today,No one does,Protestant,More than once a week,No,Economy/Jobs,Not so good,Keep the same number of troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,Wesley Clark,Somewhat,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,,Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Not too/not at all confident,White,Southeast,"City: 10,000 to 49,999",Small cities and Rural,4.0,39429.0
1067656.0,Mississippi,68.0,Call 2,Backside complete,0.459032088518143,John Kerry,Male,Black,No,30-39,Democrat,Moderate,,"$15,000-$29,999",About the same,No one does,Catholic,A few times a month,No,Economy/Jobs,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Occasionally,Catholic/Do not attend weekly,,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Catholic,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1067657.0,Mississippi,68.0,Call 2,Backside complete,0.459032088518143,John Kerry,Male,Black,No,30-39,Democrat,Somewhat liberal,College graduate,"$15,000-$29,999",Worse today,No one does,Other Christian,More than once a week,Yes,Education,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1067659.0,Mississippi,119.0,Call 2,Backside complete,0.633262932300568,John Kerry,Male,Black,No,60-64,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,Protestant,A few times a year,No,Omit,Poor,Keep the same number of troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1067661.0,Mississippi,40.0,Call 2,Backside complete,0.459032088518143,Dennis Kucinich,Male,White,No,65-74,Republican,Somewhat conservative,Some college or associate degree,"$15,000-$29,999",Better today,No one does,Other Christian,A few times a month,No,Economy/Jobs,Not so good,Send more troops,Enthusaistic,Gay couples allowed to legally form civil unions,Enthusaistic,Not at all likely,Wesley Clark,Not much,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Not so good/Poor,65 or over,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Jackson & Delta,Rural,Small cities and Rural,2.0,39146.0
1067662.0,Mississippi,36.0,Call 2,Backside complete,0.657987475395203,John Kerry,Female,Black,No,18-24,Democrat,Somewhat liberal,College graduate,"Under $15,000",Worse today,No one does,Other Christian,More than once a week,No,Economy/Jobs,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Omit,A lot,Taken more jobs from your state,Somewhat confident,18-29,18-29,18-24,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1067664.0,Mississippi,89.0,Call 2,Backside not complete,0.492540419101715,John Kerry,Female,Black,No,75 or over,,,,,,,,,,Taxes,,Omit,"Dissatisfied, but not angry",,"Satisfied, but not enthusiastic",Very likely,Omit,,Created more jobs in your state,,65 or over,60 or over,65 or over,,,,,Omit,Very/somewhat likely,,,65 or over,,,,,Non-white female,,,,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1067666.0,Mississippi,67.0,Call 2,Backside not complete,1.09902167320251,John Kerry,,Black,,30-39,,,,,,,,,,Health care/Medicare,,Withdraw all troops,"Satisfied, but not enthusiastic",,"Satisfied, but not enthusiastic",Not at all likely,John Edwards,,Taken more jobs from your state,,30-44,30-44,30-39,,,,,Withdraw some/all troops,Not too/Not at all likely,,,18-64,,,,,,,,,Black,Northeast,Rural,Small cities and Rural,1.0,38849.0
1067667.0,Mississippi,119.0,Call 2,Backside complete,0.633262932300568,John Kerry,Male,Black,No,75 or over,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",Worse today,No one does,Catholic,More than once a week,No,Economy/Jobs,Not so good,Keep the same number of troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Wesley Clark,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,College degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1067668.0,Mississippi,119.0,Call 2,Backside complete,0.534293115139008,John Kerry,Male,Black,No,30-39,Democrat,Moderate,Postgraduate study,"$75,000-$99,999",About the same,No one does,Protestant,A few times a year,No,Economy/Jobs,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Not too likely,Wesley Clark,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1067671.0,Mississippi,40.0,Call 2,Backside complete,0.606090664863586,John Kerry,Female,Black,No,50-59,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,Something else,Once a week,No,Health care/Medicare,Good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Moderate,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,39146.0
1067673.0,Mississippi,36.0,Call 2,Backside complete,0.685145974159241,John Kerry,Female,Black,No,50-59,Democrat,Very liberal,College graduate,"Under $15,000",Worse today,No one does,Other Christian,Once a week,No,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1067675.0,Mississippi,89.0,Call 2,Backside complete,0.938236713409424,John Kerry,Female,White,No,60-64,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",Worse today,No one does,Protestant,Once a week,No,Economy/Jobs,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Not too likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1067677.0,Mississippi,50.0,Call 2,Backside complete,1.83433067798615,Al Sharpton,Female,Black,No,18-24,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,Other Christian,A few times a month,No,Economy/Jobs,Poor,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Somewhat likely,Hillary Clinton,A lot,Taken more jobs from your state,Very confident,18-29,18-29,18-24,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Southeast,Rural,Small cities and Rural,4.0,39356.0
1067678.0,Mississippi,68.0,Call 2,Backside complete,0.492152988910675,Al Sharpton,Male,Black,No,45-49,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",Worse today,,Protestant,More than once a week,No,The situation in Iraq,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,Omit,Not at all likely,Hillary Clinton,Somewhat,Omit,Somewhat confident,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,,,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1067679.0,Mississippi,68.0,Call 2,Backside complete,0.459032088518143,John Kerry,Male,Black,No,50-59,Democrat,Very conservative,High school graduate,,About the same,No one does,Something else,A few times a month,No,Health care/Medicare,Poor,Send more troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,Angry,Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Occasionally,All others/Omits,No college degree,,Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Conservative,Something else,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1067680.0,Mississippi,119.0,Call 2,Backside complete,0.549334049224854,John Kerry,Female,Black,No,75 or over,Democrat,Somewhat liberal,Did not complete high school,"Under $15,000",About the same,No one does,Other Christian,Once a week,No,Health care/Medicare,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Mary Landrieu,Not much,Omit,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,Not much/Not at all,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1067684.0,Mississippi,40.0,Call 2,Backside complete,0.606090664863586,John Kerry,Female,Hispanic/Latino,Yes,50-59,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,Other Christian,Once a week,No,Health care/Medicare,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,39146.0
1067686.0,Mississippi,36.0,Call 2,Backside complete,0.789824604988098,John Kerry,Male,Black,No,50-59,Democrat,Moderate,College graduate,"$50,000-$74,999",Worse today,No one does,Something else,A few times a month,No,Economy/Jobs,Not so good,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,Bob Graham,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Occasionally,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Something else,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1067687.0,Mississippi,89.0,Call 2,Backside complete,0.459032088518143,Dennis Kucinich,Female,White,No,60-64,Democrat,Very liberal,Postgraduate study,"$75,000-$99,999",Worse today,No one does,Protestant,A few times a year,No,The situation in Iraq,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Somewhat likely,John Edwards,A lot,Had no effect on jobs in your state,Not too confident,45-64,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Not too/not at all confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1067688.0,Mississippi,89.0,Call 2,Backside complete,1.63303303718567,John Edwards,Male,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,None,Never,No,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Very likely,Wesley Clark,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Never,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,None,White None,White male,No,No,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1067690.0,Mississippi,50.0,Call 2,Backside complete,0.868667125701904,John Kerry,Female,Black,No,25-29,Independent,Moderate,High school graduate,"Under $15,000",Better today,No one does,Something else,A few times a year,Yes,Taxes,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,Hillary Clinton,A lot,Taken more jobs from your state,Very confident,18-29,18-29,25-29,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Independent,Moderate,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Southeast,Rural,Small cities and Rural,4.0,39356.0
1067691.0,Mississippi,68.0,Call 2,Backside complete,0.576206922531128,John Edwards,Male,Hispanic/Latino,Yes,50-59,Democrat,Very liberal,Did not complete high school,"$15,000-$29,999",Worse today,"Yes, someone else does",Something else,Never,,Health care/Medicare,Excellent,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Never,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white male,"Yes, I am or someone in household is",No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
