ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,FlagVPri,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
998926.0,Georgia,67.0,Call 2,Backside complete,0.672060370445251,John Kerry,Female,Black,No,30-39,Democrat,Very liberal,Some college or associate degree,"Under $15,000",Worse today,No one does,Other Christian,In the last week,Economy/Jobs,He is honest and trustworthy,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,Today's presidential primary,30-44,30-44,30-39,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",5.0,30308.0
998934.0,Georgia,29.0,Call 2,Backside complete,0.885523736476898,John Edwards,Female,White,No,60-64,Republican,Somewhat conservative,High school graduate,"$100,000 or more",Worse today,No one does,Protestant,In the last three days,Economy/Jobs,Omit,Omit,Enthusaistic,Omit,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Neither candidate,No,Takes more jobs from your state,Neither candidate,Today's vote on the state flag,45-64,60 or over,50-64,Omit,No college degree,No,"$50,000 or more",18-64,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Atlanta suburbs,Suburbs,Suburbs,6.0,30127.0
998936.0,Georgia,21.0,Call 2,Backside complete,0.562146246433258,John Kerry,Male,White,No,45-49,Democrat,Moderate,College graduate,"$50,000-$74,999",Better today,No one does,Protestant,In the last week,The war in Iraq,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,Today's presidential primary,45-64,45-59,40-49,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Atlanta,Suburbs,Suburbs,13.0,30349.0
998943.0,Georgia,50.0,Call 2,Backside complete,0.728774070739746,John Kerry,Female,Black,No,60-64,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Protestant,In the last month,National security/Terrorism,He is honest and trustworthy,Very important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,Today's presidential primary,45-64,60 or over,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Atlanta,Suburbs,Suburbs,4.0,30068.0
998947.0,Georgia,65.0,Call 2,Backside complete,0.73189389705658,Dennis Kucinich,Male,White,No,50-59,Independent,Very conservative,Postgraduate study,"$50,000-$74,999",Better today,No one does,Protestant,Today,The war in Iraq,He is honest and trustworthy,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Neither candidate,No,Has no effect on jobs in your state,Neither candidate,Today's vote on the state flag,45-64,45-59,50-64,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Atlanta suburbs,Suburbs,Suburbs,7.0,30024.0
998948.0,Georgia,65.0,Call 2,Backside complete,1.06419694423676,John Kerry,Male,White,No,75 or over,Republican,Somewhat conservative,College graduate,"$100,000 or more",Better today,No one does,Catholic,Today,Health care/Medicare,He cares about people like me,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Neither candidate,Yes,Has no effect on jobs in your state,Both candidates,Today's vote on the state flag,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"$50,000 or more",65 or over,Republican,Conservative,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Atlanta suburbs,Suburbs,Suburbs,7.0,30024.0
998950.0,Georgia,56.0,Call 2,Backside complete,0.778420150279999,John Kerry,Male,Black,,75 or over,Democrat,Very conservative,,"Under $15,000",About the same,No one does,Protestant,In the last three days,Health care/Medicare,He stands up for what he believes,Somewhat important,Enthusaistic,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Has no effect on jobs in your state,Only John Kerry,Today's vote on the state flag,65 or over,60 or over,65 or over,Very/somewhat important,,No,"Under $50,000",65 or over,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,Black,South,"City: 50,000 to 500,000","City over 50,000",2.0,31701.0
998951.0,Georgia,70.0,Call 2,Backside complete,0.91825532913208,John Kerry,Female,Black,No,65-74,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Other Christian,In the last week,Economy/Jobs,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Creates more jobs in your state,Only John Kerry,Today's presidential primary,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Yes,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",5.0,30307.0
998954.0,Georgia,71.0,Call 2,Backside complete,0.562146246433258,John Kerry,Female,White,No,50-59,Democrat,Very liberal,College graduate,"$50,000-$74,999",Worse today,No one does,Catholic,In the last month,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,Today's presidential primary,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Atlanta,"City: 50,000 to 500,000","City over 50,000",5.0,30344.0
998956.0,Georgia,8.0,Call 2,Backside complete,1.53389751911163,John Kerry,Male,White,No,60-64,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Other Christian,Before that,Economy/Jobs,He can defeat George W. Bush,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Has no effect on jobs in your state,Only John Kerry,Today's presidential primary,45-64,60 or over,50-64,Not too/not at all important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,South,Rural,Small cities and Rural,1.0,31568.0
998967.0,Georgia,29.0,Call 2,Backside complete,0.847200930118561,Al Sharpton,Male,White,No,30-39,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",About the same,No one does,None,Today,Taxes,He cares about people like me,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,No,Has no effect on jobs in your state,Neither candidate,Today's vote on the state flag,30-44,30-44,30-39,Not too/not at all important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,None,White None,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Atlanta suburbs,Suburbs,Suburbs,6.0,30127.0
998973.0,Georgia,67.0,Call 2,Backside complete,0.672060370445251,John Kerry,Female,Black,No,50-59,Independent,Moderate,College graduate,,Worse today,No one does,Protestant,In the last month,Economy/Jobs,He has the right experience,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Neither candidate,No,Takes more jobs from your state,Both candidates,Today's presidential primary,45-64,45-59,50-64,Very/somewhat important,College degree,No,,18-64,Independent,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",5.0,30308.0
998974.0,Georgia,50.0,Call 2,Backside complete,0.650725126266479,John Kerry,Female,Black,No,45-49,Something Else,Somewhat conservative,College graduate,"$50,000-$74,999",About the same,"Yes, someone else does",Something else,In the last month,Economy/Jobs,He has the right experience,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Omit,Today's vote on the state flag,45-64,45-59,40-49,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Independent,Conservative,Something else,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,Non-white female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Omit,Omit,"Yes, I am or someone in household is",No,Black,Atlanta,Suburbs,Suburbs,4.0,30068.0
998976.0,Georgia,65.0,Call 2,Backside complete,1.04533398151398,John Kerry,Female,Hispanic/Latino,Yes,45-49,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,Catholic,Today,The war in Iraq,He has a positive message,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,Today's presidential primary,45-64,45-59,40-49,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Atlanta suburbs,Suburbs,Suburbs,7.0,30024.0
998980.0,Georgia,31.0,Call 2,Backside complete,0.717386305332184,John Edwards,Female,White,No,65-74,Democrat,Moderate,,"$15,000-$29,999",About the same,No one does,Protestant,Before that,Health care/Medicare,He has a positive message,Very important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Only John Edwards,Today's presidential primary,65 or over,60 or over,65 or over,Very/somewhat important,,No,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,No,No,White,Atlanta suburbs,Suburbs,Suburbs,11.0,30080.0
998983.0,Georgia,71.0,Call 2,Backside complete,0.650725126266479,John Kerry,Female,Black,No,50-59,Democrat,Moderate,College graduate,"$15,000-$29,999",Worse today,No one does,Protestant,Before that,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,Today's presidential primary,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"Under $50,000",18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",5.0,30344.0
998987.0,Georgia,8.0,Call 2,Backside complete,1.68630993366241,John Edwards,Male,White,No,65-74,Independent,Moderate,College graduate,"$30,000-$49,999",Worse today,No one does,Protestant,Today,Economy/Jobs,He has a positive message,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,Today's presidential primary,65 or over,60 or over,65 or over,Very/somewhat important,College degree,No,"Under $50,000",65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,South,Rural,Small cities and Rural,1.0,31568.0
998991.0,Georgia,113.0,Call 2,Backside complete,0.641417622566223,Howard Dean,Female,Black,No,50-59,Democrat,Very liberal,High school graduate,"$15,000-$29,999",About the same,No one does,None,In the last week,Economy/Jobs,He has a positive message,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,Today's presidential primary,45-64,45-59,50-64,Very/somewhat important,No college degree,Omit,"Under $50,000",18-64,Democrat,Liberal,None,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Central,"City: 10,000 to 49,999",Small cities and Rural,3.0,31063.0
999004.0,Georgia,29.0,Call 2,Backside complete,0.885523736476898,John Edwards,Female,White,No,65-74,Republican,Very conservative,College graduate,,About the same,No one does,Protestant,Before that,National security/Terrorism,He stands up for what he believes,Somewhat important,Enthusaistic,Omit,Omit,Satisfied if either one is the nominee,Neither candidate,No,Has no effect on jobs in your state,Neither candidate,Today's vote on the state flag,65 or over,60 or over,65 or over,Very/somewhat important,College degree,No,,65 or over,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Atlanta suburbs,Suburbs,Suburbs,6.0,30127.0
999005.0,Georgia,21.0,Call 2,Backside complete,0.582277178764343,John Kerry,Male,Black,No,40-44,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",About the same,No one does,Protestant,In the last three days,Economy/Jobs,He stands up for what he believes,Omit,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,Today's presidential primary,30-44,30-44,40-49,Omit,College degree,No,"Under $50,000",18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,Black,Atlanta,Suburbs,Suburbs,13.0,30349.0
999006.0,Georgia,67.0,Call 2,Backside complete,0.672060370445251,John Kerry,Female,Black,No,50-59,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Protestant,In the last month,National security/Terrorism,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,Today's presidential primary,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",5.0,30308.0
999011.0,Georgia,65.0,Call 2,Backside complete,1.05425000190735,John Edwards,Female,White,No,40-44,Independent,Moderate,College graduate,"$100,000 or more",Better today,No one does,Protestant,In the last month,National security/Terrorism,He has a positive message,Not too important,Enthusaistic,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Edwards is the nominee,Only John Edwards,No,Creates more jobs in your state,Only John Edwards,Today's vote on the state flag,30-44,30-44,40-49,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,No,No,White,Atlanta suburbs,Suburbs,Suburbs,7.0,30024.0
999018.0,Georgia,56.0,Call 2,Backside complete,0.695054292678833,John Kerry,Male,Black,No,45-49,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",About the same,No one does,Protestant,In the last week,National security/Terrorism,He has the right experience,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,Today's presidential primary,45-64,45-59,40-49,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,Black,South,"City: 50,000 to 500,000","City over 50,000",2.0,31701.0
999019.0,Georgia,113.0,Call 2,Backside complete,0.650220692157745,John Edwards,Male,Black,No,65-74,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,Protestant,In the last month,Health care/Medicare,He cares about people like me,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Edwards,Today's presidential primary,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,Non-white male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,No,No,Black,Central,"City: 10,000 to 49,999",Small cities and Rural,3.0,31063.0
999021.0,Georgia,70.0,Call 2,Backside complete,0.988797008991241,John Kerry,Female,Black,No,25-29,Democrat,Somewhat conservative,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Other Christian,Today,Taxes,He has a positive message,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Kerry,No,Takes more jobs from your state,Both candidates,Today's presidential primary,18-29,18-29,25-29,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",5.0,30307.0
999022.0,Georgia,71.0,Call 2,Backside complete,0.59151965379715,John Kerry,Male,Black,No,50-59,Democrat,Moderate,College graduate,"$75,000-$99,999",Worse today,"Yes, I do",Other Christian,Before that,Economy/Jobs,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,Today's presidential primary,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",5.0,30344.0
999025.0,Georgia,8.0,Call 2,Backside complete,1.78320038318634,Dennis Kucinich,Male,White,No,50-59,Independent,Very conservative,High school graduate,"$100,000 or more",Better today,No one does,Protestant,Today,National security/Terrorism,Omit,Not at all important,Enthusaistic,Omit,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Neither candidate,No,Creates more jobs in your state,Neither candidate,Today's vote on the state flag,45-64,45-59,50-64,Not too/not at all important,No college degree,No,"$50,000 or more",18-64,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,South,Rural,Small cities and Rural,1.0,31568.0
999026.0,Georgia,8.0,Call 2,Backside complete,1.51893842220306,John Kerry,Female,,No,60-64,Democrat,,High school graduate,"Under $15,000",Worse today,No one does,Other Christian,Before that,Omit,Omit,Omit,Angry,He agrees with you on the major issues,Omit,Satisfied only if Kerry is the nominee,Only John Kerry,No,Omit,Only John Kerry,,45-64,60 or over,50-64,Omit,No college degree,No,"Under $50,000",18-64,Democrat,,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,,South,Rural,Small cities and Rural,1.0,31568.0
999043.0,Georgia,29.0,Call 2,Backside complete,0.790687501430511,John Edwards,Female,White,No,45-49,Democrat,Very liberal,High school graduate,"$50,000-$74,999",About the same,No one does,Catholic,In the last week,Health care/Medicare,He has a positive message,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,Today's presidential primary,45-64,45-59,40-49,Not too/not at all important,No college degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Atlanta suburbs,Suburbs,Suburbs,6.0,30127.0
999044.0,Georgia,21.0,Call 2,Backside complete,0.640557527542114,John Kerry,Female,Black,No,45-49,Democrat,Moderate,Some college or associate degree,"$100,000 or more",About the same,No one does,Protestant,In the last month,Health care/Medicare,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,Today's presidential primary,45-64,45-59,40-49,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Atlanta,Suburbs,Suburbs,13.0,30349.0
999045.0,Georgia,21.0,Call 2,Backside complete,0.772497653961182,John Kerry,Female,Black,No,25-29,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Something else,In the last month,Health care/Medicare,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,Today's presidential primary,18-29,18-29,25-29,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Something else,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Atlanta,Suburbs,Suburbs,13.0,30349.0
999048.0,Georgia,50.0,Call 2,Backside complete,0.650725126266479,John Kerry,Female,Black,No,40-44,Democrat,Somewhat liberal,College graduate,"Under $15,000",Worse today,No one does,Other Christian,In the last week,Economy/Jobs,He cares about people like me,Very important,Angry,Omit,Omit,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,Today's presidential primary,30-44,30-44,40-49,Very/somewhat important,College degree,Yes,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Atlanta,Suburbs,Suburbs,4.0,30068.0
999051.0,Georgia,65.0,Call 2,Backside complete,1.05425000190735,John Edwards,Female,White,No,50-59,Independent,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Catholic,In the last three days,Economy/Jobs,He can defeat George W. Bush,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,Today's presidential primary,45-64,45-59,50-64,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Independent,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Atlanta suburbs,Suburbs,Suburbs,7.0,30024.0
999058.0,Georgia,71.0,Call 2,Backside complete,0.650725126266479,John Kerry,Female,Black,No,45-49,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,Other Christian,Today,Health care/Medicare,He has the right experience,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,Today's presidential primary,45-64,45-59,40-49,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",5.0,30344.0
