ID,STANUM,PRECINCT,VERSION,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,FTVOTEP,VISITWEB,GUNOWNER,REGISTNH,TIMEDP,ISSUE,QUAL,NEC,IRAQAPP,BREAKING,BUSHANGR,BEATBUSH,BUSHTAX,CIVUNION,DEANTEMP,ECONWORR,FAVCLRK,FAVDEAN,FAVEDWR,FAVKERR,FAVLIEB,FAVMCCA,IRAQSAFE,TERRWORR,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,ECOWORR2,ftever,FTPRIM,iraq2,MILHH,MILVOTER,NEC2,OVER65,PARTY,PHIL3,REL5,SEXRACE,TERWORR2,TIMEDP2,UNIONHH,UNIONMEM,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
599305.0,New Hampshire,90.0,Version 1,Call 1,Backside complete,1.17404198646545,John Kerry,Male,White,No,50-59,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",,No one does,No one has,Catholic,Once a week,Have voted in presidential primary before,Never,No,,Before that,Economy/Jobs,,Good,Somewhat approve,Not too important,Angry,Omit,,Oppose,Yes,,,,,,,,,,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Excellent/Good,18-64,Democrat,Moderate,Catholic,White male,,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,2.0,03079
599306.0,New Hampshire,90.0,Version 2,Call 1,Backside not complete,0.895051181316376,John Kerry,Female,White,No,,,,,,,,,,,,,,,Before that,,He cares about people like me,,,,"Satisfied, but not enthusiastic",,,,,,Omit,Omit,Favorable,Favorable,Omit,,,,,,,,,,,,,,,,,,,,,White female,,Last month/Before that,,,White,Industrial Areas,Suburbs,Suburbs,2.0,03079
599307.0,New Hampshire,56.0,Version 1,Call 1,Backside complete,0.864031374454498,John Kerry,Female,White,No,30-39,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",,No one does,No one has,Catholic,Once a week,"Have voted before, but not in a presidential primary",Never,No,,In the last week,Education,,Poor,Strongly disapprove,Very important,Angry,He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,30-44,30-44,30-39,Weekly,Catholic/Attend weekly,No college degree,,Have voted before,First time voting in a presidential primary,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03082
599308.0,New Hampshire,65.0,Version 1,Call 1,Backside complete,0.778732657432556,Howard Dean,Female,White,No,65-74,Independent,Somewhat liberal,College graduate,,,No one does,No one has,Protestant,A few times a year,Have voted in presidential primary before,Never,Yes,,In the last three days,Omit,,Good,Somewhat disapprove,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,Omit,Yes,,,,,,,,,,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Excellent/Good,65 or over,Independent,Liberal,Protestant/Other Christian,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
599309.0,New Hampshire,90.0,Version 2,Call 1,Backside complete,0.869890213012695,Howard Dean,Female,White,No,30-39,Independent,Somewhat liberal,,"$100,000 or more",About the same,No one does,,,,,,,Registered Democrat,In the last three days,,He stands up for what he believes,Not so good,,Not at all important,"Dissatisfied, but not angry",,Canceled for all Americans,,,Very worried,Favorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,No,Very worried,30-44,30-44,30-39,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Liberal,,White female,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,2.0,03079
599310.0,New Hampshire,65.0,Version 2,Call 1,Backside complete,1.0422351360321,Wesley Clark,Female,White,,45-49,Independent,Somewhat liberal,,"$75,000-$99,999",Better today,No one does,,,,,,,Registered Undeclared/Independent,In the last month,,He stands up for what he believes,Good,,Very important,"Dissatisfied, but not angry",,Left entirely in place,,,Somewhat worried,Favorable,Unfavorable,Unfavorable,Favorable,Unfavorable,Unfavorable,No,Somewhat worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Excellent/Good,18-64,Independent,Liberal,,White female,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
599311.0,New Hampshire,90.0,Version 1,Call 1,Backside complete,0.696504831314087,John Edwards,Female,White,No,50-59,Independent,Moderate,College graduate,"$100,000 or more",,No one does,No one has,Catholic,A few times a year,Have voted in presidential primary before,Rarely,Yes,,In the last three days,Economy/Jobs,,Not so good,Strongly approve,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,Oppose,No,,,,,,,,,,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Moderate,Catholic,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,2.0,03079
599312.0,New Hampshire,56.0,Version 2,Call 1,Backside complete,0.680005252361298,Joe Lieberman,Female,White,No,60-64,Democrat,Moderate,,"$15,000-$29,999",Worse today,No one does,,,,,,,Registered Undeclared/Independent,In the last week,,He has the right experience,Poor,,Very important,"Dissatisfied, but not angry",,Canceled for all Americans,,,Very worried,Favorable,Unfavorable,Favorable,Favorable,Favorable,Unfavorable,No,Not too worried,45-64,60 or over,50-64,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Moderate,,White female,Not too/not at all worried,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03082
599313.0,New Hampshire,65.0,Version 2,Call 1,Backside complete,1.28934919834137,Wesley Clark,Male,White,No,30-39,Democrat,Somewhat conservative,,"$75,000-$99,999",Better today,"Yes, I do",,,,,,,Registered Undeclared/Independent,In the last three days,,He would shake things up in Washington,Good,,Very important,"Satisfied, but not enthusiastic",,Canceled only for the wealthy,,,Not too worried,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Yes,Somewhat worried,30-44,30-44,30-39,,,,Not too/not at all worried,,,,,,Excellent/Good,18-64,Democrat,Conservative,,White male,Very/somewhat worried,Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
599314.0,New Hampshire,90.0,Version 2,Call 1,Backside not complete,1.17404198646545,John Kerry,Male,White,No,40-44,,,,,,,,,,,,,,In the last three days,,He stands up for what he believes,,,,"Dissatisfied, but not angry",,,,,,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,,,,30-44,30-44,40-49,,,,,,,,,,,18-64,,,,White male,,Last 3 days/Last week,,,White,Industrial Areas,Suburbs,Suburbs,2.0,03079
599315.0,New Hampshire,83.0,Version 1,Call 1,Backside complete,1.14149570465088,Wesley Clark,Female,White,No,45-49,Democrat,Somewhat liberal,High school graduate,"Under $15,000",,No one does,"Yes, I have",Jewish,More than once a week,"Have voted before, but not in a presidential primary",Frequently,No,,In the last month,The war in Iraq,,Good,Strongly approve,Somewhat important,Angry,He can defeat George W. Bush in November,,Favor,Yes,,,,,,,,,,45-64,45-59,40-49,Weekly,All others/Omits,No college degree,,Have voted before,First time voting in a presidential primary,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,18-64,Democrat,Liberal,Jewish,White female,,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599316.0,New Hampshire,65.0,Version 2,Call 1,Backside not complete,0.770942211151123,Other,Female,White,No,40-44,,,,,,,,,,,,,,Before that,,He stands up for what he believes,,,,Enthusaistic,,,,,,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,,,,30-44,30-44,40-49,,,,,,,,,,,18-64,,,,White female,,Last month/Before that,,,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
599317.0,New Hampshire,65.0,Version 1,Call 1,Backside not complete,0.849576950073242,John Kerry,Female,White,No,75 or over,,,,,,,,,,,Never,,,In the last week,Health care/Medicare,,,,,Angry,Omit,,,Yes,,,,,,,,,,65 or over,60 or over,65 or over,,,,,,,,,,,65 or over,,,,White female,,Last 3 days/Last week,,,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
599318.0,New Hampshire,90.0,Version 2,Call 1,Backside complete,0.814177930355072,John Kerry,Female,White,,60-64,Independent,Moderate,,"Under $15,000",Worse today,No one does,,,,,,,Registered Democrat,In the last week,,He stands up for what he believes,Poor,,Very important,"Dissatisfied, but not angry",,Canceled for all Americans,,,Somewhat worried,Unfavorable,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,No,Not too worried,45-64,60 or over,50-64,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Moderate,,White female,Not too/not at all worried,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,2.0,03079
599319.0,New Hampshire,56.0,Version 2,Call 1,Backside complete,0.841234505176544,Joe Lieberman,Male,White,No,65-74,Republican,Somewhat conservative,,"$30,000-$49,999",Better today,No one does,,,,,,,Registered Undeclared/Independent,Before that,,He stands up for what he believes,Good,,Not at all important,Enthusaistic,,Left entirely in place,,,Not too worried,Unfavorable,Unfavorable,Favorable,Unfavorable,Favorable,Favorable,Yes,Somewhat worried,65 or over,60 or over,65 or over,,,,Not too/not at all worried,,,,,,Excellent/Good,65 or over,Republican,Conservative,,White male,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03082
599320.0,New Hampshire,83.0,Version 2,Call 1,Backside complete,1.14149570465088,Wesley Clark,Female,White,No,45-49,Democrat,Very liberal,,"$30,000-$49,999",Worse today,No one does,,,,,,,Registered Democrat,In the last month,,He can defeat George W. Bush,Poor,,Somewhat important,Angry,,Canceled only for the wealthy,,,Very worried,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,No,Somewhat worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,White female,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599321.0,New Hampshire,90.0,Version 2,Call 1,Backside complete,0.981549024581909,Joe Lieberman,Female,White,,50-59,Independent,Somewhat liberal,,"$75,000-$99,999",Better today,No one does,,,,,,,Registered Democrat,In the last three days,,He has the right experience,Good,,Not too important,"Dissatisfied, but not angry",,Canceled for all Americans,,,Somewhat worried,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Yes,Somewhat worried,45-64,45-59,50-64,,,,Very/somewhat worried,,,,,,Excellent/Good,18-64,Independent,Liberal,,White female,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,2.0,03079
599322.0,New Hampshire,83.0,Version 2,Call 1,Backside complete,1.11126840114594,John Kerry,Female,White,No,18-24,Democrat,Moderate,,"$75,000-$99,999",Omit,No one does,,,,,,,Registered Democrat,In the last month,,Omit,Good,,Not too important,Omit,,Omit,,,Not too worried,Favorable,Favorable,Favorable,Favorable,Favorable,Omit,Omit,Not too worried,18-29,18-29,18-24,,,,Not too/not at all worried,,,,,,Excellent/Good,18-64,Democrat,Moderate,,White female,Not too/not at all worried,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599323.0,New Hampshire,65.0,Version 1,Call 1,Backside complete,0.990289568901062,John Kerry,Female,White,No,30-39,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",,No one does,No one has,Catholic,A few times a year,Have voted in presidential primary before,Never,No,,Before that,Taxes,,Not so good,Somewhat approve,Very important,"Dissatisfied, but not angry",Omit,,Oppose,No,,,,,,,,,,30-44,30-44,30-39,Occasionally,Catholic/Do not attend weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White female,,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
599324.0,New Hampshire,56.0,Version 1,Call 1,Backside complete,0.738484859466553,Howard Dean,Male,White,No,30-39,Independent,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",,"Yes, someone else does",No one has,Something else,A few times a month,Have voted in presidential primary before,Occasionally,Yes,,In the last three days,Omit,,Poor,Strongly disapprove,Somewhat important,Angry,He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,30-44,30-44,30-39,Occasionally,All others/Omits,No college degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Liberal,Something else,White male,,Last 3 days/Last week,"Yes, I am or someone in household is",Someone else in household is,White,South,Suburbs,Suburbs,2.0,03082
599325.0,New Hampshire,90.0,Version 1,Call 1,Backside complete,0.59753680229187,John Edwards,Female,White,No,60-64,Independent,Somewhat liberal,High school graduate,"$100,000 or more",,No one does,No one has,Catholic,Once a week,Have voted in presidential primary before,Never,No,,In the last three days,Economy/Jobs,,Not so good,Somewhat approve,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,,Favor,No,,,,,,,,,,45-64,60 or over,50-64,Weekly,Catholic/Attend weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Liberal,Catholic,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,2.0,03079
599326.0,New Hampshire,83.0,Version 2,Call 1,Backside not complete,0.796005547046661,John Edwards,Female,White,,50-59,,,,,,,,,,,,,,In the last week,,He can defeat George W. Bush,,,,Angry,,,,,,Unfavorable,Favorable,Favorable,Favorable,Favorable,,,,45-64,45-59,50-64,,,,,,,,,,,18-64,,,,White female,,Last 3 days/Last week,,,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599327.0,New Hampshire,65.0,Version 2,Call 1,Backside complete,0.990289568901062,John Kerry,Female,White,No,30-39,Independent,Moderate,,,Worse today,"Yes, someone else does",,,,,,,Registered Democrat,In the last month,,He cares about people like me,Not so good,,Somewhat important,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Somewhat worried,Omit,Unfavorable,Favorable,Favorable,Unfavorable,Omit,No,Somewhat worried,30-44,30-44,30-39,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Moderate,,White female,Very/somewhat worried,Last month/Before that,"Yes, I am or someone in household is",Someone else in household is,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
599328.0,New Hampshire,56.0,Version 1,Call 1,Backside complete,0.513779580593109,Dennis Kucinich,Male,White,No,25-29,Independent,Moderate,High school graduate,"$75,000-$99,999",,No one does,No one has,Catholic,A few times a year,"Have voted before, but not in a presidential primary",Occasionally,No,,Before that,The war in Iraq,,Poor,Strongly disapprove,Not too important,Angry,He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,18-29,18-29,25-29,Occasionally,Catholic/Do not attend weekly,No college degree,,Have voted before,First time voting in a presidential primary,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Moderate,Catholic,White male,,Last month/Before that,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03082
599329.0,New Hampshire,83.0,Version 1,Call 1,Backside complete,0.796005547046661,John Edwards,Female,White,No,50-59,Independent,Moderate,Postgraduate study,"$50,000-$74,999",,No one does,"Yes, someone else has",Protestant,A few times a year,Have voted in presidential primary before,Frequently,No,,In the last month,Education,,Not so good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,,Favor,No,,,,,,,,,,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",Someone else in household has,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White female,,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599330.0,New Hampshire,90.0,Version 1,Call 1,Backside complete,1.04173517227173,Joe Lieberman,Male,White,,65-74,Independent,Moderate,Some college or associate degree,"$50,000-$74,999",,No one does,"Yes, I have",Protestant,More than once a week,Have voted in presidential primary before,Never,No,,In the last three days,Health care/Medicare,,Good,Strongly approve,Somewhat important,Omit,He agrees with you on the major issues,,Oppose,No,,,,,,,,,,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,65 or over,Independent,Moderate,Protestant/Other Christian,White male,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,2.0,03079
599331.0,New Hampshire,83.0,Version 1,Call 1,Backside complete,0.984738528728485,John Edwards,Male,White,No,40-44,Independent,Moderate,College graduate,"$100,000 or more",,No one does,No one has,Protestant,A few times a year,Have voted in presidential primary before,Occasionally,No,,In the last month,National security/Terrorism,,Not so good,Somewhat disapprove,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,,Favor,No,,,,,,,,,,30-44,30-44,40-49,Occasionally,Protestant/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White male,,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599332.0,New Hampshire,65.0,Version 1,Call 1,Backside complete,0.771352529525757,John Edwards,Male,White,No,60-64,Independent,Somewhat conservative,High school graduate,"$50,000-$74,999",,No one does,No one has,Something else,A few times a year,Have voted in presidential primary before,Frequently,No,,In the last three days,The war in Iraq,,Good,Somewhat approve,Very important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,45-64,60 or over,50-64,Occasionally,All others/Omits,No college degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Excellent/Good,18-64,Independent,Conservative,Something else,White male,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
599333.0,New Hampshire,90.0,Version 1,Call 1,Backside complete,0.633838951587677,,Female,White,No,65-74,Democrat,Moderate,Did not complete high school,"$50,000-$74,999",,No one does,"Yes, someone else has",Protestant,Once a week,Have voted in presidential primary before,Never,No,,Before that,Health care/Medicare,,Good,Somewhat disapprove,Very important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",Someone else in household has,Excellent/Good,65 or over,Democrat,Moderate,Protestant/Other Christian,White female,,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,2.0,03079
599334.0,New Hampshire,83.0,Version 1,Call 1,Backside not complete,1.22987568378448,Howard Dean,Male,White,No,50-59,,,,,,,,,,,Frequently,,,Before that,Omit,,,,,Angry,Omit,,,Yes,,,,,,,,,,45-64,45-59,50-64,,,,,,,,,,,18-64,,,,White male,,Last month/Before that,,,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599335.0,New Hampshire,65.0,Version 2,Call 1,Backside not complete,0.907711565494537,Howard Dean,Female,White,No,30-39,,,,,,,,,,,,,,In the last three days,,He stands up for what he believes,,,,Enthusaistic,,,,,,Favorable,Favorable,Omit,Omit,Omit,,,,30-44,30-44,30-39,,,,,,,,,,,18-64,,,,White female,,Last 3 days/Last week,,,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
599336.0,New Hampshire,65.0,Version 1,Call 1,Backside complete,1.22508728504181,John Kerry,Male,White,No,30-39,Independent,Somewhat liberal,College graduate,"$100,000 or more",,No one does,No one has,Catholic,Never,Have voted in presidential primary before,Never,No,,In the last three days,The war in Iraq,,Good,Somewhat disapprove,Omit,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,,Favor,Yes,,,,,,,,,,30-44,30-44,30-39,Never,Catholic/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Excellent/Good,18-64,Independent,Liberal,Catholic,White male,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
599337.0,New Hampshire,90.0,Version 2,Call 1,Backside complete,1.1072678565979,John Kerry,Male,White,,,Independent,Moderate,,"$75,000-$99,999",About the same,No one does,,,,,,,Registered Undeclared/Independent,In the last month,,He can defeat George W. Bush,Good,,Omit,"Dissatisfied, but not angry",,Canceled for all Americans,,,Very worried,Omit,Omit,Omit,Omit,Omit,Favorable,No,Somewhat worried,,,,,,,Very/somewhat worried,,,,,,Excellent/Good,,Independent,Moderate,,White male,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,2.0,03079
599338.0,New Hampshire,56.0,Version 2,Call 1,Backside complete,0.513779580593109,Dennis Kucinich,Female,White,No,45-49,Independent,Moderate,,"$30,000-$49,999",Better today,"Yes, someone else does",,,,,,,Registered Undeclared/Independent,Before that,,He has a positive message,Good,,Not at all important,"Dissatisfied, but not angry",,Omit,,,Not at all worried,Omit,Favorable,Omit,Favorable,Omit,Favorable,No,Not at all worried,45-64,45-59,40-49,,,,Not too/not at all worried,,,,,,Excellent/Good,18-64,Independent,Moderate,,White female,Not too/not at all worried,Last month/Before that,"Yes, I am or someone in household is",Someone else in household is,White,South,Suburbs,Suburbs,2.0,03082
599339.0,New Hampshire,83.0,Version 2,Call 1,Backside complete,1.34176218509674,John Kerry,Male,White,No,30-39,Independent,Somewhat liberal,,"$30,000-$49,999",Better today,No one does,,,,,,,Registered Democrat,In the last week,,He stands up for what he believes,Good,,Somewhat important,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Somewhat worried,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,Yes,Very worried,30-44,30-44,30-39,,,,Very/somewhat worried,,,,,,Excellent/Good,18-64,Independent,Liberal,,White male,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599340.0,New Hampshire,65.0,Version 2,Call 1,Backside complete,0.878690481185913,Joe Lieberman,Female,White,No,65-74,Democrat,Somewhat conservative,,"$15,000-$29,999",About the same,No one does,,,,,,,Registered Democrat,Before that,,He stands up for what he believes,Not so good,,Omit,"Dissatisfied, but not angry",,Left entirely in place,,,Somewhat worried,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,Yes,Somewhat worried,65 or over,60 or over,65 or over,,,,Very/somewhat worried,,,,,,Not so good/Poor,65 or over,Democrat,Conservative,,White female,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
599341.0,New Hampshire,90.0,Version 1,Call 1,Backside complete,0.949027478694916,John Kerry,Female,White,No,30-39,Independent,Moderate,Postgraduate study,"$50,000-$74,999",,"Yes, I do and someone else does","Yes, someone else has",Catholic,Once a week,Have voted in presidential primary before,Rarely,No,,In the last three days,Education,,Not so good,Somewhat approve,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,Favor,Omit,,,,,,,,,,30-44,30-44,30-39,Weekly,Catholic/Attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,"Yes, I have or someone in household has",Someone else in household has,Not so good/Poor,18-64,Independent,Moderate,Catholic,White female,,Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Industrial Areas,Suburbs,Suburbs,2.0,03079
599342.0,New Hampshire,83.0,Version 1,Call 1,Backside complete,0.844814658164978,John Edwards,Male,White,No,60-64,Independent,Moderate,Postgraduate study,"$100,000 or more",,No one does,No one has,None,Never,Have voted in presidential primary before,Occasionally,Yes,,Before that,Economy/Jobs,,Good,Strongly disapprove,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,,Favor,No,,,,,,,,,,45-64,60 or over,50-64,Never,All others/Omits,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Excellent/Good,18-64,Independent,Moderate,None,White male,,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599343.0,New Hampshire,83.0,Version 1,Call 1,Backside complete,1.01860225200653,Howard Dean,Female,White,No,25-29,Independent,Moderate,College graduate,"$30,000-$49,999",,No one does,No one has,None,Never,Have voted in presidential primary before,Occasionally,No,,In the last three days,The war in Iraq,,Poor,Strongly disapprove,Somewhat important,Angry,He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,18-29,18-29,25-29,Never,All others/Omits,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Moderate,None,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599344.0,New Hampshire,65.0,Version 1,Call 1,Backside not complete,0.770942211151123,,Female,White,No,40-44,,,,,,,,,,,Rarely,,,Before that,Taxes,,,,,"Satisfied, but not enthusiastic",Omit,,,Yes,,,,,,,,,,30-44,30-44,40-49,,,,,,,,,,,18-64,,,,White female,,Last month/Before that,,,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
599345.0,New Hampshire,56.0,Version 1,Call 1,Backside complete,0.885274052619934,John Kerry,Female,White,No,25-29,Independent,Moderate,Some college or associate degree,"$50,000-$74,999",,No one does,No one has,Catholic,A few times a year,Have voted in presidential primary before,Rarely,No,,In the last three days,Education,,Good,Strongly approve,Somewhat important,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,,Favor,No,,,,,,,,,,18-29,18-29,25-29,Occasionally,Catholic/Do not attend weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Excellent/Good,18-64,Independent,Moderate,Catholic,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03082
599346.0,New Hampshire,83.0,Version 1,Call 1,Backside complete,1.04456436634064,,Male,White,,50-59,Republican,Somewhat conservative,Postgraduate study,"$75,000-$99,999",,No one does,"Yes, I have",Protestant,A few times a year,Have voted in presidential primary before,Occasionally,Yes,,Omit,Omit,,Good,Strongly approve,Not at all important,"Satisfied, but not enthusiastic",Omit,,Oppose,Omit,,,,,,,,,,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,18-64,Republican,Conservative,Protestant/Other Christian,White male,,Omit,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
