ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,GAY,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1001615.0,Massachusetts,8.0,Call 2,Backside complete,1.5416464805603,John Kerry,Female,White,No,65-74,Independent,Moderate,Some college or associate degree,"Under $15,000",About the same,No one does,Catholic,No,Before that,Economy/Jobs,He has the right experience,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Creates more jobs in your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Yes,"Under $50,000",65 or over,Independent,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
1001625.0,Massachusetts,8.0,Call 2,Backside complete,1.45664894580841,Other,Female,White,No,75 or over,Something Else,Somewhat conservative,High school graduate,"Under $15,000",Worse today,No one does,Catholic,No,Before that,Health care/Medicare,He has a positive message,Not at all important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Omit,No,Takes more jobs from your state,Neither candidate,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,No,"Under $50,000",65 or over,Independent,Conservative,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Omit,Omit,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
1001634.0,Massachusetts,8.0,Call 2,Backside complete,1.2812488079071,John Kerry,Male,White,No,40-44,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,Other Christian,No,Before that,Economy/Jobs,He cares about people like me,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,No,Has no effect on jobs in your state,Only John Kerry,30-44,30-44,40-49,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
1001639.0,Massachusetts,8.0,Call 2,Backside complete,1.61719870567322,John Kerry,Male,White,No,18-24,Democrat,Moderate,Did not complete high school,"Under $15,000",Worse today,No one does,Catholic,No,Today,Omit,He cares about people like me,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Neither candidate,Yes,Takes more jobs from your state,Neither candidate,18-29,18-29,18-24,Not too/not at all important,No college degree,Yes,"Under $50,000",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
1001647.0,Massachusetts,8.0,Call 2,Backside complete,1.27954089641571,John Kerry,Female,Black,No,50-59,Democrat,Very conservative,College graduate,"$15,000-$29,999",Worse today,"Yes, I do",Something else,No,In the last week,The war in Iraq,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Edwards,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,College degree,No,"Under $50,000",18-64,Democrat,Conservative,Something else,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Black,Boston area,"City over 500,000","City over 50,000",8.0,02128
1001648.0,Massachusetts,8.0,Call 2,Backside complete,1.29366087913513,John Kerry,Male,Black,No,40-44,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Catholic,No,In the last month,Economy/Jobs,He cares about people like me,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Neither candidate,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,40-49,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Boston area,"City over 500,000","City over 50,000",8.0,02128
1001793.0,Massachusetts,98.0,Call 2,Backside complete,1.66438519954681,John Kerry,Male,White,No,75 or over,Democrat,Moderate,Some college or associate degree,"$100,000 or more",About the same,"Yes, I do",None,No,In the last three days,The war in Iraq,He can defeat George W. Bush,Omit,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Omit,No college degree,No,"$50,000 or more",65 or over,Democrat,Moderate,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Other large industrial cities,"City: 50,000 to 500,000","City over 50,000",2.0,01104
1001794.0,Massachusetts,98.0,Call 2,Backside complete,1.64621889591217,John Kerry,Female,Hispanic/Latino,Yes,60-64,Democrat,Somewhat liberal,Did not complete high school,"Under $15,000",About the same,No one does,Catholic,No,Before that,Health care/Medicare,He has a positive message,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Kerry,No,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Catholic,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Hispanic/Latino,Other large industrial cities,"City: 50,000 to 500,000","City over 50,000",2.0,01104
1001795.0,Massachusetts,98.0,Call 2,Backside complete,0.578255236148834,Other,Female,White,No,50-59,Independent,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,Protestant,No,Today,Economy/Jobs,He stands up for what he believes,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Other large industrial cities,"City: 50,000 to 500,000","City over 50,000",2.0,01104
1001796.0,Massachusetts,98.0,Call 2,Backside complete,0.584636390209198,Other,Male,Other,No,45-49,Something Else,Somewhat conservative,College graduate,"Under $15,000",Worse today,"Yes, someone else does",Protestant,No,Before that,Economy/Jobs,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Omits,Neither candidate,No,Takes more jobs from your state,Neither candidate,45-64,45-59,40-49,Not too/not at all important,College degree,No,"Under $50,000",18-64,Independent,Conservative,Protestant/Other Christian,All others/Omits,Omit,Omit,Non-white male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,"Yes, I am or someone in household is",No,Other,Other large industrial cities,"City: 50,000 to 500,000","City over 50,000",2.0,01104
1003610.0,Massachusetts,8.0,Call 3,Backside complete,1.10360038280487,Al Sharpton,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Protestant,No,In the last month,The war in Iraq,He cares about people like me,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
1003626.0,Massachusetts,8.0,Call 3,Backside complete,1.11577880382538,Al Sharpton,Male,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Protestant,No,Today,The war in Iraq,He cares about people like me,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
1003642.0,Massachusetts,8.0,Call 3,Backside complete,0.981524527072906,Uncommitted,Male,Asian,No,30-39,Republican,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Worse today,No one does,Catholic,Yes,Before that,Health care/Medicare,He stands up for what he believes,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Neither candidate,No,Creates more jobs in your state,Neither candidate,30-44,30-44,30-39,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Republican,Liberal,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,Non-white male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,Asian,Boston area,"City over 500,000","City over 50,000",8.0,02128
1003659.0,Massachusetts,8.0,Call 3,Backside complete,1.07101047039032,John Kerry,Female,,,40-44,Independent,Moderate,College graduate,"$100,000 or more",Worse today,"Yes, someone else does",,,Before that,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Neither candidate,No,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Independent,Moderate,,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,,Boston area,"City over 500,000","City over 50,000",8.0,02128
1003660.0,Massachusetts,8.0,Call 3,Backside complete,1.32015419006348,John Kerry,Male,Hispanic/Latino,Yes,,Republican,Somewhat liberal,College graduate,"Under $15,000",Better today,"Yes, someone else does",Catholic,No,In the last month,Omit,He stands up for what he believes,Omit,Enthusaistic,Omit,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Omit,Takes more jobs from your state,Neither candidate,,,,Omit,College degree,Omit,"Under $50,000",,Republican,Liberal,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,"Yes, I am or someone in household is",No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
1003680.0,Massachusetts,8.0,Call 3,Backside complete,1.2812488079071,John Kerry,Male,White,No,50-59,Independent,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Catholic,No,Before that,Economy/Jobs,He cares about people like me,Somewhat important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Neither candidate,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Independent,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
1003686.0,Massachusetts,48.0,Call 3,Backside complete,1.35213279724121,John Kerry,Male,Black,No,65-74,Democrat,Very liberal,High school graduate,"$30,000-$49,999",Worse today,"Yes, I do",Protestant,No,Before that,Health care/Medicare,He has the right experience,Very important,"Satisfied, but not enthusiastic",Omit,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Black,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,01420
1003687.0,Massachusetts,48.0,Call 3,Backside complete,1.3894556760788,John Kerry,Male,White,No,18-24,Independent,Moderate,Some college or associate degree,,About the same,"Yes, someone else does",Catholic,No,In the last month,Education,He stands up for what he believes,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,No,Creates more jobs in your state,Only John Kerry,18-29,18-29,18-24,Very/somewhat important,No college degree,No,,18-64,Independent,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",No,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,01420
1003699.0,Massachusetts,8.0,Call 3,Backside complete,1.2672643661499,John Kerry,Female,White,No,30-39,Republican,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,Catholic,No,Before that,Education,He cares about people like me,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,30-39,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Republican,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
1003709.0,Massachusetts,48.0,Call 3,Backside complete,1.0888010263443,John Kerry,Female,Asian,No,40-44,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,Catholic,No,In the last week,Economy/Jobs,He stands up for what he believes,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,Democrat,Moderate,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,Asian,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,01420
1003721.0,Massachusetts,8.0,Call 3,Backside complete,1.2672643661499,John Kerry,Female,White,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,"Yes, I do",Jewish,Yes,Before that,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Neither candidate,No,Creates more jobs in your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
1003730.0,Massachusetts,48.0,Call 3,Backside complete,1.0888010263443,John Kerry,Female,White,No,40-44,Independent,Moderate,Some college or associate degree,,Better today,"Yes, someone else does",Catholic,No,In the last week,Economy/Jobs,He has a positive message,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,No college degree,Yes,,18-64,Independent,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,01420
1003731.0,Massachusetts,48.0,Call 3,Backside complete,1.0888010263443,John Kerry,Female,White,No,40-44,Democrat,Very liberal,College graduate,"$100,000 or more",Worse today,No one does,None,Yes,In the last week,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Only John Kerry,30-44,30-44,40-49,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,01420
1003734.0,Massachusetts,14.0,Call 3,Backside complete,1.04674530029297,Howard Dean,Male,Other,No,25-29,Something Else,Very liberal,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do",Catholic,No,Today,The war in Iraq,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,Yes,Has no effect on jobs in your state,Both candidates,18-29,18-29,25-29,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Independent,Liberal,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,Non-white male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Other,Boston area,"City over 500,000","City over 50,000",9.0,02114
1003746.0,Massachusetts,8.0,Call 3,Backside not complete,1.32015419006348,John Kerry,Male,White,,,,,,,,,,,Omit,Omit,Omit,,Omit,,,Omits,Omit,,,Omit,,,,,,,,,,,,,Omit,Omit,White male,Omit,Omit,Omit,Omit,Omit,,,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
1003755.0,Massachusetts,14.0,Call 3,Backside complete,0.820247352123261,Howard Dean,Female,White,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"Under $15,000",Worse today,No one does,Protestant,No,Today,Health care/Medicare,He can defeat George W. Bush,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,College degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",9.0,02114
1003758.0,Massachusetts,48.0,Call 3,Backside complete,1.0888010263443,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,"Yes, I do and someone else does",Catholic,No,Before that,Education,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,01420
1003772.0,Massachusetts,8.0,Call 3,Backside complete,1.2672643661499,John Kerry,Female,Hispanic/Latino,Yes,50-59,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,Catholic,No,In the last month,Economy/Jobs,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,Democrat,Moderate,Catholic,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Hispanic/Latino,Boston area,"City over 500,000","City over 50,000",8.0,02128
1003784.0,Massachusetts,48.0,Call 3,Backside complete,1.10081613063812,John Kerry,Male,White,No,50-59,Democrat,Very liberal,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Protestant,No,In the last month,Health care/Medicare,He has a positive message,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,01420
1003785.0,Massachusetts,48.0,Call 3,Backside not complete,1.33915972709656,John Kerry,Male,White,,65-74,,,,,,,,,Omit,Omit,Omit,,Omit,,,Satisfied only if Kerry is the nominee,Only John Kerry,,,Omit,65 or over,60 or over,65 or over,,,,,65 or over,,,,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Omit,Omit,Omit,,,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,01420
1003786.0,Massachusetts,14.0,Call 3,Backside complete,1.09743928909302,John Edwards,Female,White,No,40-44,Independent,Very liberal,College graduate,"$75,000-$99,999",Worse today,No one does,Catholic,No,In the last three days,Economy/Jobs,He cares about people like me,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Independent,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",9.0,02114
1003787.0,Massachusetts,14.0,Call 3,Backside complete,1.38519334793091,John Edwards,Female,White,No,25-29,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,No one does,Jewish,No,In the last month,Omit,He has a positive message,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Only John Edwards,No,Creates more jobs in your state,Both candidates,18-29,18-29,25-29,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",9.0,02114
1003804.0,Massachusetts,8.0,Call 3,Backside complete,1.73985242843628,John Edwards,Female,White,No,75 or over,Democrat,Somewhat conservative,College graduate,"Under $15,000",About the same,No one does,Something else,No,Before that,Health care/Medicare,He has the right experience,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Only John Edwards,Yes,Creates more jobs in your state,Only John Edwards,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"Under $50,000",65 or over,Democrat,Conservative,Something else,White Something else,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
1003816.0,Massachusetts,48.0,Call 3,Backside complete,1.10081613063812,John Kerry,Male,White,No,45-49,Democrat,Somewhat conservative,High school graduate,"$15,000-$29,999",Worse today,,Other Christian,No,Omit,Health care/Medicare,He stands up for what he believes,Not at all important,"Dissatisfied, but not angry",Omit,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Omit,No,Creates more jobs in your state,Only John Edwards,45-64,45-59,40-49,Not too/not at all important,No college degree,No,"Under $50,000",18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Omit,Omit,Omit,Only Edwards/Either,Only Edwards/Neither,,,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,01420
1003821.0,Massachusetts,14.0,Call 3,Backside complete,1.09743928909302,John Edwards,Female,White,No,45-49,Democrat,Moderate,Postgraduate study,"Under $15,000",Worse today,No one does,Protestant,No,In the last three days,Economy/Jobs,He is honest and trustworthy,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Edwards is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,College degree,No,"Under $50,000",18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",9.0,02114
