ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,dpres,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,issue,NEC,iraqtrps,gwbangr,gaymrrge,blncangr,kerryla,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1067787.0,Louisiana,105.0,Call 2,Backside complete,1.04720759391785,John Kerry,Female,Black,No,50-59,Democrat,Moderate,Did not complete high school,"Under $15,000",About the same,No one does,Something else,A few times a year,No,Economy/Jobs,Poor,Withdraw all troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,New Orleans area,Rural,Small cities and Rural,3.0,70037.0
1067792.0,Louisiana,34.0,Call 2,Backside complete,0.851392209529877,John Kerry,Male,Asian,No,50-59,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",Worse today,No one does,Catholic,Once a week,No,Economy/Jobs,Good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,John Edwards,A lot,Had no effect on jobs in your state,Somewhat confident,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,17-64,Democrat,Moderate,Catholic,All others/Omits,Non-white male,No,No,Very/somewhat confident,Asian,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70820.0
1067793.0,Louisiana,34.0,Call 2,Backside complete,0.770793080329895,John Kerry,Female,Black,No,45-49,Democrat,Very liberal,College graduate,"$75,000-$99,999",Worse today,"Yes, I do",Protestant,Once a week,No,Taxes,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Wesley Clark,A lot,Taken more jobs from your state,Not at all confident,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Not too/not at all confident,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70820.0
1067797.0,Louisiana,105.0,Call 2,Backside complete,1.04720759391785,John Kerry,Female,Black,,45-49,Democrat,Somewhat liberal,High school graduate,"Under $15,000",Worse today,No one does,Something else,A few times a year,No,Health care/Medicare,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Somewhat likely,Mary Landrieu,A lot,Taken more jobs from your state,Very confident,45-64,45-59,40-49,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,New Orleans area,Rural,Small cities and Rural,3.0,70037.0
1067798.0,Louisiana,34.0,Call 2,Backside complete,0.940565705299377,John Kerry,Female,Black,No,60-64,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Worse today,No one does,Protestant,Once a week,No,The situation in Iraq,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Enthusaistic,Very likely,Dick Gephardt,A lot,Taken more jobs from your state,Somewhat confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70820.0
1067804.0,Louisiana,34.0,Call 2,Backside complete,0.770793080329895,John Kerry,Female,Black,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Worse today,No one does,Protestant,Once a week,No,Economy/Jobs,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Enthusaistic,Somewhat likely,Wesley Clark,Somewhat,Had no effect on jobs in your state,Very confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70820.0
1067805.0,Louisiana,34.0,Call 2,Backside complete,0.803647339344025,John Kerry,Male,White,No,17-24,Democrat,Somewhat liberal,Some college or associate degree,"$100,000 or more",About the same,No one does,Jewish,A few times a year,No,Economy/Jobs,Poor,Withdraw some troops,Angry,Gay couples allowed to legally marry,"Satisfied, but not enthusiastic",Not at all likely,John Edwards,A lot,Taken more jobs from your state,Very confident,17-29,17-29,17-24,Occasionally,All others/Omits,No college degree,"$50,000 or more",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Jewish,White Jewish,White male,No,No,Very/somewhat confident,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70820.0
1067809.0,Louisiana,31.0,Call 2,Backside complete,1.28465509414673,John Kerry,Female,Black,No,40-44,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,Something else,A few times a month,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,A lot,Had no effect on jobs in your state,Somewhat confident,30-44,30-44,40-49,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70791.0
1067810.0,Louisiana,31.0,Call 2,Backside not complete,1.28465509414673,John Kerry,Female,Black,No,50-59,,,,,,,,,,Economy/Jobs,,Keep the same number of troops,"Dissatisfied, but not angry",,Enthusaistic,Somewhat likely,Hillary Clinton,,Had no effect on jobs in your state,,45-64,45-59,50-64,,,,,Send more/Keep the same number of troops,Very/somewhat likely,,,17-64,,,,,Non-white female,,,,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70791.0
1067816.0,Louisiana,34.0,Call 2,Backside complete,0.770793080329895,John Kerry,Female,Black,No,30-39,Independent,Moderate,College graduate,"Under $15,000",About the same,No one does,Other Christian,A few times a year,Yes,Economy/Jobs,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Independent,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70820.0
1067817.0,Louisiana,105.0,Call 2,Backside not complete,1.27786254882813,John Kerry,Female,Black,No,65-74,,,,,,,,,,Health care/Medicare,,Withdraw all troops,"Dissatisfied, but not angry",,"Satisfied, but not enthusiastic",Very likely,Mary Landrieu,,Taken more jobs from your state,,65 or over,60 or over,65 or over,,,,,Withdraw some/all troops,Very/somewhat likely,,,65 or over,,,,,Non-white female,,,,Black,New Orleans area,Rural,Small cities and Rural,3.0,70037.0
1067820.0,Louisiana,96.0,Call 2,Backside complete,0.582253575325012,John Edwards,Female,Black,No,50-59,Something Else,Moderate,Postgraduate study,"$30,000-$49,999",Worse today,"Yes, I do",Catholic,Once a week,No,Health care/Medicare,Poor,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Independent,Moderate,Catholic,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Not too/not at all confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1067823.0,Louisiana,31.0,Call 2,Backside complete,1.81193363666534,John Edwards,Male,White,No,50-59,Independent,Somewhat conservative,High school graduate,"$30,000-$49,999",Worse today,"Yes, I do",Protestant,More than once a week,No,Education,Good,Keep the same number of troops,Enthusaistic,No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Not at all likely,John Edwards,Not at all,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,17-64,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70791.0
1067824.0,Louisiana,130.0,Call 2,Backside complete,1.89095854759216,Howard Dean,Male,White,No,30-39,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Better today,No one does,Protestant,Once a week,No,Taxes,Good,Send more troops,Enthusaistic,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,Mary Landrieu,Not at all,Created more jobs in your state,Very confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,Not much/Not at all,Excellent/Good,17-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1067825.0,Louisiana,136.0,Call 2,Backside complete,1.85851287841797,John Edwards,Female,White,No,65-74,Democrat,Moderate,Some college or associate degree,"Under $15,000",Worse today,No one does,Catholic,Once a week,No,The situation in Iraq,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Enthusaistic,Very likely,John Edwards,A lot,Had no effect on jobs in your state,Not too confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,White female,No,No,Not too/not at all confident,White,Cajun country,"City: 10,000 to 49,999",Small cities and Rural,3.0,70364.0
1067826.0,Louisiana,34.0,Call 2,Backside complete,1.03891730308533,John Kerry,Male,White,No,65-74,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",Worse today,No one does,Protestant,Once a week,No,Education,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,Enthusaistic,Very likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70820.0
1067831.0,Louisiana,96.0,Call 2,Backside complete,0.477611631155014,John Kerry,Male,Black,No,25-29,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",About the same,"Yes, I do",Something else,A few times a month,No,Education,Good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Satisfied, but not enthusiastic",Very likely,Wesley Clark,A lot,Had no effect on jobs in your state,Very confident,17-29,17-29,25-29,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,17-64,Democrat,Moderate,Something else,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1067835.0,Louisiana,31.0,Call 2,Backside complete,1.38986265659332,Dennis Kucinich,Female,White,No,45-49,Republican,Very conservative,High school graduate,"$50,000-$74,999",Better today,"Yes, someone else does",Protestant,More than once a week,No,National security/Terrorism,Good,Keep the same number of troops,Enthusaistic,No legal recognition of gay couples' relationships,Angry,Not at all likely,Mary Landrieu,Not at all,Had no effect on jobs in your state,Very confident,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,17-64,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,"Yes, I am or someone in household is",No,Very/somewhat confident,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70791.0
1067836.0,Louisiana,130.0,Call 2,Backside complete,1.35200953483582,John Edwards,Female,White,No,60-64,Independent,Moderate,College graduate,"$100,000 or more",Better today,No one does,Protestant,A few times a year,Yes,National security/Terrorism,Good,Send more troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Not too likely,Mary Landrieu,Not much,Had no effect on jobs in your state,Very confident,45-64,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,17-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1067846.0,Louisiana,130.0,Call 2,Backside complete,1.05696129798889,John Edwards,Male,White,,50-59,Democrat,Somewhat conservative,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Catholic,Once a week,Yes,National security/Terrorism,Good,Keep the same number of troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Not too likely,John Edwards,Somewhat,Had no effect on jobs in your state,Very confident,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,A lot/somewhat,Excellent/Good,17-64,Democrat,Conservative,Catholic,White Catholic,White male,No,No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1067854.0,Louisiana,96.0,Call 2,Backside complete,0.638931274414063,John Kerry,Female,Black,No,65-74,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",Worse today,No one does,Catholic,More than once a week,No,Economy/Jobs,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1067860.0,Louisiana,96.0,Call 2,Backside complete,0.49424085021019,John Kerry,Female,Black,No,17-24,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,Catholic,Never,No,Health care/Medicare,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,Somewhat,Omit,Very confident,17-29,17-29,17-24,Never,Catholic/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Catholic,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1067866.0,Louisiana,130.0,Call 2,Backside complete,1.28976452350616,John Edwards,Male,White,No,65-74,Independent,Moderate,Postgraduate study,"$100,000 or more",Better today,No one does,Protestant,A few times a year,Yes,Education,Good,Keep the same number of troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Satisfied, but not enthusiastic",Not too likely,Mary Landrieu,Not at all,Had no effect on jobs in your state,Very confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1067876.0,Louisiana,96.0,Call 2,Backside complete,0.499497652053833,John Kerry,Male,Black,,45-49,Independent,Moderate,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,Something else,A few times a month,No,Health care/Medicare,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Somewhat likely,John Edwards,Not much,Taken more jobs from your state,Very confident,45-64,45-59,40-49,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Not so good/Poor,17-64,Independent,Moderate,Something else,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1067877.0,Louisiana,130.0,Call 2,Backside complete,1.01005852222443,John Kerry,Male,White,No,65-74,Democrat,Moderate,High school graduate,"$75,000-$99,999",About the same,No one does,Catholic,A few times a month,No,Omit,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Enthusaistic,Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,White male,No,No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1067882.0,Louisiana,117.0,Call 2,Backside complete,1.6679368019104,John Kerry,Male,Black,No,65-74,Democrat,Somewhat conservative,High school graduate,"$30,000-$49,999",Worse today,"Yes, someone else does",Protestant,More than once a week,No,Education,Not so good,Send more troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,Enthusaistic,Very likely,Dick Gephardt,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",No,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70148.0
1067889.0,Louisiana,96.0,Call 2,Backside complete,0.555113017559052,Howard Dean,Male,Black,No,65-74,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,"Yes, I do",Catholic,Once a week,No,Economy/Jobs,Good,Withdraw some troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Mary Landrieu,Somewhat,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,65 or over,Democrat,Moderate,Catholic,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1067892.0,Louisiana,130.0,Call 2,Backside complete,1.05880486965179,John Kerry,Female,White,No,60-64,Democrat,Very liberal,College graduate,"$15,000-$29,999",Worse today,No one does,Protestant,A few times a year,No,Health care/Medicare,Poor,Withdraw some troops,Angry,Gay couples allowed to legally marry,Enthusaistic,Somewhat likely,Omit,A lot,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1067896.0,Louisiana,117.0,Call 2,Backside complete,1.36687326431274,John Kerry,Male,Black,No,50-59,Democrat,Moderate,College graduate,"$50,000-$74,999",Better today,No one does,Other Christian,More than once a week,No,Education,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Mary Landrieu,A lot,Had no effect on jobs in your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70148.0
1067898.0,Louisiana,100.0,Call 2,Backside complete,1.419881939888,John Kerry,Female,Black,No,45-49,Democrat,Somewhat liberal,High school graduate,"Under $15,000",Worse today,No one does,Something else,A few times a month,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,Enthusaistic,Somewhat likely,Hillary Clinton,A lot,Taken more jobs from your state,Very confident,45-64,45-59,40-49,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,Rural,Small cities and Rural,5.0,71202.0
1067899.0,Louisiana,40.0,Call 2,Backside complete,1.79851722717285,John Kerry,Female,Black,No,40-44,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Other Christian,More than once a week,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Very confident,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,Rural,Small cities and Rural,6.0,70730.0
1067907.0,Louisiana,130.0,Call 2,Backside complete,0.827742397785187,John Kerry,Male,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,Protestant,Never,Yes,Economy/Jobs,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Enthusaistic,Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Never,Protestant/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1067908.0,Louisiana,96.0,Call 2,Backside complete,0.638931274414063,John Kerry,Female,Black,,65-74,Democrat,Somewhat conservative,Did not complete high school,"$15,000-$29,999",About the same,No one does,Other Christian,Once a week,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1067911.0,Louisiana,117.0,Call 2,Backside complete,1.36687326431274,John Kerry,Male,Black,No,45-49,Something Else,Somewhat conservative,College graduate,"$50,000-$74,999",About the same,No one does,None,More than once a week,No,Economy/Jobs,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,Hillary Clinton,Not much,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Weekly,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Not so good/Poor,17-64,Independent,Conservative,None,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70148.0
1067913.0,Louisiana,100.0,Call 2,Backside complete,1.419881939888,John Kerry,Female,Black,No,30-39,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Better today,No one does,Other Christian,A few times a month,No,Education,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,Not much,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,Rural,Small cities and Rural,5.0,71202.0
1067915.0,Louisiana,119.0,Call 2,Backside complete,0.884319126605988,John Kerry,Female,Black,,25-29,Democrat,Moderate,College graduate,"$15,000-$29,999",Worse today,"Yes, someone else does",Something else,More than once a week,,Health care/Medicare,Good,Send more troops,Enthusaistic,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,John Edwards,Not much,Taken more jobs from your state,Very confident,17-29,17-29,25-29,Weekly,All others/Omits,College degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,Not much/Not at all,Excellent/Good,17-64,Democrat,Moderate,Something else,All others/Omits,Non-white female,"Yes, I am or someone in household is",No,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70068.0
1067916.0,Louisiana,24.0,Call 2,Backside complete,1.85015249252319,John Kerry,Male,White,No,60-64,Republican,Very conservative,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Catholic,More than once a week,No,National security/Terrorism,Good,Send more troops,Enthusaistic,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Not too likely,John Edwards,Not at all,Had no effect on jobs in your state,Very confident,45-64,60 or over,50-64,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,17-64,Republican,Conservative,Catholic,White Catholic,White male,No,No,Very/somewhat confident,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70808.0
1067923.0,Louisiana,130.0,Call 2,Backside complete,1.05880486965179,John Kerry,Female,White,No,65-74,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,Catholic,Once a week,No,National security/Terrorism,Poor,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,Enthusaistic,Somewhat likely,Wesley Clark,Somewhat,Omit,Very confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
