ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,TIMEPRI,ISSUE,QUAL,NEC,IRAQAPP,BUSHANGR,BEATBUSH,gaymrrge,suppdean,REPLTAX,satkerry,TRADE,AGE,AGE60,AGE65,COLLEDUC,DEANDFCT,INC50K,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SATKERR2,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
824973.0,Wisconsin,13.0,Call 3,Backside not complete,1.48558413982391,John Edwards,Male,White,No,50-59,,,,,,,,,In the last three days,Economy/Jobs,He stands up for what he believes,,,"Dissatisfied, but not angry",,,,Repealed only for the wealthy,Very satisfied,,45-64,45-59,50-64,,,,,,,,18-64,,,,,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,,,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
824976.0,Wisconsin,54.0,Call 3,Backside complete,1.18805110454559,John Edwards,Male,White,No,40-44,Independent,Moderate,High school graduate,"$50,000-$74,999",Worse today,No one does,No one has,Catholic,In the last three days,Economy/Jobs,He has a positive message,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Yes,Repealed for all Americans,Very satisfied,Takes more jobs from your state,30-44,30-44,40-49,No college degree,Yes,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,Milwaukee,"City: 50,000 to 500,000","City over 50,000",5.0,53227.0
824984.0,Wisconsin,3.0,Call 3,Backside complete,0.874394416809082,John Edwards,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,No one has,Catholic,In the last month,Economy/Jobs,He can defeat George W. Bush,Not so good,Strongly disapprove,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Yes,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,Yes,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,Northeast,"City: 50,000 to 500,000","City over 50,000",8.0,54303.0
824991.0,Wisconsin,8.0,Call 3,Backside complete,1.08441591262817,John Edwards,Male,White,No,45-49,Independent,Moderate,Some college or associate degree,"$30,000-$49,999",Worse today,"Yes, I do",No one has,Catholic,In the last week,Economy/Jobs,He stands up for what he believes,Not so good,Strongly approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Omit,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,40-49,No college degree,Omit,"Under $50,000",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Independent,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Northwest,Suburbs,Suburbs,7.0,54724.0
824992.0,Wisconsin,8.0,Call 3,Backside not complete,1.08441591262817,John Edwards,Male,White,No,40-44,,,,,,,,,In the last three days,Health care/Medicare,He cares about people like me,,,"Satisfied, but not enthusiastic",,,,Repealed only for the wealthy,Somewhat dissatisfied,,30-44,30-44,40-49,,,,,,,,18-64,,,,,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,,,White,Northwest,Suburbs,Suburbs,7.0,54724.0
824993.0,Wisconsin,13.0,Call 3,Backside complete,1.48628294467926,John Edwards,Female,White,No,50-59,Democrat,Moderate,College graduate,"$50,000-$74,999",Worse today,No one does,No one has,None,In the last month,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Very satisfied,Has no effect on jobs in your state,45-64,45-59,50-64,College degree,Yes,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,None,White None,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
824996.0,Wisconsin,54.0,Call 3,Backside complete,1.1886100769043,John Edwards,Female,White,No,40-44,Democrat,Somewhat liberal,College graduate,"Under $15,000",Worse today,No one does,No one has,Protestant,Today,Economy/Jobs,He stands up for what he believes,Poor,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Yes,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,30-44,30-44,40-49,College degree,Yes,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Milwaukee,"City: 50,000 to 500,000","City over 50,000",5.0,53227.0
825001.0,Wisconsin,34.0,Call 3,Backside complete,1.17046022415161,John Edwards,Male,White,No,30-39,Something Else,Moderate,Some college or associate degree,"$50,000-$74,999",About the same,"Yes, I do","Yes, someone else has",Catholic,In the last month,Economy/Jobs,He cares about people like me,Not so good,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed only for the wealthy,Somewhat dissatisfied,Takes more jobs from your state,30-44,30-44,30-39,No college degree,Yes,"$50,000 or more",Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Independent,Moderate,Catholic,White Catholic,Very/Somewhat dissatisfied,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,South,Rural,Small cities and Rural,1.0,53171.0
825005.0,Wisconsin,3.0,Call 3,Backside complete,0.873983263969421,John Edwards,Male,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,No one has,Protestant,In the last month,Economy/Jobs,He can defeat George W. Bush,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,No,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,No,No,White,Northeast,"City: 50,000 to 500,000","City over 50,000",8.0,54303.0
825007.0,Wisconsin,50.0,Call 3,Backside complete,1.11712276935577,John Edwards,Male,White,No,30-39,Republican,Moderate,College graduate,"$75,000-$99,999",Better today,No one does,No one has,Catholic,In the last week,Economy/Jobs,He stands up for what he believes,Good,Somewhat approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,No,Repealed only for the wealthy,Very dissatisfied,Takes more jobs from your state,30-44,30-44,30-39,College degree,No,"$50,000 or more",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Republican,Moderate,Catholic,White Catholic,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,White,Milwaukee,Suburbs,Suburbs,1.0,53154.0
825008.0,Wisconsin,60.0,Call 3,Backside complete,1.12912142276764,John Edwards,Female,White,No,65-74,Independent,Somewhat conservative,High school graduate,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Protestant,In the last three days,Economy/Jobs,He stands up for what he believes,Not so good,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed for all Americans,Somewhat satisfied,Has no effect on jobs in your state,65 or over,60 or over,65 or over,No college degree,Yes,"Under $50,000",Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Northwest,Rural,Small cities and Rural,3.0,52524.0
825011.0,Wisconsin,29.0,Call 3,Backside complete,1.52512228488922,John Edwards,Male,White,No,60-64,Democrat,Somewhat conservative,Some college or associate degree,"$30,000-$49,999",About the same,No one does,"Yes, I have and someone else has",Protestant,Before that,Omit,Omit,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Very dissatisfied,Takes more jobs from your state,45-64,60 or over,50-64,No college degree,No,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,Last month/Before that,No,No,White,Northwest,Rural,Small cities and Rural,3.0,54635.0
825013.0,Wisconsin,13.0,Call 3,Backside complete,1.48628294467926,John Edwards,Female,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,No one has,None,In the last three days,The war in Iraq,He can defeat George W. Bush,Good,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,No,Repealed for all Americans,Very satisfied,Takes more jobs from your state,30-44,30-44,30-39,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Excellent/Good,18-64,Democrat,Liberal,None,White None,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
825015.0,Wisconsin,88.0,Call 3,Backside complete,0.791831612586975,John Edwards,Male,White,No,25-29,Democrat,Somewhat conservative,College graduate,"$15,000-$29,999",Worse today,No one does,"Yes, someone else has",Other Christian,In the last month,Taxes,He has the right experience,Good,Strongly approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Left entirely in place,Somewhat dissatisfied,Takes more jobs from your state,18-29,18-29,25-29,College degree,No,"Under $50,000",Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,Last month/Before that,No,No,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,54904.0
825016.0,Wisconsin,88.0,Call 3,Backside complete,0.726771831512451,John Edwards,Female,White,No,65-74,Independent,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,No one has,Protestant,In the last three days,Economy/Jobs,He cares about people like me,Not so good,Somewhat approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed only for the wealthy,Somewhat dissatisfied,Takes more jobs from your state,65 or over,60 or over,65 or over,College degree,No,"$50,000 or more",Strongly/Somewhat approve,No,No,Not so good/Poor,65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White female,Today/Last 3 days/Last week,No,No,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,54904.0
825018.0,Wisconsin,54.0,Call 3,Backside complete,1.18805110454559,John Edwards,Male,White,No,50-59,Democrat,Moderate,Some college or associate degree,"$75,000-$99,999",Worse today,"Yes, I do","Yes, I have",Protestant,In the last week,Health care/Medicare,He cares about people like me,Not so good,Strongly approve,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Yes,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,Yes,"$50,000 or more",Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Milwaukee,"City: 50,000 to 500,000","City over 50,000",5.0,53227.0
825020.0,Wisconsin,75.0,Call 3,Backside complete,0.785978615283966,John Edwards,Female,White,No,45-49,,,College graduate,,Omit,No one does,No one has,,In the last three days,Economy/Jobs,He stands up for what he believes,Not so good,Somewhat approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Left entirely in place,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,40-49,College degree,Yes,,Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,,,,All others/Omits,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53045.0
825025.0,Wisconsin,50.0,Call 3,Backside complete,1.11764824390411,John Edwards,Female,White,No,30-39,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",About the same,"Yes, I do",No one has,Catholic,In the last week,Taxes,He has a positive message,Good,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Yes,Repealed for all Americans,Somewhat dissatisfied,Takes more jobs from your state,30-44,30-44,30-39,No college degree,Yes,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Excellent/Good,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat dissatisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Milwaukee,Suburbs,Suburbs,1.0,53154.0
825033.0,Wisconsin,13.0,Call 3,Backside complete,1.48628294467926,John Edwards,Female,White,No,40-44,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,No one has,Protestant,Today,Economy/Jobs,He has a positive message,Not so good,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,No,Repealed only for the wealthy,Very satisfied,Has no effect on jobs in your state,30-44,30-44,40-49,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
825035.0,Wisconsin,11.0,Call 3,Backside complete,1.33252954483032,John Edwards,Female,White,No,50-59,Democrat,Moderate,High school graduate,"$75,000-$99,999",About the same,"Yes, I do and someone else does",No one has,Protestant,In the last month,Education,He has a positive message,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,South,Rural,Small cities and Rural,2.0,53901.0
825039.0,Wisconsin,41.0,Call 3,Backside complete,0.93602728843689,John Edwards,Male,White,No,65-74,Democrat,Moderate,High school graduate,"$30,000-$49,999",About the same,No one does,"Yes, I have",Other Christian,Today,The war in Iraq,He cares about people like me,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Somewhat dissatisfied,Takes more jobs from your state,65 or over,60 or over,65 or over,No college degree,No,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,White,Milwaukee,Suburbs,Suburbs,4.0,53110.0
825048.0,Wisconsin,50.0,Call 3,Backside complete,1.11712276935577,John Edwards,Male,White,No,45-49,Democrat,Moderate,High school graduate,"$50,000-$74,999",About the same,"Yes, I do",No one has,Catholic,In the last three days,Economy/Jobs,He cares about people like me,Poor,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Yes,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,40-49,No college degree,Yes,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Milwaukee,Suburbs,Suburbs,1.0,53154.0
825049.0,Wisconsin,60.0,Call 3,Backside complete,1.12859046459198,John Edwards,Male,White,No,60-64,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,No one has,Protestant,In the last three days,Health care/Medicare,He has a positive message,Good,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Left entirely in place,Somewhat dissatisfied,Takes more jobs from your state,45-64,60 or over,50-64,No college degree,No,"Under $50,000",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,White,Northwest,Rural,Small cities and Rural,3.0,52524.0
825050.0,Wisconsin,12.0,Call 3,Backside complete,1.24597370624542,John Edwards,Male,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,"Yes, I do",No one has,Protestant,Today,Health care/Medicare,He can defeat George W. Bush,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Very satisfied,Takes more jobs from your state,30-44,30-44,30-39,College degree,Yes,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53713.0
825055.0,Wisconsin,13.0,Call 3,Backside complete,1.48628294467926,John Edwards,Female,White,No,30-39,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Worse today,No one does,"Yes, someone else has",Something else,Today,Taxes,He has a positive message,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,No,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,30-44,30-44,30-39,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Something else,White Something else,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
825058.0,Wisconsin,21.0,Call 3,Backside complete,1.16111123561859,John Edwards,Female,White,No,18-24,Something Else,Very liberal,Postgraduate study,"$15,000-$29,999",Better today,No one does,No one has,Something else,Today,Education,He can defeat George W. Bush,Poor,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,No,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,18-29,18-29,18-24,College degree,No,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Liberal,Something else,White Something else,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,54751.0
825059.0,Wisconsin,41.0,Call 3,Backside complete,1.02578675746918,John Edwards,Female,White,No,45-49,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Worse today,"Yes, someone else does","Yes, someone else has",Catholic,In the last week,Economy/Jobs,He cares about people like me,Poor,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,40-49,No college degree,Yes,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,White,Milwaukee,Suburbs,Suburbs,4.0,53110.0
825062.0,Wisconsin,45.0,Call 3,Backside complete,1.59324324131012,John Edwards,Female,White,No,50-59,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,"Yes, someone else does",No one has,Catholic,In the last month,Economy/Jobs,He cares about people like me,Poor,Somewhat disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,Yes,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",No,White,Milwaukee,"City over 500,000","City over 50,000",4.0,53215.0
825066.0,Wisconsin,3.0,Call 3,Backside complete,0.874394416809082,John Edwards,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Better today,"Yes, I do","Yes, I have",Catholic,In the last three days,Economy/Jobs,He can defeat George W. Bush,Not so good,Somewhat approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Somewhat satisfied,Creates more jobs in your state,45-64,45-59,50-64,No college degree,No,"$50,000 or more",Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Northeast,"City: 50,000 to 500,000","City over 50,000",8.0,54303.0
825069.0,Wisconsin,50.0,Call 3,Backside complete,1.11764824390411,John Edwards,Female,White,No,40-44,Independent,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,No one has,Catholic,Before that,Economy/Jobs,He stands up for what he believes,Poor,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,30-44,30-44,40-49,No college degree,No,"$50,000 or more",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Independent,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,Milwaukee,Suburbs,Suburbs,1.0,53154.0
825085.0,Wisconsin,36.0,Call 3,Backside not complete,1.13748204708099,John Edwards,Male,White,No,65-74,,,,,,,,,In the last month,National security/Terrorism,He has a positive message,,,Enthusaistic,,,,Repealed for all Americans,Somewhat satisfied,,65 or over,60 or over,65 or over,,,,,,,,65 or over,,,,,Very/Somewhat satisfied,White male,Last month/Before that,,,White,South,Rural,Small cities and Rural,3.0,53857.0
825086.0,Wisconsin,4.0,Call 3,Backside complete,0.833407163619995,John Edwards,Female,White,No,40-44,Independent,Moderate,High school graduate,"$30,000-$49,999",Worse today,"Yes, someone else does",No one has,Other Christian,Before that,Economy/Jobs,He has a positive message,Not so good,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,30-44,30-44,40-49,No college degree,No,"Under $50,000",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",No,White,Northeast,"City: 50,000 to 500,000","City over 50,000",8.0,54302.0
825087.0,Wisconsin,31.0,Call 3,Backside complete,1.30994427204132,John Edwards,Female,White,No,30-39,Republican,Somewhat conservative,Postgraduate study,"$100,000 or more",Better today,"Yes, I do",No one has,Catholic,Before that,Omit,He has the right temperament,Excellent,Strongly approve,Enthusaistic,Omit,No legal recognition of gay couples' relationships,No,Left entirely in place,Very dissatisfied,Creates more jobs in your state,30-44,30-44,30-39,College degree,No,"$50,000 or more",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Republican,Conservative,Catholic,White Catholic,Very/Somewhat dissatisfied,White female,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,South,Suburbs,Suburbs,1.0,53143.0
825089.0,Wisconsin,50.0,Call 3,Backside complete,1.11712276935577,John Edwards,Male,White,No,50-59,Democrat,Moderate,High school graduate,"$50,000-$74,999",Worse today,"Yes, I do","Yes, I have",Catholic,In the last three days,Economy/Jobs,He stands up for what he believes,Not so good,Somewhat approve,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Left entirely in place,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,No,"$50,000 or more",Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Milwaukee,Suburbs,Suburbs,1.0,53154.0
825102.0,Wisconsin,75.0,Call 3,Backside complete,0.717203080654144,John Edwards,Male,White,No,60-64,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, I do",No one has,Catholic,In the last three days,Health care/Medicare,He can defeat George W. Bush,Not so good,Somewhat approve,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,60 or over,50-64,No college degree,Yes,"$50,000 or more",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53045.0
825105.0,Wisconsin,34.0,Call 3,Backside complete,1.17101085186005,John Edwards,Female,White,No,30-39,Democrat,Very liberal,Postgraduate study,"$75,000-$99,999",Better today,No one does,No one has,Other Christian,In the last three days,Economy/Jobs,He cares about people like me,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,No,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,30-44,30-44,30-39,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,South,Rural,Small cities and Rural,1.0,53171.0
825108.0,Wisconsin,31.0,Call 3,Backside complete,1.30994427204132,John Edwards,Female,White,No,50-59,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do","Yes, someone else has",Protestant,Today,Economy/Jobs,He has a positive message,Poor,Strongly disapprove,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Yes,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,College degree,Yes,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,South,Suburbs,Suburbs,1.0,53143.0
825109.0,Wisconsin,50.0,Call 3,Backside complete,1.02033030986786,John Edwards,Female,White,No,75 or over,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,No one does,"Yes, someone else has",Catholic,In the last three days,Economy/Jobs,He cares about people like me,Not so good,Somewhat approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,No,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,65 or over,60 or over,65 or over,No college degree,No,"Under $50,000",Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Milwaukee,Suburbs,Suburbs,1.0,53154.0
