ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,dpres,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,ATTEND,FTVOTEP,TIMEPRI,issue,qual,IRAQAPP,BUSHANGR,BEATBUSH,jobworry,novedwr,novkerry,TERRWORR,TRADE,AGE,AGE60,AGE65,ATTEND2,COLLEDUC,ftever,FTPRIM,INC50K,iraq2,jobworr2,MILHH,MILVOTE,novedw2,novker2,OVER65,PARTY,PHIL3,SEXRACE,TERWORR2,TIMEPRI2,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
799028.0,Virginia,99.0,Call 2,Backside complete,1.58321273326874,John Kerry,Male,Black,No,45-49,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",About the same,"Yes, someone else does",No one has,A few times a month,I have voted in a presidential primary before,Before that,Economy/Jobs,He stands up for what he believes,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Very worried,Not too likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,40-49,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Strongly/Somewhat approve,Very/somewhat worried,No,No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,Non-white male,Very/somewhat worried,Last month/Before that,"Yes, I am or someone in household is",No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23701.0
799029.0,Virginia,78.0,Call 2,Backside complete,0.845797061920166,John Edwards,Female,White,,75 or over,,Moderate,High school graduate,"Under $15,000",Omit,No one does,"Yes, someone else has",More than once a week,"I have voted before, but not in a presidential primary",In the last week,Health care/Medicare,He cares about people like me,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Not at all worried,Somewhat likely,Somewhat likely,Not too worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,First time voted in a primary,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,65 or over,,Moderate,White female,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,Rural,Small cities and Rural,9.0,24360.0
799030.0,Virginia,87.0,Call 2,Backside not complete,1.50319945812225,John Kerry,Female,Black,No,75 or over,,,,,,,,,,Omit,Health care/Medicare,He cares about people like me,,"Dissatisfied, but not angry",,,Omit,Very likely,,,65 or over,60 or over,65 or over,,,,,,,,,,Omit,Very/Somewhat likely,65 or over,,,Non-white female,,Omit,,,Black,Southeast,"City: 10,000 to 49,999",Small cities and Rural,4.0,23847.0
799031.0,Virginia,9.0,Call 2,Backside complete,0.554738938808441,John Kerry,Female,White,,50-59,Democrat,Moderate,High school graduate,"$100,000 or more",Worse today,"Yes, someone else does",No one has,A few times a year,I have voted in a presidential primary before,Today,Economy/Jobs,He stands up for what he believes,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very worried,Somewhat likely,Somewhat likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,50-64,Occasionally,No college degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Moderate,White female,Very/somewhat worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,White,West/Shenendoah,Rural,Small cities and Rural,6.0,24019.0
799032.0,Virginia,99.0,Call 2,Backside complete,1.54007613658905,John Kerry,Male,Black,No,65-74,Democrat,,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,"Yes, I have",More than once a week,I have voted in a presidential primary before,In the last week,Health care/Medicare,He can defeat George W. Bush,Strongly disapprove,Angry,Omit,Not too worried,Omit,Very likely,Not too worried,Omit,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Omit,Very/Somewhat likely,65 or over,Democrat,,Non-white male,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23701.0
799033.0,Virginia,109.0,Call 2,Backside complete,0.436418414115906,Howard Dean,Male,White,No,60-64,Republican,Somewhat conservative,College graduate,"$50,000-$74,999",Better today,No one does,"Yes, I have",Once a week,I have voted in a presidential primary before,In the last three days,Taxes,He stands up for what he believes,Strongly approve,Enthusaistic,Omit,Not at all worried,Not at all likely,Not at all likely,Very worried,Creates more jobs in your state,45-64,60 or over,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Strongly/Somewhat approve,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Not too/Not at all likely,Not too/Not at all likely,18-64,Republican,Conservative,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23452.0
799034.0,Virginia,87.0,Call 2,Backside complete,1.2543853521347,John Kerry,Male,Black,,60-64,Democrat,Very conservative,Did not complete high school,,Better today,"Yes, someone else does","Yes, I have",More than once a week,I have voted in a presidential primary before,Before that,Economy/Jobs,He can defeat George W. Bush,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Not at all worried,Not too likely,Very likely,Not at all worried,Creates more jobs in your state,45-64,60 or over,50-64,Weekly,No college degree,Have voted before,Have voted in a primary before,,Strongly/Somewhat approve,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Conservative,Non-white male,Not too/Not at all worried,Last month/Before that,"Yes, I am or someone in household is",No,Black,Southeast,"City: 10,000 to 49,999",Small cities and Rural,4.0,23847.0
799035.0,Virginia,57.0,Call 2,Backside complete,1.43975079059601,John Kerry,Female,White,No,65-74,Democrat,Moderate,Postgraduate study,"$15,000-$29,999",Worse today,No one does,No one has,Once a week,I have voted in a presidential primary before,In the last three days,Economy/Jobs,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Somewhat worried,Somewhat likely,Very likely,Not too worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,College degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Moderate,White female,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,White,East/Richmond,Rural,Small cities and Rural,7.0,23117.0
799036.0,Virginia,63.0,Call 2,Backside complete,1.63926327228546,Wesley Clark,Female,White,No,50-59,Independent,Moderate,Postgraduate study,"$75,000-$99,999",Worse today,No one does,"Yes, I have",A few times a month,I have voted in a presidential primary before,Today,The war in Iraq,He has the right experience,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Very worried,Somewhat likely,Very likely,Somewhat worried,Has no effect on jobs in your state,45-64,45-59,50-64,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Independent,Moderate,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,North,Suburbs,Suburbs,11.0,22191.0
799037.0,Virginia,99.0,Call 2,Backside complete,1.54007613658905,John Kerry,Male,Black,,75 or over,Democrat,Very conservative,Did not complete high school,"$15,000-$29,999",Better today,No one does,"Yes, I have",Once a week,I have voted in a presidential primary before,In the last week,Economy/Jobs,Omit,Strongly disapprove,Omit,He agrees with you on the major issues,Very worried,Omit,Omit,Not at all worried,Creates more jobs in your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Omit,Omit,65 or over,Democrat,Conservative,Non-white male,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23701.0
799038.0,Virginia,63.0,Call 2,Backside complete,1.5893372297287,Wesley Clark,Female,White,No,17-24,Democrat,Somewhat liberal,Some college or associate degree,"$100,000 or more",Better today,No one does,"Yes, someone else has",Never,"I have voted before, but not in a presidential primary",In the last month,Economy/Jobs,He has a positive message,Strongly disapprove,Angry,He agrees with you on the major issues,Not too worried,Somewhat likely,Very likely,Somewhat worried,Creates more jobs in your state,17-29,17-29,17-24,Never,No college degree,Have voted before,First time voted in a primary,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Last month/Before that,No,No,White,North,Suburbs,Suburbs,11.0,22191.0
799039.0,Virginia,9.0,Call 2,Backside complete,0.450975060462952,John Edwards,Male,White,No,60-64,Democrat,Moderate,Postgraduate study,"$100,000 or more",Worse today,No one does,"Yes, I have",A few times a year,I have voted in a presidential primary before,In the last month,Health care/Medicare,He can defeat George W. Bush,Strongly disapprove,Angry,He agrees with you on the major issues,Somewhat worried,Very likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,60 or over,50-64,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Moderate,White male,Very/somewhat worried,Last month/Before that,No,No,White,West/Shenendoah,Rural,Small cities and Rural,6.0,24019.0
799040.0,Virginia,104.0,Call 2,Backside complete,1.74365222454071,John Edwards,Male,Black,No,50-59,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",More than once a week,I have voted in a presidential primary before,Before that,Omit,He has a positive message,Omit,"Dissatisfied, but not angry",He agrees with you on the major issues,Very worried,Somewhat likely,Somewhat likely,Not too worried,Has no effect on jobs in your state,45-64,45-59,50-64,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Omit,Very/somewhat worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,Non-white male,Not too/Not at all worried,Last month/Before that,No,No,Black,West/Shenendoah,"City: 10,000 to 49,999",Small cities and Rural,6.0,24153.0
799041.0,Virginia,57.0,Call 2,Backside complete,1.4800773859024,John Kerry,Female,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,"Yes, someone else has",A few times a month,I have voted in a presidential primary before,Before that,Omit,He can defeat George W. Bush,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Not too worried,Not too likely,Very likely,Somewhat worried,Takes more jobs from your state,30-44,30-44,30-39,Occasionally,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Last month/Before that,No,No,White,East/Richmond,Rural,Small cities and Rural,7.0,23117.0
799042.0,Virginia,78.0,Call 2,Backside complete,0.984439611434937,John Edwards,Female,White,No,50-59,Independent,Somewhat liberal,High school graduate,"$30,000-$49,999",Worse today,No one does,,A few times a year,"I have voted before, but not in a presidential primary",In the last month,Economy/Jobs,He stands up for what he believes,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Not too worried,Very likely,Very likely,Somewhat worried,Creates more jobs in your state,45-64,45-59,50-64,Occasionally,No college degree,Have voted before,First time voted in a primary,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,,,Very/Somewhat likely,Very/Somewhat likely,18-64,Independent,Liberal,White female,Very/somewhat worried,Last month/Before that,No,No,White,West/Shenendoah,Rural,Small cities and Rural,9.0,24360.0
799043.0,Virginia,99.0,Call 2,Backside complete,1.65727293491364,John Kerry,Female,Black,,65-74,Democrat,Moderate,,"$15,000-$29,999",About the same,No one does,,Once a week,I have voted in a presidential primary before,In the last three days,Health care/Medicare,He can defeat George W. Bush,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Very worried,Not too likely,Very likely,Somewhat worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,,Have voted before,Have voted in a primary before,"Under $50,000",Strongly/Somewhat approve,Very/somewhat worried,,,Not too/Not at all likely,Very/Somewhat likely,65 or over,Democrat,Moderate,Non-white female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23701.0
799044.0,Virginia,9.0,Call 2,Backside complete,0.445807337760925,John Kerry,Male,White,No,75 or over,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",Worse today,No one does,"Yes, I have",Once a week,I have voted in a presidential primary before,In the last month,Omit,He has a positive message,Strongly disapprove,Angry,He agrees with you on the major issues,Very worried,Not too likely,Somewhat likely,Not too worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Not too/Not at all likely,Very/Somewhat likely,65 or over,Democrat,Liberal,White male,Not too/Not at all worried,Last month/Before that,No,No,White,West/Shenendoah,Rural,Small cities and Rural,6.0,24019.0
799045.0,Virginia,9.0,Call 2,Backside not complete,0.554738938808441,John Kerry,Female,White,,40-44,,,,,,,,,,In the last three days,Economy/Jobs,He can defeat George W. Bush,,"Dissatisfied, but not angry",,,Not too likely,Very likely,,,30-44,30-44,40-49,,,,,,,,,,Not too/Not at all likely,Very/Somewhat likely,18-64,,,White female,,Today/Last 3 days/Last week,,,White,West/Shenendoah,Rural,Small cities and Rural,6.0,24019.0
799046.0,Virginia,104.0,Call 2,Backside complete,0.821959614753723,John Kerry,Male,White,No,75 or over,Democrat,Moderate,Did not complete high school,"$15,000-$29,999",Worse today,No one does,"Yes, I have",A few times a year,I have voted in a presidential primary before,In the last week,The war in Iraq,He can defeat George W. Bush,Strongly disapprove,Angry,He agrees with you on the major issues,Not at all worried,Not too likely,Very likely,Somewhat worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Occasionally,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Not too/Not at all likely,Very/Somewhat likely,65 or over,Democrat,Moderate,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,"City: 10,000 to 49,999",Small cities and Rural,6.0,24153.0
799047.0,Virginia,109.0,Call 2,Backside complete,0.466978937387466,John Edwards,Male,Hispanic/Latino,Yes,30-39,Republican,Very conservative,Some college or associate degree,"$30,000-$49,999",Better today,No one does,"Yes, I have and someone else has",Once a week,I have voted in a presidential primary before,In the last month,National security/Terrorism,He stands up for what he believes,Strongly approve,Enthusaistic,Omit,Not at all worried,Not too likely,Not too likely,Somewhat worried,Creates more jobs in your state,30-44,30-44,30-39,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Strongly/Somewhat approve,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Not too/Not at all likely,Not too/Not at all likely,18-64,Republican,Conservative,Non-white male,Very/somewhat worried,Last month/Before that,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23452.0
799048.0,Virginia,57.0,Call 2,Backside complete,1.56841385364532,Howard Dean,Female,White,No,45-49,Democrat,Somewhat liberal,High school graduate,"$75,000-$99,999",About the same,No one does,"Yes, someone else has",A few times a year,I have voted in a presidential primary before,In the last month,Economy/Jobs,He can defeat George W. Bush,Somewhat approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Not too worried,Somewhat likely,Somewhat likely,Very worried,Creates more jobs in your state,45-64,45-59,40-49,Occasionally,No college degree,Have voted before,Have voted in a primary before,"$50,000 or more",Strongly/Somewhat approve,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Last month/Before that,No,No,White,East/Richmond,Rural,Small cities and Rural,7.0,23117.0
799049.0,Virginia,87.0,Call 2,Backside complete,1.50319945812225,John Kerry,Female,Black,No,60-64,Democrat,Somewhat liberal,,"Under $15,000",Worse today,"Yes, someone else does","Yes, someone else has",More than once a week,"I have voted before, but not in a presidential primary",In the last month,Health care/Medicare,He cares about people like me,Strongly disapprove,Angry,He agrees with you on the major issues,Somewhat worried,Very likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,60 or over,50-64,Weekly,,Have voted before,First time voted in a primary,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,Non-white female,Very/somewhat worried,Last month/Before that,"Yes, I am or someone in household is",No,Black,Southeast,"City: 10,000 to 49,999",Small cities and Rural,4.0,23847.0
799050.0,Virginia,63.0,Call 2,Backside complete,0.728452682495117,,Male,Hispanic/Latino,Yes,40-44,Democrat,Moderate,College graduate,"$100,000 or more",Better today,No one does,"Yes, I have",A few times a year,I have voted in a presidential primary before,Before that,Health care/Medicare,He can defeat George W. Bush,Somewhat disapprove,Angry,He can defeat George W. Bush in November,Somewhat worried,Not at all likely,Very likely,Very worried,Takes more jobs from your state,30-44,30-44,40-49,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Moderate,Non-white male,Very/somewhat worried,Last month/Before that,No,No,Hispanic/Latino,North,Suburbs,Suburbs,11.0,22191.0
799051.0,Virginia,78.0,Call 2,Backside complete,0.704536855220795,John Kerry,Male,White,No,75 or over,Independent,Moderate,Did not complete high school,"Under $15,000",About the same,No one does,"Yes, I have",Once a week,I have voted in a presidential primary before,Today,Health care/Medicare,He stands up for what he believes,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Somewhat worried,Somewhat likely,Very likely,Somewhat worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,65 or over,Independent,Moderate,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,Rural,Small cities and Rural,9.0,24360.0
799052.0,Virginia,9.0,Call 2,Backside complete,0.716703474521637,,Male,White,No,50-59,Democrat,Moderate,College graduate,,Worse today,No one does,No one has,More than once a week,I have voted in a presidential primary before,In the last three days,Health care/Medicare,He stands up for what he believes,Strongly approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Not at all worried,Very likely,Very likely,Very worried,Takes more jobs from your state,45-64,45-59,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,,Strongly/Somewhat approve,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Moderate,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,Rural,Small cities and Rural,6.0,24019.0
799053.0,Virginia,104.0,Call 2,Backside complete,0.98676323890686,John Edwards,Female,White,,60-64,Independent,Somewhat conservative,Some college or associate degree,"$30,000-$49,999",Better today,No one does,"Yes, someone else has",A few times a month,I have voted in a presidential primary before,Today,Health care/Medicare,He has the right temperament,Strongly approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Not at all worried,Somewhat likely,Somewhat likely,Somewhat worried,Has no effect on jobs in your state,45-64,60 or over,50-64,Occasionally,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Strongly/Somewhat approve,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Independent,Conservative,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,"City: 10,000 to 49,999",Small cities and Rural,6.0,24153.0
799054.0,Virginia,109.0,Call 2,Backside complete,0.480795085430145,John Edwards,Female,White,No,65-74,Independent,Somewhat conservative,High school graduate,"$50,000-$74,999",Worse today,No one does,"Yes, someone else has",A few times a year,I have voted in a presidential primary before,In the last month,The war in Iraq,He has a positive message,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Not at all worried,Very likely,Somewhat likely,Somewhat worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Occasionally,No college degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,65 or over,Independent,Conservative,White female,Very/somewhat worried,Last month/Before that,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23452.0
799055.0,Virginia,99.0,Call 2,Backside complete,1.67581045627594,John Kerry,Female,Black,No,45-49,Democrat,Very conservative,Some college or associate degree,,Better today,No one does,"Yes, someone else has",More than once a week,I have voted in a presidential primary before,In the last month,Economy/Jobs,He stands up for what he believes,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Not at all worried,Very likely,Very likely,Not too worried,Takes more jobs from your state,45-64,45-59,40-49,Weekly,No college degree,Have voted before,Have voted in a primary before,,Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Conservative,Non-white female,Not too/Not at all worried,Last month/Before that,No,No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23701.0
799056.0,Virginia,78.0,Call 2,Backside complete,0.845797061920166,John Edwards,Female,White,No,65-74,Independent,Somewhat conservative,Did not complete high school,"Under $15,000",About the same,No one does,"Yes, someone else has",Once a week,"I have voted before, but not in a presidential primary",In the last month,Education,He cares about people like me,Strongly approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Somewhat worried,Somewhat likely,Not too likely,Somewhat worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,First time voted in a primary,"Under $50,000",Strongly/Somewhat approve,Very/somewhat worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Not too/Not at all likely,65 or over,Independent,Conservative,White female,Very/somewhat worried,Last month/Before that,No,No,White,West/Shenendoah,Rural,Small cities and Rural,9.0,24360.0
799057.0,Virginia,63.0,Call 2,Backside complete,1.69642007350922,,Female,Black,,50-59,Democrat,Moderate,College graduate,"$30,000-$49,999",About the same,,,More than once a week,I have voted in a presidential primary before,In the last month,Omit,He has the right temperament,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat worried,Omit,Omit,Very worried,Takes more jobs from your state,45-64,45-59,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,,,Omit,Omit,18-64,Democrat,Moderate,Non-white female,Very/somewhat worried,Last month/Before that,,,Black,North,Suburbs,Suburbs,11.0,22191.0
799058.0,Virginia,85.0,Call 2,Backside complete,1.19382774829865,John Edwards,Female,White,No,50-59,Something Else,Moderate,High school graduate,"$30,000-$49,999",About the same,"Yes, someone else does","Yes, someone else has",A few times a month,I have voted in a presidential primary before,Before that,Economy/Jobs,He can defeat George W. Bush,Strongly approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Somewhat worried,Not too likely,Somewhat likely,Very worried,Takes more jobs from your state,45-64,45-59,50-64,Occasionally,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Strongly/Somewhat approve,Very/somewhat worried,"Yes, I have or someone in household has",No,Not too/Not at all likely,Very/Somewhat likely,18-64,Independent,Moderate,White female,Very/somewhat worried,Last month/Before that,"Yes, I am or someone in household is",No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",4.0,23324.0
799059.0,Virginia,87.0,Call 2,Backside complete,1.50319945812225,John Kerry,Female,Black,No,65-74,Democrat,Very liberal,Did not complete high school,"Under $15,000",Better today,"Yes, someone else does",No one has,More than once a week,I have voted in a presidential primary before,Today,Taxes,He cares about people like me,Strongly approve,Enthusaistic,He agrees with you on the major issues,Very worried,Very likely,Very likely,Very worried,Creates more jobs in your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Strongly/Somewhat approve,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Liberal,Non-white female,Very/somewhat worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Black,Southeast,"City: 10,000 to 49,999",Small cities and Rural,4.0,23847.0
799060.0,Virginia,109.0,Call 2,Backside complete,0.480795085430145,John Edwards,Female,White,No,60-64,Republican,Very conservative,College graduate,"$50,000-$74,999",About the same,No one does,"Yes, I have",More than once a week,I have voted in a presidential primary before,In the last week,Economy/Jobs,He stands up for what he believes,Somewhat approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Not at all worried,Somewhat likely,Somewhat likely,Somewhat worried,Takes more jobs from your state,45-64,60 or over,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Strongly/Somewhat approve,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Republican,Conservative,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23452.0
799061.0,Virginia,9.0,Call 2,Backside complete,0.555732071399689,John Edwards,Female,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Worse today,"Yes, someone else does","Yes, someone else has",Once a week,I have voted in a presidential primary before,In the last three days,Economy/Jobs,He has a positive message,Somewhat approve,Angry,He agrees with you on the major issues,Very worried,Very likely,Very likely,Somewhat worried,Takes more jobs from your state,30-44,30-44,30-39,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Strongly/Somewhat approve,Very/somewhat worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,White,West/Shenendoah,Rural,Small cities and Rural,6.0,24019.0
799062.0,Virginia,104.0,Call 2,Backside complete,0.952353358268738,John Kerry,Female,,No,60-64,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,"Yes, I have",A few times a year,I have voted in a presidential primary before,Before that,The war in Iraq,He has a positive message,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Somewhat worried,Somewhat likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,60 or over,50-64,Occasionally,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,,Very/somewhat worried,Last month/Before that,No,No,,West/Shenendoah,"City: 10,000 to 49,999",Small cities and Rural,6.0,24153.0
