ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,GAY,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM
999461.0,Vermont,13.0,Call 2,Backside complete,0.977717280387878,Howard Dean,Female,White,No,75 or over,Independent,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,Protestant,No,Omit,Economy/Jobs,Omit,Very important,"Dissatisfied, but not angry",Omit,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Omit,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Omit,"Under $50,000",65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Omit,Omit,Omit,Only Edwards/Either,Only Kerry/Either,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
999463.0,Vermont,72.0,Call 2,Backside complete,0.50043123960495,Other,Male,Other,No,50-59,,,Postgraduate study,"$50,000-$74,999",Worse today,No one does,Something else,No,Before that,Economy/Jobs,He cares about people like me,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Neither candidate,45-64,45-59,50-64,Not too/not at all important,College degree,No,"$50,000 or more",18-64,,,Something else,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,Non-white male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,Other,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999464.0,Vermont,72.0,Call 2,Backside complete,0.644067645072937,Howard Dean,Female,,No,30-39,Independent,Very liberal,Postgraduate study,"$30,000-$49,999",About the same,No one does,Something else,Yes,Before that,Economy/Jobs,He stands up for what he believes,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Not too/not at all important,College degree,Omit,"Under $50,000",18-64,Independent,Liberal,Something else,All others/Omits,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999472.0,Vermont,15.0,Call 2,Backside complete,1.12116992473602,John Kerry,Male,White,No,65-74,Independent,Somewhat liberal,Did not complete high school,"$15,000-$29,999",Worse today,No one does,Other Christian,No,In the last month,Health care/Medicare,He can defeat George W. Bush,Not too important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Neither candidate,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,No,"Under $50,000",65 or over,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
999473.0,Vermont,26.0,Call 2,Backside complete,0.682210981845856,John Kerry,Female,White,No,50-59,Independent,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,Catholic,No,In the last month,The war in Iraq,Omit,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Omit,No,Creates more jobs in your state,Only John Kerry,45-64,45-59,50-64,Not too/not at all important,No college degree,No,"Under $50,000",18-64,Independent,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Omit,Omit,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999474.0,Vermont,79.0,Call 2,Backside complete,1.19637143611908,Howard Dean,Male,White,No,60-64,Democrat,Very liberal,Postgraduate study,"$30,000-$49,999",Better today,No one does,Protestant,No,Before that,Health care/Medicare,He stands up for what he believes,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,Yes,Creates more jobs in your state,Both candidates,45-64,60 or over,50-64,Not too/not at all important,College degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
999476.0,Vermont,72.0,Call 2,Backside complete,0.896773517131805,Howard Dean,Male,White,No,50-59,Independent,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,Other Christian,No,Today,National security/Terrorism,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,Omit,"Under $50,000",18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999488.0,Vermont,15.0,Call 2,Backside complete,0.860814213752747,John Kerry,Male,White,No,45-49,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",Better today,No one does,Protestant,No,In the last month,Economy/Jobs,He is honest and trustworthy,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,No college degree,No,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
999489.0,Vermont,79.0,Call 2,Backside complete,0.999655246734619,John Kerry,Male,White,No,50-59,,Moderate,High school graduate,"$30,000-$49,999",Worse today,"Yes, I do",Other Christian,No,Before that,Taxes,He cares about people like me,Very important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Green Mountains,Rural,Small cities and Rural,1.0
999490.0,Vermont,79.0,Call 2,Backside complete,0.726458549499512,Howard Dean,Female,White,No,50-59,Independent,Very liberal,Postgraduate study,"$30,000-$49,999",Better today,"Yes, I do",None,No,Today,Omit,He can defeat George W. Bush,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,College degree,Omit,"Under $50,000",18-64,Independent,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Green Mountains,Rural,Small cities and Rural,1.0
999493.0,Vermont,72.0,Call 2,Backside complete,0.709233999252319,Howard Dean,Female,White,No,40-44,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do",Other Christian,No,Before that,The war in Iraq,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Only John Kerry,Yes,Omit,Neither candidate,30-44,30-44,40-49,Very/somewhat important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,"Yes, I am or someone in household is",Yes I am,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999494.0,Vermont,72.0,Call 2,Backside complete,0.709233999252319,Howard Dean,Female,White,No,50-59,Independent,Moderate,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Protestant,No,Before that,Health care/Medicare,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,Omit,"Under $50,000",18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999505.0,Vermont,26.0,Call 2,Backside complete,0.690569937229156,Howard Dean,Female,White,No,50-59,Democrat,Very liberal,College graduate,"$50,000-$74,999",About the same,No one does,Catholic,No,Today,The war in Iraq,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999507.0,Vermont,79.0,Call 2,Backside complete,0.659709513187408,Howard Dean,Female,,,30-39,Democrat,Moderate,College graduate,"$50,000-$74,999",Better today,"Yes, I do",None,No,In the last month,Education,He can defeat George W. Bush,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,30-44,30-44,30-39,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Democrat,Moderate,None,All others/Omits,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,,Green Mountains,Rural,Small cities and Rural,1.0
999519.0,Vermont,26.0,Call 2,Backside complete,0.899434804916382,Howard Dean,Female,White,No,65-74,Independent,Moderate,Postgraduate study,"$15,000-$29,999",Worse today,No one does,Catholic,No,Before that,The war in Iraq,He is honest and trustworthy,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Omit,"Under $50,000",65 or over,Independent,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999521.0,Vermont,79.0,Call 2,Backside complete,0.790600419044495,John Kerry,Female,White,No,50-59,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Better today,"Yes, I do",Protestant,No,Before that,Taxes,He cares about people like me,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Green Mountains,Rural,Small cities and Rural,1.0
999522.0,Vermont,79.0,Call 2,Backside complete,0.790600419044495,John Kerry,Female,White,No,30-39,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,No one does,None,No,Before that,Health care/Medicare,He can defeat George W. Bush,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
999533.0,Vermont,15.0,Call 2,Backside complete,0.50043123960495,Other,Female,White,No,45-49,Independent,,Postgraduate study,,Better today,No one does,Other Christian,,Before that,Omit,He has a positive message,Very important,Omit,He can defeat George W. Bush in November,Omit,Dissatisfied if either one is the nominee,Omit,Yes,Omit,Neither candidate,45-64,45-59,40-49,Very/somewhat important,College degree,Yes,,18-64,Independent,,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Omit,Omit,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
999536.0,Vermont,72.0,Call 2,Backside complete,0.50043123960495,Other,Male,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Other Christian,No,Today,The war in Iraq,He is honest and trustworthy,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Both candidates,No,Omit,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999537.0,Vermont,72.0,Call 2,Backside complete,0.896773517131805,Howard Dean,Male,White,No,40-44,Independent,Very liberal,College graduate,"$50,000-$74,999",Better today,No one does,None,No,Before that,The war in Iraq,He can defeat George W. Bush,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Independent,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999538.0,Vermont,79.0,Call 2,Backside complete,0.999655246734619,John Kerry,Male,White,No,45-49,Independent,Somewhat conservative,High school graduate,"$30,000-$49,999",Worse today,No one does,Catholic,No,Before that,Economy/Jobs,He is honest and trustworthy,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Neither candidate,No,Takes more jobs from your state,Only John Edwards,45-64,45-59,40-49,Not too/not at all important,No college degree,No,"Under $50,000",18-64,Independent,Conservative,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
999549.0,Vermont,15.0,Call 2,Backside complete,0.50043123960495,Did not vote,Female,White,No,40-44,Independent,Moderate,High school graduate,"$30,000-$49,999",Better today,No one does,Protestant,No,Omit,Economy/Jobs,He has the right experience,Very important,"Dissatisfied, but not angry",Omit,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Only John Edwards,No,Creates more jobs in your state,Neither candidate,30-44,30-44,40-49,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Omit,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
999551.0,Vermont,72.0,Call 2,Backside complete,0.770309329032898,Dennis Kucinich,Male,White,No,50-59,Independent,Very liberal,Some college or associate degree,"$30,000-$49,999",Worse today,"Yes, I do",None,No,Before that,The war in Iraq,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Independent,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999552.0,Vermont,79.0,Call 2,Backside complete,0.790600419044495,John Kerry,Female,White,No,50-59,Republican,Moderate,Did not complete high school,"Under $15,000",About the same,No one does,Other Christian,No,Today,Health care/Medicare,He is honest and trustworthy,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Not too/not at all important,No college degree,No,"Under $50,000",18-64,Republican,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
999553.0,Vermont,79.0,Call 2,Backside complete,0.946177959442139,Howard Dean,Female,White,No,60-64,Democrat,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Better today,No one does,Something else,No,In the last month,Health care/Medicare,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,45-64,60 or over,50-64,Very/somewhat important,College degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
999574.0,Vermont,26.0,Call 2,Backside complete,0.682210981845856,John Kerry,Female,White,No,50-59,Independent,Somewhat conservative,High school graduate,"$15,000-$29,999",Worse today,No one does,Protestant,No,Before that,The war in Iraq,He stands up for what he believes,Not too important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,No college degree,No,"Under $50,000",18-64,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999575.0,Vermont,72.0,Call 2,Backside complete,0.709233999252319,Howard Dean,Female,White,No,40-44,Democrat,Somewhat liberal,College graduate,"$15,000-$29,999",Worse today,No one does,Protestant,No,Before that,Omit,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Not too/not at all important,College degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999576.0,Vermont,79.0,Call 2,Backside complete,0.946177959442139,Howard Dean,Female,White,No,75 or over,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,Protestant,No,Before that,Taxes,He is honest and trustworthy,Omit,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Edwards,Yes,Has no effect on jobs in your state,Only John Edwards,65 or over,60 or over,65 or over,Omit,No college degree,Omit,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
999592.0,Vermont,15.0,Call 2,Backside complete,0.50043123960495,Other,Female,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Better today,No one does,Protestant,No,Before that,The war in Iraq,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,Yes,Has no effect on jobs in your state,Neither candidate,30-44,30-44,30-39,Very/somewhat important,No college degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
999594.0,Vermont,26.0,Call 2,Backside complete,0.750038027763367,Dennis Kucinich,Male,White,No,50-59,Independent,Somewhat conservative,Some college or associate degree,"$75,000-$99,999",Worse today,No one does,Protestant,No,In the last week,Economy/Jobs,He has a positive message,Very important,Enthusaistic,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Neither candidate,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999595.0,Vermont,72.0,Call 2,Backside complete,0.885918498039246,John Kerry,Male,White,No,45-49,Independent,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Better today,No one does,,,In the last month,The war in Iraq,He has the right experience,Somewhat important,Angry,Omit,Gay couples allowed to legally marry,Omits,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Independent,Liberal,,All others/Omits,Omit,Omit,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999596.0,Vermont,72.0,Call 2,Backside complete,0.709233999252319,Howard Dean,Female,White,,45-49,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Better today,No one does,Something else,Yes,Today,Education,He stands up for what he believes,Omit,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Both candidates,45-64,45-59,40-49,Omit,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999615.0,Vermont,15.0,Call 2,Backside complete,0.50043123960495,Other,Male,White,No,45-49,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,None,No,In the last week,Economy/Jobs,He is honest and trustworthy,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
999616.0,Vermont,26.0,Call 2,Backside complete,0.682210981845856,John Kerry,Female,White,No,30-39,Democrat,Somewhat liberal,High school graduate,,Worse today,No one does,None,No,Before that,Omit,He can defeat George W. Bush,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,30-39,Not too/not at all important,No college degree,No,,18-64,Democrat,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
999618.0,Vermont,79.0,Call 2,Backside complete,0.91855263710022,Howard Dean,Male,White,No,40-44,Independent,Very liberal,Some college or associate degree,"$15,000-$29,999",Better today,No one does,None,Yes,Before that,Omit,He stands up for what he believes,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Neither candidate,30-44,30-44,40-49,Very/somewhat important,No college degree,Omit,"Under $50,000",18-64,Independent,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
