ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9P,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,EMPLOY,VISITWEB,TIMEPRI,ISSUE,QUAL,NEC,IRAQAPP,BREAKPRI,BUSHANGR,BEATBUSH,satkerry,AGE60P,AGE65P,AGEP,ATTEND2,ATTREL,BREAK2,COLLEDUC,EMPWMN,iraq2,MILHH,MILVOTE,NEC2,OVER65P,PARTY,PHIL3,REL5,RELWHITE,SATKERR2,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,VISWEB2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
671009.0,Delaware,9.0,Call 2,Backside complete,1.1313670873642,John Kerry,Male,Other,,40-44,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,"Yes, I have and someone else has",Something else,A few times a year,,Rarely,In the last month,National security/Terrorism,He can defeat George W. Bush,Good,Strongly disapprove,Very important,Angry,He can defeat George W. Bush in November,Very satisfied,30-44,40-49,30-44,Occasionally,All others/Omits,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,17-64,Democrat,Liberal,Something else,All others/Omits,Very/somewhat satisfied,Non-white male,Last month/Before that,No,No,Rarely/Never,Other,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19904.0
671011.0,Delaware,11.0,Call 2,Backside complete,0.880645096302032,John Kerry,Female,Black,No,30-39,Democrat,Very liberal,High school graduate,"$50,000-$74,999",Worse today,No one does,No one has,Other Christian,More than once a week,Employed full-time,Never,In the last week,Economy/Jobs,He stands up for what he believes,Not so good,Strongly approve,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very satisfied,30-44,30-39,30-44,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,Employed women,Strongly/Somewhat approve,No,No,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white female,Today/Last 3 days/Last week,No,No,Rarely/Never,Black,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
671013.0,Delaware,69.0,Call 2,Backside complete,0.941013157367706,Al Sharpton,Male,Black,No,60-64,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,"Yes, I do","Yes, I have",Other Christian,A few times a year,Employed full-time,Occasionally,In the last week,Omit,He can defeat George W. Bush,Not so good,Strongly disapprove,Very important,Omit,He agrees with you on the major issues,Very satisfied,60 or over,50-64,45-64,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Frequently/Occasionally,Black,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19802.0
671016.0,Delaware,9.0,Call 2,Backside complete,0.746379375457764,Howard Dean,Male,,No,65-74,Democrat,Moderate,College graduate,"$30,000-$49,999",About the same,"Yes, I do","Yes, I have",Protestant,Once a week,Not working and not looking for work,Never,In the last three days,Health care/Medicare,He cares about people like me,Not so good,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Somewhat satisfied,60 or over,65 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Rarely/Never,,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19904.0
671017.0,Delaware,1.0,Call 2,Backside not complete,1.17273366451263,John Kerry,Male,White,No,65-74,,,,,,,,,,,Occasionally,Before that,The war in Iraq,He stands up for what he believes,,,,Angry,,Very satisfied,60 or over,65 or over,65 or over,,,,,,,,,,65 or over,,,,,Very/somewhat satisfied,White male,Last month/Before that,,,Frequently/Occasionally,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671021.0,Delaware,69.0,Call 2,Backside complete,0.7513787150383,John Kerry,Female,Black,No,65-74,Democrat,Somewhat conservative,High school graduate,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Protestant,More than once a week,Not working and not looking for work,Never,In the last month,Health care/Medicare,He cares about people like me,Not so good,Strongly disapprove,Very important,"Dissatisfied, but not angry",Omit,Very satisfied,60 or over,65 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white female,Last month/Before that,No,No,Rarely/Never,Black,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19802.0
671022.0,Delaware,9.0,Call 2,Backside complete,1.25469994544983,John Kerry,Female,White,No,40-44,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,No one does,No one has,Protestant,More than once a week,Employed full-time,Never,Today,Education,He has the right experience,Good,Somewhat approve,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Very satisfied,30-44,40-49,30-44,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,Employed women,Strongly/Somewhat approve,No,No,Excellent/Good,17-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19904.0
671023.0,Delaware,1.0,Call 2,Backside complete,1.35862767696381,Howard Dean,Female,White,No,17-24,Democrat,Very liberal,College graduate,"$15,000-$29,999",About the same,No one does,No one has,None,Never,Employed full-time,Occasionally,Today,Education,He has the right temperament,Poor,Somewhat disapprove,Not too important,Angry,He agrees with you on the major issues,Very satisfied,17-29,17-24,17-29,Never,All others/Omits,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Democrat,Liberal,None,White None,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671029.0,Delaware,9.0,Call 2,Backside complete,1.011559009552,John Kerry,Female,White,,60-64,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",Protestant,A few times a year,Employed part-time,Rarely,In the last month,The war in Iraq,He can defeat George W. Bush,Not so good,Strongly disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,Very satisfied,60 or over,50-64,45-64,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White female,Last month/Before that,No,No,Rarely/Never,White,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19904.0
671030.0,Delaware,1.0,Call 2,Backside complete,1.41616916656494,Joe Lieberman,Female,White,No,40-44,Democrat,Somewhat liberal,High school graduate,"$50,000-$74,999",Better today,No one does,"Yes, someone else has",None,Never,Employed full-time,Rarely,In the last three days,Economy/Jobs,He stands up for what he believes,Not so good,Somewhat disapprove,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat satisfied,30-44,40-49,30-44,Never,All others/Omits,Not too/Not at all important,No college degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,17-64,Democrat,Liberal,None,White None,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671033.0,Delaware,11.0,Call 2,Backside complete,0.60367226600647,,Female,Black,,65-74,Democrat,Moderate,High school graduate,,Worse today,No one does,"Yes, I have",Something else,More than once a week,Not working and not looking for work,Never,Today,The war in Iraq,He has the right experience,Poor,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very satisfied,60 or over,65 or over,65 or over,Weekly,All others/Omits,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Something else,All others/Omits,Very/somewhat satisfied,Non-white female,Today/Last 3 days/Last week,No,No,Rarely/Never,Black,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
671035.0,Delaware,69.0,Call 2,Backside complete,1.16719746589661,Al Sharpton,Male,Black,No,50-59,Democrat,Moderate,High school graduate,"$50,000-$74,999",About the same,"Yes, I do","Yes, I have",Something else,Once a week,Not working and not looking for work,Rarely,Before that,The war in Iraq,He stands up for what he believes,Poor,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat dissatisfied,45-59,50-64,45-64,Weekly,All others/Omits,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,17-64,Democrat,Moderate,Something else,All others/Omits,Somewhat/very dissatisfied,Non-white male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Rarely/Never,Black,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19802.0
671038.0,Delaware,9.0,Call 2,Backside not complete,1.011559009552,John Kerry,Female,White,No,65-74,,,,,,,,,,,Never,In the last three days,The war in Iraq,He has the right experience,,,,"Dissatisfied, but not angry",,Very satisfied,60 or over,65 or over,65 or over,,,,,,,,,,65 or over,,,,,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,,,Rarely/Never,White,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19904.0
671039.0,Delaware,1.0,Call 2,Backside complete,1.17273366451263,John Kerry,Male,White,No,60-64,Democrat,Moderate,College graduate,"$50,000-$74,999",Worse today,"Yes, someone else does","Yes, I have",Something else,A few times a year,Not working and not looking for work,Never,In the last week,The war in Iraq,He has a positive message,Poor,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat satisfied,60 or over,50-64,45-64,Occasionally,All others/Omits,Very/somewhat important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,17-64,Democrat,Moderate,Something else,White Something else,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671041.0,Delaware,11.0,Call 2,Backside complete,0.640200436115265,John Kerry,Male,Black,No,60-64,Democrat,Moderate,High school graduate,"$30,000-$49,999",About the same,"Yes, I do","Yes, I have",Protestant,A few times a year,Not working and not looking for work,Rarely,In the last week,Omit,He stands up for what he believes,Not so good,Strongly disapprove,Somewhat important,Angry,He agrees with you on the major issues,Very satisfied,60 or over,50-64,45-64,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Rarely/Never,Black,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
671043.0,Delaware,9.0,Call 2,Backside complete,0.912126183509827,John Kerry,Male,White,No,65-74,Independent,Very conservative,College graduate,,Worse today,No one does,"Yes, I have",Protestant,More than once a week,Not working and not looking for work,Rarely,Before that,Economy/Jobs,He stands up for what he believes,Not so good,Somewhat disapprove,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very satisfied,60 or over,65 or over,65 or over,Weekly,Protestant/Attend Weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Last month/Before that,No,No,Rarely/Never,White,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19904.0
671044.0,Delaware,1.0,Call 2,Backside complete,1.02814018726349,Wesley Clark,,White,,75 or over,Democrat,Moderate,Did not complete high school,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Protestant,Never,Employed part-time,Frequently,In the last week,Taxes,He cares about people like me,Good,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Somewhat satisfied,60 or over,65 or over,65 or over,Never,Protestant/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Excellent/Good,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671048.0,Delaware,69.0,Call 2,Backside complete,0.7513787150383,John Kerry,Female,Black,No,65-74,Democrat,Somewhat conservative,High school graduate,"$30,000-$49,999",About the same,"Yes, I do","Yes, I have and someone else has",Something else,More than once a week,Not working and not looking for work,Frequently,Today,Economy/Jobs,He stands up for what he believes,Poor,Strongly disapprove,Very important,Angry,He can defeat George W. Bush in November,Very satisfied,60 or over,65 or over,65 or over,Weekly,All others/Omits,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Conservative,Something else,All others/Omits,Very/somewhat satisfied,Non-white female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Frequently/Occasionally,Black,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19802.0
671051.0,Delaware,9.0,Call 2,Backside complete,0.874318599700928,Al Sharpton,Female,Black,No,40-44,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do","Yes, I have",Something else,Once a week,Employed full-time,Occasionally,Today,Education,He cares about people like me,Poor,Strongly disapprove,Not too important,Angry,He agrees with you on the major issues,Somewhat dissatisfied,30-44,40-49,30-44,Weekly,All others/Omits,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,17-64,Democrat,Moderate,Something else,All others/Omits,Somewhat/very dissatisfied,Non-white female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Frequently/Occasionally,Black,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19904.0
671052.0,Delaware,1.0,Call 2,Backside complete,0.997247755527496,Joe Lieberman,Female,Black,,60-64,Democrat,Very liberal,College graduate,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Protestant,Once a week,Not working and not looking for work,Occasionally,In the last month,Health care/Medicare,He cares about people like me,Not so good,Somewhat disapprove,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Somewhat satisfied,60 or over,50-64,45-64,Weekly,Protestant/Attend Weekly,Very/somewhat important,College degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white female,Last month/Before that,No,No,Frequently/Occasionally,Black,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671056.0,Delaware,11.0,Call 2,Backside complete,0.66722971200943,John Edwards,Female,White,No,60-64,Democrat,Moderate,College graduate,"$30,000-$49,999",About the same,No one does,No one has,Protestant,More than once a week,Employed full-time,Rarely,In the last week,Economy/Jobs,He has a positive message,Not so good,Somewhat disapprove,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Very dissatisfied,60 or over,50-64,45-64,Weekly,Protestant/Attend Weekly,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Somewhat/very dissatisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
671059.0,Delaware,9.0,Call 2,Backside complete,0.796693861484528,John Kerry,Male,Black,No,65-74,Something Else,Somewhat conservative,Some college or associate degree,"$75,000-$99,999",Better today,"Yes, I do","Yes, I have",Protestant,More than once a week,Employed full-time,Never,Today,Health care/Medicare,He stands up for what he believes,Good,Strongly approve,Very important,Enthusaistic,He agrees with you on the major issues,Very satisfied,60 or over,65 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,65 or over,Independent,Conservative,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Rarely/Never,Black,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19904.0
671060.0,Delaware,1.0,Call 2,Backside complete,0.997122049331665,,Male,White,No,75 or over,Independent,Very conservative,Some college or associate degree,,Better today,No one does,"Yes, I have",Protestant,A few times a month,,Occasionally,Today,National security/Terrorism,He has the right experience,Excellent,Strongly approve,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Omit,60 or over,65 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,65 or over,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Omit,White male,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671064.0,Delaware,11.0,Call 2,Backside complete,0.79408061504364,John Kerry,Male,Black,,30-39,Democrat,Moderate,College graduate,"$75,000-$99,999",About the same,No one does,No one has,Other Christian,More than once a week,Employed full-time,Never,Before that,Economy/Jobs,He has the right temperament,Not so good,Strongly approve,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Somewhat satisfied,30-44,30-39,30-44,Weekly,Protestant/Attend Weekly,Not too/Not at all important,College degree,All others/Omits,Strongly/Somewhat approve,No,No,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white male,Last month/Before that,No,No,Rarely/Never,Black,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
671066.0,Delaware,69.0,Call 2,Backside complete,1.16719746589661,Al Sharpton,Male,Black,No,40-44,Independent,Moderate,Postgraduate study,"$50,000-$74,999",About the same,"Yes, someone else does","Yes, someone else has",None,A few times a year,Employed full-time,Never,In the last month,Education,He stands up for what he believes,Good,Somewhat disapprove,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat satisfied,30-44,40-49,30-44,Occasionally,All others/Omits,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Excellent/Good,17-64,Independent,Moderate,None,All others/Omits,Very/somewhat satisfied,Non-white male,Last month/Before that,"Yes, I am or someone in household is",No,Rarely/Never,Black,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19802.0
671069.0,Delaware,1.0,Call 2,Backside complete,1.0295090675354,Joe Lieberman,Male,White,No,75 or over,Democrat,Moderate,Did not complete high school,"$15,000-$29,999",Worse today,No one does,"Yes, I have",Protestant,Once a week,Employed part-time,Never,Before that,Economy/Jobs,He cares about people like me,Good,Strongly disapprove,Somewhat important,Angry,He agrees with you on the major issues,Somewhat satisfied,60 or over,65 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Last month/Before that,No,No,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671073.0,Delaware,1.0,Call 2,Backside complete,1.30057597160339,John Kerry,Female,White,No,75 or over,Democrat,Moderate,Some college or associate degree,,Worse today,No one does,"Yes, someone else has",Catholic,Once a week,Not working and not looking for work,Never,In the last month,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,Very satisfied,60 or over,65 or over,65 or over,Weekly,Catholic/Attend weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,Very/somewhat satisfied,White female,Last month/Before that,No,No,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671078.0,Delaware,11.0,Call 2,Backside complete,0.60367226600647,,Female,Black,No,65-74,Democrat,Moderate,Postgraduate study,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Something else,More than once a week,Employed part-time,Never,In the last week,Health care/Medicare,He has a positive message,Not so good,Strongly disapprove,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Very satisfied,60 or over,65 or over,65 or over,Weekly,All others/Omits,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Something else,All others/Omits,Very/somewhat satisfied,Non-white female,Today/Last 3 days/Last week,No,No,Rarely/Never,Black,Kent and Sussex Counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
671080.0,Delaware,1.0,Call 2,Backside complete,1.20994102954865,Wesley Clark,Male,White,No,25-29,Democrat,Moderate,College graduate,"$50,000-$74,999",About the same,No one does,No one has,Catholic,Never,Employed full-time,Occasionally,Before that,Economy/Jobs,He can defeat George W. Bush,Good,Strongly approve,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Somewhat satisfied,17-29,25-29,17-29,Never,Catholic/Do not attend weekly,Not too/Not at all important,College degree,All others/Omits,Strongly/Somewhat approve,No,No,Excellent/Good,17-64,Democrat,Moderate,Catholic,White Catholic,Very/somewhat satisfied,White male,Last month/Before that,No,No,Frequently/Occasionally,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671083.0,Delaware,69.0,Call 2,Backside complete,0.840371310710907,John Kerry,Male,Black,No,30-39,Democrat,Moderate,College graduate,"$50,000-$74,999",Worse today,No one does,No one has,Other Christian,A few times a month,Employed full-time,Occasionally,In the last month,Economy/Jobs,He can defeat George W. Bush,Poor,Somewhat disapprove,Very important,Angry,He can defeat George W. Bush in November,Very satisfied,30-44,30-39,30-44,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white male,Last month/Before that,No,No,Frequently/Occasionally,Black,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19802.0
671086.0,Delaware,1.0,Call 2,Backside complete,1.2285772562027,John Edwards,Female,White,No,25-29,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, someone else does",No one has,Something else,Once a week,Not working and not looking for work,Never,In the last week,Education,He has a positive message,Not so good,Somewhat approve,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat satisfied,17-29,25-29,17-29,Weekly,All others/Omits,Very/somewhat important,No college degree,Unemployed women,Strongly/Somewhat approve,No,No,Not so good/Poor,17-64,Democrat,Liberal,Something else,White Something else,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671090.0,Delaware,1.0,Call 2,Backside complete,1.02432072162628,John Kerry,Male,Black,No,65-74,Democrat,Moderate,College graduate,"$30,000-$49,999",Worse today,No one does,"Yes, I have",Protestant,A few times a year,Not working and not looking for work,Occasionally,In the last month,Health care/Medicare,He can defeat George W. Bush,Poor,Somewhat disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,Very satisfied,60 or over,65 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white male,Last month/Before that,No,No,Frequently/Occasionally,Black,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671100.0,Delaware,1.0,Call 2,Backside complete,1.0675675868988,John Edwards,Female,White,,65-74,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, someone else does","Yes, I have and someone else has",Catholic,A few times a year,,Never,Today,The war in Iraq,He has a positive message,Not so good,Somewhat disapprove,Not too important,Angry,He agrees with you on the major issues,Somewhat satisfied,60 or over,65 or over,65 or over,Occasionally,Catholic/Do not attend weekly,Not too/Not at all important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671110.0,Delaware,1.0,Call 2,Backside complete,1.2285772562027,John Edwards,Female,White,No,25-29,Democrat,Moderate,High school graduate,"Under $15,000",About the same,No one does,"Yes, someone else has",Catholic,More than once a week,Not working and not looking for work,Frequently,Before that,Omit,He cares about people like me,Not so good,Strongly disapprove,Very important,Angry,He can defeat George W. Bush in November,Very satisfied,17-29,25-29,17-29,Weekly,Catholic/Attend weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,17-64,Democrat,Moderate,Catholic,White Catholic,Very/somewhat satisfied,White female,Last month/Before that,No,No,Frequently/Occasionally,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
671118.0,Delaware,1.0,Call 2,Backside complete,1.16598618030548,Wesley Clark,Female,White,No,75 or over,Democrat,Moderate,High school graduate,"$30,000-$49,999",About the same,No one does,"Yes, someone else has",Protestant,More than once a week,Employed full-time,Frequently,In the last month,Taxes,He can defeat George W. Bush,Not so good,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very satisfied,60 or over,65 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White female,Last month/Before that,No,No,Frequently/Occasionally,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19955.0
