ID,STANUM,PRECINCT,CALL,WGT,DPRES,SEX,AGE9,DPARTYID,PHIL4,COLLDEG,INCSHORT,UNION2,FTCAUCUS,NETPOLI2,TIMEDC,ISSUE,QUAL,IRAQAPPR,DEM2ND,AGE60,AGE65,AGE,COLLEDUC,DPARTY,IRAQ2PT,NETUSAGE,OVER65,PHIL3,TIMEDC2,qdem2nd,GEOCODE
558718.0,Iowa,58.0,Call 2,0.598228394985199,John Kerry,Female,50-59,Independent,Moderate,College degree,"$50,000 or more",No,No,Not at all,In the last 3 days,Education,Cares about people like me,Strongly disapprove,Uncommitted,45-59,50-64,45-59,College degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last 3 days/week,Uncommitted,East
558719.0,Iowa,58.0,Call 2,0.505092144012451,Dennis Kucinich,Male,17-24,Not strong Democrat,Very liberal,No college degree,,No,No,Not much,In the last week,Economy/Jobs,Takes strong stands on the issues,Strongly disapprove,Kerry,17-29,17-24,17-29,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Kerry,East
558720.0,Iowa,118.0,Call 2,1.51073837280273,John Kerry,,60-64,Not strong Democrat,Moderate,Postgraduate study,"$50,000 or more",No,Yes,A great deal,In the last week,National security,Has the right experience,Strongly approve,Other,60 or over,50-64,45-59,College degree,Democrat,Strongly/Somewhat approve,A great deal/Somewhat,17-64,Moderate,In the last 3 days/week,Other,Central
558721.0,Iowa,118.0,Call 2,1.51073837280273,John Kerry,Female,45-49,Not strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",No,Yes,Somewhat,In the last 3 days,U.S. trade policy,Has the right experience,Somewhat disapprove,Edwards,45-59,40-49,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Edwards,Central
558722.0,Iowa,5.0,Call 2,1.37370955944061,John Kerry,Female,65-74,Strong Democrat,Somewhat liberal,Postgraduate study,"Under $50,000",No,Yes,Not at all,In the last month,Health care/Medicare,Cares about people like me,Strongly disapprove,Edwards,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Edwards,East
558723.0,Iowa,5.0,Call 2,1.37370955944061,John Kerry,Male,17-24,Not strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",No,No,A great deal,In the last 3 days,Education,Can beat George W. Bush,Strongly disapprove,Uncommitted,17-29,17-24,17-29,No college degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Uncommitted,East
558724.0,Iowa,119.0,Call 1,1.86877477169037,John Kerry,Female,65-74,Strong Democrat,Somewhat liberal,No college degree,"Under $50,000",No,Yes,Not at all,Before that,Farm policy/subsidies,Can beat George W. Bush,Strongly disapprove,Gephardt,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Gephardt,West
558725.0,Iowa,28.0,Call 2,1.99466574192047,John Edwards,Female,50-59,Not strong Democrat,Very liberal,College degree,"Under $50,000",No,Yes,Not at all,In the last 3 days,Health care/Medicare,Omit,Somewhat disapprove,Dean,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Dean,East
558726.0,Iowa,28.0,Call 2,1.42654454708099,John Kerry,Male,75 or over,Strong Democrat,Moderate,No college degree,"Under $50,000",No,Yes,Not at all,In the last month,Health care/Medicare,Can beat George W. Bush,Strongly disapprove,Gephardt,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Gephardt,East
558727.0,Iowa,110.0,Call 1,1.8705598115921,Howard Dean,,50-59,Independent,Moderate,Postgraduate study,"$50,000 or more",Yes,No,Not much,Before that,Health care/Medicare,Takes strong stands on the issues,Somewhat disapprove,Kerry,45-59,50-64,45-59,College degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last month/Before that,Kerry,East
558728.0,Iowa,90.0,Call 2,1.7678017616272,Howard Dean,Female,45-49,Strong Democrat,Somewhat liberal,Postgraduate study,"Under $50,000",Yes,Yes,Not at all,Before that,The war in Iraq,Takes strong stands on the issues,Strongly disapprove,Other,45-59,40-49,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Other,Central
558729.0,Iowa,90.0,Call 2,1.70896291732788,John Edwards,Male,75 or over,Strong Democrat,Conservative,No college degree,"Under $50,000",Yes,No,Not at all,In the last week,Health care/Medicare,Can beat George W. Bush,Strongly disapprove,Omit,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Conservative,In the last 3 days/week,Edwards,Central
558730.0,Iowa,29.0,Call 2,1.08781743049622,John Kerry,Female,45-49,Strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",No,No,A great deal,In the last week,The war in Iraq,Takes strong stands on the issues,Somewhat disapprove,Dean,45-59,40-49,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Dean,Central
558731.0,Iowa,29.0,Call 2,1.08781743049622,John Kerry,Male,17-24,Independent,Moderate,No college degree,"Under $50,000",No,No,Not much,In the last month,Economy/Jobs,Cares about people like me,Strongly approve,Dean,17-29,17-24,17-29,No college degree,Republican,Strongly/Somewhat approve,Not much/Not at all,17-64,Moderate,In the last month/Before that,Dean,Central
558732.0,Iowa,38.0,Call 3,0.670351982116699,John Edwards,Male,17-24,Independent,Moderate,No college degree,"Under $50,000",No,No,Somewhat,Omit,Education,Can beat George W. Bush,Somewhat disapprove,Kerry,17-29,17-24,17-29,No college degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Moderate,Omit,Kerry,Central
558733.0,Iowa,89.0,Call 1,0.880254805088043,Uncommitted,Female,65-74,Not strong Democrat,Moderate,College degree,"Under $50,000",No,Yes,Not at all,Before that,Health care/Medicare,Cares about people like me,Somewhat approve,Uncommitted,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Uncommitted,Central
558734.0,Iowa,24.0,Call 3,1.15906751155853,John Kerry,,65-74,Independent,Moderate,No college degree,"Under $50,000",No,No,Not at all,In the last week,Health care/Medicare,Cares about people like me,Somewhat disapprove,Dean,60 or over,65 or over,65 or over,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last 3 days/week,Dean,East
558735.0,Iowa,124.0,Call 2,0.988924920558929,John Kerry,Male,75 or over,Independent,Moderate,No college degree,"Under $50,000",Yes,No,Not at all,In the last week,Economy/Jobs,Has the right experience,Strongly disapprove,Edwards,60 or over,65 or over,65 or over,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last 3 days/week,Edwards,Central
558736.0,Iowa,62.0,Call 2,1.20607697963715,John Edwards,Male,50-59,Strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",Yes,Yes,Not much,In the last 3 days,Economy/Jobs,Can beat George W. Bush,Strongly disapprove,Kerry,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Kerry,East
558737.0,Iowa,121.0,Call 2,1.07256317138672,John Edwards,Male,50-59,Independent,Moderate,College degree,"$50,000 or more",No,Yes,Somewhat,In the last month,Economy/Jobs,Can beat George W. Bush,Somewhat disapprove,Kerry,45-59,50-64,45-59,College degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Moderate,In the last month/Before that,Kerry,Central
558738.0,Iowa,129.0,Call 2,1.07596123218536,John Kerry,Female,75 or over,Strong Democrat,Conservative,No college degree,"Under $50,000",No,No,A great deal,In the last week,The war in Iraq,Can beat George W. Bush,Strongly disapprove,Edwards,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Conservative,In the last 3 days/week,Edwards,West
558739.0,Iowa,58.0,Call 2,0.505092144012451,Dennis Kucinich,Female,75 or over,Independent,Moderate,Postgraduate study,,No,Yes,Somewhat,In the last 3 days,The war in Iraq,Takes strong stands on the issues,Strongly disapprove,Kerry,60 or over,65 or over,65 or over,College degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Moderate,In the last 3 days/week,Kerry,East
558740.0,Iowa,118.0,Call 2,1.51073837280273,John Kerry,,45-49,Independent,,Postgraduate study,"$50,000 or more",No,No,Somewhat,In the last month,Omit,Takes strong stands on the issues,Strongly disapprove,Gephardt,45-59,40-49,45-59,College degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,,In the last month/Before that,Gephardt,Central
558741.0,Iowa,5.0,Call 2,1.37370955944061,John Kerry,Male,25-29,Not strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",No,No,Somewhat,In the last 3 days,Economy/Jobs,Can beat George W. Bush,Strongly disapprove,Edwards,17-29,25-29,17-29,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Edwards,East
558742.0,Iowa,119.0,Call 1,1.98759913444519,Howard Dean,,75 or over,Not strong Democrat,Somewhat liberal,,"Under $50,000",No,No,Somewhat,In the last 3 days,Farm policy/subsidies,Omit,Strongly disapprove,Gephardt,60 or over,65 or over,65 or over,,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Liberal,In the last 3 days/week,Gephardt,West
558743.0,Iowa,119.0,Call 1,1.86877477169037,John Kerry,Male,75 or over,Strong Democrat,Somewhat liberal,College degree,"Under $50,000",No,Yes,Not at all,Before that,Economy/Jobs,Can beat George W. Bush,Strongly disapprove,Edwards,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Edwards,West
558744.0,Iowa,28.0,Call 2,1.42654454708099,John Kerry,Male,45-49,Not strong Democrat,Moderate,College degree,"Under $50,000",No,No,Somewhat,Before that,The war in Iraq,Has the right experience,Somewhat disapprove,Edwards,45-59,40-49,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Moderate,In the last month/Before that,Edwards,East
558745.0,Iowa,110.0,Call 1,1.96991360187531,John Kerry,Male,50-59,Not strong Democrat,Somewhat liberal,Postgraduate study,"Under $50,000",Yes,No,Not at all,In the last month,Economy/Jobs,Cares about people like me,Somewhat disapprove,Edwards,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Edwards,East
558746.0,Iowa,90.0,Call 2,1.7678017616272,Howard Dean,Female,17-24,Strong Democrat,Very liberal,No college degree,"$50,000 or more",No,Yes,Somewhat,In the last 3 days,Education,Can beat George W. Bush,Strongly disapprove,Kerry,17-29,17-24,17-29,No college degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Kerry,Central
558747.0,Iowa,90.0,Call 2,1.70896291732788,John Edwards,Female,17-24,Strong Democrat,Somewhat liberal,College degree,"Under $50,000",No,No,Somewhat,In the last week,Education,Cares about people like me,Strongly disapprove,Kerry,17-29,17-24,17-29,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Kerry,Central
558748.0,Iowa,29.0,Call 2,1.00541138648987,Dennis Kucinich,Male,50-59,Strong Democrat,Very liberal,No college degree,"Under $50,000",Yes,Yes,Not at all,Before that,Health care/Medicare,Takes strong stands on the issues,Strongly disapprove,Uncommitted,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Uncommitted,Central
558749.0,Iowa,38.0,Call 3,0.670351982116699,John Edwards,Female,65-74,Strong Democrat,Moderate,College degree,"Under $50,000",No,Yes,Not at all,In the last week,Health care/Medicare,Can beat George W. Bush,Strongly disapprove,Kerry,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last 3 days/week,Kerry,Central
558750.0,Iowa,38.0,Call 3,0.670351982116699,John Edwards,Male,65-74,Not strong Democrat,Somewhat liberal,No college degree,"Under $50,000",No,Yes,Not at all,In the last month,Economy/Jobs,Can beat George W. Bush,Somewhat disapprove,Kerry,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Kerry,Central
558751.0,Iowa,38.0,Call 3,0.679885864257813,John Kerry,Male,65-74,Strong Democrat,Somewhat liberal,No college degree,"Under $50,000",No,Yes,Not much,In the last month,Education,Omit,Somewhat approve,Edwards,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Edwards,Central
558752.0,Iowa,89.0,Call 1,1.73326814174652,John Kerry,Female,40-44,Strong Democrat,Moderate,No college degree,"$50,000 or more",Yes,No,Not at all,In the last week,Health care/Medicare,Takes strong stands on the issues,Somewhat approve,Gephardt,30-44,40-49,30-44,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Moderate,In the last 3 days/week,Gephardt,Central
558753.0,Iowa,89.0,Call 1,1.901979804039,Dick Gephardt,Male,65-74,Strong Democrat,Very liberal,No college degree,"Under $50,000",No,Yes,Not at all,Before that,Omit,Omit,Strongly approve,Edwards,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Edwards,Central
558754.0,Iowa,24.0,Call 3,0.913844347000122,Dennis Kucinich,Female,50-59,Strong Democrat,Moderate,No college degree,,Yes,No,Not at all,In the last month,Economy/Jobs,Takes strong stands on the issues,Strongly disapprove,Edwards,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last month/Before that,Edwards,East
558755.0,Iowa,24.0,Call 3,0.913844347000122,Dennis Kucinich,Male,60-64,Strong Democrat,Somewhat liberal,College degree,"$50,000 or more",Yes,No,Not much,In the last week,The war in Iraq,Cares about people like me,Strongly disapprove,Edwards,60 or over,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Edwards,East
558756.0,Iowa,124.0,Call 2,0.975057482719421,John Edwards,Female,50-59,Strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",No,Yes,Not at all,In the last 3 days,Economy/Jobs,Takes strong stands on the issues,Somewhat approve,Dean,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Dean,Central
558757.0,Iowa,124.0,Call 2,0.975057482719421,John Edwards,Male,50-59,Strong Democrat,Moderate,No college degree,"$50,000 or more",No,No,Not at all,In the last 3 days,Economy/Jobs,Cares about people like me,Somewhat disapprove,Gephardt,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last 3 days/week,Gephardt,Central
558758.0,Iowa,44.0,Call 3,1.07612216472626,,Female,40-44,Not strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",Yes,No,Not much,In the last 3 days,Health care/Medicare,Takes strong stands on the issues,Somewhat approve,Uncommitted,30-44,40-49,30-44,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Uncommitted,Central
558759.0,Iowa,44.0,Call 3,1.19370269775391,Dick Gephardt,Female,65-74,Strong Democrat,Moderate,Postgraduate study,"$50,000 or more",Yes,Yes,Not at all,In the last month,U.S. trade policy,Cares about people like me,Somewhat approve,Edwards,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Edwards,Central
558760.0,Iowa,36.0,Call 2,1.17398309707642,Howard Dean,Female,65-74,Strong Democrat,Moderate,,"Under $50,000",,Yes,Not at all,In the last 3 days,Health care/Medicare,Takes strong stands on the issues,Strongly disapprove,Kerry,60 or over,65 or over,65 or over,,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last 3 days/week,Kerry,East
558761.0,Iowa,36.0,Call 2,1.23633861541748,John Kerry,Male,60-64,Strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",Yes,Yes,Somewhat,In the last 3 days,National security,Can beat George W. Bush,Strongly disapprove,Edwards,60 or over,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Edwards,East
558762.0,Iowa,59.0,Call 1,1.99466574192047,John Edwards,Female,50-59,Strong Democrat,Moderate,Postgraduate study,"$50,000 or more",Yes,No,Not at all,In the last month,Economy/Jobs,Can beat George W. Bush,Strongly disapprove,No second choice,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last month/Before that,No second choice,East
558763.0,Iowa,59.0,Call 1,1.99466574192047,John Edwards,Male,50-59,Independent,Somewhat liberal,No college degree,"$50,000 or more",Yes,Yes,Not much,In the last month,Economy/Jobs,Can beat George W. Bush,Somewhat disapprove,Kerry,45-59,50-64,45-59,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Kerry,East
558765.0,Iowa,5.0,Call 2,1.92078924179077,John Edwards,Female,25-29,Independent,Somewhat liberal,Postgraduate study,"$50,000 or more",No,No,Somewhat,In the last 3 days,Omit,Can beat George W. Bush,Strongly disapprove,Kerry,17-29,25-29,17-29,College degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Kerry,East
558766.0,Iowa,119.0,Call 1,1.86877477169037,John Kerry,Female,65-74,Independent,Somewhat liberal,No college degree,"Under $50,000",No,No,Not at all,In the last month,Health care/Medicare,Can beat George W. Bush,Somewhat disapprove,Dean,60 or over,65 or over,65 or over,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Dean,West
558767.0,Iowa,28.0,Call 2,0.498990476131439,Wesley Clark,Male,17-24,Not strong Democrat,Somewhat liberal,No college degree,"Under $50,000",No,Yes,A great deal,In the last month,The war in Iraq,Has the right experience,Strongly disapprove,Kerry,17-29,17-24,17-29,No college degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Kerry,East
558768.0,Iowa,28.0,Call 2,1.42872142791748,Dick Gephardt,Female,60-64,Strong Democrat,Conservative,No college degree,"$50,000 or more",Yes,No,Not at all,Before that,Health care/Medicare,Takes strong stands on the issues,Somewhat approve,Dean,60 or over,50-64,45-59,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Conservative,In the last month/Before that,Dean,East
558769.0,Iowa,110.0,Call 1,1.96991360187531,John Kerry,Female,50-59,Strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",No,Yes,Not much,In the last week,Education,Takes strong stands on the issues,Strongly disapprove,Dean,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Dean,East
558770.0,Iowa,110.0,Call 1,1.96991360187531,John Kerry,Male,50-59,Strong Democrat,Moderate,Postgraduate study,"$50,000 or more",No,Yes,Not at all,In the last month,Education,Has the right experience,Strongly disapprove,Edwards,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last month/Before that,Edwards,East
558771.0,Iowa,90.0,Call 2,1.60196697711945,Dennis Kucinich,Male,17-24,Independent,Very liberal,College degree,"Under $50,000",No,No,A great deal,Before that,The war in Iraq,Takes strong stands on the issues,Strongly disapprove,Edwards,17-29,17-24,17-29,College degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Edwards,Central
558772.0,Iowa,90.0,Call 2,0.880254805088043,Uncommitted,Female,50-59,Independent,Moderate,College degree,,No,No,Not at all,Omit,Health care/Medicare,Takes strong stands on the issues,Somewhat disapprove,Uncommitted,45-59,50-64,45-59,College degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,Omit,Uncommitted,Central
558773.0,Iowa,29.0,Call 2,1.00541138648987,Dennis Kucinich,Male,50-59,Strong Democrat,Somewhat liberal,College degree,"$50,000 or more",Yes,No,A great deal,In the last week,The war in Iraq,Takes strong stands on the issues,Strongly disapprove,Dean,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Dean,Central
558774.0,Iowa,29.0,Call 2,0.552457273006439,Uncommitted,Male,60-64,Strong Democrat,Moderate,No college degree,"Under $50,000",No,Yes,Not at all,Omit,Economy/Jobs,Has the right experience,Somewhat disapprove,Kerry,60 or over,50-64,45-59,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,Omit,Kerry,Central
558775.0,Iowa,38.0,Call 3,0.679885864257813,John Kerry,Female,45-49,Independent,Moderate,College degree,"Under $50,000",No,No,Somewhat,In the last week,The war in Iraq,Can beat George W. Bush,Strongly disapprove,Dean,45-59,40-49,45-59,College degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Moderate,In the last 3 days/week,Dean,Central
558776.0,Iowa,38.0,Call 3,0.693431913852692,Howard Dean,Male,50-59,Strong Democrat,Very liberal,College degree,"Under $50,000",No,No,A great deal,Before that,Economy/Jobs,Takes strong stands on the issues,Strongly disapprove,Edwards,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Edwards,Central
558777.0,Iowa,89.0,Call 1,1.70896291732788,John Edwards,Female,50-59,Not strong Democrat,Somewhat liberal,No college degree,"Under $50,000",No,No,Somewhat,In the last month,Omit,Cares about people like me,Somewhat approve,Kerry,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat approve,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Kerry,Central
558778.0,Iowa,89.0,Call 1,1.70896291732788,John Edwards,Male,50-59,Strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",Yes,No,Not much,In the last month,Omit,Omit,Somewhat approve,Uncommitted,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Liberal,In the last month/Before that,Uncommitted,Central
558779.0,Iowa,24.0,Call 3,1.6206659078598,John Edwards,Female,50-59,Strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",,Yes,Not at all,In the last month,Economy/Jobs,Can beat George W. Bush,Somewhat approve,Kerry,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Liberal,In the last month/Before that,Kerry,East
558780.0,Iowa,24.0,Call 3,1.6206659078598,John Edwards,Female,45-49,Strong Democrat,Very liberal,Postgraduate study,"Under $50,000",No,Yes,Not at all,In the last 3 days,U.S. trade policy,Can beat George W. Bush,Strongly disapprove,Kerry,45-59,40-49,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Kerry,East
558781.0,Iowa,124.0,Call 2,1.0086282491684,Howard Dean,Male,17-24,Strong Democrat,Very liberal,No college degree,"Under $50,000",No,No,A great deal,Before that,The war in Iraq,Cares about people like me,Strongly disapprove,Other,17-29,17-24,17-29,No college degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Other,Central
558782.0,Iowa,124.0,Call 2,0.988924920558929,John Kerry,Male,50-59,Strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",No,Yes,Not at all,In the last week,Economy/Jobs,Takes strong stands on the issues,Somewhat approve,Gephardt,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Gephardt,Central
558783.0,Iowa,44.0,Call 3,1.19370269775391,Dick Gephardt,Female,40-44,Strong Democrat,Moderate,No college degree,"$50,000 or more",Yes,No,Not at all,In the last week,Health care/Medicare,Cares about people like me,Somewhat disapprove,Edwards,30-44,40-49,30-44,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last 3 days/week,Edwards,Central
558784.0,Iowa,44.0,Call 3,1.10949110984802,Howard Dean,Female,75 or over,Strong Democrat,Moderate,College degree,,No,No,Not at all,In the last month,Health care/Medicare,Cares about people like me,Strongly disapprove,Edwards,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Edwards,Central
558785.0,Iowa,36.0,Call 2,1.17398309707642,Howard Dean,Female,50-59,Strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",Yes,Yes,Not much,Before that,Omit,Omit,Strongly disapprove,Kerry,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Kerry,East
558786.0,Iowa,36.0,Call 2,1.23822522163391,Dick Gephardt,Female,65-74,Strong Democrat,Moderate,No college degree,"Under $50,000",No,Yes,Not at all,Before that,U.S. trade policy,Has the right experience,Somewhat disapprove,Kerry,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Kerry,East
558787.0,Iowa,59.0,Call 1,1.99466574192047,John Edwards,Female,75 or over,Strong Democrat,Very liberal,No college degree,"$50,000 or more",Yes,Yes,Not at all,In the last 3 days,Health care/Medicare,Cares about people like me,Somewhat disapprove,Omit,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last 3 days/week,Edwards,East
558788.0,Iowa,49.0,Call 3,0.498990476131439,Uncommitted,Female,30-39,Strong Democrat,Very liberal,College degree,"Under $50,000",No,No,A great deal,Omit,Health care/Medicare,Can beat George W. Bush,Strongly disapprove,Edwards,30-44,30-39,30-44,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,Omit,Edwards,East
558789.0,Iowa,54.0,Call 3,0.522196769714355,Dennis Kucinich,Female,50-59,Strong Democrat,Somewhat liberal,No college degree,"Under $50,000",No,Yes,Not much,Before that,The war in Iraq,Cares about people like me,Strongly disapprove,Kerry,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Kerry,East
558790.0,Iowa,31.0,Call 3,1.23633861541748,John Kerry,Female,50-59,Strong Democrat,Moderate,Postgraduate study,"Under $50,000",No,No,Not at all,In the last month,Economy/Jobs,Takes strong stands on the issues,Strongly disapprove,No second choice,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last month/Before that,No second choice,East
558791.0,Iowa,129.0,Call 2,1.07596123218536,John Kerry,,75 or over,Strong Democrat,,,,,No,,Omit,Omit,Has the right experience,Omit,Omit,60 or over,65 or over,65 or over,,Democrat,Omit,,65 or over,,Omit,Kerry,West
