ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WGT,DPRES,SEX,RACE,MEXICAN,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,EMPLOY,VISITWEB,TIMEPRI,ISSUE,QUAL,NEC,IRAQAPP,BREAKPRI,BUSHANGR,BEATBUSH,SATKRYAZ,AGE,AGE60,AGE65,ATTEND2,ATTREL,BREAK2,COLLEDUC,EMPWMN,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,VISWEB2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
671166.0,Arizona,48.0,Call 2,Backside complete,Election day exit poll,0.940411806106567,John Edwards,Female,White,No,50-59,Something Else,Very liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,No one has,Jewish,A few times a year,Employed full-time,Occasionally,In the last three days,Omit,He can defeat George W. Bush,Not so good,Strongly disapprove,Not at all important,Angry,He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Occasionally,All others/Omits,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Liberal,Jewish,White Jewish,White female,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,White,Maricopa County,Suburbs,Suburbs,5.0,85258.0
671167.0,Arizona,86.0,Call 2,Backside complete,Election day exit poll,1.77343022823334,Wesley Clark,Male,Other,No,30-39,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Something else,A few times a month,Employed full-time,Never,In the last week,Economy/Jobs,He stands up for what he believes,Good,Strongly approve,Very important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Satisfied,30-44,30-44,30-39,Occasionally,All others/Omits,Very/somewhat important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Democrat,Moderate,Something else,All others/Omits,Non-white male,Today/Last 3 days/Last week,No,No,Rarely/Never,American Indian,Pima/Pinal/Santa Cruz,Rural,Small cities and Rural,7.0,85247.0
671168.0,Arizona,54.0,Call 2,Backside complete,Election day exit poll,0.498787313699722,Wesley Clark,Female,White,No,75 or over,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",About the same,No one does,"Yes, someone else has",Catholic,Once a week,Not working and not looking for work,Never,In the last three days,Education,He has a positive message,Not so good,Somewhat disapprove,Somewhat important,Angry,He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Liberal,Catholic,White Catholic,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Maricopa County,Suburbs,Suburbs,6.0,85234.0
671169.0,Arizona,45.0,Call 2,Backside complete,Election day exit poll,0.759517014026642,Wesley Clark,Female,White,No,65-74,Democrat,,High school graduate,"$30,000-$49,999",About the same,"Yes, I do","Yes, I have",Protestant,A few times a year,Not working and not looking for work,Never,Before that,Omit,He cares about people like me,Poor,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,,Protestant/Other Christian,White Protestant/Other Christian,White female,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Maricopa County,"City: 50,000 to 500,000","City over 50,000",6.0,85212.0
671170.0,Arizona,18.0,Call 2,Backside complete,Election day exit poll,0.495590835809708,Wesley Clark,Male,White,No,40-44,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,"Yes, I have",Protestant,A few times a year,Employed full-time,Frequently,In the last month,Health care/Medicare,He stands up for what he believes,Poor,Somewhat disapprove,Somewhat important,Angry,He agrees with you on the major issues,Satisfied,30-44,30-44,40-49,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,Last month/Before that,No,No,Frequently/Occasionally,White,Maricopa County,Suburbs,Suburbs,2.0,85302.0
671171.0,Arizona,58.0,Call 2,Backside complete,Election day exit poll,0.589135348796844,John Kerry,Female,White,No,50-59,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,"Yes, I have and someone else has",Catholic,Once a week,Employed full-time,Never,In the last month,National security/Terrorism,He has a positive message,Poor,Somewhat approve,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Satisfied,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,Very/somewhat important,No college degree,Employed women,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,White female,Last month/Before that,No,No,Rarely/Never,White,Maricopa County,Suburbs,Suburbs,7.0,85215.0
671172.0,Arizona,85.0,Call 2,Backside complete,Election day exit poll,0.879561007022858,Wesley Clark,Female,White,,65-74,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,"Yes, someone else has",Catholic,Omit,Not working and not looking for work,Never,In the last week,Economy/Jobs,He cares about people like me,Not so good,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Omit,All others/Omits,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City: 10,000 to 49,999",Small cities and Rural,6.0,85219.0
671177.0,Arizona,26.0,Call 2,Backside complete,Election day exit poll,0.498570591211319,John Kerry,Male,White,No,75 or over,Democrat,Somewhat conservative,Some college or associate degree,"Under $15,000",Worse today,No one does,"Yes, I have",Catholic,Once a week,Not working and not looking for work,Frequently,In the last week,Health care/Medicare,He has a positive message,Not so good,Somewhat approve,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,Very/somewhat important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Conservative,Catholic,White Catholic,White male,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85017.0
671178.0,Arizona,22.0,Call 2,Backside complete,Election day exit poll,0.731069266796112,John Kerry,Female,White,No,65-74,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,"Yes, someone else has",Protestant,A few times a year,Not working and not looking for work,Rarely,In the last week,The war in Iraq,He can defeat George W. Bush,Not so good,Strongly disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,College degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Maricopa County,"City: 50,000 to 500,000","City over 50,000",5.0,85250.0
671179.0,Arizona,86.0,Call 2,Backside complete,Election day exit poll,1.7626348733902,Wesley Clark,Male,Other,No,25-29,Democrat,Moderate,Some college or associate degree,"Under $15,000",About the same,No one does,"Yes, someone else has",Protestant,A few times a year,Not working and looking for work,Rarely,In the last month,Taxes,He stands up for what he believes,Good,Somewhat disapprove,Somewhat important,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Satisfied,18-29,18-29,25-29,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,Last month/Before that,No,No,Rarely/Never,American Indian,Pima/Pinal/Santa Cruz,Rural,Small cities and Rural,7.0,85247.0
671180.0,Arizona,54.0,Call 2,Backside complete,Election day exit poll,0.498787313699722,Wesley Clark,Female,Hispanic/Latino,Yes,60-64,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Better today,"Yes, someone else does",No one has,Catholic,Never,Not working and not looking for work,Never,Before that,Health care/Medicare,He has the right experience,Not so good,Strongly disapprove,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,45-64,60 or over,50-64,Never,Catholic/Do not attend weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,All others/Omits,Non-white female,Last month/Before that,"Yes, I am or someone in household is",No,Rarely/Never,Hispanic/Latino,Maricopa County,Suburbs,Suburbs,6.0,85234.0
671181.0,Arizona,78.0,Call 2,Backside complete,Election day exit poll,1.06936085224152,Wesley Clark,Male,Hispanic/Latino,Yes,25-29,Democrat,Moderate,College graduate,"$15,000-$29,999",Worse today,"Yes, I do","Yes, someone else has",Catholic,A few times a month,Employed full-time,Occasionally,In the last month,Economy/Jobs,He cares about people like me,Not so good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,18-29,18-29,25-29,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,All others/Omits,Non-white male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Frequently/Occasionally,Hispanic/Latino,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",7.0,85745.0
671182.0,Arizona,18.0,Call 2,Backside complete,Election day exit poll,0.495590835809708,Wesley Clark,Male,White,No,40-44,Democrat,Very liberal,College graduate,"$100,000 or more",About the same,"Yes, I do",No one has,Jewish,Never,Employed full-time,Never,Before that,Economy/Jobs,He stands up for what he believes,Not so good,Strongly approve,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,30-44,30-44,40-49,Never,All others/Omits,Not too/Not at all important,College degree,All others/Omits,Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Liberal,Jewish,White Jewish,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Maricopa County,Suburbs,Suburbs,2.0,85302.0
671184.0,Arizona,6.0,Call 2,Backside complete,Election day exit poll,0.609062314033508,Howard Dean,Female,Hispanic/Latino,Yes,50-59,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,"Yes, someone else has",Catholic,Once a week,Employed full-time,Never,Today,Economy/Jobs,He stands up for what he believes,Poor,Strongly disapprove,Very important,Angry,He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,Very/somewhat important,No college degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,All others/Omits,Non-white female,Today/Last 3 days/Last week,No,No,Rarely/Never,Hispanic/Latino,Rest of state,Rural,Small cities and Rural,1.0,85536.0
671186.0,Arizona,48.0,Call 2,Backside complete,Election day exit poll,0.944934904575348,Wesley Clark,Female,White,No,40-44,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,,Catholic,Once a week,Employed part-time,Never,In the last three days,Omit,He stands up for what he believes,Not so good,Somewhat approve,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,,30-44,30-44,40-49,Weekly,Catholic/Attend weekly,Very/somewhat important,No college degree,Employed women,Strongly/Somewhat approve,,,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Maricopa County,Suburbs,Suburbs,5.0,85258.0
671187.0,Arizona,78.0,Call 2,Backside complete,Election day exit poll,0.916282951831818,John Kerry,Male,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",Worse today,No one does,"Yes, I have",None,Never,Not working and looking for work,Never,Today,Economy/Jobs,He has the right experience,Poor,Somewhat approve,Not too important,Angry,He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Never,All others/Omits,Not too/Not at all important,College degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Liberal,None,White None,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",7.0,85745.0
671188.0,Arizona,45.0,Call 2,Backside complete,Election day exit poll,0.816080152988434,Wesley Clark,Female,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,No one has,Other Christian,A few times a year,Employed full-time,Never,Before that,Health care/Medicare,He has a positive message,Good,Somewhat disapprove,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Satisfied,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,No college degree,Employed women,Somewhat/Strongly disapprove,No,No,Excellent/Good,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,Last month/Before that,No,No,Rarely/Never,White,Maricopa County,"City: 50,000 to 500,000","City over 50,000",6.0,85212.0
671190.0,Arizona,18.0,Call 2,Backside complete,Election day exit poll,0.520394682884216,John Kerry,Male,White,No,50-59,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",About the same,No one does,No one has,Protestant,A few times a year,Employed part-time,Rarely,In the last three days,Economy/Jobs,He has the right experience,Not so good,Somewhat disapprove,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Satisfied,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Maricopa County,Suburbs,Suburbs,2.0,85302.0
671192.0,Arizona,58.0,Call 2,Backside complete,Election day exit poll,0.548301935195923,John Kerry,Female,White,No,65-74,Independent,Somewhat conservative,High school graduate,"$30,000-$49,999",About the same,No one does,"Yes, someone else has",Other Christian,A few times a year,Not working and not looking for work,Occasionally,In the last month,Education,He cares about people like me,Not so good,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,Last month/Before that,No,No,Frequently/Occasionally,White,Maricopa County,Suburbs,Suburbs,7.0,85215.0
671193.0,Arizona,85.0,Call 2,Backside complete,Election day exit poll,0.879561007022858,Wesley Clark,Female,White,No,75 or over,Democrat,Moderate,Postgraduate study,,Worse today,No one does,"Yes, someone else has",,Omit,,Never,Today,Health care/Medicare,He has the right experience,Poor,Strongly disapprove,Very important,Angry,He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Omit,All others/Omits,Very/somewhat important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,,All others/Omits,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City: 10,000 to 49,999",Small cities and Rural,6.0,85219.0
671194.0,Arizona,19.0,Call 2,Backside complete,Election day exit poll,0.594785988330841,John Kerry,Male,White,No,65-74,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,"Yes, I have",Catholic,A few times a year,Not working and not looking for work,Occasionally,In the last month,Health care/Medicare,He can defeat George W. Bush,Poor,Strongly disapprove,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,White male,Last month/Before that,No,No,Frequently/Occasionally,White,Maricopa County,Suburbs,Suburbs,5.0,85262.0
671195.0,Arizona,6.0,Call 2,Backside complete,Election day exit poll,0.609062314033508,Howard Dean,Female,White,,50-59,Democrat,Somewhat conservative,College graduate,,Worse today,"Yes, I do","Yes, someone else has",Other Christian,Never,Not working and looking for work,Never,In the last three days,Economy/Jobs,He stands up for what he believes,Poor,Strongly disapprove,Very important,Angry,Omit,Dissatisfied,45-64,45-59,50-64,Never,Protestant/Do not attend weekly,Very/somewhat important,College degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Rest of state,Rural,Small cities and Rural,1.0,85536.0
671196.0,Arizona,26.0,Call 2,Backside complete,Election day exit poll,0.491452187299728,Wesley Clark,Female,White,No,75 or over,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,"Yes, someone else does","Yes, someone else has",Protestant,Once a week,Not working and not looking for work,Never,In the last week,Economy/Jobs,He cares about people like me,Poor,Strongly disapprove,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Dissatisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85017.0
671197.0,Arizona,48.0,Call 2,Backside complete,Election day exit poll,0.923455893993378,John Kerry,Female,White,No,65-74,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,"Yes, someone else has",Protestant,A few times a month,Not working and looking for work,Occasionally,In the last three days,Health care/Medicare,He cares about people like me,Not so good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,White,Maricopa County,Suburbs,Suburbs,5.0,85258.0
671198.0,Arizona,86.0,Call 2,Backside complete,Election day exit poll,1.77343022823334,Wesley Clark,Male,Other,No,50-59,Democrat,Moderate,Did not complete high school,"$15,000-$29,999",Better today,No one does,"Yes, someone else has",Catholic,Once a week,Employed full-time,Never,Today,Taxes,He has a positive message,Good,Strongly approve,Very important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,Very/somewhat important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Democrat,Moderate,Catholic,All others/Omits,Non-white male,Today/Last 3 days/Last week,No,No,Rarely/Never,American Indian,Pima/Pinal/Santa Cruz,Rural,Small cities and Rural,7.0,85247.0
671199.0,Arizona,54.0,Call 2,Backside complete,Election day exit poll,0.517781496047974,Wesley Clark,Male,Hispanic/Latino,Yes,40-44,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",About the same,No one does,"Yes, I have and someone else has",Catholic,Never,Employed full-time,Occasionally,In the last week,Education,He has a positive message,Not so good,Strongly disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,Satisfied,30-44,30-44,40-49,Never,Catholic/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white male,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,Hispanic/Latino,Maricopa County,Suburbs,Suburbs,6.0,85234.0
671200.0,Arizona,38.0,Call 2,Backside complete,Election day exit poll,1.740842461586,Wesley Clark,Male,Hispanic/Latino,Yes,45-49,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,"Yes, I do",No one has,None,Never,Employed full-time,Rarely,In the last three days,Economy/Jobs,He has a positive message,Not so good,Somewhat approve,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,45-64,45-59,40-49,Never,All others/Omits,Very/somewhat important,No college degree,All others/Omits,Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Moderate,None,All others/Omits,Non-white male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Rarely/Never,Hispanic/Latino,Maricopa County,"City over 500,000","City over 50,000",4.0,85009.0
671202.0,Arizona,26.0,Call 2,Backside complete,Election day exit poll,0.474806994199753,Wesley Clark,Male,White,No,75 or over,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,"Yes, I do","Yes, I have",Protestant,Once a week,Not working and not looking for work,Never,Before that,National security/Terrorism,He has the right experience,Not so good,Strongly disapprove,Very important,Angry,He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85017.0
671203.0,Arizona,86.0,Call 2,Backside complete,Election day exit poll,1.73707008361816,Joe Lieberman,Female,White,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",,Never,Employed part-time,Never,Before that,Economy/Jobs,He cares about people like me,Poor,Somewhat disapprove,Not at all important,Angry,He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Never,All others/Omits,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Liberal,,All others/Omits,White female,Last month/Before that,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,Rural,Small cities and Rural,7.0,85247.0
671204.0,Arizona,54.0,Call 2,Backside complete,Election day exit poll,0.481893658638,Wesley Clark,Male,Hispanic/Latino,Yes,60-64,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",Worse today,"Yes, I do",No one has,Catholic,A few times a month,Not working and not looking for work,Occasionally,In the last month,Omit,He cares about people like me,Not so good,Strongly disapprove,Very important,Angry,He can defeat George W. Bush in November,Satisfied,45-64,60 or over,50-64,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Frequently/Occasionally,Hispanic/Latino,Maricopa County,Suburbs,Suburbs,6.0,85234.0
671205.0,Arizona,78.0,Call 2,Backside complete,Election day exit poll,0.995183527469635,Wesley Clark,Female,White,No,50-59,Democrat,Moderate,College graduate,"$30,000-$49,999",About the same,No one does,"Yes, someone else has",Catholic,Once a week,Employed full-time,Never,In the last week,Health care/Medicare,He has a positive message,Not so good,Somewhat disapprove,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Dissatisfied,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",7.0,85745.0
671206.0,Arizona,45.0,Call 2,Backside complete,Election day exit poll,0.907649338245392,Wesley Clark,Female,White,No,18-24,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,No one has,Other Christian,Once a week,Employed part-time,Rarely,In the last three days,Economy/Jobs,He has the right experience,Not so good,Somewhat disapprove,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,18-29,18-29,18-24,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Maricopa County,"City: 50,000 to 500,000","City over 50,000",6.0,85212.0
671207.0,Arizona,18.0,Call 2,Backside complete,Election day exit poll,0.520269930362701,Wesley Clark,Male,Black,No,75 or over,Democrat,Moderate,College graduate,"$75,000-$99,999",Worse today,No one does,"Yes, I have",Protestant,A few times a year,Not working and not looking for work,Rarely,Before that,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,Not too important,Angry,He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,Last month/Before that,No,No,Rarely/Never,Black,Maricopa County,Suburbs,Suburbs,2.0,85302.0
671208.0,Arizona,58.0,Call 2,Backside complete,Election day exit poll,0.506702780723572,Howard Dean,Female,White,No,75 or over,Democrat,Moderate,High school graduate,"$50,000-$74,999",About the same,No one does,"Yes, someone else has",Catholic,A few times a year,,Never,Today,Omit,He stands up for what he believes,Not so good,Strongly disapprove,Somewhat important,Angry,He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Maricopa County,Suburbs,Suburbs,7.0,85215.0
671209.0,Arizona,85.0,Call 2,Backside complete,Election day exit poll,0.945064127445221,Wesley Clark,Female,White,No,30-39,Democrat,Somewhat conservative,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,"Yes, someone else has",Other Christian,A few times a year,Employed full-time,Frequently,Before that,Health care/Medicare,He can defeat George W. Bush,Poor,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,Last month/Before that,No,No,Frequently/Occasionally,White,Pima/Pinal/Santa Cruz,"City: 10,000 to 49,999",Small cities and Rural,6.0,85219.0
