ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WGT,dpres,SEX,RACE,MEXICAN,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,GAY,TIMEPRI,issue,qual,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
999001.0,California,6.0,Call 1,Backside complete,Election day exit poll,0.447733491659164,John Kerry,Male,White,No,50-59,Republican,Moderate,College graduate,"$75,000-$99,999",Worse today,No one does,Protestant,No,Today,Economy/Jobs,He can defeat George W. Bush,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Republican,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",2.0,95926.0
999003.0,California,34.0,Call 1,Backside complete,Election day exit poll,0.658663392066956,John Kerry,Male,Asian,,50-59,Republican,Somewhat liberal,High school graduate,"$100,000 or more",Worse today,,None,No,Before that,Omit,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Republican,Liberal,None,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,,,Asian,L.A. County,Suburbs,Suburbs,29.0,91776.0
999039.0,California,6.0,Call 1,Backside complete,Election day exit poll,0.539625942707062,John Kerry,Female,White,No,25-29,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do and someone else does",None,No,Before that,Economy/Jobs,He has the right experience,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Only John Kerry,18-29,18-29,25-29,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",2.0,95926.0
999041.0,California,53.0,Call 1,Backside complete,Election day exit poll,1.02469205856323,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Other Christian,No,In the last month,Omit,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Southern California,Suburbs,Suburbs,47.0,92840.0
999046.0,California,43.0,Call 1,Backside complete,Election day exit poll,0.627788543701172,John Kerry,Male,White,No,45-49,Independent,Very liberal,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,None,No,In the last month,National security/Terrorism,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,40-49,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Independent,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,L.A. County,"City over 500,000","City over 50,000",28.0,91604.0
999080.0,California,34.0,Call 1,Backside complete,Election day exit poll,0.638517558574677,John Kerry,Female,Hispanic/Latino,Yes,40-44,Independent,Moderate,College graduate,"$30,000-$49,999",Worse today,No one does,Catholic,No,Before that,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,College degree,No,"Under $50,000",18-64,Independent,Moderate,Catholic,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,Suburbs,Suburbs,29.0,91776.0
999086.0,California,43.0,Call 1,Backside complete,Election day exit poll,0.627788543701172,John Kerry,Male,White,No,40-44,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Better today,"Yes, I do",Jewish,No,Today,Taxes,He can defeat George W. Bush,Not at all important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,No,Creates more jobs in your state,Both candidates,30-44,30-44,40-49,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,L.A. County,"City over 500,000","City over 50,000",28.0,91604.0
999153.0,California,53.0,Call 1,Backside complete,Election day exit poll,1.05702197551727,John Kerry,Male,White,No,30-39,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Worse today,"Yes, I do",None,No,Before that,Education,He cares about people like me,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,Democrat,Moderate,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Southern California,Suburbs,Suburbs,47.0,92840.0
999184.0,California,6.0,Call 1,Backside complete,Election day exit poll,0.689627051353455,John Kerry,Male,White,No,65-74,Democrat,Moderate,College graduate,"$30,000-$49,999",Worse today,No one does,Protestant,No,In the last month,Health care/Medicare,He has the right experience,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,No,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",2.0,95926.0
999219.0,California,6.0,Call 1,Backside complete,Election day exit poll,0.447733491659164,John Kerry,Male,White,No,50-59,Independent,Moderate,Some college or associate degree,"$50,000-$74,999",About the same,No one does,Protestant,No,In the last three days,Health care/Medicare,He can defeat George W. Bush,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,No college degree,Yes,"$50,000 or more",18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",2.0,95926.0
999353.0,California,43.0,Call 1,Backside complete,Election day exit poll,0.608587026596069,John Kerry,Female,White,No,30-39,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Better today,"Yes, someone else does",Other Christian,No,In the last month,The war in Iraq,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,L.A. County,"City over 500,000","City over 50,000",28.0,91604.0
999404.0,California,43.0,Call 1,Backside not complete,Election day exit poll,0.608587026596069,John Kerry,Female,White,No,40-44,,,,,,,,,In the last week,Economy/Jobs,He has the right experience,,Angry,,,Satisfied if either one is the nominee,Neither candidate,,,Both candidates,30-44,30-44,40-49,,,,,18-64,,,,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,,,White,L.A. County,"City over 500,000","City over 50,000",28.0,91604.0
999451.0,California,43.0,Call 1,Backside complete,Election day exit poll,0.608587026596069,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Jewish,No,In the last three days,Economy/Jobs,He can defeat George W. Bush,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,L.A. County,"City over 500,000","City over 50,000",28.0,91604.0
999465.0,California,29.0,Call 1,Backside complete,Election day exit poll,0.854860961437225,John Kerry,Male,Asian,No,50-59,Something Else,Very conservative,Postgraduate study,"$100,000 or more",Worse today,No one does,Something else,No,In the last month,Economy/Jobs,He is honest and trustworthy,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Independent,Conservative,Something else,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Asian,L.A. County,Suburbs,Suburbs,46.0,90274.0
999479.0,California,29.0,Call 1,Backside complete,Election day exit poll,1.31671023368835,John Kerry,Male,White,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,No one does,Catholic,No,In the last month,Economy/Jobs,He can defeat George W. Bush,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Both candidates,65 or over,60 or over,65 or over,Not too/not at all important,College degree,Yes,"$50,000 or more",65 or over,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,L.A. County,Suburbs,Suburbs,46.0,90274.0
999480.0,California,29.0,Call 1,Backside complete,Election day exit poll,1.27643740177155,John Kerry,Female,White,No,75 or over,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Worse today,No one does,None,No,Before that,Education,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"$50,000 or more",65 or over,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,L.A. County,Suburbs,Suburbs,46.0,90274.0
999487.0,California,43.0,Call 1,Backside complete,Election day exit poll,0.781281054019928,John Kerry,Female,,No,65-74,Democrat,Very liberal,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Protestant,No,Before that,Health care/Medicare,He has the right experience,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Yes,"Under $50,000",65 or over,Democrat,Liberal,Protestant/Other Christian,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,,L.A. County,"City over 500,000","City over 50,000",28.0,91604.0
999496.0,California,29.0,Call 1,Backside complete,Election day exit poll,1.31671023368835,John Kerry,Male,White,No,75 or over,Democrat,Very liberal,Postgraduate study,,Worse today,"Yes, I do and someone else does",Protestant,No,Before that,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,No,,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,L.A. County,Suburbs,Suburbs,46.0,90274.0
999508.0,California,29.0,Call 1,Backside complete,Election day exit poll,0.82871425151825,John Kerry,Female,White,No,45-49,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Worse today,No one does,Jewish,Yes,Before that,Economy/Jobs,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Only John Kerry,45-64,45-59,40-49,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,L.A. County,Suburbs,Suburbs,46.0,90274.0
999526.0,California,29.0,Call 1,Backside complete,Election day exit poll,0.854860961437225,John Kerry,Male,Other,No,40-44,Independent,Moderate,Postgraduate study,"$100,000 or more",Better today,No one does,Something else,No,In the last month,Economy/Jobs,He can defeat George W. Bush,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Edwards is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,30-44,30-44,40-49,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Independent,Moderate,Something else,,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Other,L.A. County,Suburbs,Suburbs,46.0,90274.0
999541.0,California,29.0,Call 1,Backside complete,Election day exit poll,1.27643740177155,John Kerry,Female,White,No,65-74,Democrat,Moderate,College graduate,"$100,000 or more",About the same,No one does,Protestant,No,In the last month,The war in Iraq,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"$50,000 or more",65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,L.A. County,Suburbs,Suburbs,46.0,90274.0
999559.0,California,29.0,Call 1,Backside complete,Election day exit poll,0.82871425151825,John Kerry,Female,White,No,50-59,Democrat,Moderate,Postgraduate study,,Better today,No one does,Jewish,No,Before that,Omit,He can defeat George W. Bush,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Omits,Only John Edwards,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,College degree,No,,18-64,Democrat,Moderate,Jewish,White Jewish,Omit,Omit,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,L.A. County,Suburbs,Suburbs,46.0,90274.0
999560.0,California,29.0,Call 1,Backside complete,Election day exit poll,1.31671023368835,John Kerry,Male,White,No,60-64,Democrat,Moderate,Postgraduate study,,About the same,No one does,Jewish,No,In the last week,National security/Terrorism,He has the right experience,Not too important,Enthusaistic,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Neither candidate,45-64,60 or over,50-64,Not too/not at all important,College degree,No,,18-64,Democrat,Moderate,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,L.A. County,Suburbs,Suburbs,46.0,90274.0
999580.0,California,29.0,Call 1,Backside complete,Election day exit poll,1.31671023368835,John Kerry,Male,Asian,No,65-74,Independent,Somewhat conservative,Postgraduate study,"$100,000 or more",About the same,No one does,None,,In the last month,Economy/Jobs,He cares about people like me,Very important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,Yes,Creates more jobs in your state,Neither candidate,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"$50,000 or more",65 or over,Independent,Conservative,None,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,Asian,L.A. County,Suburbs,Suburbs,46.0,90274.0
999598.0,California,29.0,Call 1,Backside complete,Election day exit poll,1.31671023368835,John Kerry,Male,Asian,No,65-74,Independent,Somewhat conservative,Postgraduate study,"$100,000 or more",About the same,No one does,None,No,In the last month,Economy/Jobs,He cares about people like me,Very important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,Yes,Creates more jobs in your state,Neither candidate,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"$50,000 or more",65 or over,Independent,Conservative,None,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,Asian,L.A. County,Suburbs,Suburbs,46.0,90274.0
999623.0,California,29.0,Call 1,Backside complete,Election day exit poll,1.27643740177155,John Kerry,Female,White,No,60-64,Independent,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,Jewish,No,In the last month,Taxes,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Omit,No,Takes more jobs from your state,Omit,45-64,60 or over,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Independent,Moderate,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Omit,Omit,Last month/Before that,Omit,Omit,No,No,White,L.A. County,Suburbs,Suburbs,46.0,90274.0
999663.0,California,29.0,Call 1,Backside complete,Election day exit poll,1.27643740177155,John Kerry,Female,White,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,None,No,In the last month,Economy/Jobs,He can defeat George W. Bush,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Creates more jobs in your state,Only John Kerry,65 or over,60 or over,65 or over,Not too/not at all important,College degree,No,"$50,000 or more",65 or over,Democrat,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,L.A. County,Suburbs,Suburbs,46.0,90274.0
1001162.0,California,40.0,Call 1,Backside complete,Election day exit poll,1.51816308498383,John Kerry,Female,Hispanic/Latino,Yes,60-64,Democrat,,High school graduate,"$30,000-$49,999",Worse today,No one does,,No,In the last three days,Education,He has the right experience,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Omit,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Creates more jobs in your state,Only John Kerry,45-64,60 or over,50-64,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,Democrat,,,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,"City over 500,000","City over 50,000",33.0,90019.0
1001191.0,California,24.0,Call 1,Backside complete,Election day exit poll,1.51816308498383,John Kerry,Female,Hispanic/Latino,Yes,25-29,Democrat,Moderate,High school graduate,"Under $15,000",About the same,No one does,Other Christian,No,Before that,Economy/Jobs,He has a positive message,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,18-29,18-29,25-29,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,Democrat,Moderate,Protestant/Other Christian,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,Suburbs,Suburbs,36.0,90304.0
1001192.0,California,24.0,Call 1,Backside complete,Election day exit poll,1.51816308498383,John Kerry,Male,Hispanic/Latino,Yes,30-39,Democrat,Moderate,College graduate,"$30,000-$49,999",Better today,No one does,None,No,In the last month,Taxes,He is honest and trustworthy,Somewhat important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Edwards,No,Has no effect on jobs in your state,Only John Edwards,30-44,30-44,30-39,Very/somewhat important,College degree,No,"Under $50,000",18-64,Democrat,Moderate,None,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,No,No,Hispanic/Latino,L.A. County,Suburbs,Suburbs,36.0,90304.0
1001193.0,California,24.0,Call 1,Backside complete,Election day exit poll,1.51816308498383,John Kerry,Male,Hispanic/Latino,Yes,50-59,Democrat,Somewhat conservative,Did not complete high school,"Under $15,000",Worse today,No one does,Other Christian,No,Before that,Economy/Jobs,He has a positive message,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Not too/not at all important,No college degree,Yes,"Under $50,000",18-64,Democrat,Conservative,Protestant/Other Christian,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,Suburbs,Suburbs,36.0,90304.0
1001237.0,California,40.0,Call 1,Backside complete,Election day exit poll,1.51816308498383,John Kerry,Male,Hispanic/Latino,Yes,50-59,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",About the same,No one does,None,No,In the last month,The war in Iraq,Omit,Omit,"Dissatisfied, but not angry",Omit,Gay couples allowed to legally marry,Omits,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Omit,No college degree,No,"$50,000 or more",18-64,Democrat,Moderate,None,,Omit,Omit,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,"City over 500,000","City over 50,000",33.0,90019.0
1001320.0,California,31.0,Call 1,Backside complete,Election day exit poll,1.08590447902679,John Kerry,Male,Other,No,50-59,Independent,Very liberal,College graduate,"$100,000 or more",Better today,"Yes, I do",None,No,In the last month,Education,He stands up for what he believes,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Independent,Liberal,None,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Other,L.A. County,Suburbs,Suburbs,36.0,90277.0
1001321.0,California,31.0,Call 1,Backside complete,Election day exit poll,1.08590447902679,John Kerry,Male,White,No,50-59,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",About the same,"Yes, I do",None,No,In the last month,Health care/Medicare,He can defeat George W. Bush,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,L.A. County,Suburbs,Suburbs,36.0,90277.0
1001322.0,California,31.0,Call 1,Backside complete,Election day exit poll,1.08590447902679,John Kerry,Male,Hispanic/Latino,Yes,40-44,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Better today,No one does,None,No,In the last month,Economy/Jobs,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,40-49,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Democrat,Moderate,None,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,Suburbs,Suburbs,36.0,90277.0
