ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,MARRIED,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1002860.0,Ohio,117.0,Call 3,Backside complete,1.93886613845825,John Kerry,Male,White,No,45-49,Independent,Moderate,College graduate,"$75,000-$99,999",Better today,No one does,Other Christian,Yes,In the last month,Taxes,He stands up for what he believes,Somewhat important,Enthusaistic,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Central,Rural,Small cities and Rural,6.0,45742.0
1002865.0,Ohio,19.0,Call 3,Backside complete,0.865574419498444,John Kerry,Male,White,No,40-44,Democrat,Moderate,High school graduate,"$75,000-$99,999",About the same,"Yes, I do",Other Christian,Yes,In the last week,Economy/Jobs,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,40-49,Very/somewhat important,No college degree,No,"$50,000 or more",17-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Cuyahoga County,"City: 50,000 to 500,000","City over 50,000",10.0,44107.0
1002868.0,Ohio,60.0,Call 3,Backside complete,1.63395178318024,John Kerry,Male,Asian,No,50-59,Independent,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,Protestant,Yes,In the last month,Education,He has the right experience,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Only John Kerry,Yes,Creates more jobs in your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",17-64,Independent,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Asian,Southwest,"City: 50,000 to 500,000","City over 50,000",2.0,45243.0
1002879.0,Ohio,11.0,Call 3,Backside complete,0.493901878595352,John Edwards,Female,White,No,50-59,Democrat,Somewhat liberal,High school graduate,"$75,000-$99,999",About the same,"Yes, someone else does",Catholic,Yes,In the last week,Taxes,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"$50,000 or more",17-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,11.0,44146.0
1002882.0,Ohio,117.0,Call 3,Backside complete,1.94794225692749,John Kerry,Female,White,No,60-64,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Catholic,Yes,Before that,Health care/Medicare,He stands up for what he believes,Somewhat important,Omit,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,60 or over,50-64,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Central,Rural,Small cities and Rural,6.0,45742.0
1002885.0,Ohio,90.0,Call 3,Backside not complete,0.862326860427856,John Kerry,Female,White,No,50-59,,,,,,,,,In the last three days,Economy/Jobs,He stands up for what he believes,,"Dissatisfied, but not angry",,,Satisfied if either one is the nominee,Both candidates,,,Only John Kerry,45-64,45-59,50-64,,,,,17-64,,,,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,,,White,Northeast,Suburbs,Suburbs,17.0,44266.0
1002887.0,Ohio,19.0,Call 3,Backside complete,0.707009017467499,John Edwards,Male,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Worse today,"Yes, someone else does",Protestant,Yes,In the last week,Economy/Jobs,He stands up for what he believes,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,College degree,Yes,"Under $50,000",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Cuyahoga County,"City: 50,000 to 500,000","City over 50,000",10.0,44107.0
1002891.0,Ohio,60.0,Call 3,Backside complete,1.21393275260925,John Kerry,Female,Black,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Other Christian,Yes,Today,The war in Iraq,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,No,Has no effect on jobs in your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,Black,Southwest,"City: 50,000 to 500,000","City over 50,000",2.0,45243.0
1002900.0,Ohio,11.0,Call 3,Backside complete,0.662666380405426,John Kerry,Female,Black,No,60-64,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,Other Christian,No,Before that,The war in Iraq,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Omits,Only John Kerry,No,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Omit,Omit,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Black,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,11.0,44146.0
1002901.0,Ohio,11.0,Call 3,Backside complete,0.539461374282837,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Better today,No one does,Protestant,Yes,Before that,Economy/Jobs,He has a positive message,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Not too/not at all important,No college degree,No,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,11.0,44146.0
1002904.0,Ohio,117.0,Call 3,Backside complete,1.83006393909454,John Edwards,Female,White,No,50-59,Something Else,Moderate,College graduate,"$30,000-$49,999",About the same,"Yes, someone else does",None,No,Today,Economy/Jobs,He cares about people like me,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Only John Edwards,No,Creates more jobs in your state,Only John Edwards,45-64,45-59,50-64,Very/somewhat important,College degree,No,"Under $50,000",17-64,Independent,Moderate,None,White None,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,"Yes, I am or someone in household is",No,White,Central,Rural,Small cities and Rural,6.0,45742.0
1002911.0,Ohio,113.0,Call 3,Backside complete,1.21418285369873,John Kerry,Male,Hispanic/Latino,Yes,25-29,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",About the same,"Yes, I do and someone else does",Catholic,Yes,In the last month,Taxes,He cares about people like me,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,17-29,17-29,25-29,Very/somewhat important,No college degree,Yes,"Under $50,000",17-64,Democrat,Liberal,Catholic,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Hispanic/Latino,Northeast,Suburbs,Suburbs,17.0,44410.0
1002912.0,Ohio,113.0,Call 3,Backside complete,1.95143806934357,Other,Male,White,No,17-24,Democrat,Somewhat conservative,Some college or associate degree,"$100,000 or more",Worse today,No one does,Catholic,No,Before that,The war in Iraq,He cares about people like me,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Neither candidate,17-29,17-29,17-24,Not too/not at all important,No college degree,No,"$50,000 or more",17-64,Democrat,Conservative,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Northeast,Suburbs,Suburbs,17.0,44410.0
1002913.0,Ohio,90.0,Call 3,Backside complete,1.19320058822632,John Edwards,Male,White,No,50-59,Independent,Somewhat conservative,College graduate,"$30,000-$49,999",Better today,No one does,Other Christian,Yes,Today,National security/Terrorism,He has a positive message,Not at all important,"Satisfied, but not enthusiastic",Omit,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Neither candidate,No,Creates more jobs in your state,Neither candidate,45-64,45-59,50-64,Not too/not at all important,College degree,No,"Under $50,000",17-64,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Northeast,Suburbs,Suburbs,17.0,44266.0
1002915.0,Ohio,19.0,Call 3,Backside complete,0.752998173236847,John Kerry,Female,White,No,30-39,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do",Catholic,No,Today,Education,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Cuyahoga County,"City: 50,000 to 500,000","City over 50,000",10.0,44107.0
1002919.0,Ohio,60.0,Call 3,Backside complete,1.94484412670135,John Kerry,Male,White,No,65-74,Democrat,Moderate,Did not complete high school,"$30,000-$49,999",About the same,"Yes, I do",Protestant,Yes,In the last month,Economy/Jobs,He can defeat George W. Bush,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,Omit,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,Omit,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Southwest,"City: 50,000 to 500,000","City over 50,000",2.0,45243.0
1002920.0,Ohio,22.0,Call 3,Backside complete,1.88852608203888,John Kerry,Male,White,No,50-59,Democrat,Moderate,Postgraduate study,"$75,000-$99,999",Worse today,No one does,Catholic,Yes,In the last month,Economy/Jobs,He stands up for what he believes,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,10.0,44116.0
1002922.0,Ohio,42.0,Call 3,Backside complete,1.83006393909454,John Edwards,Female,White,No,40-44,Democrat,Moderate,High school graduate,"$30,000-$49,999",About the same,"Yes, I do",Something else,Yes,In the last month,Health care/Medicare,He stands up for what he believes,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Not too/not at all important,No college degree,Yes,"Under $50,000",17-64,Democrat,Moderate,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Central,"City over 500,000","City over 50,000",7.0,43213.0
1002927.0,Ohio,11.0,Call 3,Backside complete,0.496572107076645,John Edwards,Female,Black,,45-49,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Something else,No,In the last three days,National security/Terrorism,He cares about people like me,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Omit,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,No college degree,No,"$50,000 or more",17-64,Democrat,Liberal,Something else,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,Black,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,11.0,44146.0
1002933.0,Ohio,113.0,Call 3,Backside complete,1.5539356470108,John Edwards,Male,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",Worse today,"Yes, I do and someone else does",Protestant,Yes,In the last month,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Neither candidate,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,30-39,Very/somewhat important,No college degree,No,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Northeast,Suburbs,Suburbs,17.0,44410.0
1002935.0,Ohio,90.0,Call 3,Backside complete,0.976304054260254,John Edwards,Female,White,,17-24,Democrat,Somewhat conservative,High school graduate,"$50,000-$74,999",Better today,"Yes, someone else does",Catholic,Yes,Today,Economy/Jobs,He can defeat George W. Bush,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Edwards,17-29,17-29,17-24,Not too/not at all important,No college degree,No,"$50,000 or more",17-64,Democrat,Conservative,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,"Yes, I am or someone in household is",No,White,Northeast,Suburbs,Suburbs,17.0,44266.0
1002937.0,Ohio,37.0,Call 3,Backside complete,0.720919787883759,John Edwards,Female,White,No,40-44,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,Something else,Yes,In the last week,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Liberal,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Central,"City over 500,000","City over 50,000",12.0,43081.0
1002938.0,Ohio,19.0,Call 3,Backside complete,0.865574419498444,John Kerry,Male,White,No,40-44,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",Worse today,No one does,Catholic,Yes,In the last month,The war in Iraq,He stands up for what he believes,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,40-49,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Cuyahoga County,"City: 50,000 to 500,000","City over 50,000",10.0,44107.0
1002941.0,Ohio,60.0,Call 3,Backside complete,1.94484412670135,John Kerry,Male,White,No,60-64,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",Worse today,No one does,None,Yes,In the last month,Economy/Jobs,He has a positive message,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Kerry,Omit,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Very/somewhat important,College degree,Omit,"$50,000 or more",17-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Southwest,"City: 50,000 to 500,000","City over 50,000",2.0,45243.0
1002942.0,Ohio,22.0,Call 3,Backside complete,1.34193980693817,John Edwards,Female,White,No,45-49,Democrat,Somewhat conservative,High school graduate,"$100,000 or more",About the same,No one does,Catholic,Yes,In the last month,The war in Iraq,He stands up for what he believes,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,No college degree,No,"$50,000 or more",17-64,Democrat,Conservative,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,10.0,44116.0
1002944.0,Ohio,42.0,Call 3,Backside complete,1.69871699810028,John Edwards,Female,Black,No,30-39,Democrat,,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Other Christian,Yes,In the last week,Education,He stands up for what he believes,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Only John Edwards,No,Takes more jobs from your state,Omit,30-44,30-44,30-39,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,Non-white female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Omit,Omit,No,No,Black,Central,"City over 500,000","City over 50,000",7.0,43213.0
1002950.0,Ohio,11.0,Call 3,Backside complete,0.496572107076645,John Edwards,Female,Black,No,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",Better today,"Yes, someone else does",Protestant,Yes,In the last month,Economy/Jobs,Omit,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,Black,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,11.0,44146.0
1002959.0,Ohio,37.0,Call 3,Backside complete,0.779434382915497,John Edwards,Male,White,No,17-24,Independent,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,No one does,None,No,In the last month,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Only John Edwards,No,Creates more jobs in your state,Both candidates,17-29,17-29,17-24,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Independent,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Central,"City over 500,000","City over 50,000",12.0,43081.0
1002960.0,Ohio,90.0,Call 3,Backside complete,0.73988401889801,John Kerry,,,No,17-24,Republican,Moderate,Did not complete high school,"$100,000 or more",About the same,"Yes, someone else does",Catholic,No,In the last three days,Taxes,He has a positive message,Omit,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Omit,Yes,Omit,Omit,17-29,17-29,17-24,Omit,No college degree,Yes,"$50,000 or more",17-64,Republican,Moderate,Catholic,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,,Omit,Omit,Today/Last 3 days/Last week,Omit,Omit,"Yes, I am or someone in household is",No,,Northeast,Suburbs,Suburbs,17.0,44266.0
1002961.0,Ohio,90.0,Call 3,Backside complete,1.42577528953552,John Kerry,Male,White,No,60-64,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,Protestant,Yes,In the last month,The war in Iraq,He can defeat George W. Bush,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,45-64,60 or over,50-64,Not too/not at all important,College degree,No,"$50,000 or more",17-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Northeast,Suburbs,Suburbs,17.0,44266.0
1002964.0,Ohio,19.0,Call 3,Backside complete,0.615055739879608,John Edwards,Female,White,No,40-44,Independent,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,"Yes, someone else does",None,No,In the last three days,The war in Iraq,Omit,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Independent,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Cuyahoga County,"City: 50,000 to 500,000","City over 50,000",10.0,44107.0
1002965.0,Ohio,19.0,Call 3,Backside complete,0.865574419498444,John Kerry,Male,White,No,40-44,Democrat,Moderate,Postgraduate study,"$75,000-$99,999",Better today,No one does,Catholic,Yes,Today,Taxes,He has the right experience,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,40-49,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Cuyahoga County,"City: 50,000 to 500,000","City over 50,000",10.0,44107.0
1002968.0,Ohio,22.0,Call 3,Backside complete,1.94280934333801,John Kerry,Female,White,No,60-64,Democrat,Very liberal,Postgraduate study,"$75,000-$99,999",About the same,"Yes, someone else does",Catholic,No,Before that,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,10.0,44116.0
1002970.0,Ohio,42.0,Call 3,Backside complete,1.93886613845825,John Kerry,Male,White,No,45-49,Democrat,Very liberal,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,None,No,In the last three days,Health care/Medicare,He can defeat George W. Bush,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,No college degree,No,"$50,000 or more",17-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Central,"City over 500,000","City over 50,000",7.0,43213.0
