ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,GAY,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1001534.0,New York,25.0,Call 2,Backside complete,0.774558484554291,John Edwards,Female,Other,No,65-74,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Protestant,,Today,Health care/Medicare,He cares about people like me,Very important,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Omit,Satisfied only if Edwards is the nominee,Only John Edwards,No,Takes more jobs from your state,Only John Edwards,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,Non-white female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,No,No,Other,Upstate urban,"City: 50,000 to 500,000","City over 50,000",27.0,14206.0
1001536.0,New York,64.0,Call 2,Backside complete,1.09252333641052,Dennis Kucinich,Male,White,No,60-64,Democrat,Very liberal,Postgraduate study,,Worse today,No one does,None,Yes,In the last week,Omit,Omit,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Omit,Yes,Creates more jobs in your state,Both candidates,45-64,60 or over,50-64,Not too/not at all important,College degree,Yes,,18-64,Democrat,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Omit,Omit,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,New York City,"City over 500,000","City over 50,000",8.0,10014.0
1001539.0,New York,26.0,Call 2,Backside complete,0.619885206222534,John Kerry,Female,White,No,60-64,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,Jewish,No,Before that,The war in Iraq,He has the right experience,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Creates more jobs in your state,Only John Kerry,45-64,60 or over,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14211.0
1001540.0,New York,78.0,Call 2,Backside complete,0.812810361385345,John Kerry,Female,Other,No,50-59,Democrat,Moderate,Some college or associate degree,"Under $15,000",Worse today,"Yes, someone else does",Catholic,No,Today,The war in Iraq,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,No,Has no effect on jobs in your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,Other,New York City,"City over 500,000","City over 50,000",6.0,11434.0
1001542.0,New York,108.0,Call 2,Backside complete,0.689113616943359,John Edwards,Female,White,No,18-24,Democrat,Very liberal,High school graduate,"Under $15,000",Worse today,"Yes, someone else does",Protestant,No,In the last three days,Economy/Jobs,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Only John Edwards,No,Has no effect on jobs in your state,Only John Edwards,18-29,18-29,18-24,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,"Yes, I am or someone in household is",No,White,Rural upstate,Rural,Small cities and Rural,25.0,14542.0
1001543.0,New York,25.0,Call 2,Backside complete,0.718503296375275,John Kerry,Female,White,No,75 or over,Democrat,Somewhat liberal,Did not complete high school,"Under $15,000",Worse today,"Yes, I do",Protestant,No,In the last week,Health care/Medicare,He cares about people like me,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",27.0,14206.0
1001546.0,New York,64.0,Call 2,Backside complete,0.840792417526245,John Edwards,Female,White,No,18-24,Democrat,Very liberal,College graduate,"$15,000-$29,999",Worse today,No one does,None,No,Today,Economy/Jobs,He has a positive message,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,Omit,Omit,Both candidates,18-29,18-29,18-24,Not too/not at all important,College degree,Omit,"Under $50,000",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,New York City,"City over 500,000","City over 50,000",8.0,10014.0
1001547.0,New York,26.0,Call 2,Backside complete,0.615544199943542,John Edwards,Female,White,No,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",Better today,No one does,Catholic,No,Before that,Economy/Jobs,He has a positive message,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14211.0
1001549.0,New York,23.0,Call 2,Backside complete,0.567703247070313,John Kerry,Male,White,No,18-24,Democrat,Very liberal,College graduate,"$50,000-$74,999",Better today,No one does,None,No,In the last week,The war in Iraq,He stands up for what he believes,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,Yes,Has no effect on jobs in your state,Both candidates,18-29,18-29,18-24,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14228.0
1001550.0,New York,78.0,Call 2,Backside complete,1.16451740264893,John Kerry,Female,Black,,60-64,Democrat,Very liberal,College graduate,"$50,000-$74,999",About the same,No one does,None,No,Before that,Omit,Omit,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Omit,Yes,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,None,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Omit,Omit,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Black,New York City,"City over 500,000","City over 50,000",6.0,11434.0
1001551.0,New York,78.0,Call 2,Backside complete,1.12272906303406,John Kerry,Male,Black,No,75 or over,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,"Yes, I do",Protestant,No,In the last month,Health care/Medicare,He has a positive message,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Black,New York City,"City over 500,000","City over 50,000",6.0,11434.0
1001553.0,New York,25.0,Call 2,Backside complete,0.774558484554291,John Edwards,Female,White,No,65-74,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,"Yes, I do and someone else does",Catholic,No,In the last week,Omit,Omit,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",27.0,14206.0
1001555.0,New York,108.0,Call 2,Backside complete,0.685970723628998,John Edwards,Male,White,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,Protestant,No,In the last month,Omit,He has a positive message,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Omits,Only John Kerry,No,Creates more jobs in your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,No,"Under $50,000",65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Omit,Omit,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rural upstate,Rural,Small cities and Rural,25.0,14542.0
1001557.0,New York,64.0,Call 2,Backside complete,0.867098152637482,John Kerry,Male,White,No,65-74,Democrat,Very liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Jewish,Yes,In the last month,Health care/Medicare,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Yes,"Under $50,000",65 or over,Democrat,Liberal,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,New York City,"City over 500,000","City over 50,000",8.0,10014.0
1001559.0,New York,26.0,Call 2,Backside complete,0.570996940135956,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,Protestant,No,In the last month,Economy/Jobs,He has the right experience,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Only John Kerry,45-64,45-59,50-64,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14211.0
1001560.0,New York,78.0,Call 2,Backside complete,0.798155188560486,Al Sharpton,Male,Black,No,18-24,Democrat,Very conservative,High school graduate,"$15,000-$29,999",Worse today,No one does,Catholic,No,Today,Economy/Jobs,He cares about people like me,Not at all important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Neither candidate,No,Creates more jobs in your state,Neither candidate,18-29,18-29,18-24,Not too/not at all important,No college degree,No,"Under $50,000",18-64,Democrat,Conservative,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,Non-white male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,Black,New York City,"City over 500,000","City over 50,000",6.0,11434.0
1001562.0,New York,25.0,Call 2,Backside complete,0.661837339401245,John Kerry,Female,White,No,30-39,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Catholic,No,Today,Economy/Jobs,He stands up for what he believes,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",27.0,14206.0
1001563.0,New York,64.0,Call 2,Backside complete,0.899371743202209,John Kerry,Female,White,No,60-64,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Better today,"Yes, I do",Protestant,No,Before that,Education,He can defeat George W. Bush,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Only John Kerry,45-64,60 or over,50-64,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,New York City,"City over 500,000","City over 50,000",8.0,10014.0
1001564.0,New York,64.0,Call 2,Backside complete,0.810620903968811,John Edwards,Male,White,No,18-24,Democrat,Somewhat liberal,College graduate,"$100,000 or more",About the same,No one does,None,No,In the last three days,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Both candidates,18-29,18-29,18-24,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,New York City,"City over 500,000","City over 50,000",8.0,10014.0
1001565.0,New York,108.0,Call 2,Backside complete,0.685970723628998,John Edwards,Male,White,No,60-64,Democrat,Moderate,Postgraduate study,"$75,000-$99,999",About the same,No one does,Protestant,No,In the last three days,Economy/Jobs,He stands up for what he believes,Not at all important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Rural upstate,Rural,Small cities and Rural,25.0,14542.0
1001566.0,New York,26.0,Call 2,Backside complete,0.570996940135956,John Kerry,Female,White,No,45-49,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",Omit,No one does,Catholic,No,In the last week,Taxes,He stands up for what he believes,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14211.0
1001570.0,New York,78.0,Call 2,Backside complete,0.787347733974457,Al Sharpton,Female,Black,No,50-59,Democrat,Moderate,Postgraduate study,"$75,000-$99,999",About the same,"Yes, I do",,No,Today,National security/Terrorism,He cares about people like me,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Neither candidate,45-64,45-59,50-64,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,"Yes, I am or someone in household is",Yes I am,Black,New York City,"City over 500,000","City over 50,000",6.0,11434.0
1001572.0,New York,25.0,Call 2,Backside complete,0.74676376581192,John Edwards,Male,White,No,75 or over,Republican,Very conservative,Did not complete high school,"$30,000-$49,999",About the same,"Yes, I do",Catholic,No,In the last week,Health care/Medicare,He has the right experience,Not too important,Enthusaistic,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Both candidates,No,Takes more jobs from your state,Neither candidate,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,No,"Under $50,000",65 or over,Republican,Conservative,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,"Yes, I am or someone in household is",Yes I am,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",27.0,14206.0
1001575.0,New York,78.0,Call 2,Backside complete,0.787347733974457,Al Sharpton,Female,Black,,45-49,Democrat,,,,About the same,"Yes, I do and someone else does",Protestant,No,Before that,Omit,Omit,Omit,Omit,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Omits,Omit,Omit,Omit,Omit,45-64,45-59,40-49,Omit,,Omit,,18-64,Democrat,,Protestant/Other Christian,All others/Omits,Omit,Omit,Non-white female,Omit,Omit,Last month/Before that,Omit,Omit,"Yes, I am or someone in household is",Yes I am,Black,New York City,"City over 500,000","City over 50,000",6.0,11434.0
1001576.0,New York,26.0,Call 2,Backside complete,0.619885206222534,John Kerry,Female,White,,75 or over,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,None,,In the last week,Health care/Medicare,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"$50,000 or more",65 or over,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14211.0
1001578.0,New York,23.0,Call 2,Backside complete,0.773546397686005,John Kerry,Male,Black,No,75 or over,Democrat,Moderate,Postgraduate study,"$75,000-$99,999",About the same,No one does,None,No,In the last month,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"$50,000 or more",65 or over,Democrat,Moderate,None,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14228.0
1001580.0,New York,97.0,Call 2,Backside complete,0.747072041034698,John Kerry,Male,White,No,75 or over,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",About the same,"Yes, I do",Catholic,No,In the last month,Economy/Jobs,He has the right experience,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"Under $50,000",65 or over,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Long Island,Suburbs,Suburbs,2.0,11725.0
1001581.0,New York,26.0,Call 2,Backside complete,0.597640872001648,John Kerry,Male,White,No,75 or over,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,No one does,None,No,In the last month,Health care/Medicare,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"$50,000 or more",65 or over,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14211.0
1001582.0,New York,108.0,Call 2,Backside complete,0.631870567798615,John Edwards,Male,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",About the same,"Yes, I do",None,No,In the last three days,Economy/Jobs,He has a positive message,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Only John Kerry,30-44,30-44,30-39,Very/somewhat important,No college degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rural upstate,Rural,Small cities and Rural,25.0,14542.0
1001583.0,New York,78.0,Call 2,Backside complete,0.854759752750397,Al Sharpton,Female,Black,No,65-74,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,Protestant,No,Before that,Omit,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Omit,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Yes,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Black,New York City,"City over 500,000","City over 50,000",6.0,11434.0
1001584.0,New York,78.0,Call 2,Backside complete,0.824087023735046,Al Sharpton,Male,Black,No,75 or over,Democrat,Very liberal,High school graduate,"$15,000-$29,999",Better today,No one does,Protestant,No,In the last month,Health care/Medicare,He cares about people like me,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,No,"Under $50,000",65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Black,New York City,"City over 500,000","City over 50,000",6.0,11434.0
1001587.0,New York,97.0,Call 2,Backside complete,0.747072041034698,John Kerry,Male,White,No,65-74,Independent,Somewhat conservative,,"$30,000-$49,999",About the same,No one does,Catholic,No,In the last month,Omit,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,,No,"Under $50,000",65 or over,Independent,Conservative,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Long Island,Suburbs,Suburbs,2.0,11725.0
1001590.0,New York,108.0,Call 2,Backside complete,2.00313782691956,Dennis Kucinich,Female,White,No,50-59,Independent,Very liberal,College graduate,"$15,000-$29,999",Worse today,No one does,None,No,Today,The war in Iraq,He stands up for what he believes,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Neither candidate,Yes,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Not too/not at all important,College degree,Yes,"Under $50,000",18-64,Independent,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Rural upstate,Rural,Small cities and Rural,25.0,14542.0
1001592.0,New York,26.0,Call 2,Backside complete,0.550506949424744,John Kerry,Male,White,No,50-59,Independent,Somewhat liberal,College graduate,"$75,000-$99,999",About the same,No one does,Something else,No,Today,The war in Iraq,He can defeat George W. Bush,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Independent,Liberal,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14211.0
1001593.0,New York,78.0,Call 2,Backside complete,0.824087023735046,Al Sharpton,Male,Black,No,60-64,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,"Yes, someone else does",Catholic,No,Before that,Education,He cares about people like me,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Omit,No,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Omit,Omit,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,Black,New York City,"City over 500,000","City over 50,000",6.0,11434.0
