GENDER,AGE10,QRACEAI,MAY,VOTE2024,CALL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECNYC,GETAHEAD25,TRACKANGR,FORTRUMPM25,TRUMP4,FAVDEM4,FAVREP4,RELIGN18,QLT25NYC,TIME25M,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,RACE2B,EDUCCOLL,AGE,ID,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE45,AGE65,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECNYC2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25MWEEK,TIME25MMONTH,SIZEPLC3,REL5
Female,75 or over,White,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Something else,Not lean either way,Somewhat conservative,"$30,000-$49,999",,Getting ahead,,To oppose Donald Trump,Somewhat approve,,,Other,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,65 or over,2403.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,"City over 50,000",Other
Male,75 or over,White,Zohran Mamdani,Kamala Harris,,High school graduate,Democrat,,Somewhat liberal,,,,,,,,,Muslim,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,No college degree,65 or over,2406.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",Other
Male,60-64,White,Eric Adams,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Very conservative,,Good,,,,,Somewhat unfavorable,Somewhat unfavorable,Other,1.0,Before October,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,College graduate,45-64,2407.0,1.0,10000.0,,2.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Conservative,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Other
Female,50-59,Black,Zohran Mamdani,Kamala Harris,,High school graduate,Something else,Not lean either way,Moderate,,,,,,,,,Muslim,,,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,No college degree,45-64,2409.0,1.0,10000.0,,3.0,Black,45 or over,50-64,Black women,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Moderate,,,,,,,,,,,"City over 50,000",Other
Male,35-39,White,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Moderate,"$200,000-$299,999",,Getting ahead,,To oppose Donald Trump,Strongly disapprove,,,None,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,College graduate,30-44,2418.0,1.0,10000.0,,1.0,White,18-44,30-39,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",None
Female,60-64,Hispanic/Latino,Andrew Cuomo,Kamala Harris,,High school graduate,Republican,,Somewhat conservative,,,,,,,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,45-64,2421.0,1.0,10000.0,,3.0,Hispanic/Latino,45 or over,50-64,Latino women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,,,,,,,,,,,"City over 50,000",Catholic
Male,75 or over,White,Zohran Mamdani,Kamala Harris,,Attended college but received no degree,Democrat,,Moderate,,,,Angry,,,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,No college degree,65 or over,2424.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",Catholic
Male,40-44,White,Curtis Sliwa,Donald Trump,,Attended college but received no degree,Republican,,Very liberal,,Good,,,,,Strongly unfavorable,Somewhat favorable,Muslim,5.0,You have known all along,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,No college degree,30-44,2429.0,1.0,10000.0,,2.0,White,18-44,40-49,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Liberal,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000",Other
Male,50-59,White,Other,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Moderate,"Under $30,000",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,College graduate,45-64,2433.0,1.0,10000.0,,1.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",Jewish
Female,30-34,Black,Curtis Sliwa,Donald Trump,,Bachelor's degree (BA or BS),Republican,,Moderate,"$50,000-$99,999",,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,30-44,2434.0,1.0,10000.0,,1.0,Black,18-44,30-39,Black women,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Jewish
Female,50-59,White,Curtis Sliwa,Donald Trump,,High school graduate,Republican,,Moderate,,Poor,,,,,Strongly unfavorable,Somewhat unfavorable,Catholic,5.0,Earlier in October,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,45-64,2435.0,1.0,10000.0,,2.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,In the last month,"City over 50,000",Catholic
Female,60-64,White,Curtis Sliwa,Donald Trump,,Attended college but received no degree,Republican,,Moderate,,,,,,,,,None,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,45-64,2437.0,1.0,10000.0,,3.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,,,,,,,,"City over 50,000",None
I identify another way, 65-74,White,Zohran Mamdani,Kamala Harris,,Attended college but received no degree,Democrat,,Moderate,,,,Angry,,,,,Muslim,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,65 or over,2442.0,1.0,10000.0,,3.0,White,45 or over,65 or over,All other,White non-college graduates,White other  gender,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",Other
Male,75 or over,White,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Democrat,Somewhat liberal,"$100,000-$199,999",,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,Muslim,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,College graduate,65 or over,2452.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Independent/Something else,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",Other
Male,60-64,White,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,College graduate,45-64,2465.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Catholic
Male,50-59,White,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,,,,,,,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,College graduate,45-64,2471.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",Jewish
Male, 65-74,Hispanic/Latino,Curtis Sliwa,Donald Trump,,High school graduate,Democrat,,Moderate,,Good,,,,,Strongly unfavorable,Strongly unfavorable,Catholic,5.0,In the last week,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,2474.0,1.0,10000.0,,2.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,Excellent or good,,,Unfavorable,Unfavorable,In the last week,In the last month,"City over 50,000",Catholic
Female,75 or over,Hispanic/Latino,Zohran Mamdani,Kamala Harris,,Associate's degree (AA or AS),Something else,Lean Democrat,Moderate,,,,Angry,,,,,Protestant,,,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,No college degree,65 or over,2476.0,1.0,10000.0,,3.0,Hispanic/Latino,45 or over,65 or over,Latino women,Non-white non-college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",Protestant or other Christian
Female,35-39,White,Andrew Cuomo,Kamala Harris,,High school graduate,Independent,Lean Democrat,Moderate,"$100,000-$199,999",,Falling behind,,To support Donald Trump,Strongly approve,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,No college degree,30-44,2481.0,1.0,10000.0,,1.0,White,18-44,30-39,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Catholic
Female,60-64,White,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Moderate,"$100,000-$199,999",,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,,,None,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,College graduate,45-64,2482.0,1.0,10000.0,,1.0,White,45 or over,50-64,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",None
Female,18-24,Black,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,,,,,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,College graduate,18-29,2483.0,1.0,10000.0,,3.0,Black,18-44,18-24,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",Jewish
Male,18-24,Asian,Andrew Cuomo,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,,,,,,,,,Protestant,,,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,College graduate,18-29,2485.0,1.0,10000.0,,3.0,Asian,18-44,18-24,All other,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,,,,,,,,,,,"City over 50,000",Protestant or other Christian
Male, 65-74,White,Other,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Very liberal,"$50,000-$99,999",,Holding steady,,To support Donald Trump,Strongly disapprove,,,None,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,College graduate,65 or over,2486.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",None
Female,50-59,White,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,,,,,,,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,College graduate,45-64,2489.0,1.0,10000.0,,3.0,White,45 or over,50-64,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",Catholic
Male, 65-74,Black,Other,Kamala Harris,,High school graduate,Democrat,,Somewhat liberal,"$50,000-$99,999",,Getting ahead,,To oppose Donald Trump,Strongly disapprove,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,2490.0,1.0,10000.0,,1.0,Black,45 or over,65 or over,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Catholic
Male, 65-74,Black,Other,Kamala Harris,,Associate's degree (AA or AS),Republican,,Somewhat liberal,,Good,,,,,Strongly unfavorable,Strongly unfavorable,None,5.0,Earlier in October,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,2491.0,1.0,10000.0,,2.0,Black,45 or over,65 or over,Black men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,In the last month,"City over 50,000",None
Male,45-49,Hispanic/Latino,Curtis Sliwa,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Moderate,,,,,,,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,College graduate,45-64,2493.0,1.0,10000.0,,3.0,Hispanic/Latino,45 or over,40-49,Latino men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",Jewish
Male, 65-74,Black,Andrew Cuomo,Someone else,,Bachelor's degree (BA or BS),Republican,,Very conservative,"$50,000-$99,999",,Holding steady,,To support Donald Trump,Somewhat approve,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,65 or over,2496.0,1.0,10000.0,,1.0,Black,45 or over,65 or over,Black men,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",Jewish
Female, 65-74,White,Zohran Mamdani,Kamala Harris,,High school graduate,Democrat,,Somewhat liberal,,Poor,,,,,Somewhat favorable,Somewhat favorable,None,3.0,Before October,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,No college degree,65 or over,2500.0,1.0,10000.0,,2.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Favorable,Favorable,Before that,Before that,"City over 50,000",None
Male, 65-74,Hispanic/Latino,Zohran Mamdani,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,Not so good,,,,,Somewhat unfavorable,Strongly unfavorable,Catholic,2.0,Before October,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,College graduate,65 or over,2506.0,1.0,10000.0,,2.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Catholic
Male,75 or over,Black,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Republican,,Moderate,,Good,,,,,Strongly unfavorable,Strongly favorable,None,2.0,You have known all along,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,No college degree,65 or over,2508.0,1.0,10000.0,,2.0,Black,45 or over,65 or over,Black men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000",None
Female,50-59,Hispanic/Latino,Andrew Cuomo,Someone else,,High school graduate,Republican,,Somewhat conservative,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,45-64,2510.0,1.0,10000.0,,3.0,Hispanic/Latino,45 or over,50-64,Latino women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Jewish
Female,60-64,White,Other,Donald Trump,,Attended college but received no degree,Republican,,Very conservative,"$30,000-$49,999",,Falling behind,,To support Donald Trump,Strongly disapprove,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,No college degree,45-64,2511.0,1.0,10000.0,,1.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",Catholic
Male,50-59,White,Curtis Sliwa,Donald Trump,,Bachelor's degree (BA or BS),Democrat,,Very liberal,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,College graduate,45-64,2513.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Catholic
Male,40-44,Hispanic/Latino,Zohran Mamdani,Kamala Harris,,Attended college but received no degree,Democrat,,Very liberal,,Good,,,,,Strongly unfavorable,Somewhat unfavorable,Muslim,1.0,You have known all along,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,No college degree,30-44,2517.0,1.0,10000.0,,2.0,Hispanic/Latino,18-44,40-49,Latino men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Other
Female,50-59,Hispanic/Latino,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Republican,,Somewhat conservative,"$100,000-$199,999",,Getting ahead,,To support Donald Trump,Strongly approve,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,45-64,2519.0,1.0,10000.0,,1.0,Hispanic/Latino,45 or over,50-64,Latino women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Jewish
Female, 65-74,White,Andrew Cuomo,Donald Trump,,Attended college but received no degree,Republican,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,No college degree,65 or over,2524.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Catholic
Female,60-64,Hispanic/Latino,Zohran Mamdani,Kamala Harris,,High school graduate,Democrat,,Somewhat liberal,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Muslim,,,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,No college degree,45-64,2529.0,1.0,10000.0,,3.0,Hispanic/Latino,45 or over,50-64,Latino women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Other
Male,35-39,Asian,Andrew Cuomo,Kamala Harris,,Bachelor's degree (BA or BS),Independent,Lean Republican,Moderate,,Not so good,,,,,Strongly unfavorable,Strongly unfavorable,Jewish,2.0,Before October,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,College graduate,30-44,2530.0,1.0,10000.0,,2.0,Asian,18-44,30-39,All other,Non-white college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Moderate,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Jewish
Male,75 or over,Asian,Andrew Cuomo,Donald Trump,,Bachelor's degree (BA or BS),Republican,,Very conservative,"Under $30,000",,Falling behind,,To support Donald Trump,Somewhat approve,,,Other,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,65 or over,2531.0,1.0,10000.0,,1.0,Asian,45 or over,65 or over,All other,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,"City over 50,000",Other
Male,18-24,Hispanic/Latino,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Republican,,Somewhat conservative,"$100,000-$199,999",,Falling behind,,To support Donald Trump,Somewhat approve,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,No college degree,18-29,2532.0,1.0,10000.0,,1.0,Hispanic/Latino,18-44,18-24,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Jewish
Female, 65-74,Asian,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,,Not so good,,,,,Somewhat unfavorable,Strongly unfavorable,None,1.0,In the last few days,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,65 or over,2535.0,1.0,10000.0,,2.0,Asian,45 or over,65 or over,All other,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Unfavorable,Unfavorable,In the last week,In the last month,"City over 50,000",None
Male,60-64,White,Zohran Mamdani,Kamala Harris,,High school graduate,Democrat,,Moderate,,Excellent,,,,,Somewhat unfavorable,Strongly unfavorable,Catholic,1.0,You have known all along,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,45-64,2547.0,1.0,10000.0,,2.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Catholic
Female,35-39,Hispanic/Latino,Zohran Mamdani,Kamala Harris,,Attended college but received no degree,Independent,Lean Republican,Moderate,,Not so good,,,,,Strongly favorable,Strongly unfavorable,Catholic,2.0,You have known all along,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,30-44,2549.0,1.0,10000.0,,2.0,Hispanic/Latino,18-44,30-39,Latino women,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Moderate,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Catholic
Female,60-64,Hispanic/Latino,Eric Adams,Someone else,,Attended college but received no degree,Republican,,Very liberal,,Good,,,,,Strongly unfavorable,Strongly unfavorable,None,2.0,Before October,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,No college degree,45-64,2553.0,1.0,10000.0,,2.0,Hispanic/Latino,45 or over,50-64,Latino women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",None
Female,60-64,White,Eric Adams,Kamala Harris,,Attended college but received no degree,Democrat,,Very liberal,,,,,,,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,No college degree,45-64,2554.0,1.0,10000.0,,3.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",Jewish
Male, 65-74,Black,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,Not so good,,,,,Somewhat favorable,Somewhat unfavorable,None,4.0,You have known all along,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,65 or over,2555.0,1.0,10000.0,,2.0,Black,45 or over,65 or over,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",None
Male,18-24,Hispanic/Latino,Andrew Cuomo,Kamala Harris,,Bachelor's degree (BA or BS),Republican,,Very conservative,"$100,000-$199,999",,Falling behind,,To support Donald Trump,Somewhat approve,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,College graduate,18-29,2556.0,1.0,10000.0,,1.0,Hispanic/Latino,18-44,18-24,Latino men,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Jewish
Female,18-24,White,Zohran Mamdani,Kamala Harris,,High school graduate,Democrat,,Moderate,,,,,,,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,No college degree,18-29,2558.0,1.0,10000.0,,3.0,White,18-44,18-24,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",Catholic
Male,60-64,White,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Moderate,,Not so good,,,,,Strongly favorable,Strongly unfavorable,Catholic,4.0,You have known all along,"Over 500,000",Election Day,Non Exit Poll,Election day,White,College graduate,45-64,2564.0,1.0,10000.0,,2.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Catholic
Female,75 or over,Black,Zohran Mamdani,Kamala Harris,,High school graduate,Independent,Lean Republican,Very liberal,"$30,000-$49,999",,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,2566.0,1.0,10000.0,,1.0,Black,45 or over,65 or over,Black women,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",Catholic
Female, 65-74,White,Zohran Mamdani,Kamala Harris,,Attended college but received no degree,Democrat,,Very conservative,"$50,000-$99,999",,Falling behind,,Donald Trump was not a facctor,Somewhat disapprove,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,No college degree,65 or over,2569.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Catholic
Male, 65-74,Hispanic/Latino,Eric Adams,Donald Trump,,High school graduate,Republican,,Moderate,,,,,,,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,2574.0,1.0,10000.0,,3.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,,,,,,,,,,,"City over 50,000",Catholic
Female,60-64,White,Andrew Cuomo,Donald Trump,,High school graduate,Independent,Lean Democrat,Somewhat conservative,"$200,000-$299,999",,Holding steady,,To oppose Donald Trump,Strongly approve,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,45-64,2579.0,1.0,10000.0,,1.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Democrat/Lean Democrat,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Catholic
