ID,GENDER,AGE10,QRACEAI,GOV,VOTE2024,LTGOV,ATGEN,CALL,TELEPOLL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,GOVTHH,BRNAGAIN,STECVA,GETAHEAD25,TRACKANGR,FORTRUMPG25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25VA,QLT25VA,FORCANDVA25,TIME25G,SIZEPLAC,VOTEMETHOD,GEOCODE,EARLYVELECTION,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE,AGE45,AGE65,RACE2B,EDUCCOLL,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,WHTEVANG,STECVA2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25GWEEK,TIME25GMONTH,SIZEPLC3
2293.0,Female, 65-74,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,2.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,"$100,000-$199,999",No,No,,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,3.0,,,,"50,000-500,000",Election Day,5.0,Election day,1.0,10000.0,13.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",No,,,Disapprove,,,,,"City over 50,000"
2299.0,Female, 65-74,White,Abigail Spanberger,Donald Trump,Ghazala Hashmi,Jay Jones,3.0,Exit Poll,Attended college but received no degree,Something else,Lean Republican,Moderate,"$30,000-$49,999",No,No,,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,3.0,,,,"50,000-500,000",Election Day,3.0,Election day,1.0,10000.0,28.0,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",No,,,Disapprove,,,,,"City over 50,000"
2302.0,Male,35-39,Hispanic/Latino,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,2.0,Exit Poll,Attended college but received no degree,Democrat,,Somewhat liberal,"$50,000-$99,999",Yes,Yes,,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,1.0,,,,Suburbs,Election Day,1.0,Election day,1.0,10000.0,6.0,1.0,Hispanic/Latino,30-44,18-44,30-39,Non-white,No college degree,Latino men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",No,,,Disapprove,,,,,Suburbs
2304.0,Female,75 or over,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,2.0,Exit Poll,Bachelor's degree (BA or BS),Independent,Not lean either way,Somewhat conservative,,,No,,,Enthusiastic,,,,,,,For your candidate,,Rural,Election Day,2.0,Election day,1.0,10000.0,26.0,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Independent,Conservative,,,,No,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Small city and Rural
2312.0,Male, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,2.0,Exit Poll,Bachelor's degree (BA or BS),Something else,Not lean either way,Moderate,"$50,000-$99,999",Yes,No,,Falling behind,,To support Donald Trump,Strongly approve,,,4.0,,,,Suburbs,Election Day,5.0,Election day,1.0,10000.0,18.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Independent/Something else,Independent,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",No,,,Approve,,,,,Suburbs
2313.0,Male,25-29,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,2.0,Exit Poll,Attended college but received no degree,Democrat,,Very liberal,,,No,Not so good,,,,,Strongly favorable,Strongly unfavorable,,2.0,,Before October,Suburbs,Election Day,1.0,Election day,1.0,10000.0,11.0,2.0,White,18-29,18-44,25-29,White,No college degree,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,No,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,Suburbs
2314.0,Male,50-59,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,3.0,Exit Poll,Attended college but received no degree,Democrat,,Very liberal,,,No,,,Angry,,,,,,,Against her opponents,,Suburbs,Election Day,2.0,Election day,1.0,10000.0,17.0,3.0,White,45-64,45 or over,50-64,White,No college degree,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,No,,,,,,,,Suburbs
2335.0,Female,60-64,Black,Abigail Spanberger,Kamala Harris,Did not vote,Jay Jones,2.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Very liberal,,,No,Good,,,,,Somewhat favorable,Strongly unfavorable,,3.0,,Before October,"50,000-500,000",Election Day,1.0,Election day,1.0,10000.0,19.0,2.0,Black,45-64,45 or over,50-64,Non-white,College graduate,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,No,Excellent or good,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000"
2336.0,Male,35-39,White,Winsome Earle-Sears,Kamala Harris,John Reid,Jason Miyares,2.0,Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Republican,Somewhat conservative,,,No,,,,,,,,,,For your candidate,,"50,000-500,000",Election Day,3.0,Election day,1.0,10000.0,23.0,3.0,White,30-44,18-44,30-39,White,College graduate,White men,White college graduates,White men college graduates,Independent/Something else,Republican/Lean Republican,Conservative,,,,No,,,,,,,,"City over 50,000"
2347.0,Male, 65-74,White,Abigail Spanberger,Kamala Harris,John Reid,Jay Jones,1.0,Exit Poll,Attended college but received no degree,Republican,,Moderate,,,No,,,Angry,,,,,,,For your candidate,,"50,000-500,000",Election Day,2.0,Election day,1.0,10000.0,2.0,3.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,No,,,,,,,,"City over 50,000"
2352.0,Female,50-59,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,1.0,Exit Poll,Associate's degree (AA or AS),Democrat,,Very liberal,,,No,Not so good,,,,,Somewhat favorable,Strongly unfavorable,,5.0,,Earlier in October,Rural,Election Day,4.0,Election day,1.0,10000.0,11.0,2.0,Black,45-64,45 or over,50-64,Non-white,No college degree,Black women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,No,Not so good or poor,,,Favorable,Unfavorable,Before that,In the last month,Small city and Rural
2357.0,Female,35-39,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,1.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,No,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,Against her opponents,,"50,000-500,000",Election Day,2.0,Election day,1.0,10000.0,1.0,3.0,White,30-44,18-44,30-39,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,No,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000"
2359.0,Female, 65-74,White,Did not vote,Donald Trump,John Reid,Jason Miyares,1.0,Exit Poll,Attended college but received no degree,Democrat,,Very liberal,,,No,,,,,,,,,,For your candidate,,"10,000-50,000",Election Day,4.0,Election day,1.0,10000.0,16.0,3.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,No,,,,,,,,Small city and Rural
2360.0,Female,60-64,White,Winsome Earle-Sears,Someone else,John Reid,Jason Miyares,2.0,Exit Poll,High school graduate,Republican,,Somewhat conservative,,,No,,,,,,,,,,Against her opponents,,Suburbs,Election Day,1.0,Election day,1.0,10000.0,11.0,3.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,No,,,,,,,,Suburbs
2385.0,Male,25-29,Other,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,1.0,Exit Poll,Attended college but received no degree,Independent,Not lean either way,Very conservative,"$50,000-$99,999",No,Yes,,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,1.0,,,,Suburbs,Election Day,1.0,Election day,1.0,10000.0,2.0,1.0,Other,18-29,18-44,25-29,Non-white,No college degree,All other,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",No,,,Disapprove,,,,,Suburbs
2390.0,Male,30-34,Black,Abigail Spanberger,Kamala Harris,John Reid,Jason Miyares,1.0,Exit Poll,Attended college but received no degree,Something else,Lean Republican,Moderate,,,Yes,Not so good,,,,,Somewhat unfavorable,Strongly unfavorable,,1.0,,In the last week,Suburbs,Election Day,3.0,Election day,1.0,10000.0,22.0,2.0,Black,30-44,18-44,30-39,Non-white,No college degree,Black men,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Moderate,,,,No,Not so good or poor,,,Unfavorable,Unfavorable,In the last week,In the last month,Suburbs
2392.0,Male,60-64,White,Winsome Earle-Sears,Donald Trump,Ghazala Hashmi,Jason Miyares,3.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,"$30,000-$49,999",No,No,,Getting ahead,,To support Donald Trump,Strongly approve,,,3.0,,,,Rural,Election Day,5.0,Election day,1.0,10000.0,23.0,1.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",No,,,Approve,,,,,Small city and Rural
2395.0,Male,25-29,Hispanic/Latino,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,2.0,Exit Poll,Bachelor's degree (BA or BS),Democrat,,Moderate,,,No,,,Angry,,,,,,,For your candidate,,"50,000-500,000",Election Day,3.0,Election day,1.0,10000.0,18.0,3.0,Hispanic/Latino,18-29,18-44,25-29,Non-white,College graduate,Latino men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,No,,,,,,,,"City over 50,000"
2396.0,Male,30-34,American Indian,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,3.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Something else,Lean Democrat,Somewhat liberal,"$50,000-$99,999",No,No,,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,3.0,,,,"50,000-500,000",Election Day,2.0,Election day,1.0,10000.0,20.0,1.0,Other,30-44,18-44,30-39,Non-white,College graduate,All other,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",No,,,Disapprove,,,,,"City over 50,000"
2404.0,Male,60-64,Hispanic/Latino,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,2.0,Exit Poll,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,,,No,Good,,,,,Strongly unfavorable,Strongly favorable,,4.0,,Before October,"50,000-500,000",Election Day,3.0,Election day,1.0,10000.0,8.0,2.0,Hispanic/Latino,45-64,45 or over,50-64,Non-white,College graduate,Latino men,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,,,,No,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000"
2407.0,Female,50-59,White,Abigail Spanberger,Donald Trump,John Reid,Jay Jones,1.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,No,Not so good,,,,,Strongly favorable,Strongly unfavorable,,4.0,,You have known all along,Suburbs,Election Day,3.0,Election day,1.0,10000.0,22.0,2.0,White,45-64,45 or over,50-64,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,No,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,Suburbs
2409.0,Female, 65-74,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,2.0,Exit Poll,Bachelor's degree (BA or BS),Something else,Lean Democrat,Moderate,,,Yes,Not so good,,,,,Somewhat favorable,Strongly unfavorable,,4.0,,In the last week,Suburbs,Election Day,2.0,Election day,1.0,10000.0,29.0,2.0,Black,65 or over,45 or over,65 or over,Non-white,College graduate,Black women,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,No,Not so good or poor,,,Favorable,Unfavorable,In the last week,In the last month,Suburbs
2411.0,Male,60-64,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,1.0,Exit Poll,High school graduate,Democrat,,Somewhat liberal,,,No,Not so good,,,,,Somewhat unfavorable,Somewhat unfavorable,,3.0,,Earlier in October,Rural,Election Day,5.0,Election day,1.0,10000.0,17.0,2.0,Black,45-64,45 or over,50-64,Non-white,No college degree,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,No,Not so good or poor,,,Unfavorable,Unfavorable,Before that,In the last month,Small city and Rural
2425.0,Female,75 or over,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,2.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,No,Not so good,,,,,Somewhat unfavorable,Somewhat unfavorable,,5.0,,You have known all along,Rural,Election Day,1.0,Election day,1.0,10000.0,28.0,2.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,No,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,Small city and Rural
2427.0,Female,35-39,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,1.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,No,,,,,,,,,,For your candidate,,Suburbs,Election Day,4.0,Election day,1.0,10000.0,8.0,3.0,White,30-44,18-44,30-39,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,No,,,,,,,,Suburbs
2428.0,Female,18-24,Black,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,2.0,Exit Poll,High school graduate,Republican,,Somewhat conservative,"$50,000-$99,999",No,No,,Holding steady,,To support Donald Trump,Somewhat approve,,,1.0,,,,Suburbs,Election Day,1.0,Election day,1.0,10000.0,2.0,1.0,Black,18-29,18-44,18-24,Non-white,No college degree,Black women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",No,,,Approve,,,,,Suburbs
2431.0,Female,75 or over,Black,Abigail Spanberger,Kamala Harris,John Reid,Jay Jones,3.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,Yes,Poor,,,,,Somewhat favorable,Somewhat unfavorable,,4.0,,Before October,Suburbs,Election Day,2.0,Election day,1.0,10000.0,9.0,2.0,Black,65 or over,45 or over,65 or over,Non-white,College graduate,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,No,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,Suburbs
2432.0,Female,60-64,White,Winsome Earle-Sears,Donald Trump,John Reid,Jay Jones,2.0,Exit Poll,Bachelor's degree (BA or BS),Republican,,Moderate,,,No,,,,,,,,,,For your candidate,,Rural,Election Day,5.0,Election day,1.0,10000.0,26.0,3.0,White,45-64,45 or over,50-64,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,,,,No,,,,,,,,Small city and Rural
2434.0,Male,30-34,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,3.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Democrat,Very liberal,"$50,000-$99,999",No,Yes,,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,2.0,,,,Suburbs,Election Day,3.0,Election day,1.0,10000.0,6.0,1.0,Black,30-44,18-44,30-39,Non-white,College graduate,Black men,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",No,,,Disapprove,,,,,Suburbs
2441.0,Male,18-24,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jason Miyares,3.0,Exit Poll,Attended college but received no degree,Independent,Not lean either way,Very liberal,"$100,000-$199,999",No,No,,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,1.0,,,,Suburbs,Election Day,4.0,Election day,1.0,10000.0,8.0,1.0,White,18-29,18-44,18-24,White,No college degree,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Independent,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",No,,,Disapprove,,,,,Suburbs
2443.0,Male, 65-74,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,3.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,No,Good,,,,,Somewhat favorable,Somewhat unfavorable,,1.0,,In the last week,"10,000-50,000",Election Day,3.0,Election day,1.0,10000.0,26.0,2.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,No,Excellent or good,,,Favorable,Unfavorable,In the last week,In the last month,Small city and Rural
2453.0,Female,75 or over,White,Abigail Spanberger,Donald Trump,Ghazala Hashmi,Jay Jones,1.0,Exit Poll,High school graduate,Democrat,,Moderate,"$50,000-$99,999",No,No,,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,2.0,,,,"50,000-500,000",Election Day,2.0,Election day,1.0,10000.0,4.0,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",No,,,Disapprove,,,,,"City over 50,000"
2458.0,Male,50-59,White,Other,Donald Trump,John Reid,Jay Jones,2.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Very liberal,,,No,,,Enthusiastic,,,,,,,Against her opponents,,Suburbs,Election Day,2.0,Election day,1.0,10000.0,11.0,3.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Liberal,,,,No,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs
2462.0,Female,75 or over,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,3.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Somewhat conservative,,,No,,,,,,,,,,For your candidate,,Suburbs,Election Day,4.0,Election day,1.0,10000.0,11.0,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Conservative,,,,No,,,,,,,,Suburbs
2463.0,Male,25-29,Asian,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,2.0,Exit Poll,Associate's degree (AA or AS),Independent,Lean Republican,Somewhat conservative,"$200,000-$299,999",No,Yes,,Getting ahead,,To oppose Donald Trump,Somewhat approve,,,1.0,,,,"50,000-500,000",Election Day,1.0,Election day,1.0,10000.0,24.0,1.0,Asian,18-29,18-44,25-29,Non-white,No college degree,All other,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",No,,,Approve,,,,,"City over 50,000"
2467.0,Male,30-34,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,3.0,Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Democrat,Somewhat conservative,,,No,Good,,,,,Somewhat unfavorable,Strongly favorable,,2.0,,You have known all along,"50,000-500,000",Election Day,5.0,Election day,1.0,10000.0,10.0,2.0,White,30-44,18-44,30-39,White,College graduate,White men,White college graduates,White men college graduates,Independent/Something else,Democrat/Lean Democrat,Conservative,,,,No,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000"
2470.0,Female,45-49,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,1.0,Exit Poll,Bachelor's degree (BA or BS),Republican,,Moderate,,,No,Good,,,,,Strongly unfavorable,Strongly favorable,,5.0,,You have known all along,Suburbs,Election Day,5.0,Election day,1.0,10000.0,28.0,2.0,White,45-64,45 or over,40-49,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,,,,No,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,Suburbs
2477.0,Male,25-29,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,3.0,Exit Poll,Associate's degree (AA or AS),Democrat,,Moderate,,,No,,,,,,,,,,Against her opponents,,"50,000-500,000",Election Day,3.0,Election day,1.0,10000.0,1.0,3.0,Black,18-29,18-44,25-29,Non-white,No college degree,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,No,,,,,,,,"City over 50,000"
2485.0,Female, 65-74,Hispanic/Latino,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,3.0,Exit Poll,Attended college but received no degree,Democrat,,Somewhat liberal,,,No,,,,,,,,,,For your candidate,,Rural,Election Day,3.0,Election day,1.0,10000.0,1.0,3.0,Hispanic/Latino,65 or over,45 or over,65 or over,Non-white,No college degree,Latino women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,No,,,,,,,,Small city and Rural
2490.0,Female, 65-74,Black,Other,Donald Trump,John Reid,Jay Jones,1.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,"$50,000-$99,999",No,No,,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,2.0,,,,Suburbs,Election Day,3.0,Election day,1.0,10000.0,29.0,1.0,Black,65 or over,45 or over,65 or over,Non-white,College graduate,Black women,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",No,,,Disapprove,,,,,Suburbs
2501.0,Female,25-29,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,2.0,Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Democrat,Somewhat liberal,"$50,000-$99,999",No,No,,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,5.0,,,,Suburbs,Election Day,5.0,Election day,1.0,10000.0,30.0,1.0,Black,18-29,18-44,25-29,Non-white,College graduate,Black women,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",No,,,Disapprove,,,,,Suburbs
2503.0,Female,18-24,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,3.0,Exit Poll,Attended college but received no degree,Democrat,,Very liberal,"$100,000-$199,999",No,No,,Getting ahead,,To oppose Donald Trump,Strongly disapprove,,,2.0,,,,Suburbs,Election Day,2.0,Election day,1.0,10000.0,13.0,1.0,Black,18-29,18-44,18-24,Non-white,No college degree,Black women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",No,,,Disapprove,,,,,Suburbs
2507.0,Female,30-34,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jason Miyares,1.0,Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Democrat,Somewhat liberal,"$50,000-$99,999",No,No,,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,1.0,,,,Suburbs,Election Day,5.0,Election day,1.0,10000.0,8.0,1.0,White,30-44,18-44,30-39,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",No,,,Disapprove,,,,,Suburbs
2511.0,Male,18-24,White,Abigail Spanberger,Donald Trump,Ghazala Hashmi,Jay Jones,1.0,Exit Poll,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,,,No,Not so good,,,,,Somewhat favorable,Strongly favorable,,4.0,,Before October,Suburbs,Election Day,3.0,Election day,1.0,10000.0,23.0,2.0,White,18-29,18-44,18-24,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,No,Not so good or poor,,,Favorable,Favorable,Before that,Before that,Suburbs
2516.0,Male,60-64,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,3.0,Exit Poll,Bachelor's degree (BA or BS),Independent,Not lean either way,Somewhat conservative,,,No,Good,,,,,Somewhat unfavorable,Somewhat favorable,,2.0,,You have known all along,"Over 500,000",Election Day,4.0,Election day,1.0,10000.0,26.0,2.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Independent/Something else,Independent,Conservative,,,,No,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000"
2521.0,Female,35-39,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,2.0,Exit Poll,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,,,No,Poor,,,,,Somewhat unfavorable,Strongly unfavorable,,1.0,,You have known all along,Suburbs,Election Day,1.0,Election day,1.0,10000.0,10.0,2.0,Black,30-44,18-44,30-39,Non-white,College graduate,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,No,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs
2523.0,Male,18-24,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,3.0,Exit Poll,Attended college but received no degree,Democrat,,Moderate,,,No,Not so good,,,,,Somewhat unfavorable,Somewhat unfavorable,,3.0,,Before October,Rural,Election Day,2.0,Election day,1.0,10000.0,13.0,2.0,Black,18-29,18-44,18-24,Non-white,No college degree,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,No,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,Small city and Rural
2531.0,Male, 65-74,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,2.0,Exit Poll,Bachelor's degree (BA or BS),Democrat,,Moderate,,,Yes,Not so good,,,,,Somewhat unfavorable,Strongly unfavorable,,2.0,,Earlier in October,Suburbs,Election Day,5.0,Election day,1.0,10000.0,25.0,2.0,Black,65 or over,45 or over,65 or over,Non-white,College graduate,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,No,Not so good or poor,,,Unfavorable,Unfavorable,Before that,In the last month,Suburbs
