ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,NHRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BEATOBAMA,BREAK12PRI,BRNAGAIN,ISSREP12,MARRIED,QLTREP12,RELIGN10,SATGING,SATPAUL,SATROMN,SATSANT,TEAPARTY,TIMENH12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,CANDSOK,CONTACT12R,DEBATE12R,DEFICIT12R,ECONWORR,FAVMCCA,GETAHEAD,ISSVQUAL,OBAMANG,PHILFIS5,PHILSOC5,PREVPRI,PRINCIPLES,REGNHREP,UNFAIRREP12,CONTACT12R2,DEBATE12R2,ECOWORR2,PHILFIS2,PHILFIS3,PHILSOC2,PHILSOC3,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
52995.0,New Hampshire,52.0,Call 1,Complete,Election day exit poll,0.764993965625763,Newt Gingrich,Male,White,30-39,30-39,,Independent,"$50,000-$99,999",College graduate,,,Yes,,,Is a true conservative,Protestant,Satisfied,Dissatisfied,Satisfied,Satisfied,Somewhat support,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,Protestant/Other Non-Catholic Christian,Support,,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,,,Somewhat important,,,,Getting ahead financially,,,Somewhat conservative,Very conservative,,Stick to their principles no matter what,,,,Important,,Conservative,Somewhat conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,4.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
52942.0,New Hampshire,37.0,Call 1,Complete,Election day exit poll,0.978652477264404,Newt Gingrich,Male,White,60-64,60-64,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,Not a factor at all,Yes,The economy,,Can defeat Barack Obama,,,,,,Somewhat support,Before that,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not a factor,Not important,,Support,Earlier than that,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,,,,,,,My candidate's positions on the issues,"Dissatisfied, but not angry",,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
52906.0,New Hampshire,94.0,Call 1,Complete,Election day exit poll,0.792005717754364,Newt Gingrich,Male,White,60-64,60-64,Very conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,,Not a factor at all,Yes,The economy,,Can defeat Barack Obama,,,,,,Strongly support,In the last few days,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,,Support,Last few days,Since December 1st,This month,Yes,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,,,,,,,My candidate's positions on the issues,Angry,,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale
52899.0,New Hampshire,52.0,Call 1,Not complete,Election day exit poll,0.791734635829926,Newt Gingrich,Female,White,65 or over,65 or over,,,,Some college/assoc. degree,Gingrich,,,,Yes,,,,,,,,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,,,,,,,,,,,,,,"Mostly by phone, mail or in person",,,,Unfavorable,,,,,,,,,,Contacted,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
52851.0,New Hampshire,110.0,Call 1,Not complete,Election day exit poll,0.785125374794006,Newt Gingrich,Male,White,50-59,50-59,,,,Some college/assoc. degree,Gingrich,,,,Yes,,,,,,,,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,No college degree,More than High school graduate,,,,,,,,,,,,,,I was not contacted at all,,,,Favorable,,,,,,,,,,Not contacted,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale
52820.0,New Hampshire,114.0,Call 1,Complete,Election day exit poll,0.937754929065704,Newt Gingrich,Male,White,45-49,45-49,,Independent,"$100,000-$199,999",Postgraduate study,,,No,,,Has the right experience,Jewish,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Neutral,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Jewish,Neutral,,,,No,All others,No,All others,Has the right experience,,,Very important,,,,Holding steady financially,,,Somewhat conservative,Somewhat liberal,,Make compromises to get things done,,,,Important,,Conservative,Somewhat conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,4.0,East,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
52803.0,New Hampshire,76.0,Call 1,Complete,Election day exit poll,0.565666079521179,Newt Gingrich,Male,White,50-59,50-59,,Republican,"$200,000 or more",Some college/assoc. degree,,,No,,,Has the right experience,Catholic,Satisfied,Dissatisfied,Satisfied,Satisfied,Somewhat support,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,,,,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,Catholic,Support,,,,No,All others,No,All others,Has the right experience,,,Somewhat important,,,,Getting ahead financially,,,Very conservative,Very liberal,,Make compromises to get things done,,,,Important,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 3,Suburb,Urban,Urban Core,Very upscale
52800.0,New Hampshire,49.0,Call 1,Complete,Election day exit poll,1.06501436233521,Newt Gingrich,Male,White,50-59,50-59,,Independent,"$100,000-$199,999",College graduate,,,No,,,Is a true conservative,None,Satisfied,Satisfied,Dissatisfied,Satisfied,Somewhat support,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,None,Support,,,,No,All others,No,All others,Is a true conservative,,,Very important,,,,Holding steady financially,,,Very conservative,Somewhat conservative,,Omit,,,,Important,,Conservative,Very conservative,Conservative,Somewhat conservative,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,East,Version 3,Suburb,Rural,Rural,Downscale
52797.0,New Hampshire,49.0,Call 1,Complete,Election day exit poll,1.11621463298798,Newt Gingrich,Female,White,50-59,50-59,,Independent,"$50,000-$99,999",Some college/assoc. degree,,,,,,Can defeat Barack Obama,Catholic,Satisfied,Dissatisfied,Satisfied,Satisfied,Neutral,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,Catholic,Neutral,,,,No,,No,,Can defeat Barack Obama,,,Very important,,,,Falling behind financially,,,Moderate,Moderate,,Stick to their principles no matter what,,,,Important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,East,Version 3,Suburb,Rural,Rural,Downscale
52764.0,New Hampshire,76.0,Call 1,Complete,Election day exit poll,0.558585345745087,Newt Gingrich,Male,White,60-64,60-64,Somewhat conservative,Independent,,High school or less,,Not a factor at all,No,Federal budget deficit,,Can defeat Barack Obama,,,,,,Strongly support,In December,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,High school graduate or less,Not a factor,Not important,,Support,Earlier than that,Since December 1st,Earlier than that,,All others,,,Can defeat Barack Obama,,,,,,,,My candidate's positions on the issues,"Dissatisfied, but not angry",,,Yes,,Registered as Undeclared/Independent,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale
52760.0,New Hampshire,69.0,Call 1,Complete,Election day exit poll,0.871689975261688,Newt Gingrich,Female,White,18-24,17-24,,Independent,"$50,000-$99,999",Some college/assoc. degree,,,No,,,Has the right experience,Catholic,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,Catholic,Neutral,,,,No,All others,No,All others,Has the right experience,,,Somewhat important,,,,Holding steady financially,,,Moderate,Moderate,,Stick to their principles no matter what,,,,Important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,4.0,East,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
52729.0,New Hampshire,73.0,Call 1,Complete,Election day exit poll,0.573208332061768,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",College graduate,,One of several important factors,No,Federal budget deficit,,Has the right experience,,,,,,Strongly support,Just today,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,,Support,Last few days,Since December 1st,This month,No,All others,,,Has the right experience,,,,,,,,My candidate's positions on the issues,"Dissatisfied, but not angry",,,No,,Registered as Republican,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale
52717.0,New Hampshire,69.0,Call 1,Complete,Election day exit poll,0.846783578395844,Newt Gingrich,Male,White,50-59,50-59,Somewhat conservative,Independent,"$100,000-$199,999",Postgraduate study,,Not a factor at all,No,Federal budget deficit,,Has the right experience,,,,,,Somewhat support,Before that,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,,Support,Earlier than that,Earlier than that,Earlier than that,No,All others,,,Has the right experience,,,,,,,,My candidate's positions on the issues,Angry,,,Yes,,Registered as Undeclared/Independent,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
52716.0,New Hampshire,58.0,Call 1,Complete,Election day exit poll,0.592860341072083,Newt Gingrich,Female,White,45-49,45-49,,Independent,"$30,000-$49,999",High school or less,,,Yes,,,Can defeat Barack Obama,Protestant,Satisfied,Satisfied,Satisfied,Satisfied,Omit,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,Protestant/Other Non-Catholic Christian,Omit,,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Somewhat important,,,,Holding steady financially,,,Moderate,Moderate,,Stick to their principles no matter what,,,,Important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 3,High Density Urban,Urban,Urban Core,Upscale
52705.0,New Hampshire,58.0,Call 1,Complete,Election day exit poll,0.592860341072083,Newt Gingrich,Female,White,50-59,50-59,,Republican,"$200,000 or more",Postgraduate study,,,No,,,Has strong moral character,Catholic,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Somewhat support,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Catholic,Support,,,,No,All others,No,All others,Has strong moral character,,,Very important,,,,Getting ahead financially,,,Moderate,Very conservative,,Stick to their principles no matter what,,,,Important,,Moderate/Liberal,Moderate/Liberal,Conservative,Very conservative,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 3,High Density Urban,Urban,Urban Core,Upscale
52703.0,New Hampshire,58.0,Call 1,Complete,Election day exit poll,0.592860341072083,Newt Gingrich,Female,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",High school or less,,A minor factor,No,Federal budget deficit,,Has the right experience,,,,,,Somewhat support,In December,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,A factor,Not important,,Support,Earlier than that,Since December 1st,Earlier than that,No,All others,,,Has the right experience,,,,,,,,My candidate's positions on the issues,Angry,,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,High Density Urban,Urban,Urban Core,Upscale
55541.0,New Hampshire,22.0,Call 3,Complete,Election day exit poll,1.22590756416321,Jon Huntsman,Male,White,50-59,50-59,,Republican,"$30,000-$49,999",Some college/assoc. degree,,,No,,,Is a true conservative,Catholic,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Neutral,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,Catholic,Neutral,,,,Yes,All others,No,All others,Is a true conservative,,,Very important,,,,Falling behind financially,,,Somewhat conservative,Somewhat conservative,,Make compromises to get things done,,,,Important,,Conservative,Somewhat conservative,Conservative,Somewhat conservative,State questionnaire,Suburbs,Suburbs,4.0,East,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
55532.0,New Hampshire,22.0,Call 3,Complete,Election day exit poll,1.28484272956848,Jon Huntsman,Female,White,45-49,45-49,,Democrat,"$50,000-$99,999",Some college/assoc. degree,,,No,,,Has the right experience,Protestant,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Strongly oppose,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Democrat,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,Protestant/Other Non-Catholic Christian,Oppose,,,,No,All others,No,White Protestant non-evangelical,Has the right experience,,,Very important,,,,Getting ahead financially,,,Moderate,Somewhat liberal,,Make compromises to get things done,,,,Important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,4.0,East,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
55521.0,New Hampshire,22.0,Call 3,Complete,Election day exit poll,0.671517312526703,Jon Huntsman,Male,Other,50-59,50-59,Somewhat liberal,Independent,"$50,000-$99,999",Postgraduate study,,One of several important factors,No,The economy,,Has strong moral character,,,,,,Strongly oppose,In the last few days,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,,Oppose,Last few days,Since December 1st,This month,No,All others,,,Has strong moral character,,,,,,,,My candidate's leadership/personal qualities,"Satisfied, but not enthusiastic",,,Yes,,Registered as Undeclared/Independent,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
55517.0,New Hampshire,22.0,Call 3,Complete,Election day exit poll,1.22590756416321,Jon Huntsman,Male,White,50-59,50-59,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,,One of several important factors,No,Federal budget deficit,,Has the right experience,,,,,,Somewhat support,Just today,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Important,,Support,Last few days,Since December 1st,This month,No,All others,,,Has the right experience,,,,,,,,My candidate's leadership/personal qualities,"Dissatisfied, but not angry",,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
55502.0,New Hampshire,53.0,Call 3,Complete,Election day exit poll,1.3475478887558,Jon Huntsman,Female,White,50-59,50-59,Moderate,Independent,"$100,000-$199,999",College graduate,,A minor factor,No,The economy,,Has the right experience,,,,,,Neutral,In the last few days,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,,Neutral,Last few days,Since December 1st,This month,No,All others,,,Has the right experience,,,,,,,,My candidate's leadership/personal qualities,"Dissatisfied, but not angry",,,Yes,,Registered as Undeclared/Independent,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
55499.0,New Hampshire,53.0,Call 3,Complete,Election day exit poll,1.28573656082153,Jon Huntsman,Male,White,50-59,50-59,,Independent,"$100,000-$199,999",College graduate,,,No,,,Has strong moral character,Catholic,Satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Catholic,Neutral,,,,No,All others,No,All others,Has strong moral character,,,Somewhat important,,,,Holding steady financially,,,Moderate,Moderate,,Make compromises to get things done,,,,Important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,4.0,East,Version 3,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
55496.0,New Hampshire,75.0,Call 3,Complete,Election day exit poll,0.876265048980713,Jon Huntsman,Male,White,65 or over,65 or over,,Independent,"$50,000-$99,999",Postgraduate study,,,No,,,Has the right experience,None,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Strongly oppose,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,None,Oppose,,,,No,All others,No,All others,Has the right experience,,,Somewhat important,,,,Holding steady financially,,,Somewhat liberal,Very liberal,,Make compromises to get things done,,,,Important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 3,Suburb,Urban,Urban Core,Upscale
55495.0,New Hampshire,53.0,Call 3,Complete,Election day exit poll,1.3475478887558,Jon Huntsman,Female,White,50-59,50-59,,Independent,"$50,000-$99,999",Some college/assoc. degree,,,No,,,Can defeat Barack Obama,Other christian,Satisfied,Dissatisfied,Satisfied,Satisfied,Strongly support,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,Protestant/Other Non-Catholic Christian,Support,,,,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,,,Somewhat important,,,,Holding steady financially,,,Somewhat conservative,Somewhat liberal,,Make compromises to get things done,,,,Important,,Conservative,Somewhat conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,4.0,East,Version 3,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
55493.0,New Hampshire,75.0,Call 3,Not complete,Election day exit poll,0.876265048980713,Jon Huntsman,Male,White,60-64,60-64,,,,College graduate,,,,,,,Catholic,,,,,,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,College graduate,More than High school graduate,,,Catholic,,,,,,,,,,,,Somewhat important,,,,Holding steady financially,,,,,,Make compromises to get things done,,,,Important,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 3,Suburb,Urban,Urban Core,Upscale
55471.0,New Hampshire,40.0,Call 3,Complete,Election day exit poll,1.03377878665924,Jon Huntsman,Male,White,45-49,45-49,Moderate,Independent,"$200,000 or more",Some college/assoc. degree,,Not a factor at all,No,The economy,,Has the right experience,,,,,,Neutral,In the last few days,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not a factor,Not important,,Neutral,Last few days,Since December 1st,This month,No,All others,,,Has the right experience,,,,,,,,My candidate's leadership/personal qualities,Angry,,,Yes,,Registered as Undeclared/Independent,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale
55468.0,New Hampshire,40.0,Call 3,Complete,Election day exit poll,1.08347725868225,Jon Huntsman,Female,White,50-59,50-59,,Independent,"$200,000 or more",College graduate,,,No,,,Has the right experience,Other christian,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Strongly oppose,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Protestant/Other Non-Catholic Christian,Oppose,,,,No,All others,No,White Protestant non-evangelical,Has the right experience,,,Somewhat important,,,,Getting ahead financially,,,Somewhat liberal,Somewhat liberal,,Make compromises to get things done,,,,Important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale
55467.0,New Hampshire,75.0,Call 3,Complete,Election day exit poll,0.887372732162476,Jon Huntsman,Male,White,50-59,50-59,,Independent,"$50,000-$99,999",Postgraduate study,,,No,,,Has the right experience,None,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Strongly oppose,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,None,Oppose,,,,No,All others,No,All others,Has the right experience,,,Very important,,,,Holding steady financially,,,Moderate,Moderate,,Make compromises to get things done,,,,Important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 3,Suburb,Urban,Urban Core,Upscale
55463.0,New Hampshire,40.0,Call 3,Complete,Election day exit poll,1.02083837985992,Jon Huntsman,Male,White,60-64,60-64,Moderate,Independent,"$200,000 or more",Postgraduate study,,One of several important factors,No,Health care,,Has the right experience,,,,,,Strongly oppose,Earlier this month,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,,Oppose,Earlier than that,Since December 1st,This month,No,All others,,,Has the right experience,,,,,,,,My candidate's leadership/personal qualities,"Satisfied, but not enthusiastic",,,Yes,,Registered as Undeclared/Independent,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale
55446.0,New Hampshire,40.0,Call 3,Complete,Election day exit poll,1.02083837985992,Jon Huntsman,Male,White,60-64,60-64,,Independent,"$200,000 or more",Postgraduate study,,,No,,,Has the right experience,Jewish,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Strongly oppose,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Jewish,Oppose,,,,No,All others,No,All others,Has the right experience,,,Very important,,,,Holding steady financially,,,Moderate,Somewhat liberal,,Make compromises to get things done,,,,Important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale
55438.0,New Hampshire,40.0,Call 3,Not complete,Election day exit poll,1.08347725868225,Jon Huntsman,Female,White,40-44,40-44,,,,High school or less,Romney,,,,Yes,,,,,,,,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,,,,,,,,No college degree,High school graduate or less,,,,,,,,,,,,,,I was not contacted at all,,,,Favorable,,,,,,,,,,Not contacted,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale
55429.0,New Hampshire,46.0,Call 3,Complete,Election day exit poll,1.07890057563782,Jon Huntsman,Female,White,50-59,50-59,,Republican,"$100,000-$199,999",Some college/assoc. degree,,,No,,,Can defeat Barack Obama,Catholic,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,,,,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,Catholic,Neutral,,,,No,All others,No,All others,Can defeat Barack Obama,,,Very important,,,,Getting ahead financially,,,Somewhat conservative,Moderate,,Make compromises to get things done,,,,Important,,Conservative,Somewhat conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,4.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
55427.0,New Hampshire,69.0,Call 3,Complete,Election day exit poll,0.70573902130127,Jon Huntsman,Female,White,60-64,60-64,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,,One of several important factors,Yes,Health care,,Has the right experience,,,,,,Somewhat support,Just today,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,,Support,Last few days,Since December 1st,This month,No,White Born-again/Evangelical Christians,,,Has the right experience,,,,,,,,My candidate's positions on the issues,"Dissatisfied, but not angry",,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
