ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,LARPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATGING,SATROMN,SATSANT,SHAREREL,TEAPARTY,TIMEIL12,UNDERREP12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,ATTEND,ENDPRIM12R,GUNOWNER,RECOVER,TWOCANDS12R,ATTEND2,ATTREL,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
291747.0, Louisiana,56.0,Call 2,Complete,Election day exit poll,0.703482329845428,Ron Paul,Male,White,25-29,25-29,Moderate,Something else,"$50,000-$99,999",College graduate,Paul,Not a factor at all,Yes,,Federal budget deficit,Yes,Is a true conservative,,,,,,Neutral,Before that,,,Married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,,Would not have voted for president,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,70503.0
291744.0, Louisiana,60.0,Call 2,Complete,Election day exit poll,0.727918863296509,Ron Paul,Male,White,45-49,45-49,Very conservative,Independent,"$50,000-$99,999",College graduate,Paul,Not a factor at all,Yes,,Federal budget deficit,Yes,Is a true conservative,,,,,,Somewhat support,Earlier this year,,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale,70529.0
291743.0, Louisiana,60.0,Call 2,Complete,Election day exit poll,0.727918863296509,Ron Paul,Male,White,45-49,45-49,Very conservative,Independent,"$50,000-$99,999",College graduate,Paul,Not a factor at all,Yes,,Federal budget deficit,Yes,Is a true conservative,,,,,,Somewhat support,Earlier this year,,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale,70529.0
291738.0, Louisiana,60.0,Call 2,Complete,Election day exit poll,0.727918863296509,Ron Paul,Male,White,45-49,45-49,Very conservative,Independent,"$50,000-$99,999",College graduate,Paul,Not a factor at all,Yes,,Federal budget deficit,Yes,Is a true conservative,,,,,,Somewhat support,Earlier this year,,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale,70529.0
291737.0, Louisiana,60.0,Call 2,Complete,Election day exit poll,0.727918863296509,Ron Paul,Male,White,45-49,45-49,Very conservative,Independent,"$50,000-$99,999",College graduate,Paul,Not a factor at all,Yes,,Federal budget deficit,Yes,Is a true conservative,,,,,,Somewhat support,Earlier this year,,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale,70529.0
291736.0, Louisiana,60.0,Call 2,Complete,Election day exit poll,0.727918863296509,Ron Paul,Male,White,45-49,45-49,Very conservative,Independent,"$50,000-$99,999",College graduate,Paul,Not a factor at all,Yes,,Federal budget deficit,Yes,Is a true conservative,,,,,,Somewhat support,Earlier this year,,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale,70529.0
291731.0, Louisiana,60.0,Call 2,Complete,Election day exit poll,0.727918863296509,Ron Paul,Male,White,45-49,45-49,Very conservative,Independent,"$50,000-$99,999",College graduate,Paul,Not a factor at all,Yes,,Federal budget deficit,Yes,Is a true conservative,,,,,,Somewhat support,Earlier this year,,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale,70529.0
291730.0, Louisiana,60.0,Call 2,Complete,Election day exit poll,0.727918863296509,Ron Paul,Male,White,45-49,45-49,Very conservative,Independent,"$50,000-$99,999",College graduate,Paul,Not a factor at all,Yes,,Federal budget deficit,Yes,Is a true conservative,,,,,,Somewhat support,Earlier this year,,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale,70529.0
291721.0, Louisiana,56.0,Call 2,Complete,Election day exit poll,0.58831799030304,Ron Paul,Male,White,40-44,40-44,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,Santorum,Not a factor at all,No,,The economy,Yes,Is a true conservative,,,,,,Somewhat support,Earlier this year,,,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,,Rick Santorum,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,70503.0
291716.0, Louisiana,73.0,Call 2,Complete,Election day exit poll,0.453994631767273,Ron Paul,Male,White,65 or over,65 or over,Somewhat liberal,Republican,"$100,000-$199,999",Postgraduate study,Romney,Not a factor at all,Yes,,The economy,Yes,Has strong moral character,,,,,,Neutral,Earlier this year,,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not a factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Has strong moral character,,"Your candidate wins the nomination, even if the race continues for month",,,Rick Santorum,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,High Density Urban,Urban,Urban Core,Upscale,70115.0
291712.0, Louisiana,73.0,Call 2,Complete,Election day exit poll,0.437519401311874,Ron Paul,Male,White,25-29,25-29,Somewhat liberal,Democrat,"Under $30,000",Postgraduate study,Paul,Not a factor at all,No,,The economy,No,Omit,,,,,,Strongly oppose,Before that,,,Non married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Before January 1st,No,All others,,,,Omit,,"Your candidate wins the nomination, even if the race continues for month",,,Would not have voted for president,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,High Density Urban,Urban,Urban Core,Upscale,70115.0
291702.0, Louisiana,56.0,Call 2,Complete,Election day exit poll,0.599452018737793,Ron Paul,Female,White,45-49,45-49,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,Paul,Omit,Yes,,The economy,Yes,Is a true conservative,,,,,,Strongly support,Earlier this year,,,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Omit,Omit,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,,Mitt Romney,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,70503.0
291696.0, Louisiana,33.0,Call 2,Complete,Election day exit poll,0.442823082208633,Ron Paul,Female,White,30-39,30-39,Very conservative,Something else,"$30,000-$49,999",Some college/assoc. degree,Santorum,Not a factor at all,No,,Federal budget deficit,No,Is a true conservative,,,,,,Strongly support,Before that,,,Non married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,Yes,All others,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,70817.0
291657.0, Louisiana,111.0,Call 1,Complete,Election day exit poll,0.836288213729858,Ron Paul,Female,White,60-64,60-64,Very conservative,Republican,"$100,000-$199,999",High school or less,Santorum,One of several important factors,Yes,,Illegal immigration,Yes,Can defeat Barack Obama,,,,,,Strongly support,Earlier this year,,,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"The race ends as soon as possible, even if your candidate loses the nomination",,,Rick Santorum,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,71439.0
291624.0, Louisiana,36.0,Call 1,Complete,Election day exit poll,0.581679165363312,Ron Paul,Male,White,50-59,50-59,Moderate,Republican,"$30,000-$49,999",Some college/assoc. degree,Omit,A minor factor,No,,The economy,No,Has the right experience,,,,,,Neutral,Before that,,,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,,Neutral,Neither,Earlier than that,Before January 1st,Yes,All others,,,,Has the right experience,,"Your candidate wins the nomination, even if the race continues for month",,,Would not have voted for president,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,70748.0
291599.0, Louisiana,58.0,Call 1,Complete,Election day exit poll,0.66693776845932,Ron Paul,Male,White,25-29,25-29,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Gingrich,A minor factor,Yes,,The economy,No,Is a true conservative,,,,,,Strongly support,Earlier this year,,,Non married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,,Rick Santorum,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,70508.0
291523.0, Louisiana,102.0,Call 1,Complete,Election day exit poll,0.755701065063477,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,Romney,Not a factor at all,Yes,,The economy,No,Can defeat Barack Obama,,,,,,Somewhat support,In the last few days,,,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,70461.0
291504.0, Louisiana,102.0,Call 1,Complete,Election day exit poll,0.755701065063477,Mitt Romney,Female,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",High school or less,Romney,Not a factor at all,Yes,,The economy,No,Can defeat Barack Obama,,,,,,Strongly support,In the last few days,,,Non married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,70461.0
291499.0, Louisiana,102.0,Call 1,Complete,Election day exit poll,0.609053671360016,Mitt Romney,Female,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",College graduate,Romney,One of several important factors,No,,The economy,Yes,Has strong moral character,,,,,,Somewhat support,Earlier this year,,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Has strong moral character,,"Your candidate wins the nomination, even if the race continues for month",,,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,70461.0
291470.0, Louisiana,30.0,Call 1,Complete,Election day exit poll,0.554821610450745,Mitt Romney,Male,White,45-49,45-49,Somewhat conservative,Republican,"$200,000 or more",College graduate,Romney,Not a factor at all,No,,The economy,No,Has the right experience,,,,,,Somewhat support,Before that,,,Non married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,,,,Has the right experience,,"Your candidate wins the nomination, even if the race continues for month",,,Mitt Romney,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,70806.0
291430.0, Louisiana,21.0,Call 1,Complete,Election day exit poll,1.16335833072662,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,,High school or less,Romney,The most important factor,Yes,,Abortion,No,Can defeat Barack Obama,,,,,,Neutral,Earlier this year,,,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,,Mitt Romney,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,71334.0
291422.0, Louisiana,25.0,Call 1,Not complete,Election day exit poll,0.635091781616211,Mitt Romney,Female,White,65 or over,65 or over,,,,Postgraduate study,,,,I like my candidate but with reservations,,,,,,,,Not at all,,,Romney,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,,,,,Not much or not at all,,,,,,,,,All others,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,70808.0
291421.0, Louisiana,34.0,Call 1,Complete,Election day exit poll,0.456231892108917,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$200,000 or more",College graduate,Romney,Not a factor at all,No,,Federal budget deficit,Yes,Has the right experience,,,,,,Strongly support,Before that,,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,,,,Has the right experience,,"Your candidate wins the nomination, even if the race continues for month",,,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,70817.0
291420.0, Louisiana,81.0,Call 1,Complete,Election day exit poll,1.59196400642395,Mitt Romney,Female,White,25-29,25-29,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Romney,A minor factor,Yes,,Federal budget deficit,Yes,Can defeat Barack Obama,,,,,,Strongly support,Earlier this year,,,Married women,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale,71291.0
291419.0, Louisiana,21.0,Call 1,Complete,Election day exit poll,1.16335833072662,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$200,000 or more",College graduate,Romney,One of several important factors,Yes,,Omit,Yes,Can defeat Barack Obama,,,,,,Strongly support,Earlier this year,,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"The race ends as soon as possible, even if your candidate loses the nomination",,,Mitt Romney,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,71334.0
291416.0, Louisiana,21.0,Call 1,Complete,Election day exit poll,1.16335833072662,Mitt Romney,Female,White,30-39,30-39,Moderate,Independent,"$30,000-$49,999",Some college/assoc. degree,Romney,A minor factor,Yes,,The economy,Yes,Can defeat Barack Obama,,,,,,Strongly support,Earlier this month,,,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,,Mitt Romney,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,71334.0
291413.0, Louisiana,34.0,Call 1,Complete,Election day exit poll,0.450679063796997,Mitt Romney,Male,White,40-44,40-44,Somewhat conservative,Independent,"$200,000 or more",Postgraduate study,Romney,Not a factor at all,No,,Federal budget deficit,Yes,Can defeat Barack Obama,,,,,,Somewhat support,Earlier this year,,,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Can defeat Barack Obama,,"The race ends as soon as possible, even if your candidate loses the nomination",,,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,70817.0
291408.0, Louisiana,34.0,Call 1,Complete,Election day exit poll,0.456231892108917,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,Romney,Not a factor at all,Yes,,The economy,Yes,Can defeat Barack Obama,,,,,,Somewhat support,In the last few days,,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,70817.0
291405.0, Louisiana,96.0,Call 1,Complete,Election day exit poll,1.08026134967804,Mitt Romney,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Gingrich,A minor factor,Yes,,Federal budget deficit,Yes,Can defeat Barack Obama,,,,,,Strongly support,Earlier this year,,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"The race ends as soon as possible, even if your candidate loses the nomination",,,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,70071.0
291399.0, Louisiana,25.0,Call 1,Complete,Election day exit poll,0.635091781616211,Mitt Romney,Female,White,60-64,60-64,Very conservative,Republican,"$200,000 or more",College graduate,Romney,Not a factor at all,No,,Federal budget deficit,Yes,Can defeat Barack Obama,,,,,,Somewhat support,Earlier this month,,,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Can defeat Barack Obama,,"The race ends as soon as possible, even if your candidate loses the nomination",,,Mitt Romney,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,70808.0
291394.0, Louisiana,76.0,Call 1,Complete,Election day exit poll,1.47601914405823,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,Romney,Not a factor at all,No,,Federal budget deficit,No,Can defeat Barack Obama,,,,,,Somewhat support,Earlier this year,,,Non married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,,Mitt Romney,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,High Density Urban,Urban,Urban Core,Very downscale,70119.0
291389.0, Louisiana,10.0,Call 1,Complete,Election day exit poll,1.74503755569458,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,Romney,Not a factor at all,Yes,,The economy,Yes,Can defeat Barack Obama,,,,,,Neutral,Before that,,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Not a factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,,Mitt Romney,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71112.0
