ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,VARPRS12,SEX,QRACE3,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,SHAREREL,TEAPARTY,TIMEST12,SEXWED,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,XQLTREP12,VAALLCAND,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
237954.0, Virginia,59.0,Call 3,Complete,Election day exit poll,0.793066918849945,Ron Paul,Female,White,60-64,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,Legal in most cases,One of several important factors,No,I dislike the other candidates,The economy,No,Can defeat Barack Obama,Not at all,Somewhat support,In the last few days,Non married women,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Can defeat Barack Obama,Rick Santorum,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,22967.0
238224.0, Virginia,87.0,Call 3,Complete,Election day exit poll,0.604883193969727,Ron Paul,Male,White,60-64,Somewhat conservative,Independent,"$200,000 or more",Some college/assoc. degree,Legal in most cases,One of several important factors,No,I like my candidate but with reservations,Illegal immigration,Yes,Can defeat Barack Obama,Not much,Somewhat support,In the last few days,Married men,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Can defeat Barack Obama,Rick Santorum,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23322.0
237936.0, Virginia,18.0,Call 3,Complete,Election day exit poll,1.00232172012329,Ron Paul,Male,White,50-59,Moderate,Independent,"$30,000-$49,999",High school or less,Legal in most cases,One of several important factors,No,I like my candidate but with reservations,The economy,No,Has strong moral character,Somewhat,Somewhat oppose,In the last few weeks,Non married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Legal,Not born again,A factor,Important,A great deal or somewhat,Oppose,Neither,Earlier than that,Since January 1st,Yes,All others,Has strong moral character,Ron Paul,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,23040.0
238205.0, Virginia,49.0,Call 3,Complete,Election day exit poll,0.835301458835602,Ron Paul,Male,White,60-64,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Legal in most cases,One of several important factors,No,I like my candidate but with reservations,Federal budget deficit,Yes,Is a true conservative,Not at all,Somewhat support,In the last few weeks,Married men,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,Yes,All others,Is a true conservative,Mitt Romney,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,23009.0
238167.0, Virginia,49.0,Call 3,Complete,Election day exit poll,0.835301458835602,Ron Paul,Male,White,60-64,Very conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,Legal in most cases,One of several important factors,No,I like my candidate but with reservations,Federal budget deficit,Yes,Has the right experience,Not much,Strongly support,Just today,Married men,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Has the right experience,Newt Gingrich,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,23009.0
238665.0, Virginia,65.0,Call 3,Complete,Election day exit poll,0.618632316589355,Ron Paul,Female,Other,45-49,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,Abortion,Yes,Has the right experience,A great deal,Somewhat support,In the last few weeks,Married women,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,All others,Has the right experience,Ron Paul,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20169.0
238145.0, Virginia,85.0,Call 3,Complete,Election day exit poll,0.853133201599121,Ron Paul,Male,White,50-59,Somewhat conservative,Something else,"Under $30,000",Postgraduate study,Illegal in most cases,One of several important factors,No,I strongly favor my candidate,The economy,No,Is a true conservative,Not at all,Strongly support,Before that,Non married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,Is a true conservative,Ron Paul,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,Version 1,Town,Rural,Rural,Downscale,22903.0
238871.0, Virginia,30.0,Call 3,Complete,Election day exit poll,1.17313289642334,Ron Paul,Female,White,60-64,Very liberal,Democrat,"$100,000-$199,999",Postgraduate study,Legal in all cases,Not a factor at all,No,I dislike the other candidates,The economy,Yes,Has strong moral character,Not at all,Strongly oppose,Earlier this year,Married women,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,Not a factor,Not important,Not much or not at all,Oppose,Neither,Earlier than that,Since January 1st,No,All others,Has strong moral character,Ron Paul,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22152.0
238124.0, Virginia,87.0,Call 3,Complete,Election day exit poll,0.70839524269104,Ron Paul,Female,White,45-49,Very liberal,Democrat,"$100,000-$199,999",Some college/assoc. degree,Legal in all cases,One of several important factors,No,I dislike the other candidates,Federal budget deficit,Yes,Has the right experience,Not much,Somewhat oppose,Earlier this year,Married women,45-65,30-59,45+,45-59,40-49,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Oppose,Neither,Earlier than that,Since January 1st,No,All others,Has the right experience,Rick Santorum,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23322.0
237826.0, Virginia,18.0,Call 3,Complete,Election day exit poll,1.0845752954483,Ron Paul,Female,White,45-49,Moderate,Republican,"$50,000-$99,999",High school or less,Legal in all cases,One of several important factors,No,I dislike the other candidates,Illegal immigration,Yes,Is a true conservative,Not at all,Somewhat support,Before that,Married women,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,Is a true conservative,Ron Paul,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,23040.0
231551.0, Virginia,67.0,Call 1,Complete,Election day exit poll,1.3273298740387,Ron Paul,Male,White,50-59,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,Illegal in most cases,The most important factor,No,I strongly favor my candidate,Illegal immigration,Yes,Has strong moral character,Somewhat,Somewhat support,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,A factor,Important,A great deal or somewhat,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Has strong moral character,Newt Gingrich,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22192.0
234315.0, Virginia,76.0,Call 2,Complete,Election day exit poll,0.839990675449371,Ron Paul,Male,White,60-64,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,Legal in most cases,A minor factor,No,I strongly favor my candidate,Federal budget deficit,Yes,Has the right experience,Not at all,Somewhat support,Before that,Married men,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,A factor,Not important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,Has the right experience,Ron Paul,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0
238798.0, Virginia,115.0,Call 3,Complete,Election day exit poll,1.0763247013092,Ron Paul,Female,White,60-64,Moderate,Republican,"$30,000-$49,999",College graduate,Legal in all cases,One of several important factors,No,I like my candidate but with reservations,The economy,No,Can defeat Barack Obama,Not much,Somewhat support,In the last few days,Non married women,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Can defeat Barack Obama,Rick Santorum,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,High Density Urban,Urban,Urban Core,Upscale,23452.0
238047.0, Virginia,59.0,Call 3,Complete,Election day exit poll,0.793247640132904,Ron Paul,Male,White,50-59,Very conservative,Something else,"Under $30,000",Some college/assoc. degree,Illegal in most cases,One of several important factors,No,I dislike the other candidates,The economy,Yes,Is a true conservative,Somewhat,Strongly support,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Not born again,A factor,Important,A great deal or somewhat,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,Yes,All others,Is a true conservative,Rick Santorum,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,22967.0
234280.0, Virginia,18.0,Call 2,Complete,Election day exit poll,1.00232172012329,Ron Paul,Male,White,45-49,Moderate,Independent,"$100,000-$199,999",Some college/assoc. degree,Legal in all cases,One of several important factors,No,I strongly favor my candidate,Illegal immigration,Yes,Can defeat Barack Obama,Not much,Strongly support,Earlier this year,Married men,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,Ron Paul,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,23040.0
230527.0, Virginia,85.0,Call 1,Complete,Election day exit poll,0.788252353668213,Ron Paul,Male,White,60-64,Somewhat liberal,Democrat,"$30,000-$49,999",College graduate,Legal in most cases,Not a factor at all,No,Omit,Omit,No,Omit,Omit,Strongly oppose,Earlier this year,Non married men,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,,Not a factor,Not important,Omit,Oppose,Neither,Earlier than that,Since January 1st,No,All others,Omit,Rick Santorum,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,Version 1,Town,Rural,Rural,Downscale,22903.0
237974.0, Virginia,7.0,Call 3,Complete,Election day exit poll,1.65355384349823,Ron Paul,Female,White,50-59,Very liberal,Democrat,"$100,000-$199,999",College graduate,Legal in most cases,Not a factor at all,No,I like my candidate but with reservations,The economy,No,Has strong moral character,Not much,Strongly oppose,Just today,Non married women,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,Not a factor,Not important,Not much or not at all,Oppose,Neither,Last few days,Since January 1st,No,All others,Has strong moral character,Ron Paul,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Extremely High Density Urban,Urban,Urban Core,Very upscale,22203.0
234213.0, Virginia,94.0,Call 2,Complete,Election day exit poll,1.38416135311127,Ron Paul,Male,White,50-59,Very conservative,Independent,"$50,000-$99,999",High school or less,Omit,A minor factor,No,I strongly favor my candidate,Federal budget deficit,No,Has strong moral character,Not at all,Somewhat support,Before that,Non married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Omit,Not born again,A factor,Not important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,Has strong moral character,Ron Paul,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,High Density Urban,Urban,Urban Core,Downscale,23669.0
234206.0, Virginia,94.0,Call 2,Complete,Election day exit poll,1.38416135311127,Ron Paul,Male,White,50-59,Somewhat conservative,Independent,"$100,000-$199,999",Postgraduate study,Legal in most cases,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Not at all,Somewhat support,In the last few days,Married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Can defeat Barack Obama,Rick Santorum,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,High Density Urban,Urban,Urban Core,Downscale,23669.0
230416.0, Virginia,30.0,Call 1,Complete,Election day exit poll,1.26969313621521,Ron Paul,Female,White,45-49,Somewhat liberal,Republican,"$50,000-$99,999",College graduate,Legal in most cases,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,Yes,Has strong moral character,Somewhat,Somewhat support,Earlier this year,Married women,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,A factor,Important,A great deal or somewhat,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Has strong moral character,Ron Paul,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22152.0
230398.0, Virginia,58.0,Call 1,Complete,Election day exit poll,0.909652531147003,Ron Paul,Male,Other,50-59,Somewhat conservative,Something else,"Under $30,000",High school or less,Legal in most cases,Not a factor at all,No,I strongly favor my candidate,The economy,Yes,Has the right experience,Not much,Somewhat support,Before that,Married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Legal,Not born again,Not a factor,Not important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,Has the right experience,Ron Paul,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Town,Rural,Rural,Downscale,24141.0
238649.0, Virginia,115.0,Call 3,Complete,Election day exit poll,1.07656991481781,Ron Paul,Male,White,50-59,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,Illegal in most cases,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,Yes,Has the right experience,Somewhat,Neutral,Before that,Married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Not born again,A factor,Important,A great deal or somewhat,Neutral,Neither,Earlier than that,Before January 1st,No,All others,Has the right experience,Ron Paul,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,High Density Urban,Urban,Urban Core,Upscale,23452.0
238404.0, Virginia,49.0,Call 3,Complete,Election day exit poll,0.904054820537567,Ron Paul,Male,White,50-59,Somewhat conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,Legal in most cases,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Not much,Strongly support,Just today,Married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Can defeat Barack Obama,Rick Santorum,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,23009.0
231671.0, Virginia,67.0,Call 1,Complete,Election day exit poll,0.78986918926239,Mitt Romney,Male,Other,50-59,Moderate,Republican,"$30,000-$49,999",Some college/assoc. degree,Legal in most cases,Not a factor at all,No,I like my candidate but with reservations,The economy,Yes,Has the right experience,Somewhat,Somewhat support,In the last few weeks,Married men,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,Not born again,Not a factor,Not important,A great deal or somewhat,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Has the right experience,Mitt Romney,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22192.0
231620.0, Virginia,67.0,Call 1,Complete,Election day exit poll,1.25603342056274,Mitt Romney,Male,White,45-49,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,Illegal in most cases,One of several important factors,No,I like my candidate but with reservations,Illegal immigration,Yes,Can defeat Barack Obama,Somewhat,Neutral,Before that,Married men,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,A factor,Important,A great deal or somewhat,Neutral,Neither,Earlier than that,Before January 1st,No,All others,Can defeat Barack Obama,Mitt Romney,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22192.0
241223.0, Virginia,1.0,Call 3,Complete,Election day exit poll,3.08716130256653,Mitt Romney,Female,White,45-49,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,Illegal in most cases,The most important factor,No,I like my candidate but with reservations,Federal budget deficit,Yes,Can defeat Barack Obama,Not much,Somewhat support,In the last few weeks,Married women,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,Newt Gingrich,State questionnaire,Rural,Small Cities/Rural,5.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,23417.0
231564.0, Virginia,67.0,Call 1,Complete,Election day exit poll,0.854688286781311,Mitt Romney,Female,Other,50-59,Very conservative,Republican,"$30,000-$49,999",College graduate,Illegal in all cases,One of several important factors,Yes,I like my candidate but with reservations,Federal budget deficit,Yes,Is a true conservative,A great deal,Somewhat support,In the last few weeks,Married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,All others,Is a true conservative,Rick Santorum,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22192.0
235409.0, Virginia,67.0,Call 2,Complete,Election day exit poll,1.25603342056274,Mitt Romney,Male,White,45-49,Moderate,Something else,"$50,000-$99,999",Some college/assoc. degree,Legal in most cases,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Is a true conservative,Somewhat,Neutral,In the last few days,Married men,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Not born again,A factor,Important,A great deal or somewhat,Neutral,Neither,Last few days,Since January 1st,No,All others,Is a true conservative,Newt Gingrich,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22192.0
239192.0, Virginia,30.0,Call 3,Complete,Election day exit poll,1.59507703781128,Mitt Romney,Female,White,50-59,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,Legal in all cases,A minor factor,No,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Not at all,Somewhat support,In the last few days,Married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,A factor,Not important,Not much or not at all,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Can defeat Barack Obama,Mitt Romney,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22152.0
239178.0, Virginia,49.0,Call 3,Complete,Election day exit poll,1.7126247882843,Mitt Romney,Female,White,50-59,Somewhat conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,Legal in all cases,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Not at all,Strongly support,In the last few days,Married women,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Can defeat Barack Obama,Newt Gingrich,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,23009.0
239148.0, Virginia,76.0,Call 3,Complete,Election day exit poll,0.860296845436096,Mitt Romney,Male,White,45-49,Moderate,Republican,"$100,000-$199,999",Postgraduate study,Illegal in all cases,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Has the right experience,Not much,Neutral,Earlier this year,Married men,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Not born again,A factor,Important,Not much or not at all,Neutral,Neither,Earlier than that,Since January 1st,No,All others,Has the right experience,Mitt Romney,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0
239112.0, Virginia,49.0,Call 3,Complete,Election day exit poll,1.58274018764496,Mitt Romney,Male,White,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,A minor factor,No,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Somewhat,Somewhat support,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,A factor,Not important,A great deal or somewhat,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,Newt Gingrich,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,23009.0
239107.0, Virginia,76.0,Call 3,Complete,Election day exit poll,0.860296845436096,Mitt Romney,Male,White,45-49,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,Illegal in most cases,A minor factor,No,I strongly favor my candidate,The economy,Yes,Has the right experience,Not much,Somewhat support,Earlier this year,Married men,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Not born again,A factor,Not important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Has the right experience,Mitt Romney,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0
235229.0, Virginia,1.0,Call 2,Complete,Election day exit poll,2.85238242149353,Mitt Romney,Female,White,60-64,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,Legal in all cases,The most important factor,No,I like my candidate but with reservations,Federal budget deficit,Yes,Has the right experience,Not at all,Strongly support,Earlier this year,Married women,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Has the right experience,Mitt Romney,State questionnaire,Rural,Small Cities/Rural,5.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,23417.0
231360.0, Virginia,115.0,Call 1,Complete,Election day exit poll,1.02905368804932,Mitt Romney,Female,White,50-59,Somewhat conservative,Republican,"$200,000 or more",College graduate,Legal in most cases,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Somewhat,Strongly support,In the last few weeks,Married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,A factor,Important,A great deal or somewhat,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,Mitt Romney,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,High Density Urban,Urban,Urban Core,Upscale,23452.0
