ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,ILRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEIL12,UNDERREP12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,ATTEND,ENDPRIM12R,RECOVER,TWOCANDS12R,ATTEND2,ATTREL,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
290075.0, Illinois,10.0,Call 1,Complete,Election day exit poll,0.970371127128601,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,,,Yes,I like my candidate but with reservations,Too conservative,About right,Too conservative,,,,Other christian,Not much,Somewhat support,,Romney,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,A few times a month,,Staying the same,,Occasionally,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60190.0
290071.0, Illinois,10.0,Call 1,Complete,Election day exit poll,0.839915692806244,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,,Yes,I strongly favor my candidate,About right,Not conservative enough,About right,,,,Other christian,A great deal,Strongly support,,Romney,Yes,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,,Getting worse,,Weekly,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60190.0
290067.0, Illinois,10.0,Call 1,Complete,Election day exit poll,0.946142017841339,Mitt Romney,Female,White,60-64,60-64,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,,,Yes,I like my candidate but with reservations,About right,Not conservative enough,About right,,,,Other christian,Not at all,Strongly support,,Santorum,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,,Getting worse,,Weekly,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60190.0
290066.0, Illinois,54.0,Call 1,Complete,Election day exit poll,0.910913527011871,Mitt Romney,Female,White,45-49,45-49,Moderate,Independent,"Under $30,000",High school or less,,,No,I strongly favor my candidate,Too conservative,Too conservative,Too conservative,,,,Protestant,Not at all,Neutral,,Paul,No,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Neither,,,Yes,All others,No,White Protestant non-evangelical,All others,,Never,,Getting worse,,Never,Protestant/Do not attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0
290063.0, Illinois,10.0,Call 1,Complete,Election day exit poll,0.861424505710602,Mitt Romney,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Romney,Not a factor at all,Yes,,,,,The economy,Yes,Has the right experience,,,Strongly support,Earlier this month,,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Has the right experience,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60190.0
290060.0, Illinois,10.0,Call 1,Complete,Election day exit poll,0.839915692806244,Mitt Romney,Male,White,60-64,60-64,Moderate,Independent,"$50,000-$99,999",Postgraduate study,Romney,One of several important factors,No,,,,,Illegal immigration,Yes,Can defeat Barack Obama,,,Strongly support,Earlier this month,,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Can defeat Barack Obama,,"The race ends as soon as possible, even if your candidate loses the nomination",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60190.0
290059.0, Illinois,54.0,Call 1,Complete,Election day exit poll,0.888169050216675,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",High school or less,,,Yes,I strongly favor my candidate,Not conservative enough,About right,Not conservative enough,,,,Protestant,Somewhat,Somewhat support,,Romney,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0
290056.0, Illinois,10.0,Call 1,Complete,Election day exit poll,0.970371127128601,Mitt Romney,Female,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,,,No,I strongly favor my candidate,Too conservative,About right,Too conservative,,,,Protestant,Somewhat,Somewhat oppose,,Romney,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Oppose,Neither,,,No,All others,No,White Protestant non-evangelical,Working women,,Once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60190.0
290055.0, Illinois,2.0,Call 1,Complete,Election day exit poll,1.87219488620758,Mitt Romney,Male,White,50-59,50-59,Moderate,Republican,"$50,000-$99,999",College graduate,,,No,I like my candidate but with reservations,Too conservative,Too conservative,Too conservative,,,,Protestant,Not much,Neutral,,Romney,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Neither,,,No,All others,No,White Protestant non-evangelical,All others,,A few times a year,,Starting to recover,,Occasionally,Protestant/Do not attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,60s Suburbs,Urban Perimeter,Downscale,61008.0
290054.0, Illinois,2.0,Call 1,Complete,Election day exit poll,1.87219488620758,Mitt Romney,Male,White,50-59,50-59,Moderate,Republican,"$50,000-$99,999",College graduate,,,No,I like my candidate but with reservations,Too conservative,Too conservative,Too conservative,,,,Protestant,Not much,Neutral,,Romney,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Neither,,,No,All others,No,White Protestant non-evangelical,All others,,A few times a year,,Starting to recover,,Occasionally,Protestant/Do not attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,60s Suburbs,Urban Perimeter,Downscale,61008.0
290052.0, Illinois,10.0,Call 1,Complete,Election day exit poll,0.970371127128601,Mitt Romney,Female,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,Romney,A minor factor,No,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Strongly support,In the last few days,,,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,,,,Can defeat Barack Obama,,"The race ends as soon as possible, even if your candidate loses the nomination",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60190.0
290049.0, Illinois,54.0,Call 1,Complete,Election day exit poll,0.888169050216675,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",High school or less,,,Yes,I dislike the other candidates,Not conservative enough,About right,Too conservative,,,,Protestant,Somewhat,Neutral,,Romney,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,A few times a month,,Staying the same,,Occasionally,Protestant/Do not attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0
290045.0, Illinois,54.0,Call 1,Complete,Election day exit poll,0.788451492786407,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",High school or less,,,Yes,I strongly favor my candidate,About right,Not conservative enough,About right,,,,Protestant,Somewhat,Somewhat support,,Gingrich,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0
290043.0, Illinois,2.0,Call 1,Complete,Election day exit poll,2.05631756782532,Mitt Romney,Female,White,60-64,60-64,Moderate,Independent,"Under $30,000",Some college/assoc. degree,,,Yes,I strongly favor my candidate,Too conservative,About right,Too conservative,,,,Protestant,Not at all,Neutral,,Romney,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,A few times a year,,Getting worse,,Occasionally,Protestant/Do not attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,60s Suburbs,Urban Perimeter,Downscale,61008.0
290038.0, Illinois,40.0,Call 1,Complete,Election day exit poll,1.81306111812592,Mitt Romney,Female,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,Omit,A minor factor,No,,,,,The economy,Yes,Has strong moral character,,,Omit,Before that,,,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Not important,,,Omit,,Earlier than that,Before January 1st,No,All others,,,,Has strong moral character,,Omit,,Would not have voted for president,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,62695.0
290037.0, Illinois,40.0,Call 1,Complete,Election day exit poll,1.81306111812592,Mitt Romney,Female,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,Omit,A minor factor,No,,,,,The economy,Yes,Has strong moral character,,,Omit,Before that,,,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Not important,,,Omit,,Earlier than that,Before January 1st,No,All others,,,,Has strong moral character,,Omit,,Would not have voted for president,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,62695.0
290034.0, Illinois,27.0,Call 1,Complete,Election day exit poll,0.840988755226135,Mitt Romney,Female,White,50-59,50-59,Moderate,Republican,"$200,000 or more",Postgraduate study,,,No,I like my candidate but with reservations,Too conservative,About right,Not conservative enough,,,,Other,A great deal,Strongly oppose,,Romney,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Something else,A great deal or somewhat,Oppose,Neither,,,No,All others,No,All others,Working women,,A few times a year,,Getting worse,,Occasionally,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60030.0
290029.0, Illinois,40.0,Call 1,Complete,Election day exit poll,1.56931555271149,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$100,000-$199,999",College graduate,,,Yes,I strongly favor my candidate,About right,About right,About right,,,,Catholic,A great deal,Strongly support,,Romney,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Catholic,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,No,All others,All others,,A few times a year,,Getting worse,,Occasionally,Catholic/Do not attend weekly,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale,62695.0
290028.0, Illinois,5.0,Call 1,Complete,Election day exit poll,0.862784087657928,Mitt Romney,Male,White,50-59,50-59,Moderate,Republican,"$100,000-$199,999",High school or less,,,Yes,I strongly favor my candidate,Not conservative enough,About right,About right,,,,Catholic,A great deal,Neutral,,Romney,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,Born again/Think religious values of candidate matter a great deal,,,Catholic,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,No,All others,All others,,Once a week,,Getting worse,,Weekly,Catholic/Attend weekly,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,62231.0
290026.0, Illinois,27.0,Call 1,Complete,Election day exit poll,0.746568322181702,Mitt Romney,Male,White,30-39,30-39,Somewhat conservative,Independent,,Postgraduate study,,,No,I dislike the other candidates,Omit,About right,Too conservative,,,,Protestant,Not at all,Somewhat support,,Paul,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,Once a week,,Staying the same,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60030.0
290025.0, Illinois,2.0,Call 1,Complete,Election day exit poll,2.49887275695801,Mitt Romney,Female,White,25-29,25-29,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,,,Yes,Omit,About right,Not conservative enough,Not conservative enough,,,,Catholic,Not much,Strongly support,,Paul,No,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Catholic,Not much or not at all,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,No,All others,All others,,More than once a week,,Starting to recover,,Weekly,Catholic/Attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,60s Suburbs,Urban Perimeter,Downscale,61008.0
290022.0, Illinois,40.0,Call 1,Complete,Election day exit poll,1.76779103279114,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,,No,I strongly favor my candidate,Too conservative,About right,Too conservative,,,,Catholic,A great deal,Somewhat support,,Gingrich,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,Yes,All others,No,All others,All others,,A few times a year,,Staying the same,,Occasionally,Catholic/Do not attend weekly,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale,62695.0
290019.0, Illinois,53.0,Call 1,Complete,Election day exit poll,1.26525163650513,Mitt Romney,Male,White,18-24,17-24,Somewhat conservative,Republican,"Under $30,000",College graduate,Romney,A minor factor,Yes,,,,,The economy,No,Has the right experience,,,Neutral,In the last few days,,,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,,Has the right experience,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,61734.0
290018.0, Illinois,27.0,Call 1,Complete,Election day exit poll,0.746568322181702,Mitt Romney,Male,White,40-44,40-44,Somewhat conservative,Republican,"$200,000 or more",Postgraduate study,Romney,Not a factor at all,No,,,,,The economy,Yes,Can defeat Barack Obama,,,Strongly oppose,Earlier this year,,,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Since January 1st,No,All others,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60030.0
290015.0, Illinois,28.0,Call 1,Complete,Election day exit poll,0.995054185390472,Mitt Romney,Male,White,25-29,25-29,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,,,,I strongly favor my candidate,Too conservative,About right,Too conservative,,,,Protestant,Somewhat,Neutral,,Romney,Yes,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,,,,No,,,,All others,,A few times a month,,Staying the same,,Occasionally,Protestant/Do not attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,60073.0
290014.0, Illinois,54.0,Call 1,Complete,Election day exit poll,0.888169050216675,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,,Some college/assoc. degree,,,No,I like my candidate but with reservations,About right,Not conservative enough,Too conservative,,,,Catholic,Not much,Somewhat support,,Gingrich,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Support,Tea Party supporter and not born-again,,,,All others,No,All others,All others,,Once a week,,Staying the same,,Weekly,Catholic/Attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0
290012.0, Illinois,5.0,Call 1,Complete,Election day exit poll,0.841241359710693,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,,,No,I strongly favor my candidate,About right,About right,About right,,,,Protestant,Somewhat,Omit,,Romney,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Omit,,,,No,All others,No,White Protestant non-evangelical,All others,,Once a week,,Staying the same,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,62231.0
290011.0, Illinois,2.0,Call 1,Complete,Election day exit poll,1.82544827461243,Mitt Romney,Male,White,65 or over,65 or over,Moderate,Independent,"Under $30,000",High school or less,Romney,Not a factor at all,Yes,,,,,The economy,Yes,Is a true conservative,,,Somewhat oppose,Earlier this year,,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Not a factor,Not important,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Is a true conservative,,"The race ends as soon as possible, even if your candidate loses the nomination",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Downscale,61008.0
290009.0, Illinois,27.0,Call 1,Complete,Election day exit poll,0.840988755226135,Mitt Romney,Female,White,50-59,50-59,Somewhat liberal,Republican,"$50,000-$99,999",College graduate,,,Yes,I like my candidate but with reservations,Too conservative,About right,About right,,,,Protestant,Somewhat,Somewhat support,,Romney,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,Once a week,,Staying the same,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60030.0
290004.0, Illinois,54.0,Call 1,Complete,Election day exit poll,0.910913527011871,Mitt Romney,Female,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",High school or less,,,Yes,I like my candidate but with reservations,Not conservative enough,About right,Not conservative enough,,,,Mormon,A great deal,Strongly support,,Romney,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,No,White Protestant evangelical,All others,,A few times a month,,Staying the same,,Occasionally,All others,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0
290002.0, Illinois,5.0,Call 1,Complete,Election day exit poll,0.841241359710693,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Independent,"Under $30,000",Some college/assoc. degree,Romney,One of several important factors,,,,,,Federal budget deficit,No,Can defeat Barack Obama,,,Strongly support,Earlier this month,,,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Important,,,Support,,Earlier than that,Since January 1st,Yes,,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,62231.0
