ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,TNRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,VOTENOV12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,GOVTANGR,GOVTANG2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
241358.0,Tennessee,56.0,Call 3,Complete,Election day exit poll,0.84817510843277,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,Romney,Working in business,,Yes,I like my candidate but with reservations,Not conservative enough,Too conservative,Not conservative enough,Not conservative enough,,,,Protestant,Somewhat,Strongly support,,Gingrich,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,Suburb,Urban,Urban Core,Upscale,37918.0
240459.0,Tennessee,41.0,Call 3,Complete,Election day exit poll,0.848994493484497,Ron Paul,Female,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,,Gingrich,Working in business,,Yes,I like my candidate but with reservations,About right,About right,About right,About right,,,,Protestant,A great deal,Neutral,,Paul,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,38372.0
236281.0,Tennessee,81.0,Call 2,Complete,Election day exit poll,0.850145280361176,Rick Santorum,Female,,50-59,50-59,Very conservative,Republican,,Postgraduate study,Illegal in all cases,,,One of several important factors,Yes,,,,,,Abortion,Yes,Is a true conservative,,,Somewhat support,Earlier this year,,Definitely vote for the Republican nominee,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,,,,,Is a true conservative,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,38016.0
229674.0,Tennessee,50025.0,Telephone Survey,Complete,Telephone survey,0.85018390417099,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,,High school or less,Illegal in most cases,,,,Yes,,,,,,Federal budget deficit,Yes,Has the right experience,,,Strongly support,In the last few weeks,,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,,,Has the right experience,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37064.0
229784.0,Tennessee,50021.0,Telephone Survey,Complete,Telephone survey,0.85018390417099,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Independent,,High school or less,Omit,,,,Yes,,,,,,Omit,Yes,Omit,,,Neutral,Before that,,Omit,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,Omit,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,,White Born-again/Evangelical Christians,,,Omit,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,37172.0
230018.0,Tennessee,50017.0,Telephone Survey,Complete,Telephone survey,0.85018390417099,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",College graduate,,Santorum,Omit,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,About right,,,,Protestant,Somewhat,Strongly support,,Gingrich,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Upscale,37115.0
233755.0,Tennessee,4.0,Call 1,Complete,Election day exit poll,0.851395905017853,Mitt Romney,Male,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",Postgraduate study,,Romney,Working in government,,No,I dislike the other candidates,Omit,Omit,Omit,Omit,,,,Protestant,Not at all,Somewhat support,,Romney,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,37803.0
233809.0,Tennessee,4.0,Call 1,Complete,Election day exit poll,0.851395905017853,Mitt Romney,Male,White,65 or over,65 or over,,,"$30,000-$49,999",High school or less,Omit,,,One of several important factors,Yes,,,,,,Abortion,,Omit,,,Omit,In the last few days,,Omit,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Omit,,A factor,Important,,,Omit,,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Omit,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,37803.0
233825.0,Tennessee,4.0,Call 1,Complete,Election day exit poll,0.851395905017853,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,Illegal in most cases,,,One of several important factors,No,,,,,,Federal budget deficit,Yes,Has the right experience,,,Neutral,Just today,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Neutral,Neither,Last few days,Since January 1st,No,All others,,,Has the right experience,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,37803.0
237292.0,Tennessee,4.0,Call 2,Complete,Election day exit poll,0.851395905017853,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",High school or less,Legal in all cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Is a true conservative,,,Strongly support,Earlier this year,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Legal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Is a true conservative,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,37803.0
237309.0,Tennessee,4.0,Call 2,Complete,Election day exit poll,0.851395905017853,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,Illegal in most cases,,,A minor factor,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Neutral,Earlier this year,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,37803.0
237321.0,Tennessee,4.0,Call 2,Complete,Election day exit poll,0.851395905017853,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Independent,"Under $30,000",Some college/assoc. degree,Illegal in most cases,,,A minor factor,No,,,,,,The economy,No,Can defeat Barack Obama,,,Strongly support,In the last few weeks,,Definitely vote for the Republican nominee,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,Yes,All others,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,37803.0
237358.0,Tennessee,4.0,Call 2,Complete,Election day exit poll,0.851395905017853,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Republican,,Some college/assoc. degree,Legal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,,Neutral,Earlier this year,,Definitely vote for the Republican nominee,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,Legal,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,37803.0
241473.0,Tennessee,4.0,Call 3,Not complete,Election day exit poll,0.851395905017853,Mitt Romney,Male,White,65 or over,65 or over,,,,Some college/assoc. degree,,,,One of several important factors,,,,,,,,,,,,,In the last few weeks,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,,,A factor,Important,,,,,Earlier than that,Since January 1st,,,,,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,37803.0
229850.0,Tennessee,50031.0,Telephone Survey,Complete,Telephone survey,0.852946698665619,Newt Gingrich,Male,White,60-64,60-64,Very conservative,Republican,"Under $30,000",High school or less,Omit,,,,,,,,,,The economy,Yes,Is a true conservative,,,Strongly oppose,Before that,,Definitely vote for the Republican nominee,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Omit,,,,,,Oppose,,Earlier than that,Before January 1st,Yes,,,,Is a true conservative,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,38019.0
236527.0,Tennessee,23.0,Call 2,Complete,Election day exit poll,0.853048861026764,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,,,One of several important factors,No,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Strongly support,In the last few weeks,,Definitely vote for the Republican nominee,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,37217.0
240519.0,Tennessee,63.0,Call 3,Not complete,Election day exit poll,0.853065967559814,Newt Gingrich,,White,65 or over,65 or over,,,,Some college/assoc. degree,,,,One of several important factors,,,,,,,,,,,,,Just today,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,,,A factor,Important,,,,,Last few days,Since January 1st,,,,,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,37303.0
237458.0,Tennessee,56.0,Call 2,Complete,Election day exit poll,0.853157222270966,Mitt Romney,Male,White,50-59,50-59,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,Legal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,,Neutral,In the last few days,,Definitely vote for the Republican nominee,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,37918.0
237472.0,Tennessee,56.0,Call 2,Complete,Election day exit poll,0.853157222270966,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,,Romney,Working in business,,Yes,I like my candidate but with reservations,Omit,Omit,Omit,Omit,,,,Protestant,Somewhat,Somewhat support,,Paul,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,Suburb,Urban,Urban Core,Upscale,37918.0
237474.0,Tennessee,56.0,Call 2,Complete,Election day exit poll,0.853157222270966,Mitt Romney,Male,White,50-59,50-59,Moderate,Republican,"$100,000-$199,999",Postgraduate study,,Romney,Working in business,,No,I like my candidate but with reservations,Not conservative enough,Not conservative enough,Not conservative enough,Not conservative enough,,,,Protestant,Not much,Neutral,,Gingrich,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Neither,,,No,All others,No,White Protestant non-evangelical,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,Suburb,Urban,Urban Core,Upscale,37918.0
241403.0,Tennessee,56.0,Call 3,Complete,Election day exit poll,0.853157222270966,Mitt Romney,Male,White,50-59,50-59,Moderate,Republican,"$100,000-$199,999",College graduate,,Omit,Working in business,,Yes,I dislike the other candidates,Too conservative,Too conservative,About right,Too conservative,,,,Protestant,Somewhat,Strongly oppose,,Omit,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,Suburb,Urban,Urban Core,Upscale,37918.0
233864.0,Tennessee,56.0,Call 1,Complete,Election day exit poll,0.853261470794678,Mitt Romney,Male,,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",High school or less,Illegal in most cases,,,A minor factor,Yes,,,,,,The economy,Yes,Has strong moral character,,,Somewhat support,Before that,,Only vote for the Republican nominee if your candidate wins,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,,,,Has strong moral character,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,37918.0
230147.0,Tennessee,50021.0,Telephone Survey,Complete,Telephone survey,0.853399693965912,Newt Gingrich,Female,White,50-59,50-59,Very conservative,Something else,"Under $30,000",High school or less,,Gingrich,Working in government,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,About right,,,,Other christian,A great deal,Strongly support,,Gingrich,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
236688.0,Tennessee,23.0,Call 2,Complete,Election day exit poll,0.853816390037537,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,Gingrich,Working in government,,Yes,Omit,About right,Not conservative enough,Not conservative enough,About right,,,,Protestant,Somewhat,Strongly support,,Santorum,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,37217.0
236756.0,Tennessee,23.0,Call 2,Complete,Election day exit poll,0.853816390037537,Rick Santorum,Female,White,65 or over,65 or over,Moderate,Independent,"Under $30,000",High school or less,,Santorum,Working in business,,Yes,I like my candidate but with reservations,About right,Omit,Omit,About right,,,,Protestant,Somewhat,Strongly oppose,,Santorum,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,37217.0
241350.0,Tennessee,23.0,Call 3,Complete,Election day exit poll,0.853816390037537,Rick Santorum,Female,White,60-64,60-64,Moderate,Independent,"Under $30,000",Some college/assoc. degree,,Gingrich,Working in business,,No,I dislike the other candidates,About right,About right,Not conservative enough,About right,,,,Catholic,A great deal,Somewhat oppose,,Gingrich,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Catholic,A great deal or somewhat,Oppose,Neither,,,Yes,All others,No,All others,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,37217.0
229744.0,Tennessee,50031.0,Telephone Survey,Complete,Telephone survey,0.855034470558167,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,,Some college/assoc. degree,Illegal in most cases,,,,Yes,,,,,,The economy,Yes,Omit,,,Somewhat support,Omit,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Omit,Omit,,White Born-again/Evangelical Christians,,,Omit,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
229975.0,Tennessee,50027.0,Telephone Survey,Complete,Telephone survey,0.855034470558167,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Illegal in most cases,,,,Yes,,,,,,Federal budget deficit,Yes,Is a true conservative,,,Strongly support,Before that,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,,Is a true conservative,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38060.0
233665.0,Tennessee,104.0,Call 1,Complete,Election day exit poll,0.855727732181549,Rick Santorum,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,Legal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,,Neutral,In the last few days,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Legal,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
233686.0,Tennessee,104.0,Call 1,Complete,Election day exit poll,0.855727732181549,Rick Santorum,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in most cases,,,One of several important factors,Yes,,,,,,Abortion,Yes,Is a true conservative,,,Neutral,In the last few weeks,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Is a true conservative,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
233826.0,Tennessee,104.0,Call 1,Complete,Election day exit poll,0.855727732181549,Rick Santorum,Male,White,65 or over,65 or over,Moderate,Republican,"Under $30,000",Some college/assoc. degree,Legal in most cases,,,The most important factor,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Somewhat support,In the last few days,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
233842.0,Tennessee,104.0,Call 1,Complete,Election day exit poll,0.855727732181549,Rick Santorum,Male,White,60-64,60-64,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,,Santorum,Working in government,,Yes,I strongly favor my candidate,Not conservative enough,Too conservative,Not conservative enough,About right,,,,Other,A great deal,Strongly support,,Santorum,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Something else,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,No,All others,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
