ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,OHRPRS12,SEX,QRACE3,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATGING,SATPAUL,SATROMN,SATSANT,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,VOTENOV12,WORK,SEXWED,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,CAMPREP12,ECONWORR,GOVTANGR,PHILFIS5,PHILSOC5,ECOWORR2,GOVTANG2,PHILFIS2,PHILFIS3,PHILSOC2,PHILSOC3,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
236090.0,Ohio,57.0,Call 2,Complete,Election day exit poll,2.11947917938232,Rick Santorum,Male,White,60-64,,Independent,"$100,000-$199,999",Postgraduate study,,,,,Yes,,,,,,Abortion,,Is a true conservative,,Dissatisfied,Dissatisfied,Satisfied,Satisfied,,Somewhat support,,,,No,,45-65,60+,45+,60+,50-64,Independent/Something else,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Is a true conservative,More negative this year,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Very downscale,44654.0
236022.0,Ohio,113.0,Call 2,Complete,Election day exit poll,1.1311959028244,Rick Santorum,Female,White,45-49,Very conservative,Republican,,Some college/assoc. degree,,Omit,Omit,,Yes,I strongly favor my candidate,Omit,Omit,Omit,Omit,,,,Protestant,,,,,A great deal,Somewhat support,,Santorum,,,,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,43402.0
235296.0,Ohio,50.0,Call 2,Complete,Election day exit poll,0.624686658382416,Rick Santorum,Female,White,45-49,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in all cases,,,One of several important factors,No,,,,,,Federal budget deficit,No,Can defeat Barack Obama,,,,,,,Somewhat support,In the last few weeks,,Definitely vote for the Republican nominee,,Non married women,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,Yes,All others,,,,Can defeat Barack Obama,,,"Satisfied, but not enthusiastic",,,,"Enthusiastic or satisfied, but not enthusiastic",,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale,45215.0
235995.0,Ohio,57.0,Call 2,Complete,Election day exit poll,1.88310050964355,Rick Santorum,Male,White,40-44,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Is a true conservative,,,,,,,Somewhat support,Earlier this year,,Definitely vote for the Republican nominee,,Married men,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,,"Satisfied, but not enthusiastic",,,,"Enthusiastic or satisfied, but not enthusiastic",,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Very downscale,44654.0
235965.0,Ohio,36.0,Call 2,Complete,Election day exit poll,0.788536250591278,Rick Santorum,Female,White,50-59,,Republican,"$50,000-$99,999",High school or less,,Gingrich,Working in business,,No,I like my candidate but with reservations,Not conservative enough,Omit,Omit,Omit,,,,Protestant,,,,,Not much,Somewhat support,,Omit,,,,45-65,30-59,45+,45-59,50-64,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,43230.0
235200.0,Ohio,11.0,Call 2,Complete,Election day exit poll,1.11136472225189,Rick Santorum,Male,White,45-49,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,,Santorum,Working in government,,Yes,I strongly favor my candidate,Not conservative enough,About right,Not conservative enough,About right,,,,Protestant,,,,,A great deal,Somewhat support,,Santorum,,,,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,,,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,45503.0
235179.0,Ohio,35.0,Call 2,Complete,Election day exit poll,0.924539864063263,Rick Santorum,Male,White,40-44,,Republican,"$50,000-$99,999",,,,,,No,,,,,,Omit,,Omit,,Satisfied,Dissatisfied,Satisfied,Satisfied,,Somewhat support,,,,No,,30-44,30-59,17-44,30-44,40-49,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,,,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,All others,Omit,About the same,Omit,,Very conservative,Very conservative,Omit,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,Midwest,Version 3,Suburb,Urban,Urban Core,Very upscale,43119.0
235166.0,Ohio,11.0,Call 2,Complete,Election day exit poll,1.11136472225189,Rick Santorum,Male,White,50-59,,Republican,"$100,000-$199,999",Postgraduate study,,,,,No,,,,,,The economy,,Has strong moral character,,Dissatisfied,Dissatisfied,Satisfied,Satisfied,,Somewhat support,,,,Yes,,45-65,30-59,45+,45-59,50-64,Republican,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,All others,Has strong moral character,About the same,Somewhat worried,,Very conservative,Somewhat conservative,Worried,,Conservative,Very conservative,Conservative,Somewhat conservative,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 3,Suburb,Urban,Urban Core,Upscale,45503.0
235888.0,Ohio,93.0,Call 2,Complete,Election day exit poll,0.954639911651611,Rick Santorum,Male,White,45-49,,Republican,"$200,000 or more",Postgraduate study,,,,,Yes,,,,,,The economy,,Is a true conservative,,Satisfied,Satisfied,Dissatisfied,Satisfied,,Somewhat support,,,,Yes,,45-65,30-59,45+,45-59,40-49,Republican,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Is a true conservative,More negative this year,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 3,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44721.0
236563.0,Ohio,15.0,Call 2,Complete,Election day exit poll,1.03286099433899,Rick Santorum,Male,White,60-64,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,Santorum,Working in government,,Yes,I dislike the other candidates,Not conservative enough,Not conservative enough,Not conservative enough,About right,,,,Other christian,,,,,Not at all,Somewhat support,,Santorum,,,,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,45103.0
235866.0,Ohio,79.0,Call 2,Complete,Election day exit poll,1.08632361888886,Rick Santorum,Female,White,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in all cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Is a true conservative,,,,,,,Somewhat support,Earlier this year,,Definitely vote for the Republican nominee,,Married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale,45828.0
235806.0,Ohio,52.0,Call 2,Complete,Election day exit poll,0.981844305992126,Rick Santorum,Male,White,65 or over,,Republican,"$50,000-$99,999",Some college/assoc. degree,,,,,Yes,,,,,,Federal budget deficit,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Somewhat support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,More negative this year,Somewhat worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,45239.0
235712.0,Ohio,45.0,Call 2,Complete,Election day exit poll,0.76606559753418,Rick Santorum,Female,White,65 or over,,Republican,,High school or less,,,,,,,,,,,Abortion,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Somewhat support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,,,,No college degree,High school graduate or less,,,,,,,Support,,,,,,,,All others,Can defeat Barack Obama,About the same,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,60s Suburbs,Urban Perimeter,Very upscale,45230.0
235618.0,Ohio,16.0,Call 2,Complete,Election day exit poll,0.77008581161499,Rick Santorum,Male,White,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,Santorum,Working in government,,Yes,I like my candidate but with reservations,About right,Not conservative enough,Not conservative enough,About right,,,,Protestant,,,,,A great deal,Somewhat support,,Santorum,,,,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44147.0
235469.0,Ohio,45.0,Call 2,Complete,Election day exit poll,0.680628716945648,Rick Santorum,Female,White,50-59,Somewhat conservative,Something else,"$50,000-$99,999",Some college/assoc. degree,,Santorum,Working in business,,,I like my candidate but with reservations,Not conservative enough,About right,Not conservative enough,About right,,,,None,,,,,Not at all,Strongly support,,Santorum,,,,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,None,Not much or not at all,Support,,,,No,,No,,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Suburb,60s Suburbs,Urban Perimeter,Very upscale,45230.0
235416.0,Ohio,37.0,Call 2,Complete,Election day exit poll,0.72042453289032,Rick Santorum,Female,White,17-24,Very conservative,Republican,"$200,000 or more",College graduate,,Romney,Working in business,,No,I dislike the other candidates,Not conservative enough,Not conservative enough,Too conservative,Too conservative,,,,Protestant,,,,,Somewhat,Strongly support,,Romney,,,,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,,,,,,,,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale,43004.0
236021.0,Ohio,110.0,Call 2,Complete,Election day exit poll,0.884802281856537,Rick Santorum,Male,White,60-64,Very conservative,Republican,"$50,000-$99,999",High school or less,Illegal in most cases,,,The most important factor,Yes,,,,,,The economy,Yes,Has strong moral character,,,,,,,Strongly support,In the last few weeks,,Definitely vote for the Republican nominee,,Married men,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Has strong moral character,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Suburb,Rural,Rural,Downscale,44270.0
235789.0,Ohio,27.0,Call 2,Complete,Election day exit poll,0.605640888214111,Rick Santorum,Female,White,60-64,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,Santorum,Working in government,,Yes,I like my candidate but with reservations,Not conservative enough,Too conservative,Not conservative enough,About right,,,,Catholic,,,,,A great deal,Strongly support,,Santorum,,,,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Catholic,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,No,All others,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,43035.0
236169.0,Ohio,27.0,Call 2,Complete,Election day exit poll,0.605640888214111,Rick Santorum,Female,White,65 or over,,Republican,"$50,000-$99,999",Some college/assoc. degree,,,,,Yes,,,,,,Omit,,Omit,,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Strongly support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Omit,More negative this year,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale,43035.0
235483.0,Ohio,54.0,Call 2,Complete,Election day exit poll,0.960208535194397,Rick Santorum,,,65 or over,Very conservative,Republican,,Some college/assoc. degree,,Santorum,Working in business,,,I strongly favor my candidate,Omit,Omit,Omit,Omit,,,,,,,,,A great deal,Strongly support,,Santorum,,,,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,,,,,,A great deal or somewhat,Support,,,,,,,,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,45051.0
235471.0,Ohio,71.0,Call 2,Complete,Election day exit poll,1.09533500671387,Rick Santorum,Male,White,60-64,,Republican,"$50,000-$99,999",College graduate,,,,,Yes,,,,,,The economy,,Is a true conservative,,Satisfied,Dissatisfied,Satisfied,Satisfied,,Strongly support,,,,Yes,,45-65,60+,45+,60+,50-64,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Is a true conservative,About the same,Very worried,,Very conservative,Somewhat conservative,Worried,,Conservative,Very conservative,Conservative,Somewhat conservative,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 3,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43560.0
235437.0,Ohio,16.0,Call 2,Complete,Election day exit poll,0.687825441360474,Rick Santorum,Female,White,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,Romney,Working in government,,No,I strongly favor my candidate,About right,Too conservative,About right,About right,,,,Catholic,,,,,Somewhat,Strongly support,,Santorum,,,,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44147.0
235385.0,Ohio,71.0,Call 2,Complete,Election day exit poll,0.973175764083862,Rick Santorum,Male,White,50-59,Very conservative,Republican,"$100,000-$199,999",College graduate,,Santorum,Working in business,,No,I strongly favor my candidate,Not conservative enough,Too conservative,Not conservative enough,About right,,,,Catholic,,,,,Somewhat,Strongly support,,Santorum,,,,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43560.0
235364.0,Ohio,35.0,Call 2,Complete,Election day exit poll,0.924539864063263,Rick Santorum,Male,White,30-39,,Republican,"$50,000-$99,999",College graduate,,,,,No,,,,,,The economy,,Is a true conservative,,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,,Strongly support,,,,Yes,,30-44,30-59,17-44,30-44,30-39,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,All others,Is a true conservative,More negative this year,Very worried,,Very conservative,Moderate,Worried,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,Midwest,Version 3,Suburb,Urban,Urban Core,Very upscale,43119.0
235289.0,Ohio,17.0,Call 2,Complete,Election day exit poll,0.581244468688965,Rick Santorum,Female,Other,50-59,,Republican,"$100,000-$199,999",College graduate,,,,,No,,,,,,The economy,,Has strong moral character,,Satisfied,Dissatisfied,Satisfied,Satisfied,,Strongly support,,,,Yes,,45-65,30-59,45+,45-59,50-64,Republican,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Working women,Has strong moral character,About the same,Very worried,,Somewhat conservative,Somewhat conservative,Worried,,Conservative,Somewhat conservative,Conservative,Somewhat conservative,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44147.0
235283.0,Ohio,50.0,Call 2,Complete,Election day exit poll,0.703101277351379,Rick Santorum,Female,White,65 or over,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,,,A minor factor,No,,,,,,Abortion,Yes,Has strong moral character,,,,,,,Strongly support,Before that,,Definitely vote for the Republican nominee,,Married women,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,,,,Has strong moral character,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale,45215.0
235960.0,Ohio,44.0,Call 2,Complete,Election day exit poll,0.907247543334961,Rick Santorum,Male,White,65 or over,Very conservative,Independent,"Under $30,000",High school or less,Illegal in most cases,,,The most important factor,Yes,,,,,,Illegal immigration,Yes,Has strong moral character,,,,,,,Strongly support,In the last few days,,Definitely vote for the Republican nominee,,Married men,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Has strong moral character,,,Angry,,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,45432.0
235269.0,Ohio,50.0,Call 2,Complete,Election day exit poll,0.621394515037537,Rick Santorum,Male,White,50-59,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,Santorum,Working in business,,No,I like my candidate but with reservations,About right,Too conservative,About right,About right,,,,Protestant,,,,,Somewhat,Strongly support,,Santorum,,,,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,Yes,All others,No,White Protestant non-evangelical,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Suburb,60s Suburbs,Urban Perimeter,Upscale,45215.0
235256.0,Ohio,67.0,Call 2,Complete,Election day exit poll,1.08054530620575,Rick Santorum,Female,White,50-59,Very conservative,Independent,"$30,000-$49,999",High school or less,Illegal in all cases,,,One of several important factors,Yes,,,,,,The economy,,Has strong moral character,,,,,,,Strongly support,Earlier this year,,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Has strong moral character,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,43310.0
235227.0,Ohio,35.0,Call 2,Complete,Election day exit poll,1.04059398174286,Rick Santorum,Male,White,65 or over,Somewhat conservative,Independent,"$30,000-$49,999",High school or less,,Omit,Working in government,,No,I like my candidate but with reservations,About right,Not conservative enough,Not conservative enough,About right,,,,Catholic,,,,,A great deal,Strongly support,,Omit,,,,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,Yes,All others,No,All others,,,,,,,,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale,43119.0
235481.0,Ohio,41.0,Call 2,Complete,Election day exit poll,0.778551936149597,Rick Santorum,Male,White,40-44,Somewhat conservative,Republican,"$200,000 or more",Postgraduate study,,Romney,Working in business,,No,I like my candidate but with reservations,About right,About right,Not conservative enough,About right,,,,None,,,,,Not at all,Strongly support,,Santorum,,,,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not born again,,,None,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43085.0
235453.0,Ohio,16.0,Call 2,Complete,Election day exit poll,0.77008581161499,Rick Santorum,Male,White,65 or over,,Republican,"$30,000-$49,999",Some college/assoc. degree,,,,,Yes,,,,,,The economy,,Is a true conservative,,Satisfied,Dissatisfied,Satisfied,Satisfied,,Strongly support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,All others,Is a true conservative,More positive this year,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44147.0
235441.0,Ohio,54.0,Call 2,Complete,Election day exit poll,1.0554826259613,Rick Santorum,Female,White,65 or over,,Independent,"Under $30,000",High school or less,,,,,Yes,,,,,,Omit,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Strongly support,,,,No,,65+,60+,45+,60+,65+,Independent/Something else,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,More negative this year,Very worried,,Very conservative,Moderate,Worried,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale,45051.0
235372.0,Ohio,54.0,Call 2,Complete,Election day exit poll,0.937768042087555,Rick Santorum,Female,White,50-59,,Republican,"$50,000-$99,999",High school or less,,,,,No,,,,,,Abortion,,Has strong moral character,,Satisfied,Satisfied,Dissatisfied,Satisfied,,Strongly support,,,,No,,45-65,30-59,45+,45-59,50-64,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,All others,Has strong moral character,About the same,Somewhat worried,,Somewhat conservative,Very conservative,Worried,,Conservative,Somewhat conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale,45051.0
