ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,GARPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEST12,VOTENOV12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,GINGTIESGA,GOVTANGR,GINGTIESGA2,GOVTANG2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
231568.0, Georgia,13.0,Call 1,Complete,Election day exit poll,0.381250649690628,Ron Paul,Male,Black,40-44,40-44,Moderate,Independent,"$50,000-$99,999",High school or less,Illegal in all cases,,,One of several important factors,No,,,,,,The economy,No,Has strong moral character,,,Neutral,In the last few weeks,Only vote for the Republican nominee if your candidate wins,Non married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,,A factor,Important,,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,,Has strong moral character,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,31406.0
231567.0, Georgia,13.0,Call 1,Complete,Election day exit poll,0.381250649690628,Ron Paul,Male,Black,40-44,40-44,Moderate,Independent,"$50,000-$99,999",High school or less,Illegal in all cases,,,One of several important factors,No,,,,,,The economy,No,Has strong moral character,,,Neutral,In the last few weeks,Only vote for the Republican nominee if your candidate wins,Non married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,,A factor,Important,,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,,Has strong moral character,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,31406.0
231470.0, Georgia,121.0,Call 1,Complete,Election day exit poll,0.791340112686157,Ron Paul,Male,White,30-39,30-39,Somewhat conservative,Something else,"$50,000-$99,999",College graduate,Illegal in all cases,,,A minor factor,Yes,,,,,,Federal budget deficit,Yes,Is a true conservative,,,Somewhat support,Before that,Definitely vote for the Republican nominee,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,,Is a true conservative,,Angry,,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,31792.0
231444.0, Georgia,121.0,Call 1,Complete,Election day exit poll,0.823344647884369,Ron Paul,Male,White,25-29,25-29,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Is a true conservative,,,Somewhat support,In the last few weeks,Probably vote for the Republican nominee,Married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Is a true conservative,,Angry,,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,31792.0
231413.0, Georgia,13.0,Call 1,Complete,Election day exit poll,0.381250649690628,Ron Paul,Female,Black,45-49,45-49,Somewhat liberal,Something else,"Under $30,000",College graduate,Illegal in all cases,,,The most important factor,Yes,,,,,,The economy,Yes,Has the right experience,,,Strongly oppose,Before that,Only vote for the Republican nominee if your candidate wins,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,No,All others,,,Has the right experience,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,31406.0
231314.0, Georgia,112.0,Call 1,Complete,Election day exit poll,0.864386856555939,Ron Paul,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,,,A minor factor,No,,,,,,Federal budget deficit,Yes,Has the right experience,,,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,Has the right experience,,Angry,,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,31907.0
231300.0, Georgia,112.0,Call 1,Complete,Election day exit poll,0.864386856555939,Ron Paul,Male,White,30-39,30-39,Somewhat conservative,Something else,"Under $30,000",Some college/assoc. degree,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,No,Can defeat Barack Obama,,,Somewhat support,In the last few days,Definitely vote for the Republican nominee,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,31907.0
231040.0, Georgia,13.0,Call 1,Complete,Election day exit poll,0.381250649690628,Ron Paul,Female,Black,40-44,40-44,Very liberal,Republican,"$30,000-$49,999",College graduate,Illegal in all cases,,,A minor factor,No,,,,,,Abortion,No,Can defeat Barack Obama,,,Strongly support,In the last few weeks,Probably vote for the Republican nominee,Non married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,Can defeat Barack Obama,,"Satisfied, but not enthusiastic",,"Enthusiastic or satisfied, but not enthusiastic",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,31406.0
230884.0, Georgia,13.0,Call 1,Complete,Election day exit poll,0.372680217027664,Ron Paul,Female,White,40-44,40-44,Very liberal,Independent,"$30,000-$49,999",Some college/assoc. degree,Illegal in all cases,,,One of several important factors,No,,,,,,The economy,No,Has strong moral character,,,Strongly support,In the last few days,Probably vote for the Republican nominee,Non married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,Yes,All others,,,Has strong moral character,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,31406.0
234621.0, Georgia,92.0,Call 2,Complete,Election day exit poll,0.64919102191925,Ron Paul,Male,White,25-29,25-29,Moderate,Independent,"$50,000-$99,999",College graduate,Omit,,,A minor factor,,,,,,,Omit,No,Omit,,,Somewhat oppose,Earlier this year,Probably vote for the Republican nominee,Non married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Omit,,A factor,Not important,,,Oppose,,Earlier than that,Since January 1st,No,,,,Omit,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30043.0
234521.0, Georgia,53.0,Call 2,Complete,Election day exit poll,0.988685488700867,Ron Paul,Male,White,25-29,25-29,,Independent,,Postgraduate study,Omit,,,One of several important factors,,,,,,,The economy,Yes,Is a true conservative,,,Omit,Before that,Probably vote for the Republican nominee,Married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,,,,,,,College graduate,More than High school graduate,Omit,,A factor,Important,,,Omit,,Earlier than that,Before January 1st,No,,,,Is a true conservative,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,30635.0
232194.0, Georgia,117.0,Call 1,Complete,Election day exit poll,0.295240193605423,Ron Paul,Male,White,30-39,30-39,Somewhat conservative,Something else,"$50,000-$99,999",Postgraduate study,Omit,,,Not a factor at all,No,,,,,,Federal budget deficit,No,Has strong moral character,,,Neutral,Before that,Only vote for the Republican nominee if your candidate wins,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Omit,,Not a factor,Not important,,,Neutral,Neither,Earlier than that,Before January 1st,No,All others,,,Has strong moral character,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,30907.0
231548.0, Georgia,13.0,Call 1,Complete,Election day exit poll,0.381250649690628,Ron Paul,Female,Black,50-59,50-59,,,,Some college/assoc. degree,Omit,,,The most important factor,,,,,,,Illegal immigration,No,Omit,,,Omit,In the last few weeks,Omit,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,No college degree,More than High school graduate,Omit,,A factor,Important,,,Omit,,Earlier than that,Since January 1st,No,All others,,,Omit,,Angry,,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,31406.0
234813.0, Georgia,56.0,Call 2,Complete,Election day exit poll,1.93091642856598,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Independent,"$100,000-$199,999",Postgraduate study,,Romney,Working in business,,Yes,I strongly favor my candidate,About right,Omit,About right,Too conservative,,,,Protestant,Somewhat,Strongly support,,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Not at all,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30214.0
234812.0, Georgia,56.0,Call 2,Complete,Election day exit poll,1.93091642856598,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Independent,"$100,000-$199,999",Postgraduate study,,Romney,Working in business,,Yes,I strongly favor my candidate,About right,Omit,About right,Too conservative,,,,Protestant,Somewhat,Strongly support,,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Not at all,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30214.0
234767.0, Georgia,108.0,Call 2,Complete,Election day exit poll,0.764406502246857,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,,Romney,Working in business,,Yes,I like my candidate but with reservations,About right,Too conservative,About right,About right,,,,Protestant,Not much,Somewhat support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Not much,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31763.0
234706.0, Georgia,108.0,Call 2,Complete,Election day exit poll,0.764406502246857,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",College graduate,,Romney,Working in business,,,I strongly favor my candidate,Not conservative enough,Too conservative,About right,Omit,,,,Protestant,Not at all,Omit,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Omit,,,,No,,,,,Not at all,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31763.0
234664.0, Georgia,108.0,Call 2,Complete,Election day exit poll,0.820443451404572,Mitt Romney,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",High school or less,,Romney,Working in business,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,Too conservative,,,,Other christian,Somewhat,Somewhat support,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Not much,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31763.0
234636.0, Georgia,56.0,Call 2,Complete,Election day exit poll,1.93091642856598,Mitt Romney,Male,White,60-64,60-64,Moderate,Republican,"$50,000-$99,999",College graduate,,Romney,Working in business,,No,I like my candidate but with reservations,About right,Too conservative,About right,Too conservative,,,,Catholic,Somewhat,Somewhat support,,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,,Somewhat,,A great deal or somewhat,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30214.0
234627.0, Georgia,108.0,Call 2,Complete,Election day exit poll,0.820443451404572,Mitt Romney,Male,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,Romney,Working in business,,No,I strongly favor my candidate,About right,Too conservative,About right,About right,,,,Mormon,Not much,Somewhat support,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,,A great deal,,A great deal or somewhat,,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31763.0
238669.0, Georgia,74.0,Call 3,Not complete,Election day exit poll,0.839076161384583,Mitt Romney,Male,White,50-59,50-59,,,,Postgraduate study,,Romney,Working in business,,,I strongly favor my candidate,,,,,,,,,Somewhat,,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,College graduate,More than High school graduate,,,,,,A great deal or somewhat,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30022.0
238668.0, Georgia,74.0,Call 3,Not complete,Election day exit poll,0.839076161384583,Mitt Romney,Male,White,50-59,50-59,,,,Postgraduate study,,Romney,Working in business,,,I strongly favor my candidate,,,,,,,,,Somewhat,,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,College graduate,More than High school graduate,,,,,,A great deal or somewhat,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30022.0
234581.0, Georgia,103.0,Call 2,Complete,Election day exit poll,1.37527084350586,Mitt Romney,Female,White,30-39,30-39,Very conservative,Republican,"$200,000 or more",College graduate,,Romney,Working in business,,Yes,I strongly favor my candidate,About right,Omit,About right,About right,,,,Other,Somewhat,Strongly support,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Something else,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,No,All others,,A great deal,,A great deal or somewhat,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,30252.0
234580.0, Georgia,66.0,Call 2,Complete,Election day exit poll,0.710781872272491,Mitt Romney,Male,White,25-29,25-29,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,,Romney,Working in business,,No,I like my candidate but with reservations,About right,Not conservative enough,About right,Not conservative enough,,,,Other christian,Not much,Neutral,,,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Neither,,,No,All others,No,White Protestant non-evangelical,,Somewhat,,A great deal or somewhat,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,30305.0
234563.0, Georgia,66.0,Call 2,Complete,Election day exit poll,0.683152794837952,Mitt Romney,Male,White,30-39,30-39,Very conservative,Something else,,College graduate,,Romney,Working in business,,No,I strongly favor my candidate,About right,About right,About right,About right,,,,,Not much,Strongly support,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,,Not born again,,,,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,,,,Not much,,Not much or not at all,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,30305.0
234557.0, Georgia,117.0,Call 2,Complete,Election day exit poll,0.778199851512909,Mitt Romney,Female,White,60-64,60-64,Very conservative,Republican,"$30,000-$49,999",College graduate,,Romney,Working in business,,Yes,I like my candidate but with reservations,Not conservative enough,Too conservative,Not conservative enough,Not conservative enough,,,,Protestant,A great deal,Strongly support,,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Not much,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,30907.0
234551.0, Georgia,103.0,Call 2,Complete,Election day exit poll,1.38794660568237,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,,Romney,Working in government,,Yes,I like my candidate but with reservations,Omit,Omit,Omit,Omit,,,,Protestant,Somewhat,Omit,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Omit,,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Omit,,Omit,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,30252.0
238586.0, Georgia,74.0,Call 3,Complete,Election day exit poll,0.831413090229034,Mitt Romney,Female,White,50-59,50-59,Moderate,Independent,,Postgraduate study,,Romney,Working in business,,No,I strongly favor my candidate,Too conservative,Too conservative,About right,Too conservative,,,,Catholic,A great deal,Neutral,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,,,,College graduate,More than High school graduate,,Not born again,,,Catholic,A great deal or somewhat,Neutral,Neither,,,No,All others,No,All others,,Not at all,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30022.0
234534.0, Georgia,66.0,Call 2,Complete,Election day exit poll,0.636492908000946,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,,Romney,Working in business,,Yes,I strongly favor my candidate,About right,Too conservative,About right,Too conservative,,,,Protestant,Not much,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Not much,,Not much or not at all,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,30305.0
234526.0, Georgia,100.0,Call 2,Complete,Election day exit poll,1.93476545810699,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,Romney,Working in business,,No,I like my candidate but with reservations,About right,Too conservative,Not conservative enough,Too conservative,,,,Catholic,Not much,Somewhat support,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Catholic,Not much or not at all,Support,Tea Party supporter and not born-again,,,Yes,All others,No,All others,,Not much,,Not much or not at all,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,30554.0
234523.0, Georgia,66.0,Call 2,Complete,Election day exit poll,0.636492908000946,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,,Romney,Working in business,,No,I strongly favor my candidate,About right,Too conservative,About right,Too conservative,,,,,Not at all,Neutral,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Not born again,,,,Not much or not at all,Neutral,Neither,,,No,All others,,,,Not at all,,Not much or not at all,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,30305.0
234506.0, Georgia,66.0,Call 2,Complete,Election day exit poll,0.676913738250732,Mitt Romney,Female,White,40-44,40-44,Moderate,Republican,"$50,000-$99,999",College graduate,,Romney,Working in business,,No,I like my candidate but with reservations,About right,Not conservative enough,About right,Too conservative,,,,Other christian,Not much,Neutral,,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Neither,,,No,All others,No,White Protestant non-evangelical,,Not at all,,Not much or not at all,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,30305.0
