ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,FLRPRS12,SEX,QRACEAI,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,CUBAN3,ABORTION,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,GINGCONSRV,ROMNCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATGING,SATROMN,SATSANT,TEAPARTY,TIMESC12,UNDERREP12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,CANDSOK,FORECLOSE12,GINGPERSON,GETAHEAD,IMMPRIME,RECDEBATES12R,ROMNPERSON,UNFAIRREP12FL,QRACE3,RACE,RECDEBFACT,RECDEBIMP,SPANISHQ,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
106978.0,Florida,110.0,Call 1,Complete,Election day exit poll,1.01222312450409,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",College graduate,No,Illegal in most cases,,,,About right,Not conservative enough,The economy,,Has the right experience,Catholic,,,,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,,Catholic,Support,,,,No,,No,,Has the right experience,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
106979.0,Florida,27.0,Call 1,Complete,Election day exit poll,0.701516628265381,Mitt Romney,Female,Hispanic/Latino,50-59,50-59,Somewhat liberal,Republican,"$100,000-$199,999",College graduate,"Yes, Cuban",,Romney,,No,,,,Yes,Has strong moral character,,Dissatisfied,Satisfied,Satisfied,Somewhat oppose,,Omit,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Oppose,Neither,,,No,All others,,,Has strong moral character,,A minor problem,,,,Not a factor at all,,,Other,Hispanic/Latino,Not a factor,Not important,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
106980.0,Florida,87.0,Call 1,Complete,Election day exit poll,1.01059532165527,Mitt Romney,Male,White,30-39,30-39,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,No,,,Not a factor at all,Yes,,,The economy,,,,,,,Strongly support,Before that,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,,,Generally unfavorable,,Deported to the country they came from,,Generally favorable,Paul,White,White,,,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Downscale
106981.0,Florida,41.0,Call 1,Complete,Election day exit poll,0.539660930633545,Rick Santorum,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Postgraduate study,No,,Romney,,Yes,,,,No,Can defeat Barack Obama,,Satisfied,Satisfied,Satisfied,Strongly support,,Santorum,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,Not a problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 3,Suburb,,High-Growth Suburban Perimeter,Upscale
106982.0,Florida,53.0,Call 1,Complete,Election day exit poll,0.61567747592926,Rick Santorum,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",College graduate,No,,Santorum,,Yes,,,,Yes,Is a true conservative,,Satisfied,Dissatisfied,Satisfied,Strongly support,,Santorum,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Is a true conservative,,A minor problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
106983.0,Florida,110.0,Call 1,Not complete,Election day exit poll,1.13436448574066,Mitt Romney,Male,White,60-64,60-64,,,,College graduate,No,,,,,About right,About right,,,,,,,,,,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,College graduate,More than High school graduate,,,,,,,,,,,,,,,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
106984.0,Florida,8.0,Call 1,Complete,Election day exit poll,0.480725854635239,Mitt Romney,Male,,65 or over,65 or over,Very conservative,Something else,"$50,000-$99,999",Postgraduate study,No,,Romney,,No,,,,Yes,Can defeat Barack Obama,,Satisfied,Satisfied,Satisfied,Somewhat support,,Romney,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,,,,All others,,,Can defeat Barack Obama,,A major problem,,,,Not a factor at all,,,,,Not a factor,Not important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 3,Suburb,Urban,Urban Core,Upscale
106985.0,Florida,72.0,Call 1,Complete,Election day exit poll,0.811234354972839,Newt Gingrich,Male,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,Gingrich,,Yes,,,,Yes,Is a true conservative,,Satisfied,Satisfied,Satisfied,Strongly support,,Gingrich,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Is a true conservative,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale
106986.0,Florida,21.0,Call 1,Complete,Election day exit poll,1.57862114906311,Mitt Romney,Male,Hispanic/Latino,45-49,45-49,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,"Yes, Cuban",Illegal in most cases,,,,About right,About right,The economy,,Can defeat Barack Obama,Catholic,,,,Strongly support,,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,,Catholic,Support,,,,No,All others,No,,Can defeat Barack Obama,I'd like to see someone else run for the nomination,,,Getting ahead financially,,,,,Other,Hispanic/Latino,,,Spanish,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale
106987.0,Florida,106.0,Call 1,Complete,Election day exit poll,1.28862762451172,Rick Santorum,Male,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,,One of several important factors,No,,,The economy,,,,,,,Somewhat support,Just today,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,A factor,Important,,Support,Tea Party supporter and not born-again,Last few days,In the last month,No,All others,,,,,,Generally unfavorable,,Allowed to stay as temporary workers,,Generally favorable,Gingrich,White,White,,,English,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
106988.0,Florida,16.0,Call 1,Complete,Election day exit poll,0.545486152172089,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Republican,"$200,000 or more",Some college/assoc. degree,No,Illegal in most cases,,,Yes,About right,Not conservative enough,The economy,,Can defeat Barack Obama,Other christian,,,,Strongly support,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,,,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,I'd like to see someone else run for the nomination,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,Version 2,High Density Urban,Rural,Rural,Very upscale
106989.0,Florida,113.0,Call 1,Complete,Election day exit poll,0.582443535327911,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",,No,Illegal in most cases,,,No,Too conservative,About right,Federal budget deficit,,Can defeat Barack Obama,Other christian,,,,Neutral,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,,,Illegal,,,Protestant/Other Non-Catholic Christian,Neutral,Neither,,,,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
106990.0,Florida,101.0,Call 1,Complete,Election day exit poll,0.609018504619598,Rick Santorum,Female,Black,40-44,40-44,Very conservative,Republican,"$30,000-$49,999",College graduate,No,Illegal in all cases,,,Yes,Not conservative enough,Not conservative enough,The economy,,Has strong moral character,Other christian,,,,Neutral,,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,,Protestant/Other Non-Catholic Christian,Neutral,Born-again but not Tea Party supporter,,,No,All others,No,All others,Has strong moral character,I'm satisfied with the Republican candidates,,,Falling behind financially,,,,,Black,Black,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,Suburb,Urban,Urban Core,Downscale
106991.0,Florida,27.0,Call 1,Complete,Election day exit poll,0.678070962429047,Mitt Romney,Female,White,60-64,60-64,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,,Not a factor at all,No,,,The economy,,,,,,,Neutral,In the last few days,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,Neutral,Neither,Last few days,In the last month,No,All others,,,,,,Generally favorable,,Allowed to stay as temporary workers,,Generally favorable,Romney,White,White,,,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
106992.0,Florida,87.0,Call 1,Not complete,Election day exit poll,0.976819753646851,Mitt Romney,Male,White,65 or over,65 or over,,,,College graduate,No,,,The most important factor,,,,,,,,,,,,In the last few days,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,,A factor,Important,,,,Last few days,In the last month,,,,,,,,,,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Downscale
106993.0,Florida,72.0,Call 1,Not complete,Election day exit poll,0.947988271713257,Mitt Romney,Female,White,45-49,45-49,,,,College graduate,No,,,Not a factor at all,,,,,,,,,,,,Just today,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,,,,,,,,College graduate,More than High school graduate,,Not a factor,Not important,,,,Last few days,In the last month,,,,,,,,,,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
106994.0,Florida,41.0,Call 1,Complete,Election day exit poll,0.533605456352234,Rick Santorum,,White,,,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,No,,Gingrich,,Yes,,,,Yes,Has strong moral character,,Satisfied,Dissatisfied,Satisfied,Somewhat support,,Santorum,,,,,,,,,,,,,,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Has strong moral character,,A major problem,,,,A minor factor,,,White,White,A factor,Not important,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 3,Suburb,,High-Growth Suburban Perimeter,Upscale
106995.0,Florida,8.0,Call 1,Complete,Election day exit poll,0.545569181442261,Mitt Romney,Female,White,45-49,45-49,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,Romney,,Yes,,,,Yes,Has strong moral character,,Satisfied,Satisfied,Dissatisfied,Somewhat support,,Omit,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Has strong moral character,,A minor problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 3,Suburb,Urban,Urban Core,Upscale
106996.0,Florida,21.0,Call 1,Complete,Election day exit poll,1.19746613502502,Newt Gingrich,Female,White,65 or over,65 or over,,Republican,,College graduate,"Yes, Cuban",Omit,,,Yes,About right,Omit,The economy,,Omit,Catholic,,,,Omit,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,,,,,,,College graduate,More than High school graduate,Omit,,,Catholic,Omit,,,,,All others,No,All others,Omit,I'm satisfied with the Republican candidates,,,Omit,,,,,Other,Hispanic/Latino,,,Spanish,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale
106997.0,Florida,106.0,Call 1,Complete,Election day exit poll,1.28862762451172,Rick Santorum,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,Romney,,No,,,,Yes,Can defeat Barack Obama,,Satisfied,Satisfied,Satisfied,Somewhat support,,Santorum,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Can defeat Barack Obama,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,4.0,South,Version 3,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
106998.0,Florida,110.0,Call 1,Complete,Election day exit poll,1.02021968364716,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",College graduate,No,Illegal in most cases,,,No,About right,Not conservative enough,The economy,,Has the right experience,Protestant,,,,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,Has the right experience,I'm satisfied with the Republican candidates,,,Falling behind financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
106999.0,Florida,113.0,Call 1,Complete,Election day exit poll,0.523835420608521,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,,One of several important factors,Yes,,,Federal budget deficit,,,,,,,Somewhat support,Before that,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Important,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,,,,,,Generally favorable,,Offered a chance to apply for citizenship,,Generally favorable,Paul,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
107000.0,Florida,72.0,Call 1,Not complete,Election day exit poll,0.909123122692108,Mitt Romney,Male,White,65 or over,65 or over,,,,College graduate,No,,,,,,,,Yes,,,,,,,,Paul,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,,,,,,,,,,,,,,,,,,,Not a factor at all,,,White,White,Not a factor,Not important,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale
107001.0,Florida,16.0,Call 1,Complete,Election day exit poll,0.523122608661652,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,No,Illegal in most cases,,,No,Too conservative,About right,The economy,,Can defeat Barack Obama,Catholic,,,,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,,Catholic,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,Can defeat Barack Obama,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,Version 2,High Density Urban,Rural,Rural,Very upscale
107002.0,Florida,53.0,Call 1,Complete,Election day exit poll,0.464491814374924,Ron Paul,Male,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,Paul,,No,,,,Yes,Is a true conservative,,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,,Paul,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Neutral,Neither,,,No,All others,,,Is a true conservative,,A minor problem,,,,Not a factor at all,,,White,White,Not a factor,Not important,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
107003.0,Florida,87.0,Call 1,Complete,Election day exit poll,0.976819753646851,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,No,Illegal in most cases,,,Yes,About right,Not conservative enough,Federal budget deficit,,Can defeat Barack Obama,Protestant,,,,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Downscale
107004.0,Florida,27.0,Call 1,Complete,Election day exit poll,0.696018159389496,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,No,,Romney,,Yes,,,,Yes,Has strong moral character,,Dissatisfied,Satisfied,Satisfied,Strongly support,,Romney,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Has strong moral character,,A major problem,,,,Omit,,,White,White,Omit,Omit,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
107005.0,Florida,41.0,Call 1,Complete,Election day exit poll,0.553944647312164,Rick Santorum,Male,White,30-39,30-39,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,No,Illegal in most cases,,,Yes,Not conservative enough,Not conservative enough,The economy,,Is a true conservative,Catholic,,,,Somewhat support,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,,Catholic,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,No,All others,Is a true conservative,I'd like to see someone else run for the nomination,,,Falling behind financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Suburb,,High-Growth Suburban Perimeter,Upscale
107006.0,Florida,8.0,Call 1,Complete,Election day exit poll,0.483009904623032,Newt Gingrich,Male,White,45-49,45-49,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,No,,Gingrich,,Yes,,,,No,Has the right experience,,Satisfied,Satisfied,Satisfied,Strongly support,,Gingrich,Non married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,Has the right experience,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 3,Suburb,Urban,Urban Core,Upscale
107007.0,Florida,106.0,Call 1,Complete,Election day exit poll,1.33318448066711,Rick Santorum,Male,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,No,,Santorum,,Yes,,,,Yes,Can defeat Barack Obama,,Dissatisfied,Satisfied,Satisfied,Strongly support,,Santorum,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,4.0,South,Version 3,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
107008.0,Florida,106.0,Call 1,Complete,Election day exit poll,1.33318448066711,Rick Santorum,Male,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,No,,Santorum,,Yes,,,,Yes,Can defeat Barack Obama,,Dissatisfied,Satisfied,Satisfied,Strongly support,,Santorum,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,4.0,South,Version 3,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
107009.0,Florida,21.0,Call 1,Complete,Election day exit poll,1.53791546821594,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,"Yes, Cuban",Illegal in all cases,,,Yes,Omit,Omit,Illegal immigration,,Omit,Catholic,,,,Omit,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,,Catholic,Omit,,,,No,All others,No,All others,Omit,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,Other,Hispanic/Latino,,,Spanish,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale
107010.0,Florida,101.0,Call 1,Complete,Election day exit poll,0.820348560810089,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,Gingrich,,No,,,,Yes,Can defeat Barack Obama,,Satisfied,Dissatisfied,Satisfied,Strongly support,,Santorum,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,,,Yes,All others,,,Can defeat Barack Obama,,A major problem,,,,A minor factor,,,White,White,A factor,Not important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 3,Suburb,Urban,Urban Core,Downscale
107011.0,Florida,72.0,Call 1,Complete,Election day exit poll,0.913605272769928,Rick Santorum,Male,White,40-44,40-44,Moderate,Republican,"$100,000-$199,999",College graduate,No,,Santorum,,Yes,,,,Yes,Has strong moral character,,Satisfied,Dissatisfied,Satisfied,Somewhat support,,Santorum,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Has strong moral character,,A minor problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale
107012.0,Florida,113.0,Call 1,Complete,Election day exit poll,0.519729614257813,Newt Gingrich,Male,White,60-64,60-64,Very conservative,Republican,"$200,000 or more",Postgraduate study,No,,Gingrich,,No,,,,Yes,Can defeat Barack Obama,,Satisfied,Satisfied,Dissatisfied,Somewhat support,,Gingrich,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Can defeat Barack Obama,,A major problem,,,,The most important factor,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 3,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
