ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,MIRPRS12,SEX,QRACEAI,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,LATINO,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEAZ12,VOTENOV12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,AUTOREP12,CAMPREP12,LAIDOFF3,UNION4,RACE,UNIONHH,UNIONMEM,UNIONVOT,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
148979.0, Michigan,67.0,Call 1,Complete,Election day exit poll,1.02139925956726,Rick Santorum,Male,White,50-59,50-59,Moderate,Democrat,"Under $30,000",Some college/assoc. degree,No,,,,One of several important factors,Yes,,Abortion,,Has strong moral character,,,Neutral,Earlier this month,Only vote for the Republican nominee if your candidate wins,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,Yes,White Born-again/Evangelical Christians,,,,Has strong moral character,,More negative this year,Yes,,White,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,49431.0
148972.0, Michigan,58.0,Call 1,Complete,Election day exit poll,0.688574016094208,Rick Santorum,Male,,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,,,One of several important factors,No,,The economy,,Can defeat Barack Obama,,,Strongly oppose,Before that,Definitely vote for the Republican nominee,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Oppose,Neither,Earlier than that,Earlier than that,,All others,,,,Can defeat Barack Obama,,About the same,Yes,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,48066.0
148971.0, Michigan,8.0,Call 1,Complete,Election day exit poll,0.90957111120224,Rick Santorum,Female,White,50-59,50-59,Very conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,No,,,,Not a factor at all,Yes,,Abortion,,Is a true conservative,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,More negative this year,No,,White,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,49036.0
148970.0, Michigan,75.0,Call 1,Complete,Election day exit poll,0.676511228084564,Rick Santorum,Male,White,50-59,50-59,Moderate,Republican,"Under $30,000",High school or less,No,Illegal in most cases,Santorum,Working in government,,Yes,I like my candidate but with reservations,,No,,Protestant,Not much,Neutral,,,No,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Disapprove,,,"Yes, I do",White,Yes,I am,Yes,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,49746.0
148969.0, Michigan,67.0,Call 1,Complete,Election day exit poll,1.11701846122742,Rick Santorum,Female,White,60-64,60-64,Moderate,Republican,"$50,000-$99,999",High school or less,No,Illegal in most cases,Romney,Working in business,,Yes,I like my candidate but with reservations,,Yes,,Other christian,Somewhat,Neutral,,,No,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Disapprove,,,"Yes, someone else does",White,Yes,Someone else in household is,No,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale,49431.0
148964.0, Michigan,42.0,Call 1,Complete,Election day exit poll,0.798768997192383,Rick Santorum,Male,White,50-59,50-59,Somewhat conservative,Republican,"Under $30,000",College graduate,No,,,,A minor factor,No,,Abortion,,Has strong moral character,,,Somewhat support,Earlier this month,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,,,,Has strong moral character,,More negative this year,No,,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,49504.0
148959.0, Michigan,51.0,Call 1,Complete,Election day exit poll,1.70448267459869,Rick Santorum,Male,White,50-59,50-59,Moderate,Republican,"$100,000-$199,999",Some college/assoc. degree,No,Illegal in most cases,Gingrich,Working in government,,No,I like my candidate but with reservations,,Yes,,Catholic,A great deal,Neutral,,,Yes,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Not born again,,,Catholic,A great deal or somewhat,Neutral,Neither,,,No,All others,No,All others,All others,,Approve,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48116.0
148957.0, Michigan,8.0,Call 1,Complete,Election day exit poll,0.970902323722839,Rick Santorum,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,No,Legal in most cases,Romney,Working in business,,No,I like my candidate but with reservations,,Yes,,Protestant,Not at all,Somewhat support,,,No,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,Disapprove,,,No one does,White,No,No,No,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale,49036.0
148955.0, Michigan,109.0,Call 1,Complete,Election day exit poll,0.817254900932312,Rick Santorum,Male,White,40-44,40-44,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,,,Not a factor at all,No,,Federal budget deficit,,Is a true conservative,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,Yes,All others,,,,Is a true conservative,,About the same,No,,White,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48176.0
148948.0, Michigan,75.0,Call 1,Complete,Election day exit poll,0.547747552394867,Rick Santorum,Male,Black,50-59,50-59,Moderate,Democrat,"$50,000-$99,999",Some college/assoc. degree,No,,,,A minor factor,Yes,,The economy,,Has strong moral character,,,Somewhat oppose,Earlier this month,Only vote for the Republican nominee if your candidate wins,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Not important,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,All others,,,,Has strong moral character,,More negative this year,Yes,,Black,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,49746.0
148946.0, Michigan,109.0,Call 1,Complete,Election day exit poll,0.882997334003448,Rick Santorum,Male,White,65 or over,65 or over,Very conservative,Republican,,Some college/assoc. degree,No,,,,A minor factor,Yes,,The economy,,Is a true conservative,,,Strongly support,In January,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,,White Born-again/Evangelical Christians,,,,Is a true conservative,,About the same,No,,White,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48176.0
148942.0, Michigan,109.0,Call 1,Complete,Election day exit poll,0.827219009399414,Rick Santorum,Female,White,45-49,45-49,Very conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,No,,,,One of several important factors,Yes,,Abortion,,Has strong moral character,,,Neutral,Before that,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Has strong moral character,,About the same,Yes,,White,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48176.0
148937.0, Michigan,75.0,Call 1,Complete,Election day exit poll,0.684759318828583,Rick Santorum,Female,White,50-59,50-59,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,No,,,,One of several important factors,Yes,,Abortion,,Has strong moral character,,,Somewhat support,In the last few days,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,,,,Has strong moral character,,About the same,Yes,,White,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,49746.0
148934.0, Michigan,75.0,Call 1,Complete,Election day exit poll,0.730931758880615,Rick Santorum,Male,White,60-64,60-64,Moderate,Independent,"$50,000-$99,999",High school or less,No,,,,One of several important factors,No,,Omit,,Has strong moral character,,,Neutral,In the last few days,Only vote for the Republican nominee if your candidate wins,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,,Neutral,Neither,Last few days,In the last month,No,All others,,,,Has strong moral character,,More negative this year,Yes,,White,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,49746.0
149996.0, Michigan,19.0,Call 1,Complete,Election day exit poll,0.739843368530273,Rick Santorum,Female,White,60-64,60-64,Very conservative,Republican,"$30,000-$49,999",High school or less,No,,,,Not a factor at all,Yes,,Abortion,,Is a true conservative,,,Somewhat support,Before that,Definitely vote for the Republican nominee,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,,,,Is a true conservative,,About the same,No,,White,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,49938.0
149995.0, Michigan,19.0,Call 1,Complete,Election day exit poll,0.739843368530273,Rick Santorum,Female,White,60-64,60-64,Very conservative,Republican,"$30,000-$49,999",High school or less,No,,,,Not a factor at all,Yes,,Abortion,,Is a true conservative,,,Somewhat support,Before that,Definitely vote for the Republican nominee,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,,,,Is a true conservative,,About the same,No,,White,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,49938.0
149982.0, Michigan,19.0,Call 1,Complete,Election day exit poll,0.676511228084564,Rick Santorum,Male,White,50-59,50-59,Very conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,No,,,,A minor factor,No,,The economy,,Has strong moral character,,,Neutral,In January,Probably vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Not important,,,Neutral,Neither,Earlier than that,Earlier than that,No,All others,,,,Has strong moral character,,About the same,No,,White,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,49938.0
149970.0, Michigan,19.0,Call 1,Complete,Election day exit poll,0.739843368530273,Rick Santorum,Female,White,65 or over,65 or over,Moderate,Democrat,"$30,000-$49,999",Postgraduate study,No,,,,One of several important factors,No,,The economy,,Has strong moral character,,,Strongly oppose,In the last few days,Omit,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Oppose,Neither,Last few days,In the last month,No,All others,,,,Has strong moral character,,More negative this year,No,,White,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,49938.0
149962.0, Michigan,19.0,Call 1,Complete,Election day exit poll,0.676511228084564,Rick Santorum,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,No,,,,A minor factor,No,,The economy,,Can defeat Barack Obama,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,,,,Can defeat Barack Obama,,About the same,No,,White,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,49938.0
149952.0, Michigan,19.0,Call 1,Complete,Election day exit poll,0.684759318828583,Rick Santorum,Female,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,No,Illegal in most cases,Santorum,Working in business,,No,I like my candidate but with reservations,,Yes,,Catholic,A great deal,Strongly support,,,No,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,Disapprove,,,"Yes, I do",White,Yes,I am,Yes,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,49938.0
149943.0, Michigan,19.0,Call 1,Complete,Election day exit poll,0.730931758880615,Rick Santorum,Male,White,65 or over,65 or over,Very conservative,Republican,,Some college/assoc. degree,No,Illegal in all cases,Romney,Omit,,Yes,I like my candidate but with reservations,,Yes,,Protestant,Not much,Strongly support,,,No,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Disapprove,,,No one does,White,No,No,No,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,49938.0
149923.0, Michigan,19.0,Call 1,Complete,Election day exit poll,0.730931758880615,Rick Santorum,Male,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Illegal in all cases,Santorum,Working in government,,No,I strongly favor my candidate,,Yes,,Catholic,A great deal,Strongly support,,,No,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,Disapprove,,,No one does,White,No,No,No,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,49938.0
149509.0, Michigan,69.0,Call 1,Complete,Election day exit poll,0.341116011142731,Uncommitted,Female,White,65 or over,65 or over,Moderate,Independent,"$30,000-$49,999",College graduate,No,,,,One of several important factors,,,The economy,,Omit,,,Neutral,Just today,Probably vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Neutral,,Last few days,In the last month,No,,,,,Omit,,More negative this year,No,,White,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,Midwest,Version 1,Suburb,Rural,Rural,Very upscale,48642.0
149396.0, Michigan,66.0,Call 1,Complete,Election day exit poll,0.38693755865097,Uncommitted,Female,White,50-59,50-59,Moderate,Independent,"$30,000-$49,999",College graduate,No,Legal in most cases,Omit,Working in government,,Yes,I like my candidate but with reservations,,No,,Other christian,A great deal,Neutral,,,,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,Approve,,,"Yes, I do",White,Yes,I am,Yes,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale,49849.0
149314.0, Michigan,101.0,Call 1,Complete,Election day exit poll,0.762494623661041,Uncommitted,Male,White,65 or over,65 or over,Very liberal,Democrat,"$30,000-$49,999",Some college/assoc. degree,No,Legal in all cases,Gingrich,Working in business,,No,I like my candidate but with reservations,,No,,Protestant,Somewhat,Neutral,,,No,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Neither,,,Yes,All others,No,White Protestant non-evangelical,All others,,Approve,,,"Yes, I do",White,Yes,I am,Yes,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,48427.0
149292.0, Michigan,101.0,Call 1,Complete,Election day exit poll,0.762494623661041,Uncommitted,Female,White,40-44,40-44,Moderate,,,High school or less,No,Legal in most cases,Omit,Working in business,,,Omit,,Yes,,,Somewhat,Somewhat support,,,Yes,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,High school graduate or less,Legal,,,,,A great deal or somewhat,Support,,,,,,,,Working women,,Omit,,,No one does,White,No,No,No,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,48427.0
149261.0, Michigan,42.0,Call 1,Complete,Election day exit poll,0.622084736824036,Uncommitted,Female,White,50-59,50-59,Moderate,Independent,"Under $30,000",Some college/assoc. degree,No,,,,A minor factor,No,,The economy,,Has the right experience,,,Strongly oppose,Just today,Omit,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Not important,,,Oppose,Neither,Last few days,In the last month,Yes,All others,,,,Has the right experience,,About the same,Yes,,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,49504.0
149260.0, Michigan,42.0,Call 1,Complete,Election day exit poll,0.622084736824036,Uncommitted,Female,White,50-59,50-59,Moderate,Independent,"Under $30,000",Some college/assoc. degree,No,,,,A minor factor,No,,The economy,,Has the right experience,,,Strongly oppose,Just today,Omit,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Not important,,,Oppose,Neither,Last few days,In the last month,Yes,All others,,,,Has the right experience,,About the same,Yes,,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,49504.0
149243.0, Michigan,58.0,Call 1,Complete,Election day exit poll,1.30024397373199,Uncommitted,Female,Black,40-44,40-44,Moderate,Democrat,"$30,000-$49,999",Some college/assoc. degree,No,Omit,Romney,Working in government,,Yes,I dislike the other candidates,,Yes,,Other christian,A great deal,Somewhat oppose,,,Yes,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Omit,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,,,No,All others,No,All others,Working women,,Approve,,,No one does,Black,No,No,No,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,48066.0
149217.0, Michigan,46.0,Call 1,Not complete,Election day exit poll,0.811866700649261,Uncommitted,Male,White,50-59,50-59,,,,Some college/assoc. degree,No,,,,Not a factor at all,,,,,,,,,Before that,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,No college degree,More than High school graduate,,,Not a factor,Not important,,,,,Earlier than that,Earlier than that,,,,,,,,,No,,White,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,49326.0
149211.0, Michigan,58.0,Call 1,Complete,Election day exit poll,1.40134143829346,Uncommitted,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Omit,Romney,Working in government,,Yes,I dislike the other candidates,,Yes,,Catholic,Somewhat,Somewhat support,,,No,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Omit,Born again/Think religious values of candidate did not matter a great deal,,,Catholic,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,No,All others,All others,,Approve,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,48066.0
149155.0, Michigan,75.0,Call 1,Complete,Election day exit poll,0.336685925722122,Uncommitted,Male,White,65 or over,65 or over,,Democrat,,High school or less,,Illegal in all cases,Omit,Omit,,Yes,Omit,,Yes,,Other,A great deal,Omit,,,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,,,,,,,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,,,Something else,A great deal or somewhat,Omit,,,,,White Born-again/Evangelical Christians,No,All others,All others,,Disapprove,,,No one does,White,No,No,No,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,49746.0
149020.0, Michigan,75.0,Call 1,Complete,Election day exit poll,0.336685925722122,Uncommitted,Female,White,65 or over,65 or over,Somewhat liberal,Democrat,"Under $30,000",High school or less,No,,,,One of several important factors,Yes,,The economy,,Has the right experience,,,Neutral,Just today,Only vote for the Republican nominee if your candidate wins,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,,,,Has the right experience,,About the same,No,,White,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,49746.0
