ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,AZRPRS12,SEX,QRACEAI,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,LATINO,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEAZ12,VOTENOV12,WORK,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,CAMPREP12,FAVMCCA,GETAHEAD,IMMPRIME,RACE,SPANISHQ,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
149761.0,Arizona,62.0,Call 1,Complete,Election day exit poll,0.241579979658127,Mitt Romney,Male,White,60-64,60-64,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,No,,,,A minor factor,Yes,,The economy,Can defeat Barack Obama,,,Somewhat support,In January,Definitely vote for the Republican nominee,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,About the same,Favorable,,,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
149569.0,Arizona,62.0,Call 1,Complete,Election day exit poll,0.241579979658127,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",College graduate,No,Illegal in most cases,Romney,Working in business,,Yes,I like my candidate but with reservations,,,Mormon,Not much,Strongly support,,,Yes,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,No,White Protestant evangelical,All others,,,,Falling behind financially,Offered a chance to apply for citizenship,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
152349.0,Arizona,62.0,Call 3,Complete,Election day exit poll,0.241579979658127,Mitt Romney,Male,White,60-64,60-64,Very conservative,Independent,"$50,000-$99,999",Postgraduate study,No,,,,A minor factor,No,,Federal budget deficit,Can defeat Barack Obama,,,Strongly support,Just today,Definitely vote for the Republican nominee,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Last few days,In the last month,No,All others,,,,Can defeat Barack Obama,About the same,Unfavorable,,,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
152275.0,Arizona,82.0,Call 3,Complete,Election day exit poll,0.238980919122696,Mitt Romney,Female,,50-59,50-59,Moderate,Republican,,Some college/assoc. degree,No,,,,One of several important factors,No,,The economy,Has the right experience,,,Strongly support,Before that,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,More than High school graduate,,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,,All others,,,,Has the right experience,About the same,Omit,,,,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale
151008.0,Arizona,68.0,Call 2,Complete,Election day exit poll,0.238914713263512,Mitt Romney,Male,,30-39,30-39,Moderate,Republican,"$30,000-$49,999",Postgraduate study,Yes,,,,One of several important factors,No,,The economy,Has strong moral character,,,Strongly oppose,Just today,Probably vote for the Republican nominee,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Oppose,Neither,Last few days,In the last month,No,All others,,,,Has strong moral character,About the same,Unfavorable,,,Hispanic/Latino,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,High Density Urban,Urban,Urban Core,Very upscale
149700.0,Arizona,59.0,Call 1,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$200,000 or more",College graduate,No,,,,A minor factor,,,Federal budget deficit,Can defeat Barack Obama,,,Strongly support,Before that,Definitely vote for the Republican nominee,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,,Support,,Earlier than that,Earlier than that,No,,,,,Can defeat Barack Obama,About the same,Favorable,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149878.0,Arizona,59.0,Call 1,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,,College graduate,No,,,,Omit,No,,The economy,Can defeat Barack Obama,,,Somewhat support,Before that,Definitely vote for the Republican nominee,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,,,,College graduate,More than High school graduate,,,Omit,Omit,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,Can defeat Barack Obama,About the same,Omit,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149801.0,Arizona,59.0,Call 1,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Legal in most cases,Romney,Working in business,,No,I strongly favor my candidate,,,Jewish,Not at all,Neutral,,,No,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Not born again,,,Jewish,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,,,Falling behind financially,Deported to the country they came from,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149845.0,Arizona,59.0,Call 1,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,No,Illegal in most cases,Romney,Working in business,,Yes,I strongly favor my candidate,,,Protestant,Somewhat,Somewhat support,,,Yes,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
151332.0,Arizona,59.0,Call 2,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,60-64,60-64,Very conservative,Republican,"$200,000 or more",College graduate,No,,,,Not a factor at all,No,,The economy,Can defeat Barack Obama,,,Strongly support,Before that,Definitely vote for the Republican nominee,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,Can defeat Barack Obama,About the same,Unfavorable,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
151422.0,Arizona,59.0,Call 2,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,No,Omit,Romney,Working in business,,No,I like my candidate but with reservations,,,Protestant,Not at all,Somewhat support,,,No,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Omit,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,,,Holding steady financially,Offered a chance to apply for citizenship,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
151394.0,Arizona,59.0,Call 2,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,No,Legal in most cases,Romney,Working in business,,No,I like my candidate but with reservations,,,None,Not at all,Somewhat support,,,No,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,,,None,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
151272.0,Arizona,59.0,Call 2,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,60-64,60-64,Moderate,Something else,"$100,000-$199,999",Postgraduate study,No,Legal in all cases,Romney,Working in business,,No,I dislike the other candidates,,,Catholic,Not at all,Somewhat oppose,,,No,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,,,Catholic,Not much or not at all,Oppose,Neither,,,No,All others,No,All others,All others,,,,Falling behind financially,Offered a chance to apply for citizenship,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152360.0,Arizona,59.0,Call 3,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,60-64,60-64,Somewhat conservative,Republican,"$30,000-$49,999",High school or less,No,,,,One of several important factors,No,,The economy,Can defeat Barack Obama,,,Strongly support,Before that,Definitely vote for the Republican nominee,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,Yes,All others,,,,Can defeat Barack Obama,Omit,Favorable,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152166.0,Arizona,59.0,Call 3,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,60-64,60-64,Very conservative,Republican,"$100,000-$199,999",College graduate,No,,,,One of several important factors,No,,Abortion,Can defeat Barack Obama,,,Somewhat support,Earlier this month,Definitely vote for the Republican nominee,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,,,,Can defeat Barack Obama,More positive this year,Unfavorable,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152393.0,Arizona,59.0,Call 3,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,60-64,60-64,Moderate,Republican,"$200,000 or more",Some college/assoc. degree,No,,,,A minor factor,Yes,,The economy,Can defeat Barack Obama,,,Neutral,Just today,Definitely vote for the Republican nominee,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,A factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,About the same,Favorable,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152413.0,Arizona,59.0,Call 3,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,60-64,60-64,Somewhat conservative,Independent,"$200,000 or more",Some college/assoc. degree,No,Illegal in most cases,Romney,Working in business,,No,I strongly favor my candidate,,,Protestant,Not much,Somewhat support,,,Yes,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,Working women,,,,Getting ahead financially,Offered a chance to apply for citizenship,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152412.0,Arizona,59.0,Call 3,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,60-64,60-64,Somewhat conservative,Independent,"$200,000 or more",Some college/assoc. degree,No,Illegal in most cases,Romney,Working in business,,No,I strongly favor my candidate,,,Protestant,Not much,Somewhat support,,,Yes,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,Working women,,,,Getting ahead financially,Offered a chance to apply for citizenship,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152386.0,Arizona,59.0,Call 3,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"$200,000 or more",College graduate,No,Legal in most cases,Romney,Working in business,,No,I strongly favor my candidate,,,Protestant,Not at all,Strongly support,,,No,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,,,Holding steady financially,Offered a chance to apply for citizenship,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152272.0,Arizona,59.0,Call 3,Complete,Election day exit poll,0.238381430506706,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,No,Illegal in most cases,Romney,Working in business,,Yes,I strongly favor my candidate,,,Other christian,Not at all,Neutral,,,No,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Holding steady financially,Allowed to stay as temporary workers,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149817.0,Arizona,59.0,Call 1,Complete,Election day exit poll,0.238315388560295,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Republican,"$200,000 or more",Postgraduate study,No,,,,Not a factor at all,No,,Federal budget deficit,Can defeat Barack Obama,,,Somewhat support,Before that,Definitely vote for the Republican nominee,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,Can defeat Barack Obama,About the same,Unfavorable,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149928.0,Arizona,59.0,Call 1,Complete,Election day exit poll,0.238315388560295,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",College graduate,No,,,,One of several important factors,Yes,,The economy,Can defeat Barack Obama,,,Strongly support,Before that,Definitely vote for the Republican nominee,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,More negative this year,Favorable,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149810.0,Arizona,59.0,Call 1,Complete,Election day exit poll,0.238315388560295,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,No,,,,A minor factor,No,,The economy,Can defeat Barack Obama,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,,,,Can defeat Barack Obama,More negative this year,Unfavorable,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149728.0,Arizona,59.0,Call 1,Complete,Election day exit poll,0.238315388560295,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Omit,Romney,Working in business,,No,I strongly favor my candidate,,,None,Somewhat,Strongly support,,,Yes,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Omit,Not born again,,,None,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,,,Holding steady financially,Allowed to stay as temporary workers,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149713.0,Arizona,59.0,Call 1,Complete,Election day exit poll,0.238315388560295,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Independent,"$50,000-$99,999",College graduate,No,Illegal in most cases,Romney,Working in business,,No,I strongly favor my candidate,,,Other christian,Not at all,Strongly support,,,No,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,,,Holding steady financially,Allowed to stay as temporary workers,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149916.0,Arizona,59.0,Call 1,Complete,Election day exit poll,0.238315388560295,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,,Postgraduate study,No,Illegal in most cases,Romney,Working in business,,,I strongly favor my candidate,,,Protestant,Somewhat,Somewhat support,,,No,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,Illegal,,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,,,,No,,,,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149898.0,Arizona,59.0,Call 1,Complete,Election day exit poll,0.238315388560295,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$200,000 or more",Postgraduate study,No,Illegal in most cases,Romney,Working in government,,No,I strongly favor my candidate,,,Protestant,Not at all,Strongly support,,,Yes,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149834.0,Arizona,59.0,Call 1,Complete,Election day exit poll,0.238315388560295,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Republican,,Some college/assoc. degree,,Omit,Romney,Working in business,,No,I like my candidate but with reservations,,,,Not much,Strongly support,,,Yes,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,Omit,Not born again,,,,Not much or not at all,Support,Tea Party supporter and not born-again,,,,All others,,,All others,,,,Omit,Allowed to stay as temporary workers,White,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
151285.0,Arizona,59.0,Call 2,Complete,Election day exit poll,0.238315388560295,Mitt Romney,Male,White,60-64,60-64,Very conservative,Republican,"$200,000 or more",College graduate,No,,,,Not a factor at all,No,,The economy,Can defeat Barack Obama,,,Somewhat support,Before that,Definitely vote for the Republican nominee,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,Can defeat Barack Obama,More negative this year,Favorable,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
151439.0,Arizona,59.0,Call 2,Complete,Election day exit poll,0.238315388560295,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,No,Legal in most cases,Romney,Working in business,,No,I like my candidate but with reservations,,,None,Not at all,Strongly support,,,No,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,,,None,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,,,Holding steady financially,Allowed to stay as temporary workers,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
151429.0,Arizona,59.0,Call 2,Complete,Election day exit poll,0.238315388560295,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,No,Legal in most cases,Romney,Working in business,,No,I strongly favor my candidate,,,Other christian,Not at all,Somewhat support,,,No,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,,,Holding steady financially,Offered a chance to apply for citizenship,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152370.0,Arizona,59.0,Call 3,Complete,Election day exit poll,0.238315388560295,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Republican,,Some college/assoc. degree,No,Illegal in most cases,Romney,Working in business,,No,I strongly favor my candidate,,,Protestant,Not at all,Strongly support,,,No,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,Illegal,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,,All others,No,White Protestant non-evangelical,All others,,,,Getting ahead financially,Allowed to stay as temporary workers,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152285.0,Arizona,59.0,Call 3,Complete,Election day exit poll,0.238315388560295,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,No,Illegal in all cases,Romney,Working in business,,Yes,I strongly favor my candidate,,,Protestant,Not much,Somewhat support,,,No,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Holding steady financially,Offered a chance to apply for citizenship,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
