ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,IARPRS12,SEX,QRACE3,XAGE8,PARTYIA,INCOME12RIA,EDUC12R,BIZVPOL,BREAK12CAU,BRNAGAIN,DESCRIBS12RIA,ISSREP12CAU,QLTIA12R,TEAPARTY,TIMEIA12,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,TEAPARTY3,TIMEPRIFEWDAYS,TIMEPRIMTH,WHTEVANG,XQLTREP12,PREVCAU12R,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
19700.0, Iowa,13.0,Call 1,Complete,Election day exit poll,1.78041899204254,Rick Perry,Male,White,50-59,Republican,"$50,000-$99,999",Some college/assoc. degree,Omit,A minor factor,No,Omit,Abortion,Omit,Strongly support,In the last few days,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,All others,Omit,No,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
19685.0, Iowa,15.0,Call 1,Complete,Election day exit poll,2.93856620788574,Rick Perry,Male,White,65 or over,Independent,"$30,000-$49,999",Some college/assoc. degree,Working in business,One of several important factors,Yes,I strongly favor my candidate,The economy,Has the right experience,Strongly support,In the last few days,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Has the right experience,No,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19670.0, Iowa,15.0,Call 1,Complete,Election day exit poll,2.75208401679993,Rick Perry,Female,White,60-64,Independent,"$50,000-$99,999",High school or less,Working in business,A minor factor,Yes,I strongly favor my candidate,Federal budget deficit,Is a true conservative,Strongly oppose,Before that,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,A factor,Not important,Oppose,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Is a true conservative,No,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19668.0, Iowa,38.0,Call 2,Complete,Election day exit poll,1.15332412719727,Rick Perry,Male,White,40-44,Republican,"$30,000-$49,999",College graduate,Working in business,A minor factor,No,I like my candidate but with reservations,The economy,Has strong moral character,Somewhat support,Just today,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,All others,Has strong moral character,Yes,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19666.0, Iowa,85.0,Call 2,Complete,Election day exit poll,1.93851947784424,Rick Perry,Male,White,17-24,Democrat,"Under $30,000",College graduate,Working in business,One of several important factors,Yes,I dislike the other candidates,Federal budget deficit,Has strong moral character,Strongly support,In the last few days,17-29,17-29,17-44,17-29,17-24,Democrat,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Has strong moral character,Yes,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
19660.0, Iowa,38.0,Call 2,Complete,Election day exit poll,1.15332412719727,Rick Perry,Male,White,30-39,Republican,"Under $30,000",Some college/assoc. degree,Working in business,One of several important factors,Yes,I strongly favor my candidate,The economy,Has strong moral character,Somewhat support,In the last few days,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Has strong moral character,No,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19652.0, Iowa,38.0,Call 2,Complete,Election day exit poll,1.27629482746124,Rick Perry,Male,White,65 or over,Republican,"Under $30,000",High school or less,Working in business,A minor factor,No,I like my candidate but with reservations,Omit,Has the right experience,Neutral,In December,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Not important,Neutral,Earlier than that,In the last month,All others,Has the right experience,Omit,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19642.0, Iowa,23.0,Call 2,Complete,Election day exit poll,0.328191578388214,Rick Perry,,White,65 or over,Republican,"$50,000-$99,999",Postgraduate study,Working in government,The most important factor,Yes,I strongly favor my candidate,Federal budget deficit,Has strong moral character,Strongly support,In December,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Earlier than that,In the last month,White Born-again/Evangelical Christians,Has strong moral character,Yes,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
19622.0, Iowa,15.0,Call 1,Complete,Election day exit poll,2.47465753555298,Rick Perry,Female,White,50-59,Independent,"$100,000 or more",Some college/assoc. degree,Working in business,A minor factor,Yes,I strongly favor my candidate,Federal budget deficit,Has strong moral character,Strongly support,In the last few days,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Has strong moral character,Yes,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19616.0, Iowa,21.0,Call 2,Complete,Election day exit poll,0.787884175777435,Rick Perry,,White,50-59,Republican,,College graduate,Working in government,Not a factor at all,No,I strongly favor my candidate,The economy,Can defeat Barack Obama,Somewhat support,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,Not a factor,Not important,Support,Earlier than that,Earlier than that,All others,Can defeat Barack Obama,Yes,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
19611.0, Iowa,12.0,Call 2,Complete,Election day exit poll,1.27629482746124,Rick Perry,Female,White,50-59,Republican,"$100,000 or more",College graduate,Working in government,Omit,No,I strongly favor my candidate,Federal budget deficit,Can defeat Barack Obama,Strongly support,Just today,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Omit,Omit,Support,Last few days,In the last month,All others,Can defeat Barack Obama,Yes,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
19602.0, Iowa,12.0,Call 2,Complete,Election day exit poll,0.562966465950012,Rick Perry,,White,65 or over,Independent,"Under $30,000",High school or less,Working in business,A minor factor,Yes,I strongly favor my candidate,Health care,Has strong moral character,Neutral,In December,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Not important,Neutral,Earlier than that,In the last month,White Born-again/Evangelical Christians,Has strong moral character,No,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
19596.0, Iowa,15.0,Call 1,Complete,Election day exit poll,2.64234137535095,Rick Perry,Male,White,50-59,Republican,"$30,000-$49,999",High school or less,Working in business,The most important factor,Yes,I dislike the other candidates,Federal budget deficit,Can defeat Barack Obama,Strongly support,In the last few days,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Can defeat Barack Obama,Yes,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19579.0, Iowa,12.0,Call 2,Complete,Election day exit poll,0.562966465950012,Rick Perry,,White,65 or over,Republican,"Under $30,000",High school or less,Working in government,One of several important factors,Yes,I strongly favor my candidate,Health care,Has strong moral character,Neutral,In December,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Neutral,Earlier than that,In the last month,White Born-again/Evangelical Christians,Has strong moral character,No,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
19514.0, Iowa,24.0,Call 1,Complete,Election day exit poll,0.759542167186737,Rick Perry,,White,50-59,Republican,"$30,000-$49,999",Postgraduate study,Omit,One of several important factors,Yes,I strongly favor my candidate,The economy,Is a true conservative,Strongly support,In the last few days,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Is a true conservative,Yes,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
19467.0, Iowa,97.0,Call 1,Complete,Election day exit poll,1.93731498718262,Rick Perry,Male,White,45-49,Republican,"Under $30,000",,Working in business,One of several important factors,No,I strongly favor my candidate,The economy,Can defeat Barack Obama,Neutral,In December,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,,,A factor,Important,Neutral,Earlier than that,In the last month,All others,Can defeat Barack Obama,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
19464.0, Iowa,11.0,Call 1,Complete,Election day exit poll,0.405351966619492,Rick Perry,,White,65 or over,Republican,,Some college/assoc. degree,Working in business,Not a factor at all,Yes,I strongly favor my candidate,Abortion,Has strong moral character,Neutral,In the last few days,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,Not a factor,Not important,Neutral,Last few days,In the last month,White Born-again/Evangelical Christians,Has strong moral character,Yes,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
19463.0, Iowa,43.0,Call 2,Complete,Election day exit poll,1.48607003688812,Rick Perry,Male,White,50-59,Republican,"$50,000-$99,999",High school or less,Working in business,A minor factor,No,I like my candidate but with reservations,Federal budget deficit,Is a true conservative,Strongly support,In the last few days,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,A factor,Not important,Support,Last few days,In the last month,All others,Is a true conservative,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
19452.0, Iowa,78.0,Call 1,Complete,Election day exit poll,0.627644836902618,Rick Perry,Female,White,50-59,Republican,"$30,000-$49,999",Postgraduate study,Working in business,A minor factor,No,I strongly favor my candidate,The economy,Has the right experience,Somewhat support,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Support,Earlier than that,Earlier than that,All others,Has the right experience,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
19449.0, Iowa,85.0,Call 1,Complete,Election day exit poll,1.71127676963806,Rick Perry,Female,White,50-59,Republican,"$50,000-$99,999",Some college/assoc. degree,Working in government,One of several important factors,Yes,I strongly favor my candidate,The economy,Has the right experience,Strongly support,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Has the right experience,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
19448.0, Iowa,24.0,Call 1,Complete,Election day exit poll,0.759542167186737,Rick Perry,,White,30-39,Republican,,High school or less,Omit,Omit,Yes,I strongly favor my candidate,The economy,Has strong moral character,Strongly support,Before that,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,Omit,Omit,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Has strong moral character,Yes,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
19442.0, Iowa,83.0,Call 2,Complete,Election day exit poll,0.961317181587219,Rick Perry,Female,White,65 or over,Independent,"Under $30,000",College graduate,Working in government,Not a factor at all,Yes,I strongly favor my candidate,Federal budget deficit,Has strong moral character,Somewhat oppose,In December,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Oppose,Earlier than that,In the last month,White Born-again/Evangelical Christians,Has strong moral character,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
19439.0, Iowa,78.0,Call 1,Complete,Election day exit poll,0.627644836902618,Rick Perry,Female,White,45-49,Republican,"$50,000-$99,999",College graduate,Working in government,Not a factor at all,No,I strongly favor my candidate,The economy,Has strong moral character,Somewhat support,Before that,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Earlier than that,Earlier than that,All others,Has strong moral character,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
19426.0, Iowa,85.0,Call 1,Complete,Election day exit poll,1.82723343372345,Rick Perry,Male,White,40-44,Republican,"$100,000 or more",College graduate,Working in government,Not a factor at all,Yes,I strongly favor my candidate,The economy,Is a true conservative,Neutral,Before that,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Neutral,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Is a true conservative,Yes,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
19403.0, Iowa,12.0,Call 1,Complete,Election day exit poll,1.27629482746124,Rick Perry,Female,White,65 or over,Republican,"Under $30,000",High school or less,Working in government,One of several important factors,Yes,I dislike the other candidates,Federal budget deficit,Has strong moral character,Somewhat oppose,Before that,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Oppose,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Has strong moral character,No,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
19401.0, Iowa,21.0,Call 1,Complete,Election day exit poll,2.1141951084137,Rick Perry,Male,White,45-49,Republican,"$50,000-$99,999",Some college/assoc. degree,Working in government,A minor factor,Yes,I strongly favor my candidate,The economy,Is a true conservative,Strongly support,In the last few days,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Is a true conservative,Yes,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
19400.0, Iowa,106.0,Call 2,Complete,Election day exit poll,1.36606931686401,Rick Perry,Female,White,50-59,Independent,"$50,000-$99,999",Some college/assoc. degree,Working in business,A minor factor,Yes,I strongly favor my candidate,The economy,Has strong moral character,Neutral,In the last few days,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Neutral,Last few days,In the last month,White Born-again/Evangelical Christians,Has strong moral character,No,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
19396.0, Iowa,78.0,Call 1,Complete,Election day exit poll,0.627644836902618,Rick Perry,Female,White,45-49,Republican,"$100,000 or more",College graduate,Working in government,The most important factor,No,I like my candidate but with reservations,The economy,Can defeat Barack Obama,Strongly oppose,In the last few days,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Oppose,Last few days,In the last month,All others,Can defeat Barack Obama,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
19393.0, Iowa,12.0,Call 1,Complete,Election day exit poll,1.27629482746124,Rick Perry,Female,White,65 or over,Republican,"$30,000-$49,999",Some college/assoc. degree,Working in government,A minor factor,Yes,I strongly favor my candidate,Federal budget deficit,Has strong moral character,Neutral,In the last few days,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Neutral,Last few days,In the last month,White Born-again/Evangelical Christians,Has strong moral character,Yes,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
19391.0, Iowa,106.0,Call 2,Complete,Election day exit poll,0.534741640090942,Rick Perry,,White,65 or over,Republican,"$50,000-$99,999",Some college/assoc. degree,Working in government,Not a factor at all,Yes,I strongly favor my candidate,Omit,Omit,Strongly support,In the last few days,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Omit,Yes,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
19390.0, Iowa,24.0,Call 1,Complete,Election day exit poll,2.26663279533386,Rick Perry,Male,White,65 or over,Republican,"Under $30,000",High school or less,Working in government,One of several important factors,Yes,I strongly favor my candidate,Health care,Can defeat Barack Obama,Neutral,Before that,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Neutral,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Can defeat Barack Obama,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
19372.0, Iowa,98.0,Call 1,Complete,Election day exit poll,0.882464289665222,Rick Perry,Male,White,25-29,Republican,"Under $30,000",Postgraduate study,Working in business,A minor factor,Yes,I like my candidate but with reservations,Health care,Is a true conservative,Strongly support,In the last few days,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Is a true conservative,No,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
19289.0, Iowa,112.0,Call 2,Complete,Election day exit poll,1.13086104393005,Rick Perry,Male,White,50-59,Republican,"$50,000-$99,999",Some college/assoc. degree,Working in business,A minor factor,Yes,I like my candidate but with reservations,Federal budget deficit,Can defeat Barack Obama,Strongly support,Just today,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Can defeat Barack Obama,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale
19274.0, Iowa,23.0,Call 1,Complete,Election day exit poll,0.328191578388214,Rick Perry,,White,30-39,Republican,"$50,000-$99,999",High school or less,Working in government,The most important factor,Yes,I strongly favor my candidate,Abortion,Has strong moral character,Neutral,In December,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,A factor,Important,Neutral,Earlier than that,In the last month,White Born-again/Evangelical Christians,Has strong moral character,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
19266.0, Iowa,23.0,Call 1,Complete,Election day exit poll,0.880663692951202,Rick Perry,Male,White,40-44,Republican,"$50,000-$99,999",Postgraduate study,Working in government,One of several important factors,Yes,I strongly favor my candidate,The economy,Has the right experience,Somewhat support,In the last few days,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Has the right experience,Yes,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
19265.0, Iowa,1.0,Call 1,Complete,Election day exit poll,0.836273193359375,Rick Perry,Female,White,65 or over,Independent,"$30,000-$49,999",Postgraduate study,Working in government,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,Is a true conservative,Somewhat support,Before that,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Earlier than that,Earlier than that,All others,Is a true conservative,Yes,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19256.0, Iowa,1.0,Call 1,Complete,Election day exit poll,0.294355988502502,Rick Perry,,White,60-64,Independent,"$30,000-$49,999",High school or less,Working in government,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,Has the right experience,Neutral,In December,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Neutral,Earlier than that,In the last month,All others,Has the right experience,No,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19236.0, Iowa,1.0,Call 1,Complete,Election day exit poll,0.836273193359375,Rick Perry,Female,White,65 or over,Republican,"Under $30,000",High school or less,Working in business,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,Is a true conservative,Strongly support,Just today,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Is a true conservative,No,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19218.0, Iowa,55.0,Call 1,Complete,Election day exit poll,1.44876706600189,Rick Perry,Female,White,50-59,Republican,"$50,000-$99,999",College graduate,Working in government,Not a factor at all,Yes,I like my candidate but with reservations,The economy,Can defeat Barack Obama,Neutral,In the last few days,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Neutral,Last few days,In the last month,White Born-again/Evangelical Christians,Can defeat Barack Obama,No,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
19216.0, Iowa,107.0,Call 2,Complete,Election day exit poll,1.23506188392639,Rick Perry,Female,White,17-24,Republican,"Under $30,000",High school or less,Working in government,A minor factor,No,I strongly favor my candidate,The economy,Has strong moral character,Strongly support,In the last few days,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Not important,Support,Last few days,In the last month,All others,Has strong moral character,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale
19198.0, Iowa,4.0,Call 1,Complete,Election day exit poll,1.16384410858154,Rick Perry,Male,,,Republican,,Postgraduate study,Working in business,A minor factor,No,I strongly favor my candidate,The economy,Can defeat Barack Obama,Strongly support,In December,,,,,,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,A factor,Not important,Support,Earlier than that,In the last month,All others,Can defeat Barack Obama,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 1,Suburb,Rural,Rural,Very upscale
19195.0, Iowa,4.0,Call 1,Complete,Election day exit poll,1.50301277637482,Rick Perry,Female,White,65 or over,Republican,"$30,000-$49,999",Postgraduate study,Working in government,A minor factor,Yes,I like my candidate but with reservations,Federal budget deficit,Has strong moral character,Strongly oppose,Just today,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Oppose,Last few days,In the last month,White Born-again/Evangelical Christians,Has strong moral character,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 1,Suburb,Rural,Rural,Very upscale
19187.0, Iowa,4.0,Call 1,Complete,Election day exit poll,1.50301277637482,Rick Perry,Female,White,65 or over,Republican,"$30,000-$49,999",Postgraduate study,Working in government,A minor factor,Yes,I like my candidate but with reservations,Federal budget deficit,Has strong moral character,Strongly oppose,Just today,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Oppose,Last few days,In the last month,White Born-again/Evangelical Christians,Has strong moral character,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 1,Suburb,Rural,Rural,Very upscale
