ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,MDRPRS12,SEX,QRACE3,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BREAK12PRI,BRNAGAIN,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,TEAPARTY,TIMEMD12,VOTENOV12,WORK,SEXWED,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WRKWOMEN,XQLTREP12,RECOVER,WORKSEX,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
307337.0, Maryland,26.0,Call 1,Complete,Election day exit poll,1.63511896133423,Rick Santorum,Male,Other,50-59,Very conservative,Independent,"$50,000-$99,999",Postgraduate study,A minor factor,Yes,Not conservative enough,About right,The economy,Yes,Is a true conservative,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,All others,All others,Is a true conservative,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
307366.0, Maryland,107.0,Call 1,Complete,Election day exit poll,1.37668395042419,Rick Santorum,Male,White,40-44,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Not a factor at all,No,Not conservative enough,About right,The economy,Yes,Is a true conservative,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Is a true conservative,Getting worse,Working men,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,Version 1,Town,Rural,Rural,Downscale,20667.0
307353.0, Maryland,26.0,Call 1,Complete,Election day exit poll,0.858813345432281,Rick Santorum,Male,White,45-49,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,Not a factor at all,No,Not conservative enough,About right,Federal budget deficit,Yes,Is a true conservative,Strongly support,In March,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Is a true conservative,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
307322.0, Maryland,26.0,Call 1,Complete,Election day exit poll,0.821722567081451,Rick Santorum,Male,White,65 or over,Very conservative,Republican,"$100,000-$199,999",College graduate,Not a factor at all,Yes,Not conservative enough,About right,Federal budget deficit,Yes,Is a true conservative,Strongly support,In the last few days,Definitely vote for the Republican nominee,Yes,Married men,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,All others,Is a true conservative,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
308981.0, Maryland,12.0,Call 2,Complete,Election day exit poll,1.28822004795074,Rick Santorum,Male,White,45-49,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,One of several important factors,No,Not conservative enough,About right,The economy,Yes,Is a true conservative,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Is a true conservative,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21057.0
310059.0, Maryland,104.0,Call 3,Complete,Election day exit poll,0.868518173694611,Newt Gingrich,Male,White,40-44,Somewhat liberal,Republican,"$50,000-$99,999",Some college/assoc. degree,Not a factor at all,No,Not conservative enough,About right,Federal budget deficit,Yes,Has strong moral character,Neutral,Before that,Only vote for the Republican nominee if your candidate wins,Yes,Married men,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Neutral,Neither,Earlier than that,Before January 1st,No,All others,All others,Has strong moral character,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21617.0
309994.0, Maryland,107.0,Call 3,Complete,Election day exit poll,1.72904253005981,Newt Gingrich,Male,White,50-59,Moderate,Republican,"$100,000-$199,999",Some college/assoc. degree,Not a factor at all,No,Too conservative,Too conservative,Abortion,Yes,Has strong moral character,Neutral,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not a factor,Not important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Getting worse,Working men,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,Version 1,Town,Rural,Rural,Downscale,20667.0
309990.0, Maryland,25.0,Call 3,Complete,Election day exit poll,0.807298481464386,Newt Gingrich,Male,White,65 or over,Very conservative,Something else,"$30,000-$49,999",College graduate,Not a factor at all,Yes,Not conservative enough,About right,Federal budget deficit,Yes,Has strong moral character,Strongly support,Before that,Definitely vote for the Republican nominee,Yes,Married men,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,All others,Has strong moral character,Getting worse,Working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale,21204.0
307694.0, Maryland,104.0,Call 1,Complete,Election day exit poll,0.868518173694611,Newt Gingrich,Male,White,40-44,Somewhat liberal,Republican,"$50,000-$99,999",Some college/assoc. degree,A minor factor,No,About right,About right,The economy,No,Has strong moral character,Neutral,In March,Only vote for the Republican nominee if your candidate wins,Yes,Non married men,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21617.0
308916.0, Maryland,12.0,Call 2,Complete,Election day exit poll,0.908027827739716,Ron Paul,Male,White,45-49,Somewhat conservative,Independent,"$200,000 or more",High school or less,Not a factor at all,No,Not conservative enough,Too conservative,Federal budget deficit,No,Has strong moral character,Neutral,Before that,Only vote for the Republican nominee if your candidate wins,Yes,Non married men,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,Not a factor,Not important,Neutral,Neither,Earlier than that,Before January 1st,No,All others,All others,Has strong moral character,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21057.0
308879.0, Maryland,42.0,Call 2,Complete,Election day exit poll,0.613659739494324,Ron Paul,Male,White,17-24,Moderate,Republican,"$100,000-$199,999",Some college/assoc. degree,One of several important factors,Yes,About right,About right,Federal budget deficit,No,Has strong moral character,Strongly support,In March,Definitely vote for the Republican nominee,Yes,Non married men,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,All others,Has strong moral character,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,21157.0
308851.0, Maryland,42.0,Call 2,Complete,Election day exit poll,0.730302095413208,Ron Paul,Male,White,45-49,Very conservative,Independent,"$100,000-$199,999",Postgraduate study,Not a factor at all,Yes,Not conservative enough,About right,Federal budget deficit,Yes,Has strong moral character,Strongly support,In the last few days,Probably vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,All others,Has strong moral character,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,21157.0
308762.0, Maryland,28.0,Call 2,Complete,Election day exit poll,1.6681182384491,Ron Paul,Male,White,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,A minor factor,No,Not conservative enough,Too conservative,Federal budget deficit,No,Has strong moral character,Somewhat support,Earlier this year,Definitely vote for the Republican nominee,Yes,Non married men,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Staying the same,Working men,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,East,Version 1,High Density Urban,Urban,Urban Core,Upscale,21212.0
309997.0, Maryland,25.0,Call 3,Complete,Election day exit poll,0.714513659477234,Ron Paul,Male,White,30-39,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Not a factor at all,No,Not conservative enough,Not conservative enough,Illegal immigration,Yes,Has strong moral character,Somewhat support,In the last few days,Only vote for the Republican nominee if your candidate wins,Yes,Married men,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,All others,Has strong moral character,Getting worse,Working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale,21204.0
309953.0, Maryland,89.0,Call 3,Complete,Election day exit poll,0.559982717037201,Ron Paul,Male,White,50-59,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,A minor factor,No,About right,About right,Federal budget deficit,Yes,Has strong moral character,Somewhat support,In the last few days,Probably vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,All others,Has strong moral character,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,20707.0
309882.0, Maryland,35.0,Call 3,Complete,Election day exit poll,0.357248365879059,Ron Paul,Male,White,25-29,Moderate,,"$50,000-$99,999",College graduate,Not a factor at all,No,Omit,Omit,The economy,No,Has strong moral character,Neutral,Earlier this year,Omit,Yes,Non married men,17-29,17-29,17-44,17-29,25-29,,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Staying the same,Working men,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,East,Version 1,High Density Urban,Urban,Urban Core,Very downscale,21229.0
309683.0, Maryland,88.0,Call 3,Complete,Election day exit poll,0.80213737487793,Ron Paul,Male,White,50-59,Somewhat liberal,Independent,"$100,000-$199,999",Some college/assoc. degree,Not a factor at all,No,Not conservative enough,Too conservative,Federal budget deficit,Yes,Has strong moral character,Neutral,Before that,Only vote for the Republican nominee if your candidate wins,Yes,Married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not a factor,Not important,Neutral,Neither,Earlier than that,Before January 1st,No,All others,All others,Has strong moral character,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,20707.0
307718.0, Maryland,104.0,Call 1,Complete,Election day exit poll,0.627702713012695,Ron Paul,Male,White,50-59,Somewhat liberal,Republican,"$50,000-$99,999",Some college/assoc. degree,A minor factor,No,Not conservative enough,Not conservative enough,Illegal immigration,Yes,Has strong moral character,Neutral,Earlier this year,Only vote for the Republican nominee if your candidate wins,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21617.0
309625.0, Maryland,23.0,Call 3,Complete,Election day exit poll,0.588990986347198,Ron Paul,Male,White,30-39,Somewhat liberal,Republican,"$100,000-$199,999",College graduate,Not a factor at all,No,Not conservative enough,Too conservative,Federal budget deficit,Yes,Has strong moral character,Somewhat support,Earlier this year,Probably vote for the Republican nominee,Yes,Married men,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21136.0
307717.0, Maryland,104.0,Call 1,Complete,Election day exit poll,0.627702713012695,Ron Paul,Male,White,50-59,Somewhat liberal,Republican,"$50,000-$99,999",Some college/assoc. degree,A minor factor,No,Not conservative enough,Not conservative enough,Illegal immigration,Yes,Has strong moral character,Neutral,Earlier this year,Only vote for the Republican nominee if your candidate wins,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21617.0
307671.0, Maryland,64.0,Call 1,Complete,Election day exit poll,1.34525656700134,Ron Paul,Male,White,60-64,Somewhat conservative,Independent,"$100,000-$199,999",Postgraduate study,Not a factor at all,No,About right,Too conservative,Federal budget deficit,Yes,Has strong moral character,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Starting to recover,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,21043.0
307662.0, Maryland,109.0,Call 1,Complete,Election day exit poll,0.730302095413208,Ron Paul,Male,White,50-59,Moderate,Republican,"$30,000-$49,999",College graduate,Not a factor at all,No,Too conservative,Too conservative,The economy,Yes,Has strong moral character,Somewhat oppose,Earlier this year,Probably vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Oppose,Neither,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Staying the same,Working men,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,21676.0
307661.0, Maryland,109.0,Call 1,Complete,Election day exit poll,0.730302095413208,Ron Paul,Male,White,50-59,Moderate,Republican,"$30,000-$49,999",College graduate,Not a factor at all,No,Too conservative,Too conservative,The economy,Yes,Has strong moral character,Somewhat oppose,Earlier this year,Probably vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Oppose,Neither,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Staying the same,Working men,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,21676.0
307491.0, Maryland,35.0,Call 1,Complete,Election day exit poll,0.680175185203552,Ron Paul,Male,Other,25-29,Somewhat liberal,Independent,,Some college/assoc. degree,Not a factor at all,No,Omit,Omit,The economy,No,Has strong moral character,Somewhat support,Earlier this year,Only vote for the Republican nominee if your candidate wins,Yes,Non married men,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,,,,No college degree,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Getting worse,Working men,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,East,Version 1,High Density Urban,Urban,Urban Core,Very downscale,21229.0
307348.0, Maryland,57.0,Call 1,Complete,Election day exit poll,0.739911317825317,Ron Paul,Male,White,50-59,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,One of several important factors,No,Not conservative enough,Too conservative,The economy,Yes,Has strong moral character,Somewhat oppose,In March,Probably vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Oppose,Neither,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Staying the same,Working men,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,21550.0
307383.0, Maryland,55.0,Call 1,Complete,Election day exit poll,0.739911317825317,Ron Paul,Male,White,50-59,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,A minor factor,No,Not conservative enough,About right,Federal budget deficit,Yes,Has strong moral character,Somewhat support,Earlier this year,Probably vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,21770.0
307349.0, Maryland,55.0,Call 1,Complete,Election day exit poll,0.739911317825317,Ron Paul,Male,White,50-59,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Not a factor at all,Yes,Not conservative enough,Not conservative enough,Abortion,Yes,Has strong moral character,Somewhat support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,All others,Has strong moral character,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,21770.0
309082.0, Maryland,104.0,Call 2,Complete,Election day exit poll,0.627702713012695,Ron Paul,Male,White,50-59,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,A minor factor,Yes,Not conservative enough,About right,The economy,Yes,Has strong moral character,Somewhat oppose,Earlier this year,Probably vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Oppose,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,All others,Has strong moral character,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21617.0
308802.0, Maryland,88.0,Call 2,Complete,Election day exit poll,1.4468640089035,Mitt Romney,Male,White,60-64,Moderate,Republican,"$100,000-$199,999",High school or less,One of several important factors,Yes,About right,Too conservative,Federal budget deficit,Yes,Has strong moral character,Somewhat support,Earlier this year,Probably vote for the Republican nominee,Yes,Married men,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,A factor,Important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,All others,Has strong moral character,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,20707.0
308787.0, Maryland,56.0,Call 2,Complete,Election day exit poll,0.755575597286224,Mitt Romney,Male,White,65 or over,Moderate,Republican,"$200,000 or more",Some college/assoc. degree,One of several important factors,Yes,About right,Not conservative enough,The economy,Yes,Has strong moral character,Neutral,In March,Definitely vote for the Republican nominee,Yes,Married men,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Important,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,All others,Has strong moral character,Starting to recover,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21774.0
308566.0, Maryland,55.0,Call 2,Complete,Election day exit poll,0.76551741361618,Mitt Romney,Male,White,65 or over,Moderate,Independent,"$30,000-$49,999",Some college/assoc. degree,One of several important factors,Yes,About right,Not conservative enough,The economy,Yes,Has strong moral character,Neutral,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,All others,Has strong moral character,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,21770.0
308554.0, Maryland,48.0,Call 2,Complete,Election day exit poll,1.54829370975494,Mitt Romney,Male,White,25-29,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,The most important factor,No,About right,Not conservative enough,The economy,No,Has strong moral character,Neutral,Before that,Definitely vote for the Republican nominee,Yes,Non married men,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Neutral,Neither,Earlier than that,Before January 1st,Yes,All others,All others,Has strong moral character,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,20603.0
308531.0, Maryland,48.0,Call 2,Complete,Election day exit poll,1.84258818626404,Mitt Romney,Male,White,50-59,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,One of several important factors,No,About right,Not conservative enough,Federal budget deficit,Yes,Has strong moral character,Somewhat support,Before that,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,All others,Has strong moral character,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,20603.0
308522.0, Maryland,48.0,Call 2,Complete,Election day exit poll,1.54829370975494,Mitt Romney,Male,White,17-24,Moderate,Democrat,"$100,000-$199,999",Postgraduate study,Not a factor at all,No,Too conservative,Too conservative,The economy,No,Has strong moral character,Strongly oppose,Earlier this year,Probably vote for the Republican nominee,Yes,Non married men,17-29,17-29,17-44,17-29,17-24,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Oppose,Neither,Earlier than that,Since January 1st,No,All others,All others,Has strong moral character,Starting to recover,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,20603.0
310023.0, Maryland,104.0,Call 3,Complete,Election day exit poll,0.678739190101624,Mitt Romney,Male,White,30-39,Very conservative,Republican,"$100,000-$199,999",College graduate,Not a factor at all,No,About right,About right,Federal budget deficit,No,Has strong moral character,Somewhat oppose,Just today,Probably vote for the Republican nominee,Yes,Non married men,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Oppose,Neither,Last few days,Since January 1st,No,All others,All others,Has strong moral character,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21617.0
310005.0, Maryland,107.0,Call 3,Complete,Election day exit poll,1.35123133659363,Mitt Romney,Male,White,50-59,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,One of several important factors,No,About right,Not conservative enough,The economy,No,Has strong moral character,Strongly support,Before that,Definitely vote for the Republican nominee,Yes,Non married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,All others,Has strong moral character,Staying the same,Working men,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,Version 1,Town,Rural,Rural,Downscale,20667.0
