ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SCRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BREAK12PRI,BRNAGAIN,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMESC12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,DEFICIT12R,ECONWORR,GETAHEAD,HALEY2,LAIDOFF3,ROMNEYWORK,ROMNWIN,UNFAIRREP12SC,VETVOTER,ECOWORR2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
73409.0,South Carolina,36.0,Call 2,Complete,Election day exit poll,1.32314491271973,Mitt Romney,Male,White,40-44,40-44,Very conservative,Republican,"$30,000-$49,999",High school or less,Illegal in most cases,,Yes,Federal budget deficit,,Can defeat Barack Obama,Protestant,Somewhat,Strongly support,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Approve,Yes,Generally negative,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,29565.0
73404.0,South Carolina,100.0,Call 2,Complete,Election day exit poll,1.09223306179047,Mitt Romney,Female,White,65 or over,65 or over,Somewhat liberal,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,,Yes,Federal budget deficit,,Can defeat Barack Obama,Protestant,A great deal,Somewhat support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Omit,No,Generally positive,,,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29365.0
73332.0,South Carolina,36.0,Call 2,Complete,Election day exit poll,1.45792269706726,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Independent,"$200,000 or more",College graduate,Illegal in most cases,,Yes,The economy,,Can defeat Barack Obama,Protestant,Somewhat,Strongly support,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Approve,No,Generally positive,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,29565.0
73307.0,South Carolina,18.0,Call 2,Complete,Election day exit poll,0.887146413326263,Mitt Romney,Female,White,45-49,45-49,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,Legal in most cases,,Yes,The economy,,Can defeat Barack Obama,Protestant,Somewhat,Somewhat support,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Approve,Yes,Generally positive,,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29445.0
73292.0,South Carolina,25.0,Call 2,Complete,Election day exit poll,1.07903015613556,Mitt Romney,Female,White,60-64,60-64,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Illegal in most cases,,Yes,The economy,,Is a true conservative,Protestant,A great deal,Strongly support,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,,,Holding steady financially,Approve,No,Generally positive,,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29464.0
73282.0,South Carolina,25.0,Call 2,Complete,Election day exit poll,0.979279160499573,Mitt Romney,Female,White,40-44,40-44,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,Legal in most cases,,Yes,The economy,,Can defeat Barack Obama,Protestant,Somewhat,Somewhat support,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Disapprove,No,Generally positive,,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29464.0
73236.0,South Carolina,33.0,Call 1,Complete,Election day exit poll,2.20517897605896,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"Under $30,000",Some college/assoc. degree,Illegal in all cases,,Yes,The economy,,Can defeat Barack Obama,Other christian,Somewhat,Strongly support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Falling behind financially,Approve,Yes,Generally positive,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,29102.0
73229.0,South Carolina,33.0,Call 1,Complete,Election day exit poll,2.01586556434631,Mitt Romney,Female,,60-64,60-64,,,,College graduate,Illegal in most cases,,Yes,Omit,,Can defeat Barack Obama,Protestant,Omit,Somewhat support,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,College graduate,More than High school graduate,Illegal,,,,Protestant/Other Non-Catholic Christian,Omit,Support,Both Tea Party supporter and born-again,,,,,,,Can defeat Barack Obama,,,Falling behind financially,Approve,Yes,Generally positive,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,29102.0
73209.0,South Carolina,74.0,Call 1,Complete,Election day exit poll,0.707276046276093,Mitt Romney,Female,White,30-39,30-39,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,Illegal in all cases,,Yes,Abortion,,Can defeat Barack Obama,Other christian,Somewhat,Strongly support,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Falling behind financially,Approve,No,Generally positive,,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Upscale,29170.0
73200.0,South Carolina,95.0,Call 1,Complete,Election day exit poll,0.795801997184753,Mitt Romney,Male,White,25-29,25-29,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Illegal in all cases,,Yes,The economy,,Can defeat Barack Obama,Protestant,Somewhat,Somewhat support,,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Getting ahead financially,Disapprove,Yes,Generally positive,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,29206.0
73176.0,South Carolina,48.0,Call 1,Complete,Election day exit poll,1.35809373855591,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"$30,000-$49,999",Some college/assoc. degree,Legal in most cases,,Yes,The economy,,Can defeat Barack Obama,Protestant,Not at all,Strongly support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Approve,No,Generally positive,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,Suburb,Urban,Urban Core,Upscale,29609.0
73172.0,South Carolina,48.0,Call 1,Complete,Election day exit poll,1.40294432640076,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Illegal in all cases,,Yes,Federal budget deficit,,Can defeat Barack Obama,Protestant,Not much,Strongly support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Approve,No,Generally positive,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,Suburb,Urban,Urban Core,Upscale,29609.0
73164.0,South Carolina,67.0,Call 1,Complete,Election day exit poll,1.1132595539093,Mitt Romney,Male,White,65 or over,65 or over,Somewhat liberal,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,,Yes,Federal budget deficit,,Has strong moral character,Protestant,Somewhat,Somewhat support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,,,Holding steady financially,Approve,Yes,Generally positive,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale,29360.0
73163.0,South Carolina,67.0,Call 1,Complete,Election day exit poll,1.1132595539093,Mitt Romney,Male,White,65 or over,65 or over,Somewhat liberal,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,,Yes,Federal budget deficit,,Has strong moral character,Protestant,Somewhat,Somewhat support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,,,Holding steady financially,Approve,Yes,Generally positive,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale,29360.0
73137.0,South Carolina,86.0,Call 1,Complete,Election day exit poll,1.09861135482788,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,,Yes,The economy,,Has the right experience,Protestant,A great deal,Strongly support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has the right experience,,,Holding steady financially,Approve,Yes,Generally positive,,,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,29640.0
73125.0,South Carolina,95.0,Call 1,Complete,Election day exit poll,0.890372812747955,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,Illegal in most cases,,Yes,Federal budget deficit,,Can defeat Barack Obama,Protestant,A great deal,Strongly support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Disapprove,Yes,Omit,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,29206.0
73100.0,South Carolina,65.0,Call 1,Complete,Election day exit poll,1.41131448745728,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,,Yes,Federal budget deficit,,Can defeat Barack Obama,Protestant,Not much,Strongly support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Omit,No,Generally positive,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,29067.0
73099.0,South Carolina,65.0,Call 1,Complete,Election day exit poll,1.41131448745728,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,,Yes,Federal budget deficit,,Can defeat Barack Obama,Protestant,Not much,Strongly support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Omit,No,Generally positive,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,29067.0
73096.0,South Carolina,95.0,Call 1,Complete,Election day exit poll,0.782229363918304,Mitt Romney,Female,White,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Illegal in most cases,,Yes,The economy,,Has strong moral character,Protestant,A great deal,Somewhat support,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,,,Getting ahead financially,Approve,No,Generally positive,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,29206.0
73071.0,South Carolina,22.0,Call 1,Complete,Election day exit poll,1.04922759532928,Mitt Romney,Female,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,,Yes,The economy,,Can defeat Barack Obama,Other christian,Somewhat,Somewhat support,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Disapprove,No,Generally positive,,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29456.0
73067.0,South Carolina,18.0,Call 1,Complete,Election day exit poll,0.837767839431763,Mitt Romney,Male,,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Legal in all cases,,Yes,Federal budget deficit,,Can defeat Barack Obama,Protestant,Not at all,Somewhat support,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,,,,Can defeat Barack Obama,,,Getting ahead financially,Approve,No,Generally positive,,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29445.0
73030.0,South Carolina,22.0,Call 1,Complete,Election day exit poll,1.08387804031372,Mitt Romney,Male,White,40-44,40-44,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,Legal in most cases,,Yes,Federal budget deficit,,Has the right experience,Other christian,Somewhat,Strongly support,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has the right experience,,,Getting ahead financially,Approve,Yes,Generally positive,,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29456.0
72991.0,South Carolina,55.0,Call 1,Complete,Election day exit poll,1.09861135482788,Mitt Romney,Male,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",College graduate,Illegal in all cases,,Yes,The economy,,Can defeat Barack Obama,Protestant,Somewhat,Strongly support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Approve,No,Generally positive,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale,29692.0
72968.0,South Carolina,17.0,Call 1,Complete,Election day exit poll,1.09999811649323,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,Illegal in all cases,,Yes,The economy,,Can defeat Barack Obama,Other christian,Not much,Somewhat support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Disapprove,Yes,Generally positive,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,Extremely Low Density Rural,Urban,Urban Core,Upscale,29492.0
72961.0,South Carolina,38.0,Call 1,Complete,Election day exit poll,1.9904727935791,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,,Yes,Federal budget deficit,,Has the right experience,Protestant,Not at all,Somewhat support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has the right experience,,,Holding steady financially,Approve,No,Generally positive,,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,29448.0
72955.0,South Carolina,17.0,Call 1,Complete,Election day exit poll,1.06483244895935,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Independent,"$100,000-$199,999",Postgraduate study,Illegal in all cases,,Yes,The economy,,Can defeat Barack Obama,Other christian,Somewhat,Strongly support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Disapprove,No,Generally positive,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,Extremely Low Density Rural,Urban,Urban Core,Upscale,29492.0
72944.0,South Carolina,67.0,Call 1,Complete,Election day exit poll,0.97804456949234,Mitt Romney,Female,White,45-49,45-49,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,Illegal in most cases,,Yes,The economy,,Has strong moral character,Protestant,A great deal,Strongly support,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,,,Holding steady financially,Approve,No,Generally positive,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale,29360.0
72941.0,South Carolina,99.0,Call 1,Complete,Election day exit poll,1.09861135482788,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,,Yes,The economy,,Can defeat Barack Obama,Protestant,Somewhat,Somewhat support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Approve,No,Generally positive,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Version 2,Town,Rural,Rural,Downscale,29303.0
72924.0,South Carolina,65.0,Call 1,Complete,Election day exit poll,1.45792269706726,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in most cases,,Yes,The economy,,Can defeat Barack Obama,Other christian,A great deal,Strongly support,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Holding steady financially,Approve,Yes,Generally positive,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,29067.0
