ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,MSRPRS12,SEX,QRACE3,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,SATGING,SATPAUL,SATROMN,SATSANT,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,WORK,SEXWED,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WRKWOMEN,XQLTREP12,GOVTANGR,GOVTANG2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
269686.0, Mississippi,77.0,Call 2,Complete,Election day exit poll,2.60982298851013,Rick Santorum,Female,White,25-29,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Legal in all cases,,,Yes,I like my candidate but with reservations,About right,About right,Not conservative enough,About right,,,,,,,,A great deal,Somewhat support,,Santorum,Yes,,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Working women,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale
269688.0, Mississippi,52.0,Call 2,Complete,Election day exit poll,1.2021416425705,Newt Gingrich,Female,White,60-64,Moderate,Republican,"$30,000-$49,999",High school or less,,Gingrich,A minor factor,Yes,,,,,,The economy,Yes,Is a true conservative,Satisfied,Satisfied,Dissatisfied,Dissatisfied,,Neutral,Earlier this year,,,Married women,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,A factor,Not important,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,Is a true conservative,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale
269690.0, Mississippi,114.0,Call 2,Complete,Election day exit poll,1.03130888938904,Rick Santorum,Female,White,50-59,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Illegal in all cases,,,Yes,I like my candidate but with reservations,Not conservative enough,Too conservative,Not conservative enough,About right,,,,,,,,A great deal,Somewhat support,,Santorum,Yes,,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Working women,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
269693.0, Mississippi,52.0,Call 2,Complete,Election day exit poll,1.1597580909729,Newt Gingrich,Male,White,50-59,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,Gingrich,One of several important factors,No,,,,,,Federal budget deficit,No,Has the right experience,Satisfied,Dissatisfied,Satisfied,Dissatisfied,,Neutral,Earlier this year,,,Non married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,A factor,Important,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,Has the right experience,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale
269694.0, Mississippi,77.0,Call 2,Complete,Election day exit poll,2.21372747421265,Newt Gingrich,Male,White,65 or over,Somewhat liberal,Democrat,"Under $30,000",Some college/assoc. degree,,Gingrich,A minor factor,No,,,,,,The economy,Yes,Has the right experience,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,,Strongly oppose,Earlier this year,,,Married men,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Not important,,Oppose,Neither,Earlier than that,Since January 1st,Yes,All others,,Has the right experience,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale
269697.0, Mississippi,114.0,Call 2,Complete,Election day exit poll,1.04301059246063,Rick Santorum,Male,White,60-64,Very conservative,Republican,"Under $30,000",High school or less,Illegal in all cases,,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,About right,,,,,,,,A great deal,Strongly support,,Omit,No,,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,All others,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
269699.0, Mississippi,52.0,Call 2,Complete,Election day exit poll,1.1874395608902,Newt Gingrich,Male,White,65 or over,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in all cases,,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,,,,,Somewhat,Strongly support,,Gingrich,Yes,,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale
269701.0, Mississippi,77.0,Call 2,Complete,Election day exit poll,2.24113655090332,Newt Gingrich,Female,White,65 or over,Moderate,Democrat,"$30,000-$49,999",Some college/assoc. degree,,Romney,One of several important factors,Yes,,,,,,The economy,,Is a true conservative,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Neutral,In the last few weeks,,,,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,Is a true conservative,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale
269703.0, Mississippi,52.0,Call 2,Complete,Election day exit poll,1.1874395608902,Newt Gingrich,Male,White,65 or over,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,Gingrich,Not a factor at all,Yes,,,,,,The economy,No,Has the right experience,Satisfied,Dissatisfied,Satisfied,Satisfied,,Strongly support,Before that,,,Non married men,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,Not a factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,Has the right experience,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale
269705.0, Mississippi,114.0,Call 2,Complete,Election day exit poll,1.01869606971741,Rick Santorum,Male,White,40-44,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,,,Yes,I like my candidate but with reservations,About right,About right,Not conservative enough,Not conservative enough,,,,,,,,A great deal,Strongly support,,Santorum,Yes,,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
269710.0, Mississippi,77.0,Call 2,Complete,Election day exit poll,2.21372747421265,Newt Gingrich,Male,White,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,,,,,A great deal,Strongly support,,Gingrich,No,,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale
269711.0, Mississippi,52.0,Call 2,Complete,Election day exit poll,1.03130388259888,Newt Gingrich,Male,White,17-24,Somewhat conservative,Something else,,Some college/assoc. degree,Illegal in all cases,,,Yes,I like my candidate but with reservations,About right,Omit,Omit,About right,,,,,,,,A great deal,Somewhat support,,Gingrich,No,,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale
269712.0, Mississippi,114.0,Call 2,Complete,Election day exit poll,1.05592453479767,Rick Santorum,Female,White,65 or over,Very conservative,Independent,"Under $30,000",High school or less,Illegal in all cases,,,Yes,I strongly favor my candidate,Not conservative enough,Not conservative enough,About right,About right,,,,,,,,A great deal,Strongly support,,Santorum,No,,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,All others,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
269713.0, Mississippi,26.0,Call 2,Complete,Election day exit poll,1.63862788677216,Newt Gingrich,Male,White,65 or over,Very conservative,Republican,,Some college/assoc. degree,Illegal in all cases,,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,Not conservative enough,,,,,,,,A great deal,Strongly support,,Gingrich,No,,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,All others,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
269721.0, Mississippi,77.0,Call 2,Complete,Election day exit poll,2.21372747421265,Newt Gingrich,Male,White,65 or over,Very conservative,Republican,,Some college/assoc. degree,,Romney,One of several important factors,Yes,,,,,,The economy,Yes,Has the right experience,Satisfied,Dissatisfied,Omit,Omit,,Strongly support,Earlier this year,,,Married men,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,,Has the right experience,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale
269722.0, Mississippi,77.0,Call 2,Complete,Election day exit poll,2.21372747421265,Newt Gingrich,Male,White,65 or over,Very conservative,Republican,,Some college/assoc. degree,,Romney,One of several important factors,Yes,,,,,,The economy,Yes,Has the right experience,Satisfied,Dissatisfied,Omit,Omit,,Strongly support,Earlier this year,,,Married men,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,,Has the right experience,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale
269723.0, Mississippi,114.0,Call 2,Complete,Election day exit poll,1.05592453479767,Rick Santorum,Female,White,60-64,Somewhat conservative,,"$30,000-$49,999",High school or less,Legal in most cases,,,No,I like my candidate but with reservations,About right,Omit,Omit,Omit,,,,,,,,Not much,Omit,,Santorum,No,,45-65,60+,45+,60+,50-64,,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Legal,Not born again,,,Not much or not at all,Omit,,,,Yes,All others,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
269724.0, Mississippi,52.0,Call 2,Complete,Election day exit poll,1.1874395608902,Newt Gingrich,Male,White,65 or over,Very conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,,Gingrich,Not a factor at all,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,,Somewhat support,In the last few weeks,,,Married men,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,Can defeat Barack Obama,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale
269725.0, Mississippi,26.0,Call 2,Complete,Election day exit poll,1.45819926261902,Mitt Romney,Female,White,65 or over,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,,,Yes,I like my candidate but with reservations,Not conservative enough,Not conservative enough,Not conservative enough,Not conservative enough,,,,,,,,A great deal,Neutral,,Romney,No,,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
269728.0, Mississippi,52.0,Call 2,Complete,Election day exit poll,1.1597580909729,Newt Gingrich,Male,White,50-59,Somewhat liberal,Democrat,"$200,000 or more",Some college/assoc. degree,Legal in most cases,,,No,I dislike the other candidates,About right,About right,Too conservative,Too conservative,,,,,,,,Not much,Strongly oppose,,Gingrich,No,,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Legal,Not born again,,,Not much or not at all,Oppose,Neither,,,No,All others,All others,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale
269729.0, Mississippi,6.0,Call 2,Complete,Election day exit poll,1.68808221817017,Rick Santorum,Male,White,50-59,Very conservative,Independent,"Under $30,000",High school or less,Illegal in most cases,,,No,I dislike the other candidates,Not conservative enough,Not conservative enough,Not conservative enough,Not conservative enough,,,,,,,,Somewhat,Strongly support,,Santorum,Yes,,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Not born again,,,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,Yes,All others,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
269730.0, Mississippi,114.0,Call 2,Complete,Election day exit poll,1.05592453479767,Rick Santorum,Female,White,65 or over,Very conservative,Republican,"$30,000-$49,999",College graduate,,Santorum,A minor factor,Yes,,,,,,The economy,No,Can defeat Barack Obama,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Neutral,Just today,,,Non married women,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,Can defeat Barack Obama,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
269731.0, Mississippi,26.0,Call 2,Complete,Election day exit poll,1.40678799152374,Mitt Romney,Male,White,45-49,Very conservative,Republican,"$100,000-$199,999",High school or less,Illegal in most cases,,,Yes,Omit,About right,Omit,About right,About right,,,,,,,,A great deal,Strongly support,,Gingrich,Yes,,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
269734.0, Mississippi,52.0,Call 2,Complete,Election day exit poll,1.05349934101105,Rick Santorum,Male,White,50-59,Moderate,Republican,"$100,000-$199,999",Some college/assoc. degree,,Santorum,Not a factor at all,No,,,,,,The economy,Yes,Has strong moral character,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,,Somewhat support,Earlier this year,,,Married men,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,Not a factor,Not important,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,Has strong moral character,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale
269735.0, Mississippi,114.0,Call 2,Complete,Election day exit poll,1.05592453479767,Rick Santorum,Female,White,60-64,Moderate,Independent,"Under $30,000",College graduate,,Santorum,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Has strong moral character,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Neutral,In the last few days,,,Married women,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,Has strong moral character,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
269737.0, Mississippi,26.0,Call 2,Complete,Election day exit poll,1.65891623497009,Newt Gingrich,Female,White,65 or over,Moderate,Republican,,High school or less,Legal in most cases,,,Yes,I like my candidate but with reservations,About right,About right,Not conservative enough,About right,,,,,,,,Somewhat,Strongly support,,Gingrich,No,,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,High school graduate or less,Legal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
269739.0, Mississippi,6.0,Call 2,Complete,Election day exit poll,1.25900089740753,Newt Gingrich,Male,White,50-59,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,Gingrich,One of several important factors,Yes,,,,,,Abortion,Yes,Can defeat Barack Obama,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,,Strongly support,Earlier this year,,,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,Can defeat Barack Obama,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
269740.0, Mississippi,52.0,Call 2,Complete,Election day exit poll,1.0665431022644,Rick Santorum,Female,White,45-49,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,,Romney,Not a factor at all,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,Satisfied,Dissatisfied,Satisfied,Satisfied,,Neutral,In the last few weeks,,,Married women,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,Not a factor,Not important,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,Can defeat Barack Obama,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale
269742.0, Mississippi,114.0,Call 2,Complete,Election day exit poll,1.05592453479767,Rick Santorum,Female,White,65 or over,Somewhat conservative,Republican,"Under $30,000",High school or less,,Santorum,A minor factor,Yes,,,,,,The economy,No,Is a true conservative,Satisfied,Satisfied,Satisfied,Satisfied,,Somewhat support,In the last few weeks,,,Non married women,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,A factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,Is a true conservative,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
269743.0, Mississippi,26.0,Call 2,Complete,Election day exit poll,1.25996613502502,Rick Santorum,Male,White,50-59,Somewhat liberal,Republican,,High school or less,Legal in all cases,,,Yes,I strongly favor my candidate,Too conservative,Too conservative,Too conservative,About right,,,,,,,,Somewhat,Strongly support,,Santorum,Yes,,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,,,,No college degree,High school graduate or less,Legal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
269744.0, Mississippi,95.0,Call 2,Complete,Election day exit poll,0.881430745124817,Newt Gingrich,Male,White,45-49,Somewhat conservative,Republican,"$100,000-$199,999",High school or less,,Gingrich,Not a factor at all,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,Satisfied,Satisfied,Satisfied,Satisfied,,Strongly support,In the last few weeks,,,Married men,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,,Not a factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,Can defeat Barack Obama,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale
269745.0, Mississippi,52.0,Call 2,Complete,Election day exit poll,1.05349934101105,Rick Santorum,Male,White,40-44,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Illegal in most cases,,,Yes,I like my candidate but with reservations,About right,Not conservative enough,About right,About right,,,,,,,,Somewhat,Somewhat support,,Santorum,Yes,,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale
269748.0, Mississippi,6.0,Call 2,Complete,Election day exit poll,1.30501139163971,Newt Gingrich,Female,White,60-64,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,Santorum,A minor factor,Yes,,,,,,Abortion,No,Has the right experience,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Somewhat support,In the last few days,,,Non married women,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Not important,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,Has the right experience,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
269750.0, Mississippi,26.0,Call 2,Complete,Election day exit poll,1.45819926261902,Mitt Romney,Female,White,65 or over,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,Romney,The most important factor,Yes,,,,,,The economy,No,Can defeat Barack Obama,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,,Neutral,In the last few days,,,Non married women,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,Can defeat Barack Obama,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
