ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,MARPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,TEAPARTY,TIMEST12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,HEALTHMASS,ROMNTIESMA,ROMNTIESMA2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
233237.0,Massachusetts,64.0,Call 1,Complete,Election day exit poll,0.928796947002411,Mitt Romney,Female,White,60-64,60-64,Somewhat liberal,Independent,,Postgraduate study,Not a factor at all,No,Omit,The economy,Yes,Omit,Protestant,Strongly oppose,Just today,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,,,,College graduate,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Oppose,Neither,Last few days,Since January 1st,No,All others,No,White Protestant non-evangelical,Omit,Was about right,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
233236.0,Massachusetts,88.0,Call 1,Complete,Election day exit poll,0.846292495727539,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,A minor factor,No,I strongly favor my candidate,Federal budget deficit,Yes,Can defeat Barack Obama,Other christian,Neutral,Earlier this year,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,Since January 1st,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,Went too far,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
237284.0,Massachusetts,26.0,Call 2,Complete,Election day exit poll,0.820660471916199,Mitt Romney,Male,White,40-44,40-44,Very conservative,Republican,"$100,000-$199,999",High school or less,A minor factor,No,I strongly favor my candidate,The economy,,Is a true conservative,Catholic,Somewhat support,In the last few weeks,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,A factor,Not important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,All others,Is a true conservative,Went too far,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
237281.0,Massachusetts,6.0,Call 2,Complete,Election day exit poll,0.941017925739288,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Has the right experience,Catholic,Somewhat support,Earlier this year,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,Yes,All others,No,All others,Has the right experience,Went too far,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
233231.0,Massachusetts,101.0,Call 1,Complete,Election day exit poll,0.750454366207123,Mitt Romney,Male,White,30-39,30-39,Moderate,Independent,"$100,000-$199,999",College graduate,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Catholic,Neutral,Before that,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Catholic,Neutral,Neither,Earlier than that,Before January 1st,No,All others,No,All others,Can defeat Barack Obama,Was about right,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
237279.0,Massachusetts,51.0,Call 2,Complete,Election day exit poll,0.852327108383179,Mitt Romney,Male,White,40-44,40-44,Moderate,Republican,"$50,000-$99,999",College graduate,A minor factor,No,I like my candidate but with reservations,The economy,,Can defeat Barack Obama,Catholic,Neutral,Just today,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Catholic,Neutral,Neither,Last few days,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
237278.0,Massachusetts,73.0,Call 2,Complete,Election day exit poll,0.831458628177643,Mitt Romney,Male,White,45-49,45-49,Somewhat liberal,Independent,"$100,000-$199,999",Some college/assoc. degree,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Catholic,Neutral,Just today,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Important,Catholic,Neutral,Neither,Last few days,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,A great deal,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale
233226.0,Massachusetts,75.0,Call 1,Complete,Election day exit poll,1.18907582759857,Mitt Romney,Female,White,65 or over,65 or over,Moderate,,"$50,000-$99,999",College graduate,Not a factor at all,No,I dislike the other candidates,The economy,Yes,Has the right experience,Protestant,Strongly oppose,Earlier this year,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Oppose,Neither,Earlier than that,Since January 1st,No,All others,No,White Protestant non-evangelical,Has the right experience,Was about right,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
237272.0,Massachusetts,102.0,Call 2,Complete,Election day exit poll,0.913795053958893,Mitt Romney,Male,White,60-64,60-64,Moderate,Independent,"$200,000 or more",Postgraduate study,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Catholic,Strongly support,Earlier this year,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
233221.0,Massachusetts,108.0,Call 1,Complete,Election day exit poll,0.86416494846344,Mitt Romney,Male,White,50-59,50-59,Moderate,Independent,"$200,000 or more",Postgraduate study,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Jewish,Somewhat support,Before that,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Jewish,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,No,All others,Can defeat Barack Obama,Was about right,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
241317.0,Massachusetts,45.0,Call 3,Complete,Election day exit poll,0.759957432746887,Mitt Romney,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,Yes,Has the right experience,Catholic,Somewhat support,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,All others,Has the right experience,Went too far,Not much,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 1,Suburb,Rural,Rural,Downscale
233217.0,Massachusetts,88.0,Call 1,Complete,Election day exit poll,0.846292495727539,Mitt Romney,Male,White,60-64,60-64,Moderate,Independent,"$200,000 or more",Some college/assoc. degree,One of several important factors,No,I strongly favor my candidate,Illegal immigration,Yes,Can defeat Barack Obama,Catholic,Strongly support,Before that,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
237265.0,Massachusetts,26.0,Call 2,Complete,Election day exit poll,0.84321802854538,Mitt Romney,Female,White,40-44,40-44,Moderate,Independent,,College graduate,One of several important factors,No,I dislike the other candidates,Illegal immigration,Yes,Omit,Catholic,Omit,Earlier this year,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,,,,College graduate,More than High school graduate,A factor,Important,Catholic,Omit,,Earlier than that,Since January 1st,No,All others,No,All others,Omit,Went too far,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
237264.0,Massachusetts,51.0,Call 2,Complete,Election day exit poll,0.852327108383179,Mitt Romney,Male,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Has the right experience,Protestant,Somewhat oppose,Before that,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Oppose,Neither,Earlier than that,Before January 1st,No,All others,No,White Protestant non-evangelical,Has the right experience,Went too far,A great deal,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
237263.0,Massachusetts,73.0,Call 2,Complete,Election day exit poll,0.831458628177643,Mitt Romney,Male,White,45-49,45-49,Moderate,Independent,"$100,000-$199,999",Some college/assoc. degree,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Is a true conservative,Mormon,Neutral,Earlier this year,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,Since January 1st,No,All others,No,White Protestant non-evangelical,Is a true conservative,Went too far,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale
237259.0,Massachusetts,64.0,Call 2,Complete,Election day exit poll,0.842248916625977,Mitt Romney,Female,White,18-24,17-24,Moderate,Independent,,Some college/assoc. degree,One of several important factors,No,I strongly favor my candidate,The economy,No,Can defeat Barack Obama,Mormon,Neutral,Before that,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,Before January 1st,,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,Was about right,A great deal,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
237258.0,Massachusetts,108.0,Call 2,Complete,Election day exit poll,0.86416494846344,Mitt Romney,Male,White,50-59,50-59,Moderate,Independent,"$200,000 or more",Postgraduate study,Not a factor at all,No,I like my candidate but with reservations,The economy,Yes,Has strong moral character,Protestant,Somewhat oppose,In the last few days,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Oppose,Neither,Last few days,Since January 1st,No,All others,No,White Protestant non-evangelical,Has strong moral character,Was about right,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
233208.0,Massachusetts,26.0,Call 1,Complete,Election day exit poll,0.928796947002411,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"$100,000-$199,999",Postgraduate study,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Catholic,Somewhat oppose,Earlier this year,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Catholic,Oppose,Neither,Earlier than that,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
233205.0,Massachusetts,108.0,Call 1,Complete,Election day exit poll,0.86416494846344,Mitt Romney,Male,White,45-49,45-49,Moderate,Republican,"$100,000-$199,999",College graduate,A minor factor,No,I strongly favor my candidate,The economy,Yes,Has the right experience,Catholic,Neutral,Earlier this year,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Catholic,Neutral,Neither,Earlier than that,Since January 1st,No,All others,No,All others,Has the right experience,Was about right,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
233204.0,Massachusetts,16.0,Call 1,Complete,Election day exit poll,2.30874300003052,Mitt Romney,Male,White,18-24,17-24,Very conservative,Republican,"$50,000-$99,999",College graduate,One of several important factors,No,I like my candidate but with reservations,Federal budget deficit,No,Can defeat Barack Obama,Catholic,Strongly support,In the last few weeks,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
233203.0,Massachusetts,66.0,Call 1,Complete,Election day exit poll,1.03591573238373,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,Yes,Can defeat Barack Obama,Catholic,Somewhat support,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,A great deal,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
233198.0,Massachusetts,102.0,Call 1,Complete,Election day exit poll,0.852401554584503,Mitt Romney,Female,White,40-44,40-44,Moderate,Independent,"$200,000 or more",Postgraduate study,A minor factor,No,I strongly favor my candidate,The economy,Yes,Has the right experience,Protestant,Somewhat oppose,Earlier this year,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Oppose,Neither,Earlier than that,Since January 1st,No,All others,No,White Protestant non-evangelical,Has the right experience,Was about right,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
241295.0,Massachusetts,114.0,Call 3,Complete,Election day exit poll,1.49821531772614,Mitt Romney,Male,White,30-39,30-39,Moderate,Independent,"$30,000-$49,999",College graduate,One of several important factors,No,I dislike the other candidates,The economy,Yes,Can defeat Barack Obama,Catholic,Somewhat support,Earlier this year,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
233195.0,Massachusetts,101.0,Call 1,Complete,Election day exit poll,0.749591886997223,Mitt Romney,Male,White,18-24,17-24,Moderate,Independent,"$50,000-$99,999",College graduate,A minor factor,No,I like my candidate but with reservations,Federal budget deficit,No,Can defeat Barack Obama,Catholic,Neutral,In the last few weeks,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Catholic,Neutral,Neither,Earlier than that,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
233193.0,Massachusetts,88.0,Call 1,Complete,Election day exit poll,0.846292495727539,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Catholic,Somewhat oppose,Before that,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Catholic,Oppose,Neither,Earlier than that,Before January 1st,No,All others,No,All others,Can defeat Barack Obama,Was about right,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
237241.0,Massachusetts,43.0,Call 2,Complete,Election day exit poll,0.784533262252808,Mitt Romney,Male,,60-64,60-64,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Other christian,Neutral,In the last few weeks,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,Since January 1st,No,All others,No,,Can defeat Barack Obama,Was about right,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
233190.0,Massachusetts,108.0,Call 1,Complete,Election day exit poll,0.86416494846344,Mitt Romney,Male,White,45-49,45-49,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Catholic,Somewhat oppose,Before that,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Catholic,Oppose,Neither,Earlier than that,Before January 1st,No,All others,No,All others,Can defeat Barack Obama,Was about right,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
237236.0,Massachusetts,108.0,Call 2,Complete,Election day exit poll,0.887918293476105,Mitt Romney,Female,White,45-49,45-49,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,A minor factor,No,I like my candidate but with reservations,The economy,Yes,Has the right experience,Catholic,Strongly support,In the last few days,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Catholic,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,No,All others,Has the right experience,Was about right,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
233186.0,Massachusetts,70.0,Call 1,Complete,Election day exit poll,1.35981094837189,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Has the right experience,Other,Strongly support,In the last few weeks,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Something else,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,All others,Has the right experience,Was about right,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
237233.0,Massachusetts,6.0,Call 2,Complete,Election day exit poll,0.941017925739288,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,,Some college/assoc. degree,The most important factor,No,I strongly favor my candidate,The economy,Yes,Has the right experience,Protestant,Somewhat support,In the last few weeks,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,,All others,No,White Protestant non-evangelical,Has the right experience,Was about right,A great deal,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
241281.0,Massachusetts,88.0,Call 3,Complete,Election day exit poll,0.789434254169464,Mitt Romney,Female,White,40-44,40-44,Very conservative,Republican,"$50,000-$99,999",College graduate,Not a factor at all,No,I strongly favor my candidate,The economy,No,Can defeat Barack Obama,Catholic,Strongly support,Before that,Non married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,No,All others,Can defeat Barack Obama,Was about right,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
233182.0,Massachusetts,66.0,Call 1,Complete,Election day exit poll,1.03591573238373,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"Under $30,000",Postgraduate study,A minor factor,No,I strongly favor my candidate,The economy,No,Has the right experience,Catholic,Neutral,Earlier this year,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Catholic,Neutral,Neither,Earlier than that,Since January 1st,No,All others,No,All others,Has the right experience,Was about right,A great deal,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
233181.0,Massachusetts,102.0,Call 1,Complete,Election day exit poll,0.913795053958893,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Independent,"$50,000-$99,999",Postgraduate study,Not a factor at all,No,I dislike the other candidates,The economy,Yes,Can defeat Barack Obama,Protestant,Neutral,Before that,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,Before January 1st,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
