ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,WIRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATROMN,SATSANT,SHAREREL,TEAPARTY,TIMEMD12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,ATTEND,CHILD,GOVTPRO,HEALTHCARE12R,RECOVER,WALKERAPP,WINNOM12,ATTEND2,ATTREL,PARENTS,WALKERAPP2,WORKPARENT,WORKSEX,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
309051.0,Wisconsin,45.0,Call 2,Complete,Election day exit poll,0.790886461734772,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",Postgraduate study,,Yes,I like my candidate but with reservations,Not conservative enough,Too conservative,,,,Protestant,,,Somewhat,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,No,Government should not favor one set of values over another,,Staying the same,Strongly approve,,Weekly,Protestant/Attend weekly,Men without children,Approve,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
309046.0,Wisconsin,66.0,Call 2,Complete,Election day exit poll,1.29406464099884,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,A minor factor,No,,,,The economy,Yes,Has the right experience,,Satisfied,Dissatisfied,,Neutral,Omit,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Not important,,,Neutral,Neither,Omit,Omit,No,All others,,,,Has the right experience,,,,Omit,,,Romney,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale
309038.0,Wisconsin,31.0,Call 2,Complete,Election day exit poll,0.833844840526581,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,,High school or less,,Yes,I strongly favor my candidate,Omit,Not conservative enough,,,,Protestant,,,A great deal,Somewhat support,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,No,Government should do more to promote traditional values,,Omit,Strongly approve,,Weekly,Protestant/Attend weekly,Women without children,Approve,"Women, no kids",Non-working women,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 2,Suburb,Rural,Rural,Upscale
309029.0,Wisconsin,31.0,Call 2,Complete,Election day exit poll,1.01024377346039,Mitt Romney,Male,White,18-24,17-24,Very liberal,Democrat,"Under $30,000",Some college/assoc. degree,A minor factor,Yes,,,,The economy,No,Has the right experience,,Satisfied,Dissatisfied,,Strongly oppose,In the last few days,,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,,Oppose,Born-again but not Tea Party supporter,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Has the right experience,,,,Romney,,,Romney,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 1,Suburb,Rural,Rural,Upscale
309021.0,Wisconsin,45.0,Call 2,Complete,Election day exit poll,0.790886461734772,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,,,,No,I strongly favor my candidate,About right,Not conservative enough,,,,,,,Not at all,Somewhat support,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,,,Not born again,,,,Not much or not at all,Support,Tea Party supporter and not born-again,,,,All others,,,All others,,Never,No,Omit,,Staying the same,Strongly approve,,Never,All others,Men without children,Approve,All men,Non-working men,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
309018.0,Wisconsin,31.0,Call 2,Complete,Election day exit poll,0.796158969402313,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,,No,I strongly favor my candidate,Too conservative,About right,,,,Catholic,,,A great deal,Strongly support,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,Once a week,No,Government should not favor one set of values over another,,Getting worse,Strongly approve,,Weekly,Catholic/Attend weekly,Men without children,Approve,All men,Non-working men,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 2,Suburb,Rural,Rural,Upscale
309017.0,Wisconsin,66.0,Call 2,Complete,Election day exit poll,1.23557901382446,Mitt Romney,Male,White,65 or over,65 or over,Moderate,Democrat,"$100,000-$199,999",Postgraduate study,Not a factor at all,No,,,,The economy,Yes,Has the right experience,,Dissatisfied,Dissatisfied,,Strongly oppose,Earlier this year,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Since January 1st,No,All others,,,,Has the right experience,,,,Omit,,,Romney,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale
309007.0,Wisconsin,82.0,Call 2,Complete,Election day exit poll,1.59227275848389,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,One of several important factors,Yes,,,,The economy,,Has the right experience,,Satisfied,Dissatisfied,,Neutral,In March,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Has the right experience,,,,Romney,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Upscale
309006.0,Wisconsin,82.0,Call 2,Complete,Election day exit poll,1.59227275848389,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,One of several important factors,Yes,,,,The economy,,Has the right experience,,Satisfied,Dissatisfied,,Neutral,In March,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Has the right experience,,,,Romney,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Upscale
308997.0,Wisconsin,82.0,Call 2,Complete,Election day exit poll,1.66764235496521,Mitt Romney,Female,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",High school or less,,No,I dislike the other candidates,Not conservative enough,Not conservative enough,,,,Catholic,,,Somewhat,Somewhat support,,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,Working women,,A few times a year,No,Government should do more to promote traditional values,,Starting to recover,Strongly approve,,Occasionally,Catholic/Do not attend weekly,Women without children,Approve,"Women, no kids",Working women,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Upscale
308992.0,Wisconsin,31.0,Call 2,Complete,Election day exit poll,0.796158969402313,Mitt Romney,Male,White,60-64,60-64,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,Yes,I like my candidate but with reservations,Not conservative enough,Too conservative,,,,Protestant,,,A great deal,Strongly support,,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,No,Government should do more to promote traditional values,,Getting worse,Strongly approve,,Weekly,Protestant/Attend weekly,Men without children,Approve,All men,Non-working men,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 2,Suburb,Rural,Rural,Upscale
308985.0,Wisconsin,82.0,Call 2,Complete,Election day exit poll,1.52192842960358,Mitt Romney,Female,White,60-64,60-64,Moderate,Independent,"$100,000-$199,999",College graduate,,No,I like my candidate but with reservations,About right,Not conservative enough,,,,Protestant,,,Somewhat,Neutral,,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Neither,,,No,All others,No,White Protestant non-evangelical,Working women,,A few times a month,No,Government should do more to promote traditional values,,Staying the same,Somewhat approve,,Occasionally,Protestant/Do not attend weekly,Women without children,Approve,"Women, no kids",Working women,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Upscale
308978.0,Wisconsin,45.0,Call 2,Complete,Election day exit poll,0.790886461734772,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,One of several important factors,Yes,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,Satisfied,Dissatisfied,,Strongly support,Before that,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,,,Romney,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
308975.0,Wisconsin,82.0,Call 2,Not complete,Election day exit poll,1.45314455032349,Mitt Romney,Male,White,60-64,60-64,,,,Some college/assoc. degree,Not a factor at all,,,,,,Yes,,,,,,,Before that,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,No college degree,More than High school graduate,,Not a factor,Not important,,,,,Earlier than that,Before January 1st,,,,,,,,,,,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Upscale
308974.0,Wisconsin,39.0,Call 2,Complete,Election day exit poll,0.751406848430634,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,,No,I like my candidate but with reservations,About right,About right,,,,Protestant,,,Somewhat,Strongly support,,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,Yes,All others,No,White Protestant non-evangelical,All others,,A few times a year,No,Government should not favor one set of values over another,,Getting worse,Strongly approve,,Occasionally,Protestant/Do not attend weekly,Men without children,Approve,All men,Non-working men,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
308973.0,Wisconsin,66.0,Call 2,Complete,Election day exit poll,1.35387694835663,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$200,000 or more",Postgraduate study,,No,I like my candidate but with reservations,Not conservative enough,About right,,,,Catholic,,,Somewhat,Strongly support,,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,Once a week,Yes,Government should do more to promote traditional values,,Starting to recover,Strongly approve,,Weekly,Catholic/Attend weekly,Men with children,Approve,All men,Working men,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Upscale
308969.0,Wisconsin,45.0,Call 2,Complete,Election day exit poll,0.82832270860672,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"$30,000-$49,999",Some college/assoc. degree,,Yes,I strongly favor my candidate,Not conservative enough,About right,,,,Protestant,,,A great deal,Neutral,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,No,Government should do more to promote traditional values,,Staying the same,Somewhat approve,,Weekly,Protestant/Attend weekly,Women without children,Approve,"Women, no kids",Non-working women,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
308968.0,Wisconsin,82.0,Call 2,Complete,Election day exit poll,1.66764235496521,Mitt Romney,Female,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",College graduate,,Yes,I like my candidate but with reservations,Not conservative enough,Not conservative enough,,,,Other christian,,,A great deal,Somewhat support,,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,A few times a month,Yes,Government should do more to promote traditional values,,Staying the same,Strongly approve,,Occasionally,All others,Women with children,Approve,Working mom,Working women,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Upscale
308967.0,Wisconsin,39.0,Call 2,Complete,Election day exit poll,0.862321555614471,Mitt Romney,Female,White,50-59,50-59,Moderate,Independent,,College graduate,,No,I strongly favor my candidate,About right,Omit,,,,Catholic,,,Somewhat,Strongly support,,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,,,,College graduate,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,Working women,,Once a week,No,Government should not favor one set of values over another,,Getting worse,Strongly approve,,Weekly,Catholic/Attend weekly,Women without children,Approve,"Women, no kids",Working women,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
308964.0,Wisconsin,66.0,Call 2,Complete,Election day exit poll,1.29406464099884,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,Not a factor at all,No,,,,The economy,No,Can defeat Barack Obama,,Satisfied,Satisfied,,Somewhat support,In the last few days,,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,Yes,All others,,,,Can defeat Barack Obama,,,,Paul,,,Romney,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale
308962.0,Wisconsin,45.0,Call 2,Complete,Election day exit poll,0.9076287150383,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,,,I strongly favor my candidate,Not conservative enough,Omit,,,,Protestant,,,Somewhat,Neutral,,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,,,,No,,,,All others,,A few times a month,No,Government should do more to promote traditional values,,Staying the same,Somewhat approve,,Occasionally,Protestant/Do not attend weekly,Women without children,Approve,"Women, no kids",Non-working women,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
308960.0,Wisconsin,39.0,Call 2,Complete,Election day exit poll,0.823348701000214,Mitt Romney,Male,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Not a factor at all,No,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,Satisfied,Dissatisfied,,Strongly support,Before that,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,Yes,All others,,,,Can defeat Barack Obama,,,,Romney,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
308959.0,Wisconsin,82.0,Call 2,Complete,Election day exit poll,1.45314455032349,Mitt Romney,Male,White,65 or over,65 or over,Somewhat liberal,Republican,"Under $30,000",High school or less,Not a factor at all,No,,,,Federal budget deficit,No,Can defeat Barack Obama,,Satisfied,Satisfied,,Somewhat support,In the last few days,,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,Yes,All others,,,,Can defeat Barack Obama,,,,Paul,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Upscale
308953.0,Wisconsin,66.0,Call 2,Complete,Election day exit poll,1.41796207427979,Mitt Romney,Female,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",College graduate,One of several important factors,No,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,Satisfied,Satisfied,,Strongly support,In the last few days,,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,,,,Can defeat Barack Obama,,,,Romney,,,Romney,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale
308945.0,Wisconsin,66.0,Call 2,Complete,Election day exit poll,1.29406464099884,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,No,I strongly favor my candidate,About right,Too conservative,,,,Catholic,,,Not much,Somewhat oppose,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Oppose,Neither,,,No,All others,No,All others,All others,,A few times a year,No,Government should do more to promote traditional values,,Getting worse,Strongly approve,,Occasionally,Catholic/Do not attend weekly,Women without children,Approve,"Women, no kids",Non-working women,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Upscale
308940.0,Wisconsin,39.0,Call 2,Complete,Election day exit poll,0.751406848430634,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,,Yes,I like my candidate but with reservations,Not conservative enough,Too conservative,,,,Protestant,,,A great deal,Neutral,,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,More than once a week,No,Government should do more to promote traditional values,,Starting to recover,Strongly approve,,Weekly,Protestant/Attend weekly,Men without children,Approve,All men,Non-working men,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
308935.0,Wisconsin,17.0,Call 2,Not complete,Election day exit poll,1.13259792327881,Mitt Romney,Male,White,65 or over,65 or over,,,,High school or less,,,I like my candidate but with reservations,,,,,,,,,Somewhat,,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,High school graduate or less,,,,,A great deal or somewhat,,,,,,,,,All others,,,No,Government should do more to promote traditional values,,,,,,,Men without children,,All men,Non-working men,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
308928.0,Wisconsin,66.0,Call 2,Complete,Election day exit poll,1.29406464099884,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,Omit,No,,,,The economy,Yes,Can defeat Barack Obama,,Satisfied,Omit,,Somewhat support,In March,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Omit,Omit,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Can defeat Barack Obama,,,,Omit,,,Romney,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale
308927.0,Wisconsin,39.0,Call 2,Complete,Election day exit poll,0.823348701000214,Mitt Romney,Male,White,30-39,30-39,Moderate,Independent,"$50,000-$99,999",College graduate,Not a factor at all,No,,,,The economy,Yes,Omit,,Satisfied,Dissatisfied,,Strongly oppose,Earlier this year,,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Since January 1st,No,All others,,,,Omit,,,,Romney,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
308922.0,Wisconsin,39.0,Call 2,Complete,Election day exit poll,0.786974370479584,Mitt Romney,Female,White,60-64,60-64,Somewhat conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,,Yes,I strongly favor my candidate,About right,About right,,,,Protestant,,,Somewhat,Somewhat support,,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,Once a week,No,Omit,,Getting worse,Strongly approve,,Weekly,Protestant/Attend weekly,Women without children,Approve,"Women, no kids",Working women,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
308921.0,Wisconsin,17.0,Call 2,Not complete,Election day exit poll,1.18620896339417,Mitt Romney,Female,White,65 or over,65 or over,,,,Some college/assoc. degree,,,I strongly favor my candidate,,,,,,,,,Somewhat,,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,,,,,A great deal or somewhat,,,,,,,,,All others,,,No,Omit,,,,,,,Women without children,,"Women, no kids",Non-working women,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
308919.0,Wisconsin,66.0,Call 2,Not complete,Election day exit poll,1.23557901382446,Mitt Romney,Male,White,65 or over,65 or over,,,,College graduate,,,I strongly favor my candidate,,,,,,,,,Not much,,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,,,,,Not much or not at all,,,,,,,,,All others,,,No,Government should do more to promote traditional values,,,,,,,Men without children,,All men,Non-working men,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Upscale
