ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BRNAGAIN,BROWNBACK2,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSKS12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
46833.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,All others,All others,A few times a year,Occasionally,Complete,No,Disapprove,Call 2,4.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,Yes,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,58.0,Barack Obama,Other,Asian,State questionnaire,Asian,Midwest,Female,All other races,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,67037.0,0.87567800283432
49106.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Yes,Omit,Call 2,3.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Omit,Worse today,1.0,Omit,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,36.0,Barack Obama,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Urban Perimeter,Very upscale,66216.0,1.31930994987488
23638.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Yes,Approve,Call 1,4.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,3.0,Government should do more to solve problems,Mitt Romney,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,64.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,Yes,White Born-again/Evangelical Christians,High Density Urban,Urban,Urban Core,Very downscale,67211.0,0.96444970369339
48102.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,Yes,Approve,Call 2,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,46.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Downscale,67420.0,0.890004813671112
70011.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,No,Approve,Call 3,3.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Better today,1.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,20.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Suburbs,Suburbs,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,66209.0,1.23282384872437
71411.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,More than once a week,Weekly,Complete,Yes,Approve,Call 3,3.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,1.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,85.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,Yes,White Born-again/Evangelical Christians,Suburb,Urban,Urban Core,Very downscale,66104.0,0.672434270381927
49282.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,Yes,Approve,Call 2,4.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,64.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,High Density Urban,Urban,Urban Core,Very downscale,67211.0,0.984753251075745
71412.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,More than once a week,Weekly,Complete,Yes,Approve,Call 3,3.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,1.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,85.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,Yes,White Born-again/Evangelical Christians,Suburb,Urban,Urban Core,Very downscale,66104.0,0.672434270381927
69606.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,Yes,Omit,Call 3,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,No,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,1.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Female,White women,Non married women,Rural,Small Cities/Rural,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,Yes,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Downscale,66016.0,1.46862256526947
71018.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,A few times a month,Occasionally,Complete,No,Approve,Call 3,3.0,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,Worse today,1.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Mitt Romney,The economy,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Conservative,20.0,Mitt Romney,Other,Asian,State questionnaire,Asian,Midwest,Male,All other races,Non married men,Suburbs,Suburbs,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,66209.0,1.23282384872437
71770.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a month,Occasionally,Complete,Yes,Approve,Call 3,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,46.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Downscale,67420.0,0.960347354412079
69677.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,More than once a week,Weekly,Complete,Yes,Approve,Call 3,4.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,58.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Non married men,Suburbs,Suburbs,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,Urban Perimeter,Very upscale,67037.0,1.13432693481445
23817.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,Yes,Approve,Call 1,3.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,85.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,Yes,White Born-again/Evangelical Christians,Suburb,Urban,Urban Core,Very downscale,66104.0,0.710620880126953
47218.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Yes,Approve,Call 2,2.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,1.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Downscale,66016.0,1.5520236492157
47292.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete,Yes,Approve,Call 2,3.0,I dislike the other candidates,No high school diploma,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,20.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Non married men,Suburbs,Suburbs,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,Urban Perimeter,Very upscale,66209.0,1.46880304813385
67633.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,More than once a week,Weekly,Complete,Yes,Approve,Call 3,2.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,1.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Downscale,66016.0,1.67468953132629
23467.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete,No,Omit,Call 1,4.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,Better today,3.0,Omit,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Omit,The economy,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,58.0,Barack Obama,White,White,State questionnaire,White,Midwest,Male,White men,Non married men,Suburbs,Suburbs,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,67037.0,0.925406515598297
25569.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,,,Complete,,,Call 1,4.0,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,Health care,No,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,17.0,Mitt Romney,Other,American Indian,National questionnaire,Other,Midwest,Male,All other races,Non married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,,Extremely Low Density Rural,Rural,Rural,Very downscale,67009.0,0.90203195810318
71293.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete,No,Disapprove,Call 3,4.0,I dislike the other candidates,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Worse today,3.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Health care,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,64.0,Barack Obama,White,White,State questionnaire,White,Midwest,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,All others,High Density Urban,Urban,Urban Core,Very downscale,67211.0,0.887050449848175
49859.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,A few times a month,Occasionally,Complete,No,Approve,Call 2,4.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,Yes,No,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,64.0,Barack Obama,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Midwest,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,All others,High Density Urban,Urban,Urban Core,Very downscale,67211.0,0.887050449848175
49184.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,Yes,Approve,Call 2,3.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,36.0,Barack Obama,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,Yes,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Urban Perimeter,Very upscale,66216.0,1.31930994987488
25062.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,No,Omit,Call 1,4.0,I dislike the other candidates,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,64.0,Barack Obama,White,White,State questionnaire,White,Midwest,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,High Density Urban,Urban,Urban Core,Very downscale,67211.0,0.744536101818085
25061.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,No,Omit,Call 1,4.0,I dislike the other candidates,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,64.0,Barack Obama,White,White,State questionnaire,White,Midwest,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,High Density Urban,Urban,Urban Core,Very downscale,67211.0,0.744536101818085
70032.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,More than once a week,Weekly,Complete,Yes,Approve,Call 3,4.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,About the same,3.0,Government should do more to solve problems,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,No,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,58.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Non married men,Suburbs,Suburbs,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,Yes,White Born-again/Evangelical Christians,Suburb,80s Suburbs,Urban Perimeter,Very upscale,67037.0,1.13432693481445
48524.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,More than once a week,Weekly,Complete,Yes,Approve,Call 2,3.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Health care,No,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,36.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Non married men,Suburbs,Suburbs,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Urban Perimeter,Very upscale,66216.0,1.68551170825958
47151.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,No,Approve,Call 2,3.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Health care,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,20.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,66209.0,1.16657567024231
46606.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Not complete,,,Call 2,4.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Better today,3.0,,,,,,,,,,,No,No,45+,65+,,,,,,,58.0,Barack Obama,White,White,State questionnaire,White,Midwest,Female,White women,Non married women,Suburbs,Suburbs,Kansas,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,67037.0,0.79308158159256
23029.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Not complete,,,Call 1,4.0,I dislike the other candidates,,,,,Unfavorable,Unfavorable,Worse today,3.0,,,,,,,,,,,No,Yes,45+,18-64,,,,,,,58.0,Other,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,67037.0,0.762909293174744
48150.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Not complete,,,Call 2,3.0,I strongly favor my candidate,,,,,Unfavorable,Favorable,About the same,1.0,,,,,,,,,,,No,No,18-44,18-64,,,,,,,36.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Non married men,Suburbs,Suburbs,Kansas,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,66216.0,1.68551170825958
47486.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Not complete,,,Call 2,1.0,I strongly favor my candidate,,,,,Unfavorable,Favorable,About the same,4.0,,,,,,,,,,,No,Yes,45+,65+,,,,,,,46.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Downscale,67420.0,0.960347354412079
49228.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Not complete,,,Call 2,4.0,Omit,,,,,Omit,Omit,Omit,3.0,,,,,,,,,,,No,,45+,18-64,,,,,,,64.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,High Density Urban,Urban,Urban Core,Very downscale,67211.0,0.912623107433319
69880.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,,Call 3,4.0,,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,Omit,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,17.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,,Extremely Low Density Rural,Rural,Rural,Very downscale,67009.0,0.97332501411438
49541.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,,Call 2,4.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,About the same,3.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,Foreign policy,No,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,5.0,Barack Obama,White,White,National questionnaire,White,Midwest,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Kansas,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,,Low Density Rural,Rural,Rural,Upscale,67156.0,0.402253031730652
70273.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,Complete,,,Call 3,4.0,,College graduate,College graduate,More than High school graduate,White college degree,,,Better today,4.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,Foreign policy,No,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,17.0,Barack Obama,White,White,National questionnaire,White,Midwest,Female,White women,Non married women,Rural,Small Cities/Rural,Kansas,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,,Extremely Low Density Rural,Rural,Rural,Very downscale,67009.0,1.62533438205719
