ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AMND1MN,ATTEND,ATTEND2,BACKSIDE,BRNAGAIN,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMN12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENMN12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
52489.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,No,A few times a year,Occasionally,Complete,No,Call 2,1.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,4.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,8.0,Barack Obama,White,White,State questionnaire,White,Midwest,Did not vote,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Minnesota,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Town,Rural,Rural,Downscale,56001.0,0.927472293376923
72663.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,No,Never,Never,Complete,No,Call 3,1.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,4.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,8.0,Barack Obama,White,White,State questionnaire,White,Midwest,Did not vote,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Minnesota,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Town,Rural,Rural,Downscale,56001.0,0.86116886138916
72662.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,No,Never,Never,Complete,No,Call 3,1.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,4.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,8.0,Barack Obama,White,White,State questionnaire,White,Midwest,Did not vote,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Minnesota,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Town,Rural,Rural,Downscale,56001.0,0.86116886138916
31014.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,No,Omit,Omit,Complete,,Call 1,5.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Omit,Omit,Omit,1.0,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",The economy,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,47.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Did not vote,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Extremely High Density Urban,Urban,Urban Core,Very downscale,55411.0,0.828784763813019
50596.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,No,More than once a week,Weekly,Complete,No,Call 2,6.0,I dislike the other candidates,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,2.0,Barack Obama,White,White,State questionnaire,White,Midwest,Did not vote,Male,White men,Non married men,Suburbs,Suburbs,Minnesota,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,55449.0,0.95888751745224
74444.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,No,A few times a year,Occasionally,Complete,No,Call 3,4.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,82.0,Barack Obama,White,White,State questionnaire,White,Midwest,Did not vote,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,High Density Urban,Urban,Urban Core,Very upscale,55105.0,0.740975379943848
72506.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,No,Once a week,Weekly,Complete,No,Call 3,1.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,,,,,,,The economy,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,8.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Did not vote,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Minnesota,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,All others,Town,Rural,Rural,Downscale,56001.0,0.685538768768311
51236.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,No,A few times a year,Occasionally,Complete,Yes,Call 2,1.0,Omit,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,,32.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Did not vote,Female,White women,Non married women,Rural,Small Cities/Rural,Minnesota,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Very downscale,56097.0,0.734432280063629
51235.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,No,A few times a year,Occasionally,Complete,Yes,Call 2,1.0,Omit,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,,32.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Did not vote,Female,White women,Non married women,Rural,Small Cities/Rural,Minnesota,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Very downscale,56097.0,0.734432280063629
50599.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,All others,All others,No,A few times a month,Occasionally,Complete,No,Call 2,4.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Favorable,About the same,1.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",The economy,No,No,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Conservative,85.0,Mitt Romney,Other,Asian,State questionnaire,Asian,Midwest,Did not vote,Male,All other races,Non married men,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,All others,Suburb,Urban,Urban Core,Upscale,55119.0,1.23830461502075
51364.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,No,,,Complete,,Call 2,2.0,,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,3.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,89.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Did not vote,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Minnesota,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,,Low Density Rural,Rural,Rural,Upscale,55057.0,0.787446558475494
73611.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,No,,,Complete,,Call 3,2.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Federal budget deficit,No,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,89.0,Other,White,White,National questionnaire,White,Midwest,Did not vote,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Minnesota,Election day exit poll,,,,Version 2,Yes,,Low Density Rural,Rural,Rural,Upscale,55057.0,0.508502066135406
33810.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,No,Omit,Omit,Complete,No,Call 1,4.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Foreign policy,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,82.0,Other,White,White,State questionnaire,White,Midwest,Did not vote,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,High Density Urban,Urban,Urban Core,Very upscale,55105.0,0.672656536102295
32256.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,,,Complete,,Call 1,4.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,75.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Female,White women,,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 4,No,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,55112.0,0.967953085899353
72672.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,,,Complete,,Call 3,8.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,58.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Male,White men,,Rural,Small Cities/Rural,Minnesota,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Downscale,55744.0,0.989036738872528
33079.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,,,Complete,,Call 1,6.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,5.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Male,White men,,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 4,No,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,55126.0,0.794217228889465
72305.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,No,,,Complete,,Call 3,4.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,75.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Male,White men,,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 4,No,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,55112.0,1.13224411010742
51942.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,,,Complete,,Call 2,4.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,1.0,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,75.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Male,White men,,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 4,Yes,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,55112.0,1.04247808456421
71924.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,,,Complete,,Call 3,4.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,75.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Male,White men,,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 4,No,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,55112.0,1.29612362384796
71867.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,No,,,Complete,,Call 3,5.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,43.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Election day exit poll,,,,Version 4,No,,High Density Urban,Urban,Urban Core,Upscale,55418.0,1.03040170669556
30130.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,No,,,Complete,,Call 1,5.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,43.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Election day exit poll,,,,Version 4,No,,High Density Urban,Urban,Urban Core,Upscale,55418.0,1.10973477363586
71534.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,No,,,Complete,,Call 3,4.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,75.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Female,White women,,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 4,No,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,55112.0,0.967953085899353
71452.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,,,Complete,,Call 3,4.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,75.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Female,White women,,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 4,No,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,55112.0,0.967953085899353
71407.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,No,,,Complete,,Call 3,5.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,43.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Election day exit poll,,,,Version 4,No,,High Density Urban,Urban,Urban Core,Upscale,55418.0,1.10973477363586
50996.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,,,Complete,,Call 2,2.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,3.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,89.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Minnesota,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Upscale,55057.0,0.799292862415314
30619.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,,,Complete,,Call 1,2.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,,,,,,,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,89.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Minnesota,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Upscale,55057.0,0.799292862415314
34569.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,No,,,Complete,,Call 1,6.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,114.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Male,White men,,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 4,No,,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,55328.0,0.865464150905609
34492.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,No,,,Not complete,,Call 1,6.0,,,,,,,,,3.0,,,,,,,,,No,Yes,45+,18-64,,,,,,,114.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Female,White women,Married women,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 5,,,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,55328.0,0.999116122722626
33360.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,No,,,Complete,,Call 1,4.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,1.0,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",,No,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,75.0,Barack Obama,Other,Other,National questionnaire,Other,Midwest,Amy Klobuchar,Male,All other races,,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 4,No,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,55112.0,1.04247808456421
30261.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,No,,,Complete,,Call 1,5.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,43.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Election day exit poll,,,,Version 4,No,,High Density Urban,Urban,Urban Core,Upscale,55418.0,1.03040170669556
34188.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,No,,,Complete,,Call 1,6.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,3.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,114.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Female,White women,,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 4,No,,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,55328.0,0.872789621353149
34105.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,No,,,Not complete,,Call 1,6.0,,,,,,,,,3.0,,,,,,,,,No,Yes,18-44,18-64,,,,,,,114.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Male,White men,Married men,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 1,,,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,55328.0,0.865464150905609
33038.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,,,Complete,,Call 1,6.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,5.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Female,White women,,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 4,No,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,55126.0,0.73743999004364
50196.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,,,Complete,,Call 2,2.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,3.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,89.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Minnesota,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Upscale,55057.0,0.799292862415314
49999.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,No,,,Complete,,Call 2,4.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,76.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Male,White men,,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 4,No,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55127.0,1.24546849727631
74265.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,No,,,Complete,,Call 3,2.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,89.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Minnesota,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Upscale,55057.0,0.642874836921692
33507.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,No,,,Complete,,Call 1,4.0,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,1.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,Yes,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,75.0,Barack Obama,Other,,National questionnaire,Hispanic/Latino,Midwest,Amy Klobuchar,Female,Latino women,,Suburbs,Suburbs,Minnesota,Election day exit poll,,,,Version 4,No,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,55112.0,0.792175590991974
52012.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,No,,,Complete,,Call 2,8.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,58.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Male,White men,,Rural,Small Cities/Rural,Minnesota,Election day exit poll,,,,Version 4,Yes,,Low Density Rural,Rural,Rural,Downscale,55744.0,1.07420098781586
73876.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,,,Complete,,Call 3,2.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,89.0,Barack Obama,White,White,National questionnaire,White,Midwest,Amy Klobuchar,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Minnesota,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Upscale,55057.0,0.799292862415314
