ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVIN12,GOVTDO10,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,LUGARDON,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSIN12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENIN12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
17640.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,Call 1,4.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,2.0,Mike Pence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,90.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Rural,Small Cities/Rural,Indiana,,Election day exit poll,,,,Version 5,No,,Low Density Rural,Rural,Rural,Downscale,47933.0,1.23483622074127
17094.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 1,5.0,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,3.0,Mike Pence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,79.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",Indiana,,Election day exit poll,,,,Version 5,No,,Suburb,Urban,Urban Core,Very upscale,46250.0,0.743498921394348
36722.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 2,6.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,4.0,Mike Pence,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,No,,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,38.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,,Election day exit poll,,,,Version 5,No,,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,46140.0,1.30380296707153
62147.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 3,6.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,4.0,Mike Pence,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,No,,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,38.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Male,White men,Non married men,Suburbs,Suburbs,Indiana,,Election day exit poll,,,,Version 5,No,,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,46140.0,1.32747709751129
37843.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 2,4.0,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,2.0,Mike Pence,,,,,,,,,No,,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,90.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Rural,Small Cities/Rural,Indiana,,Election day exit poll,,,,Version 5,No,,Low Density Rural,Rural,Rural,Downscale,47933.0,1.01359689235687
17426.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 1,5.0,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,2.0,Mike Pence,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,No,,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,29.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Indiana,,Election day exit poll,,,,Version 5,No,,Suburb,Rural,Rural,Very downscale,46953.0,1.04653680324554
17271.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 1,8.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,5.0,Mike Pence,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,No,,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,107.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,,Election day exit poll,,,,Version 5,Yes,,High Density Urban,Urban,Urban Core,Downscale,47714.0,1.84382569789886
57635.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,5.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,2.0,Mike Pence,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,No,,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,29.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Indiana,,Election day exit poll,,,,Version 5,Yes,,Suburb,Rural,Rural,Very downscale,46953.0,0.931534767150879
37001.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 2,6.0,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,4.0,Mike Pence,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,38.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Male,White men,Non married men,Suburbs,Suburbs,Indiana,,Election day exit poll,,,,Version 5,No,,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,46140.0,1.32747709751129
16730.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 1,2.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,1.0,Mike Pence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,97.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Indiana,,Election day exit poll,,,,Version 5,No,,Suburb,Urban,Urban Core,Very upscale,46614.0,1.26151490211487
36916.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 2,2.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,Mike Pence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,97.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,,Election day exit poll,,,,Version 5,No,,Suburb,Urban,Urban Core,Very upscale,46614.0,1.39197909832001
56996.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,8.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,5.0,Mike Pence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,107.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,,Election day exit poll,,,,Version 5,No,,High Density Urban,Urban,Urban Core,Downscale,47714.0,1.51347684860229
36638.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 2,2.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,Mike Pence,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,97.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,,Election day exit poll,,,,Version 5,No,,Suburb,Urban,Urban Core,Very upscale,46614.0,1.39197909832001
36604.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 2,6.0,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,4.0,Mike Pence,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,No,,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,38.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,,Election day exit poll,,,,Version 5,Yes,,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,46140.0,1.30380296707153
57078.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,Complete,,Call 3,4.0,I like my candidate but with reservations,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Favorable,Better today,2.0,John Gregg,Government should do more to solve problems,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Foreign policy,Yes,Joe Donnelly,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,105.0,Barack Obama,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Midwest,Richard Mourdock,Male,Latino men,,Suburbs,Suburbs,Indiana,Support,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Suburb,70s Suburbs,Urban Perimeter,Upscale,47906.0,0.837462365627289
16941.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 1,9.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Worse today,5.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,11.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Non married men,Suburbs,Suburbs,Indiana,Support,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Urban Perimeter,Upscale,47130.0,1.74054884910584
56839.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,Complete,Yes,Call 3,4.0,I strongly favor my candidate,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Favorable,Worse today,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Federal budget deficit,Yes,Richard Lugar,Yes,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,105.0,Mitt Romney,Other,American Indian,State questionnaire,Hispanic/Latino,Midwest,Richard Mourdock,Female,Latino women,Married women,Suburbs,Suburbs,Indiana,Support,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,All others,Suburb,70s Suburbs,Urban Perimeter,Upscale,47906.0,1.22479569911957
26122.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,4.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Better today,2.0,Other,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,Richard Lugar,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,9.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Rural,Small Cities/Rural,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Extremely Low Density Rural,Rural,Rural,Upscale,46920.0,1.93355023860931
35309.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,6.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Better today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Federal budget deficit,,Richard Lugar,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,40.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,46163.0,1.02441668510437
17627.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,No,Call 1,3.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Better today,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,115.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,46725.0,1.28110539913177
16535.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,6.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Better today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Federal budget deficit,No,Would not have voted,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,40.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,Suburbs,Suburbs,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,Urban Perimeter,Very upscale,46163.0,0.928402423858643
16331.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,5.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Better today,4.0,John Gregg,Government is doing too many things better left to businesses and individuals,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,Would not have voted,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,35.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Support,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46062.0,0.700021088123322
56413.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,9.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Better today,5.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Richard Lugar,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,27.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,47119.0,1.72120904922485
58809.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,4.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Better today,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Richard Lugar,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,9.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,Rural,Small Cities/Rural,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Upscale,46920.0,0.893769860267639
60586.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Yes,Call 3,4.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Better today,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Richard Lugar,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,9.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Rural,Small Cities/Rural,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Upscale,46920.0,1.20146226882935
57137.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,6.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Better today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Richard Lugar,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,40.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,Suburbs,Suburbs,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,Urban Perimeter,Very upscale,46163.0,0.928402423858643
57087.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 3,7.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Better today,3.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",The economy,No,Richard Lugar,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,80.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,Urban,Urban Core,Upscale,46226.0,0.673813939094543
58438.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,5.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Better today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",The economy,No,Richard Lugar,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,33.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,60s Suburbs,Urban Perimeter,Very upscale,46280.0,0.745030283927917
56843.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Yes,Call 3,6.0,I dislike the other candidates,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Better today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,No,Richard Lugar,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,40.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,Suburbs,Suburbs,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,Urban Perimeter,Very upscale,46163.0,1.13104617595673
35057.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,No,Call 2,7.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,3.0,Mike Pence,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,,Richard Lugar,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,73.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Non married men,Suburbs,Suburbs,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,60s Suburbs,Urban Perimeter,Very downscale,46327.0,1.12686443328857
34710.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 2,3.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Richard Lugar,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,115.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,Suburbs,Suburbs,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,46725.0,1.14032709598541
17524.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Yes,Call 1,9.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,5.0,Mike Pence,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",The economy,No,Would not have voted,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,27.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,47119.0,2.09689974784851
56118.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,3.0,I like my candidate but with reservations,No high school diploma,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Richard Lugar,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,47.0,,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Non married men,Rural,Small Cities/Rural,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Rural,Rural,Downscale,47371.0,0.957195281982422
16026.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Yes,Call 1,1.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,1.0,Mike Pence,Government should do more to solve problems,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,Richard Lugar,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,61.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,46410.0,1.60496151447296
